#NiallCollins	unknown-#NiallCollins-party	unknown-#NiallCollins-dob	unknown-#NiallCollins-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	0	I have tabled this question in the light of the recent terrorist attacks in Paris where a large number of people were killed. Given the fact that terrorism is global, that, whether we like it or not, Irish people have been caught up in terrorist attacks such as the one on the beach in Tunisia and that an Irish person was shot at the Bataclan theatre, does the Minister intend to introduce new measures to tackle terrorism as it impacts on us here?
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	1	As I said in the House last week, like other open and democratic states, Ireland cannot consider itself immune from the threat posed by international terrorism. As the Deputy said, sadly, Irish people have been caught up in international terrorist attacks. The current assessment of the threat to Ireland from this source is that while an attack here is possible, it is unlikely, nor is there any specific information that an attack on Ireland is planned. The level of threat from this source is kept under constant review by An Garda Síochána. Given that the threat is evolving, the Garda Commissioner is carrying out a review and will let me know what additional requirements may arise. European Union Justice Ministers held an emergency meeting in the week following the attacks in Paris on 13 November. Ministers were at one in seeking to progress all reasonable measures to counteract the terrorist threat. In this regard, the Council focused on several key issues, including the EU passenger name records, PNR, directive, supported by Deputies across the House, firearms, control of external borders and information-sharing of intelligence. Co-operation between the police and intelligence services is essential. Enhanced access for EU police and security services to data and intelligence-sharing has a critical role in the fight against terrorism. Our involvement with Europol and Interpol is critical in that regard. That said, opportunities which could further enhance that co-operation must be pursued. In this regard, I am determined that An Garda Síochána will have access to the Schengen information system for terrorism and criminal purposes. I have secured additional funding of €4 million for this purpose. The necessary steps in this regard will now be taken as quickly as possible by An Garda Síochána.
 Additional information not given on the floor of the House 
I also emphasised that early agreement on the EU passenger name records directive will be important to ensure law enforcement services can have access to these data, supported by a robust framework of privacy and data protection safeguards. The Council also welcomed new common European standards for deactivating firearms and enhanced efforts to tackle the smuggling of illegal weapons. The Deputy will be aware that I am rolling out a very significant programme of investment in An Garda Síochána. In terms of recruitment, I announced recently that 600 new gardaí would be recruited in 2016, bringing to a total of 1,150 the number of new gardaí to be recruited since the Garda training college was reopened in September 2014. Very significant investment has been made in the Garda fleet. At the end of October I announced a further €5.3 million for the purchase of an additional 260 Garda vehicles before the end of the year. This will bring to a total of €34 million the money that will have been invested in the Garda fleet since 2012. I have also secured very significant investment in Garda information and communications technology resources. Over the lifetime of the Government's capital investment programme, investment in Garda ICT will total €330 million. This will be essential to enhance and develop An Garda Síochána's capabilities into the future. The Garda authorities have been taking all necessary security measures and the relevant agencies here co-operate closely on any threats identified. Robust emergency planning arrangements are in place to address a large range of emergencies, from flooding to national security incidents. There is an Office of Emergency Planning situated in the Department of Defence and the Minister for Defence chairs the Government’s task force on emergency planning which meets regularly. Planning arrangements for a range of emergencies are co-ordinated in this framework.
#PaulMurphy	unknown-#PaulMurphy-party	unknown-#PaulMurphy-dob	unknown-#PaulMurphy-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	12	I ask the Minister to make a statement about Operation Mizen, which was reported in the Daily Mail as a surveillance operation against anti-water charges protesters. We have asked a number of questions about it and the answers we have received have been more interesting for what they have not said than what they have said. The Minister has denied this is a surveillance operation but she has never ruled out, and I would ask her to clearly rule out, that anti-water charges protesters have been or are currently under surveillance by Operation Mizen or another arm of the Garda.
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	13	As I have indicated to the House previously, and am happy to confirm again today, Operation Mizen is not a surveillance programme operated by An Garda Síochána, contrary to the assertions made by the Deputy or others in commentary on water protests. I have been informed by the Garda Commissioner that Operation Mizen was established by An Garda Síochána as a national co-ordination office to provide appropriate policing responses to maintain public order and to ensure the safety of all involved in protests against water charges. In this context, one approach which the Garda authorities adopt is to make use of open source information.Open source information is generally and publicly available on the Internet and social media platforms, not just to the Garda but to anyone, anywhere. I am further informed that Operation Mizen does not engage in technical surveillance or interception and I can confirm that no public representative or member of the public is subject to such surveillance by Operation Mizen.
#PaulMurphy	unknown-#PaulMurphy-party	unknown-#PaulMurphy-dob	unknown-#PaulMurphy-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	14	That is pretty much word for word the answer the Minister gave my colleague, Deputy Joe Higgins, a few weeks ago and while it may be true, what is interesting is what has not been included in it. I seek clarification from the Minister. She said one of the approaches adopted involves making use of open source information. What other approaches are used by the Garda to monitor protesters? She also said that she was further informed that no public representative or member of the public is subject to such surveillance by Operation Mizen, which refers to technical or interception surveillance. Is any member of the public or any public representative subject to another form of surveillance? The only thing ruled out in the Minister's response is technical surveillance. Are there other forms of surveillance? For example, is there monitoring of people's whereabouts, etc., which people come under?
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	15	I emphasise for the Deputy that the characterisation of Operation Mizen as a surveillance operation is wrong. It was set up by the Garda to support national co-ordination of its management of water protests from a public order perspective. While there have been many lawful and peaceful protests against water charges, there have also been some very unfortunate examples of unacceptable and violent protests, including outside the gates of this House. The Garda must take whatever appropriate measures it considers necessary to facilitate those who want to protest peacefully and to ensure public safety where necessary. The Garda Commissioner has made it clear to me that no public representative or member of the public is subject to technical or lawful interception by Operation Mizen. I am sure the Deputy would agree with me that it is essential that people obey the law and demonstrate peacefully, whatever the issue at hand. There is no question but that the right to protest is fundamental in any democracy and we must protect and facilitate it. However, that right must be exercised peacefully. The function of the Garda in respect of public protests and demonstrations is to facilitate them taking place in a peaceful and orderly way, without undue disruption to the daily life and business of others.
#PaulMurphy	unknown-#PaulMurphy-party	unknown-#PaulMurphy-dob	unknown-#PaulMurphy-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	16	My questions were clear, so why is the Minister refusing to answer the simple questions that arise following the answers she has now given on three occasions? Are members of the public or public representatives subject to any form of surveillance by Operation Mizen or the Garda as a result of participating in anti-water charges protests? The Minister referred to one of the approaches involved, making use of open source information, but what other approaches are used by the Garda to gain information on anti-water charges protestors? This goes back to the story originally reported in the Daily Mail, which referred to six months of monitoring of protestors, the compilation of profiles and the gathering of intelligence on their whereabouts from sources. The simple question is: is this taking place? Are protestors subject to surveillance other than lawful interception, which is denied by the Minister, as a result of being protestors? Is that the case? If the Minister is refusing to answer that question, is it not extremely sinister that people would be targeted for surveillance by gardaí, through the use of taxpayers' resources, as a result of participating in protests?
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	17	The Garda is there to keep the peace. It carries out its normal activities as An Garda Síochána in this country in order to ensure that the protests are peaceful. A total of 188 arrests have been made since November 2014 in regard to water charge protests and within that number some individuals have been the subject of arrest on multiple occasions. The majority of arrests made relate to public order offences and breaches of section 12 of the Water Services Act, although there have been arrests for more serious offences. Obviously, in order to ensure people can participate in peaceful protests, gardaí go about their business as members of An Garda Síochána and deal with situations as they arise and take the appropriate action to deal with them. As I said, since November 2014, 188 arrests have had to be made in regard to peaceful protests.An Garda Síochána goes about its normal business of keeping the peace, whether it be at a water protest or in another situation. Clearly, there have not been peaceful protests in certain areas because 188 arrests have been made.
#PaulMurphy	unknown-#PaulMurphy-party	unknown-#PaulMurphy-dob	unknown-#PaulMurphy-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	18	Why not answer the question? In fairness, that is quite suspicious.
#NiallCollins	unknown-#NiallCollins-party	unknown-#NiallCollins-dob	unknown-#NiallCollins-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	19	Given the fact that we have a large dispersed rural population outside the large towns and cities, what plans does the Minister have to tackle the ongoing issue of rural crime? I ask this question in the light of the publication of the CSO crime statistics which we are now getting independently verified and on a quarterly basis and also against the backdrop of a number of high profile incidents which have been reported in the news, for example, the conviction of the gang in Clonmel recently and the death of a constituent of mine, Mr. John O'Donoghue, during a burglary on his own property in Doon, County Limerick.
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	20	One of the most significant initiatives taken is finishing the moratorium on Garda recruitment. The Deputy will have seen the advertisement this week for 600 new gardaí who will be recruited early next year. We have already received expressions of interest from thousands of people. I am looking forward to the initiative going ahead. It is very important that the moratorium on recruitment to the Garda training college in Templemore has ended. The Taoiseach and the Government have committed to ongoing continuous recruitment. In terms of the Government's strategy to tackle this issue, we are getting tougher on serious and repeat offenders. Investing in the capacity of An Garda Síochána to enforce the law effectively is critical. The Deputy saw the launch yesterday of the JARC, the joint agency response to crime. The Criminal Justice (Burglary of Dwellings) Bill is before the House and provides tougher measures to target repeat burglary offenders. A further initiative has been taken by the Probation Service, the Irish Prison Service and An Garda Síochána.  Significant new resources in manpower, vehicles and surveillance activities were announced on budget day and the capital plan for the period 2016 to 2021. As we now have a more stable economy and the public finances are in better shape, we can begin to invest again and have done so in the past two years. There is a budget of €1.1 billion for An Garda Síochána which was increased last year for the first time in several years. All of this enhances capacity. Operation Thor is also critical. Its five strands include intensive community involvement by way of Muintir na Tíre text alerts and whole-of-community engagement in responding to the challenging issues communities face.
#NiallCollins	unknown-#NiallCollins-party	unknown-#NiallCollins-dob	unknown-#NiallCollins-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	21	It is welcome that the Minister has announced a recruitment campaign to commence next year and that she has taken on board something I have raised on a number of occasions, namely, that the Garda Reserve should be looked at as a separate entry stream into the main Garda force. Many of those involved in the Garda Reserve will welcome this and will be glad to see some progression. I mentioned the unfortunate passing of a man in Doon in my constituency, Mr. John O'Donoghue. With the Minister's colleague and a number of other public representatives, I attended the launch in Doon yesterday of the text alert scheme. Senior Garda personnel from the Limerick division were present. The message coming back to them was that people wanted to see more gardaí based in the community and backed up by resources. Everybody in this House subscribes to that view. We know that there are about 1,500 gardaí who are eligible to retire today or any time soon and that the Minister is recruiting up to 600. It is my party's position that we would like to see the force being brought back up to a figure of 14,000 in the lifetime of the next Government. What is the Minister's view on that proposal? Will a vigorous recruitment campaign be undertaken for the 1,100 members of the Garda Reserve?There are many people who are ready, willing and able to partake and give of their service to their own communities to address concerns like those we heard in Doon last night.
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	22	I have doubled the funding for the text alert scheme and I welcome the huge voluntary effort that is going into developing it. A figure of 14,000 should be arrived at in the lifetime of the next Government. Clearly, there is always a number of potential retirements in any given year but more people are being recruited than are retiring. When one looks at crime trends and recorded crime figures from the CSO for quarter 2 of 2015, it is important to note that homicide offences are down by 35%; robbery, extortion and hijacking offences are down by 8%; and public order offences and other social code offences are down by 4%. I am glad to say that weapons and explosives offences are down by 3%. The decrease in controlled drug offences is not as great but it is a decrease of 1%.  We need to look at the successes of An Garda Síochána as well as the areas that are challenging. It is very important that we pay tribute to the work we hear about on a daily basis and that we now see being undertaken through Operation Thor where very effective policing is being carried out in the country. Sometimes the amount of arrests made by An Garda Síochána and the huge successes it is having in respect of some very serious crimes can be underestimated.
#NiallCollins	unknown-#NiallCollins-party	unknown-#NiallCollins-dob	unknown-#NiallCollins-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	23	At the launch of Doon Community Alert in Limerick last night, there was also a lot of discussion about the fact that Doon Garda station had been closed as part of the closure of 139 Garda stations. Unfortunately, the Minister and I will not agree about the Government's policy of closing Garda stations and we have debated this issue on many occasions in this House and beyond. I will raise an issue I have raised previously. Given that An Garda Síochána was to have carried out a review after the closure of Garda stations, a review that has not taken place, does the Minister not consider it would be proper and appropriate for the Garda Síochána Inspectorate to examine the remaining Garda stations that have not been sold into private ownership to discover the impact of the closure of these stations on the communities like Doon that now find themselves without a Garda station? This issue was raised last night. Will the Minister agree to ask the Garda Síochána Inspectorate to do this? Text alert is a huge success and it was great to see the launch last night in Doon. Does the Minister not think we should have a national directorate with the funding to co-ordinate organisations like Muintir na Tíre; the IFA, which now has a dedicated crime prevention officer; and the various community and text alert groups throughout the country to give them national co-ordination?  Could the Minister comment on a Bill I published last week? It would require the National Roads Authority, which is now known as Transport Ireland, to put cameras on exits and entries to motorways as an added facet in protecting communities from roving gangs who are using the motorway network.
#FrancesFitzgerald	unknown-#FrancesFitzgerald-party	unknown-#FrancesFitzgerald-dob	unknown-#FrancesFitzgerald-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	24	There are four questions here so I will try to deal with each of them if the Leas-Cheann Comhairle allows it. In respect of Garda station closures, let me make the point that I understand the sense of security people get from having a Garda station in their area. Let us look at the crime figures. Garda analysts have done this work. A total of 41 Garda stations were closed in the west and the figures for the western region show an 8% reduction in burglaries. I am not correlating one with the other. I am just saying that this is a fact. Modern crime has a lot of different elements. Clearly, it involves local criminals and local knowledge is very important. However, very often, mobile gangs operate as well and they need to be dealt with through a different type of modern policing - one that is informed by number plate recognition, which is very important. The gardaí would tell me that it is more important than the information they would get immediately from CCTV on the motorways. This issue is being examined to see whether there are locations where it would be helpful to have extra CCTV. The vehicles that are coming on stream have number plate recognition and if the Deputy speaks to his local gardaí, I am sure they will tell him that it is hugely important in terms of dealing with criminal activity. In respect of national co-ordination of the text alert scheme, I have doubled the funding to Muintir na Tíre this year and it is reverting to me in respect of how it believes this extra money should be used.I take the Deputy's point, which is important, that support for the text alert schemes by way of national co-ordination is important and is probably one of the routes we need to go to develop the schemes and support those involved. Gardaí are doing excellent work on that.
#PadraigMacLochlainn	unknown-#PadraigMacLochlainn-party	unknown-#PadraigMacLochlainn-dob	unknown-#PadraigMacLochlainn-constituency	speech	unkown-language	2015-12-01 00:00:00	Ceisteanna - Questions	25	As the Minister knows there is severe criticism of the limitations, resourcing and so on of the Independent Review Mechanism. Is the Minister considering a new independent process that is much more rigorous and adequately resourced to deal with the very serious concerns and allegations of families across the State?
