#TimDooley	unknown-#TimDooley-party	unknown-#TimDooley-dob	unknown-#TimDooley-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	0	The Minister will be aware that the National Transport Authority has prepared a report that seeks to ban private cars, including taxis, from key central routes in Dublin city centre. Will he outline his views on the report to the House?
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	1	Before I reply to the Deputy's question, I add my voice to the voices of those who spoke in the Dáil yesterday about the awful tragedy and loss of life in Berkeley. My thoughts, like those of everyone else, are with the families of those involved and everyone else who has been affected by this incident. The Dublin city transport study which was recently published jointly by the National Transport Authority and Dublin City Council comprises a set of proposals to enhance overall movement in the city and cater for increased usage.  It seeks to address the imminent transport issues facing the core city centre area, to facilitate the implementation of the Dublin City Council development plan and to safeguard the future growth of the city. A public consultation process is being carried out on the study. Anyone who wishes to make a submission on the study can do so online at www.dublincity.ie/transportstudy.  The closing date for receipt of submissions is Thursday, 16 July. As the study is the subject of a public consultation process, it would not be appropriate for me to comment on individual proposals. Decisions on specific traffic management measures are the responsibility of the local authority and will be matters for Dublin City Council to progress when the consultation process is complete. Councillors will have to decide whether to include the various recommendations, some of which are controversial, in its next development plan. I confirm that the general thrust of the proposals is in line with my Department's overall strategic policy for sustainable urban transport. I do not doubt that in the public consultation process we will hear from city centre business interests who believe private cars should form part of the transport mix, for example, to allow city centre shoppers to purchase large and bulky items. A key objective of transport policy is to ensure investment is targeted in the most effective way that encourages people to leave the car at home, where possible, and to walk, cycle or avail of public transport. The study will play a role in seeking to determine the most appropriate way to make progress with that agenda, taking account of all stakeholder views.
#TimDooley	unknown-#TimDooley-party	unknown-#TimDooley-dob	unknown-#TimDooley-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	2	I am disappointed that the Minister is not in a position to put his views clearly into the public realm. I accept the statutory position he is in. It would be highly unusual if, as the Minister with responsibility for transport, he felt precluded from offering his views on this matter. If he were to offer them, I do not think it would conflict in any way with the roles of Dublin City Council or the National Transport Authority as set out in statute. Given that the total ban faced by private motorists on College Green and parts of the quays needs to be addressed in advance, I suggest the Minister set out his views as part of the process of public consultation. I totally believe in the concept of improving the movement of buses, trams, cyclists and pedestrians as part of the National Transport Authority's plan to cope with the expected 20% increase in commuter numbers. As the Minister knows, the report points out that O'Connell Bridge is used by approximately 70,000 vehicles each day, or approximately 60% of the number of vehicles that use the M50 each day. These are startling figures. It is right and appropriate that an approach be taken to ameliorate the expected increase in order that everybody can go about his or her business. Mr. Conor Faughnan of AA Ireland has suggested there has been a belief for some time that four wheels are bad and two wheels are good. Unfortunately, that attitude is starting to find a level of acceptance in certain State agencies. We need to look at everything on its merits. The greater the number of people who involve themselves in the discourse during this process - that includes the Minister - the more helpful and beneficial it will be to whatever is the final draft. We have to look at the importance of the motorist, especially in the light of what he or she contributes to the economy generally.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	3	A recognition of the role played by Dublin City Council in this respect, as well as the powers afforded to the council under law and the use made of these powers, needs to be at the heart of the discussion. The council is looking to hear the views of the people of the city and beyond on its proposals. While that consultation process is ongoing, it would be inappropriate for me to become publicly involved in a draft plan that is out for consultation. As I said to the Deputy, I support the overall objectives of the plan. It is essential that we find the right transport mix to deal with the huge increased demand for road space in the future owing to the recovering economy. In the past five years the Government has made funding of approximately €97 million available via the National Transport Authority for improvements in transport infrastructure in this area. The Government is also investing almost €370 million in the cross-city Luas line which will be operational in 2017.
#TimDooley	unknown-#TimDooley-party	unknown-#TimDooley-dob	unknown-#TimDooley-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	4	The Minister is well aware of how well pedestrian zones work in cities throughout the world. It is, undoubtedly, fantastic that they improve the living space and allow people to get around, but they have to be developed in harmony with people's ability to gain access to such locations by means of private cars or public transport. There is a delicate and fine balance between the two. On the basis of what I have read so far, I am concerned that the broader exclusion of the car from the city centre almost has the potential to make a park out of that zone. If access to the city centre is restricted and the volume of people is reduced, there will be no level of activity there. It will become a no-go zone for people who will choose to do their business elsewhere. We should have learned from experience around the world when city centres started to be hollowed out. Much of that happened as a result of people's decisions to move to commuter belts and live on the outskirts of cities. If a business district is created in the city centre and cars are removed, it could potentially have a really damaging effect on the economic life of the city. For that reason, I hope people's views will be listened to as part of a broader consultation process. The consultation process on this report should not be mere window-dressing that will allow Dublin City Council and the National Transport Authority to drive ahead with this agenda.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	5	Nobody involved in the process has the objective of seeking to turn our city centre into a no-go zone or to get to a point at which our city is hollowed out. The objective of the proposals the city council is putting forward is the opposite of this. It wants to create a more vibrant and sustainable city centre balancing the huge number of people passing through it with the needs of the business community and the growing residential community. This is fully recognised by the Government, which is why we are investing in the Luas cross-city project and why we have invested more than €97 million in recent years. We will support good plans for the area depending on the funding available to us. I agree with the Deputy we need a good consultation process and this is under way. I will make comment, and the Department will become involved, at the end of this process when everybody has had an opportunity to make known his or her views.
#DessieEllis	unknown-#DessieEllis-party	unknown-#DessieEllis-dob	unknown-#DessieEllis-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	6	This question is on the possible sale of Aer Lingus and the possible use of the money for the deferred members of the pension scheme. As the Minister knows, a huge issue has arisen in this regard. He has made decisions in the past but I plead once again for something to be done to address the injustice which took place.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	7	An agreed solution was implemented at the start of this year to address the funding difficulties in the Irish airlines (general employees) superannuation scheme, IASS. This agreed solution is a matter for the trustee, the companies participating in the scheme and the scheme members and the Pensions Authority. Under the agreed solution, the total contribution proposed by the IASS employers towards resolving the IASS difficulties now amounts to over €260 million. This includes adding a further €20 million to the €40 million already being made available for deferred members, bringing the full amount for this group to €60 million. The trustee has confirmed these measures are in the overall best interest of the members of the IASS as a whole. The solution will continue to be implemented in compliance with national and EU law irrespective of the ownership of Aer Lingus. I am very conscious that the agreed solution has a significant impact on many members of the scheme, but as I have said in the House, these risks would have arisen for all members, the companies involved and the wider economy if this solution had not been implemented. Any proceeds from the sale of the State's minority shareholding in Aer Lingus will be paid into the Exchequer, and the Government has decided that such proceeds should be used to establish a new connectivity fund as a sub-portfolio of the Ireland Strategic Investment Fund. Under EUROSTAT rules, the proceeds arising from the sale of the State's shares in Aer Lingus represent the sale of a financial asset and will have no beneficial impact on Ireland's general Government balance, GGB. Accordingly, the money received will not provide any capacity for additional Government expenditure on a GGB-neutral basis. It is for this reason the proceeds will be allocated to this special fund, which will operate on a commercial basis.
 Additional information not given on the floor of the House
 Therefore, they will not constitute Government expenditure but will facilitate the re-use of the proceeds for productive purposes within the economy, on a GGB-neutral basis. For this reason, the moneys generated by the sale cannot be used for the reasons proposed by the Deputy.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	91	I support Deputy Fleming's comments on amendments Nos. 2 and 5 in the name of his party colleague, Deputy Michael McGrath. The objective of amendments Nos. 2, 4 and 5 is to broaden the application of this Bill. The economy is improving at the moment and dramatically so in Dublin, but one of the downsides of that is the fact that capital assets, including commercial property and family homes, are increasing dramatically in price. As they increase in price, the holders of the loans against those properties are in a position to cash in. The banks are in this economy for the long term. If a loan is performing or can perform in the future and the banks can, in the longer term, be repaid, they will probably stick with it. The difficulty with vulture funds is that when they can see that there is a quick buck to be made, they will grab it. That is the enormous downside of the improving economy, particularly the improving price of property. The greatest fear for people in this country is that they will lose their family home and they will do everything and anything to retain it. As the Minister knows, the latest figures show that four family homes are being repossessed in this country every day. Homes are being sold off to investors for less, in many cases, than people could afford to pay if they were given reasonable solutions to their financial difficulties. Home owners are ending up out on the street, dependent on their local authorities which have overflowing housing waiting lists.  I am disappointed that amendments Nos. 1 and 8 were ruled out of order. I tabled those amendments specifically to deal with vulture funds. One can reasonably deal with most of lending institutions in this country, with only one or two exceptions. I am dealing with a case at the moment involving a widow whose husband died only a few weeks ago. Her family home is under threat because a business went to the wall due to her husband's ill health. She has two school-going children. Her mortgage was taken out with a company that operated in this jurisdiction but that company sold on the loan to a vulture fund. That vulture fund is going to put that woman out on the street. If her mortgage was with any of the major banks in this country, a deal would be done to ensure that she could remain in her own home. However, because we are talking about a vulture fund, we do not have the same level of leverage. That fund is only looking at the bottom line, at the quick buck it can make and at turning around that portfolio as quickly as possible.On Committee Stage, Deputy Tóibín gave the example of a constituent who had offered 30 cent in the euro for a loan and yet it was sold off by a bank for 15 cent in the euro to a vulture fund. Once that property increases in price to the equivalent of 20 cent in the euro, the property will be sold and the vulture fund will make a profit, but that family will turfed out on the street. I tabled the amendment to ensure families cannot be put out on the street without having adequate provision for accommodation. We are in a very serious housing crisis that will not be solved easily and the Government alone cannot solve it. The worst thing we could do would be to put fuel on that fire by putting people out on the road and leaving them homeless. Housing lists are increasing daily. It is not a question of whether someone can afford private rented accommodation; it just cannot be got at any price at the moment. It is encouraging vulture funds to sell these properties. Investors see an opportunity for them to rent that property out. It is a seller's market at the moment. Families are being put out on the street when their homes are bought by an investor. It is put on the rental market at €200 or €250 a month in excess of the rent allowance cap, meaning that the family cannot afford to rent that house and they have no short-term accommodation. We need to put a safety net in place, particularly when it comes to these vulture funds and credit companies outside the jurisdiction that are not operating here on a day-to-day basis. They are not concerned about brand reputation and are only concerned about turning that money around. I urge the Minister to consider my amendment No. 8, if not in this legislation then in forthcoming legislation, to ensure the courts have the power to refuse repossession of a family home where the family does not have the resources available to access the private rental sector or where the family cannot get access to local authority housing. The vast majority of families at the moment are throwing in the towel. They are not going to court to contest the repossessions. The lack of engagement with the lending institutions before they get as far as court means there is no point trying to make a case. If this provision were put into legislation to allow the safety net that a repossession could not proceed without consideration being given to the family's housing situation, it would be an additional tool in helping to support families in a housing crisis. When responding, will the Minister clarify a matter I raised in the House last week regarding IBRC? At present IBRC is not honouring bonds taken out by developers for the completion of housing estates. A number of housing estates throughout the country have been left half-completed-----
#JoeOReilly	unknown-#JoeOReilly-party	unknown-#JoeOReilly-dob	unknown-#JoeOReilly-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	92	I ask the Deputy to bring his contribution to a conclusion.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	93	-----some of them in an unsafe situation. Will the Minister engage with the receivers to ensure those bonds are upheld in order that the resources are given to the local authorities to complete those estates?
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	94	I wish to speak to amendments Nos. 2 and 5. The purpose of these amendments is to highlight the serious situation involving private equity interests that purchase loans sold by Irish banks. I have met a range of company owners, some of whom have had the ability to go to court and win their case, but most do not have that ability. They have described in detail the position their successful businesses were put in after loans with Irish-based and headquartered banks were sold to private equity funds, one backed by Goldman Sachs, but this would not be unique to that organisation. I wish to quote from correspondence from one firm outlining its experience with a private equity fund:It has become increasingly apparent that the acquisition of our loan was not done with a view to honouring the facility agreements, but instead with a view - we believe - to enforcing security in respect of our loan, so that the asset itself will become available to the private equity acquirers of our loan. A 'loan to own' strategy.The purchaser of the loan insisted on a consultant attending board meetings, sought to have an outside consultant appointed at a cost to the company to review the business and engaged in a very aggressive manner in its communications with the business. This is line with what was reported by Tomlinson when he investigated similar practices involving RBS in the UK. His report stated:1. The bank artificially distresses an otherwise viable business and through their actions puts them on a journey towards administration, receivership and liquidation.2. Once transferred into the business support division of the bank the business is not supported in a manner consistent with good turnaround practice and this has a catalytic effect on the business’ journey to insolvency.This has an impact on employment and on SMEs. At the moment, Ulster Bank is involved in an aggressive sale of its loan portfolio, especially of small loans to outside capital companies. These are small companies employing ten, 20 or 30 people with no protection. It is no wonder we are such a target for these US investment funds when there is no protection for the people whose loans they are buying. We need to ensure we have the maximum protection available. It is all very fine for those with the ability and resources to go to the High Court to defend their right. They should not have to in any event. However, most companies do not have that ability and those companies that have the ability want to spend that money on something far more productive that might expand their business and increase employment. At the moment we are forcing them to go the High Court. I appeal to the Minister to look at the amendment or give some indication that the Government is working on giving protection for those loans that are being sold down the Swanee. We have spoken about the extension of the credit guarantee scheme to allow for this, but that seems to be parked up. Therefore, we are looking for legislative protection to protect business people and, more importantly, their employees.
#PeadarToibin	unknown-#PeadarToibin-party	unknown-#PeadarToibin-dob	unknown-#PeadarToibin-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	95	I mentioned this the last day and an Teachta Naughten referred to it. There are examples of firms that are doing their best to function and provide a service, employing workers in a fair and decent manner. If given an opportunity, they would trade out of the difficulties they are in. On Committee Stage I gave the Minister the example of a firm in County Meath that is seeking to negotiate a fair resolution of its debt. However, that debt has been sold to a company that was not even registered on the day the sale took place which adds further complication. It is alleged that the staff of the particular company, the new company, are former members of the original company and yet the details cannot be found. The names are opaque and it is murky. We are told the debt ended up being sold at a discount to even what the business owner was trying to negotiate. The view would be that a liquidation process would commence and the assets would be sold off. Here we have the dismantling of a functioning business for the purpose of firms selling off the constituent aspects of the business as scrap.Ideally, the State should orientate all of its laws to ensure we have functioning, productive businesses that add significantly to the State. If this is happening to the particular gentleman in County Meath, there is no doubt that it is also happening to people in other counties. Given that most of the damage done to the State is the result of the murky opaque nature of relationships in the past, I cannot understand why any Minister for Finance would not want to make the system as clear as crystal in order that everybody would know exactly who was operating where and what the process being undertaken was. I ask the Minister to take this into consideration when dealing with these issues. Also, one in six mortgage holders in my county-----
#JoeOReilly	unknown-#JoeOReilly-party	unknown-#JoeOReilly-dob	unknown-#JoeOReilly-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	96	As the Deputy's time has expired and much of what he is saying is relevant to amendment No. 8 which has been ruled out of order, I must ask him to conclude.
#PeadarToibin	unknown-#PeadarToibin-party	unknown-#PeadarToibin-dob	unknown-#PeadarToibin-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	97	Okay.
#MichaelNoonan	unknown-#MichaelNoonan-party	unknown-#MichaelNoonan-dob	unknown-#MichaelNoonan-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	98	I thank Deputies Michael McGrath and Denis Naughten for tabling thee amendments and all of the Deputies who have contributed to the debate thus far. On amendment No. 2, I understand the Deputy's intention is to impose regulation on firms which take an active role in managing their relationships with borrowers, even when a borrower is not in financial difficulty. However, I am glad to be able to inform him that the amendment is unnecessary because the definition of credit servicing is broad enough to capture what is proposed. What we all want to do is strengthen protection for consumers whose loans are with unregulated entities by restoring them to the position they were in before the loans were sold.  We have been careful to ensure clarity in the Bill on what is and is not credit servicing. There is a specific set of activities outlined in the Bill which, if performed, are considered to be credit servicing. If a firm is carrying out any one or all of these activities on behalf of an unregulated owner, it must be authorised as a credit servicing firm. The definition of credit servicing is deliberately broad and means "managing or administering the credit agreement". It includes a non-exhaustive list of specific actions which are credit servicing, one of which is managing or administering any alternative arrangement for repayment or other restructuring. In addition, owners of loan books who deal directly with relevant borrowers, namely, those servicing their own loan books, will be regulated. Otherwise, they can have the loan book serviced by a regulated credit servicing firm. A situation could also arise where an owner appoints a regulated credit servicer but is also actively involved in managing or administering the loan and, therefore, needs to be authorised. The transfer of a loan from one entity to another does not change the terms of the contract and the borrower's rights and obligations under the contract cannot be changed without agreement. Enforcement of security on a loan is subject to the conditions of the contract and can only happen in accordance with it. The sale of the loan book does not impact on this.  On page 4, lines 17 and 18, of the Bill credit servicing is specified as any alternative arrangement for repayment or other restructuring. What the Deputy is suggesting is that this be limited to situations where a credit agreement was in financial difficulty. If the proposed amendment were to be accepted, it would restrict the action of managing or administering any alternative arrangement for repayment or other restructuring to those restructuring arrangements which resulted from financial difficulties. This would have the unintended consequence of managing or administering any alternative arrangement for repayment or other restructuring in respect of an agreement that was not in financial difficulties not being included in the definition. Therefore, it could be argued that this activity was not credit servicing and did not need to be authorised because it was not a regulated activity. That would weaken the position of the borrower. We want to ensure borrowers, whether in financial difficulty, retain their current protections. The Bill, as drafted, provides for this. I am unable to accept the amendment because it would not strengthen the position of the borrower, as appears to be the intention. Similar arguments apply to amendment No. 5. Enforcement only arises where a lender goes to court for failure to comply with the terms of a credit agreement. As I have said, the transfer of a loan from one entity to another does not change the terms of the contract and the borrower's rights and obligations under it cannot be changed without the agreement of both sides. We have deliberately left only a limited number of actions which an owner can perform without requiring authorisation. These can only be performed if they would not amount to a prescribed contravention if performed by a regulated entity.  We have also strengthened the protections for borrowers by way of inclusion of the new statutory obligation in section 5 which prevents an owner from instructing a credit servicing firm to do anything that would be a prescribed contravention and also prevents the credit servicing firm from carrying out such an instruction. Essentially, we have cornered owners on this issue in that they must be regulated or appoint a regulated credit servicing firm to service their loans. On this basis, I am unable to accept the amendments.
#SeanFleming	unknown-#SeanFleming-party	unknown-#SeanFleming-dob	unknown-#SeanFleming-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	99	I understand the Minister's point about the impact of what is proposed in a situation where a credit agreement is not in financial difficulty but is restructured for business development purposes. However, the point I made was related specifically to the original loan agreement. I am aware that it is not possible to vary a loan agreement without agreement. Often, despite the fact that people have read the conditions outlined in the small print, they will have missed the point that a loan can be recalled at short notice, which is regularly the case. Most people, to their detriment, sign agreements in the belief that while this is standard banking practice, once they meet the conditions of their loan this punitive provision will not be implemented. In the normal course of events it will not be implemented and banks are happy to have loans repaid in the normal way taking into account the fact that if they get a bad name, they will not get new customers. My concern is that, notwithstanding the conditions attached to the original loan, some of the vulture funds acquiring these loans books are doing so in order to take ownership of assets. In many situations, because loans are being written down by a figure of 50% to 70%, the asset value is greater than the discounted value of the loan. These vulture funds have no interest in the loan being repaid. All they are interested in is seizing the assets as quickly as they can, which they may be entitled to do by law under the original agreement, resulting in the closure of the business. This is an unsatisfactory consequence of the sale of loan books to people who have no vested long-term interest in the economy.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	100	The Minister might come back to me at some stage on the IBRC issue.  On amendment No. 4, the fundamental difference between a vulture fund and a bank or other credit institution operating in Ireland is that the latter is here for the long term, bearing in mind the need to maintain brand reputation. In the case of a vulture fund, as soon as house prices increase, as is the case, a bubble is created in the market, thereby providing a financial incentive for it to cash in and put people out on the street. The purpose of my amendments is to put in place an additional safety net to ensure that, as part of the repossession process, families would not be faced with homelessness or having to secure temporary accommodation. It is important it be stated in law that where a family home is to be repossessed, a court must give due consideration to whether the family has the financial resources required to find private rented accommodation in what is a very challenging market or an assurance from a local authority that it can provide them with accommodation.This additional tool would be beneficial towards ensuring that vulture funds, in particular, do not put the squeeze on families, repossess their property, sell it off to an investor and cash in and get out of the country. It would ensure there would be consideration for the long-term impact they have on the particular family and the economy as a whole.
#MichaelNoonan	unknown-#MichaelNoonan-party	unknown-#MichaelNoonan-dob	unknown-#MichaelNoonan-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	101	I thank the Deputies for their contributions. Going back to first principles, the purpose of the Bill when it becomes law is to ensure that if loan books are sold from a regulated entity to a non-regulated entity that we extend the regulation mandate to the non-regulated purchaser. The Bill fulfils that purpose. Some issues have arisen in regard to the Bill. One is the belief among many people that the new owner of the loan book can vary the terms of the contract. The new owners cannot do that. When they buy the loan book, they must comply with the terms of the original contract and there is no variation on that. In regard to the question on bonds, when bonds fell, insolvent companies were not able to finish estates and contracts because the bond was not available. Now, the liquidator is working his way through the assets and it appears quite clear that he will be in surplus once he deals with all the creditors. When he has worked through, there will be a residue of creditors such as local authorities. Therefore, it is the local authorities that will be at a loss where the bond lapses. However, it appears now there will be sufficient moneys to repay the local authorities if they are an unsecured creditor, because the funds available now are sufficient to cover unsecured creditors. The same will apply, for example, to credit unions which invested. Some 14 or 15 credit unions invested moneys and they are unsecured creditors. It appears now they will get their money back, but it is up to the liquidator to work his way through the process. The ideas in the Deputy's amendment do not really run from the Bill. They are certainly a subject for debate, but they do not constitute an amendment for this Bill. Perhaps they should be included in a Private Members' Bill or some such mechanism.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	102	I was trying to flush out the Minister's view on them.
#MichaelNoonan	unknown-#MichaelNoonan-party	unknown-#MichaelNoonan-dob	unknown-#MichaelNoonan-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	103	There are some interesting ideas there.
#MichaelNoonan	unknown-#MichaelNoonan-party	unknown-#MichaelNoonan-dob	unknown-#MichaelNoonan-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	104	I move amendment No. 3:In page 5, line 9, to delete “to which credit has been provided” and substitute the following:“but only to the extent that the credit granted to it under the credit agreement concerned was provided”.The aim of this part of the Bill is to ensure that SMEs which have borrowed from regulated firms maintain the protection they had. It was never the intention to capture SMEs which borrowed from legitimately unregulated firms. These firms are an important source of funding for SMEs and we do not wish to restrict the flow of funds to SMEs in any way. Therefore, this amendment is largely technical in nature and serves to ensure the definition of the SME credit covered by this Bill is as intended. This is done by amending the definition of relevant borrower to restrict it to credit provided by a regulated financial service provider. This amendment restricts the definition to ensure that where credit has been granted to an SME by a number of providers, both regulated and unregulated, it is only the credit that was originally provided by an authorised or regulated financial service provider that is covered by this Bill. The amendment is intended to ensure that SME credit which is sold by regulated entities is protected without impacting on other SME credit. Therefore, the amendment ensures that SMEs will continue to enjoy the protections they currently have when they borrow from regulated lenders, for example, the code of conduct for business lending to small and medium enterprises, but we are not extending the remit.
#SeanFleming	unknown-#SeanFleming-party	unknown-#SeanFleming-dob	unknown-#SeanFleming-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	105	I move amendment No. 6:In page 6, between lines 10 and 11, to insert the following:“(2) Section 33A of the Central Bank Act 1997 is amended by inserting the following subsection after subsection (5):“(6) The Bank shall also impose, on a debt management firm and or a credit servicing firm, a condition that a customer shall, within 30 days of his or her credit agreement being sold be—(a) advised of the terms on which his or her credit agreement was sold,(b) advised on any material change to the terms under which the credit agreement is serviced,(c) advised whether the loan was sold at a discount, and(d) provided with details of his or her rights under—(i) the Code of Conduct on Mortgage Arrears 2013, and(ii) the Financial Services Ombudsman.”.”.This amendment arises from Committee Stage debate and concerns the provision of information. We suggest that when a loan is being managed by a credit servicing organisation, the bank shall also impose on the debt management firm or credit servicing firm, a number of conditions to be fulfilled within 30 days of their appointment advising them to advise the customer of the terms on which his or her credit agreement was sold and advising of any material change to the terms under which the credit agreement is serviced. The Minister will probably say there cannot be changes to the agreement as the original loan had been sold. Therefore, perhaps subsection (b) may not apply - material change to the terms under which the credit agreement is serviced. The customer should be advised whether the loan was sold at a discount and provided with details of his or her rights under the Code of Conduct on Mortgage Arrears 2013 and on the responsibilities of the Financial Services Ombudsman. The essence of this amendment is that if a person's loan is being sold on, that person is entitled to know whether it was sold at a discount. For example, take the case of somebody who borrowed €1 million from a bank and that loan was sold off, although the customer had been prepared to pay a discounted rate for it but that was rejected. The banks, through laziness - they should not be facilitated for laziness - bundles a group of loans and sells a package of 50 or so loans at a discount of 80%, despite the fact some of those loans will perform better and some worse than that. Rather than work through the agreements individually, the banks sell them off as a bundle so that they do not have to bother working through the details, having earned interest on the loans up to the time of their sale. If a person's loan is being sold, he or she is entitled to know that. If I had a mortgage of €300,000 on a house and was in financial difficulty and my loan was sold off as part of a bundle, with a 50% discount given on it to the person taking over the new agreement, while I was willing to pay 80%, I should be entitled to know that. People are entitled to know whether their loans are sold at a discount. We must get back to basics on this. While there is some merit in this legislation, it does not go far enough. I believe that when a bundle of loans is being sold off, the borrowers should be notified in advance it is intended to sell the bundle including their loan and they should be entitled to submit an offer to buy their loan at a discount. Ultimately, the Irish taxpayers will benefit if distressed borrowers are willing to remortgage and buy their loans at 80% or 90% and have some of the arrears written off. That option should be available to them, rather than the loan book being sold over their heads. I know the Minister will say it was always part of the original agreement that loan books could be sold off, but I believe that because of the impact the financial crisis has had on society, people should be informed of the sale value of their loan. If the bank is willing to accept a 50% write-down on a loan by selling it off to a third party, why would it not go at least some way towards dealing with the borrower who lives in the house? That would be the sensible route. I believe everybody would agree with this solution and see nothing wrong with the principle. This might cause some work for the banks. Perhaps they should be forced to do some work and to disaggregate some of these bundles.They are just taking the lazy approach. One of the problems we have had coming out of the recession is that some of the banks did not do their job when they gave out the loans initially, but they should be forced to do their job when it comes to dealing with the difficult loans they gave out in the first place. Facilitating them by allowing them to bundle 500, 1,000 or 10,000 mortgages in one big lazy bundle is a reward for the banks for laziness. I have a fundamental problem with that. People are entitled to know if their mortgage has been sold at a discount and they should be given to first option to buy it. That is the essence of the amendment. Even if people are not given the option, they should be told their loan has been sold and what the discount was because it puts them in a strong position. When the company comes back to a person to enforce repayment of a €300,000 mortgage, or whatever is the nominal value of the mortgage, he or she will be in a strong position to say the bank has paid only €150,000 for it and that is an acceptance that it is the fair value of the mortgage, which puts the borrower in a much stronger negotiating position. As we come out of the recession we do not want to further weaken the bargaining position of borrowers who might be able to make a better contribution than the discounted value of the loan, which would ultimately be to the benefit of the taxpayer. Everyone would agree with such a principle. It would be a pity to take such an approach. It is one of the shortcomings of the legislation that it did not take that into account.
#PeadarToibin	unknown-#PeadarToibin-party	unknown-#PeadarToibin-dob	unknown-#PeadarToibin-constituency	speech	unkown-language	2015-06-17 00:00:00	Ceisteanna - Questions	106	Aontaím go huile agus go hiomlán leis an leasú seo. Why should a home owner or business person not know everything about the loan that pertains to their property? Given modern technology, there is nothing to stop the bank from barcoding and individualising loans to ascertain the details and to manage the loan and disaggregate it for management purposes. I have dealt in my office with approximately 150 distressed mortgages in the past two to three years. At least 50 of the cases involved difficulties created by the lack of effort by the banks in dealing with citizens. The citizen should be at the heart of the process. Unfortunately, the way the Bill has developed ensures the citizen is not at the heart of the process, it is the bank, financial institution or vulture funds.
