#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	0	Cuirim fáilte roimh an Aire, an Teachta Ó Cuív, a oifigigh, agus na Teachtaí O'Dowd agus Ó Snodaigh, a bheidh linn ar an choiste inniu. Pléifimid inniu Céim an Choiste Bhille na dTeangacha Oifigiúla. Tá súil agam go mbeidh díospóireacht maith, béasach againn. Tá córas aistriúcháin againn agus mar sin is féidir le baill a labhairt trí Ghaeilge nó trí Bhéarla.I welcome the Minister and his officials to the committee. Deputies O'Dowd and Ó Snodaigh will also join us today to consider Committee Stage of the Official Languages Bill 2002. I hope we will have a constructive, mannerly debate. We do not want contributions to be excessively lengthy, particularly if they involve repetition.We have set aside a suitable amount of time and I would like us to get through the amendments. We will sit until 2.45 p.m. with a break from 1 p.m. until 1.45 p.m. and resume at 5.15 p.m. until the Bill is finished. The amendment list circulated is provisional, pending finalisation by the printer of the printed version. The provisional list is correct in all material respects and the printed version will be circulated as soon as possible.SECTION 1.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	1	Ní fheicimid cén fáth go bhfuil tréimhse trí bliana i gceist go dtí go gcuirfí an tAcht i ngníomh. Amendment No. 1, which was ruled out of order, addressed the fact that the Bill was to come into operation within a three year period. We feel a one year period is reasonable. With the present position of the Irish language, and if this Bill is to have any positive effect, the sooner it is put into operation, the better.I do not know if this was one of the items discussed at the clandestine meeting the Minister held in Spiddal some weeks ago, when he is alleged to have made the appalling remarks that the Irish speakers of the State did not know about the Bill and that, if they did, it would not be possible to put it through. For a Government allegedly committed to openness and transparency, this sorry escapade is a sad reflection on the Government. Will the Minister tell us if the issue was addressed at that meeting or the reason he thinks a period of three years is necessary?
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	2	Aontaím leis an Teachta O'Shea, tá trí bliana ro-fhada. Bheinn sásta dá mbeadh an tAire in ann bliain amháin nó dhá bhliain a chur isteach ina ionad. Caithfidh am faoi leith a bheith ann agus ní féidir an Bille a thógáil isteach láithreach maidin amárach ach bheadh níos lú ama níos fearr.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	3	Seard atá ráite sa mBille ná rud ar bith nach bhfuil tagtha i bhfeidhm roimhe sin, agus mura bhfuil teachta ag an Aire faoi cheann trí bliana, tiocfaidh sé isteach go huathoibritheach. Tá i gceist feidhmiú láithreach ag gníomhú faoin mBille ach rud amháin atá foghlamtha agam, ó tharla gurb é atá i gceist leis an trí bliana nó go mbiedh feidhm iomlán leis an mBille, is contúirteach an focal é "iomlán" má chuirtear sprioc-ama ró-ghairid le rud. Beidh orainn treoirlínte a ullmhú dréachtscéim le hullmhú ag comhlachtaí poiblí, rialacháin a ullmhú agus caithfimid oifig choimisinéir na dteangacha oifigiúla a bhunú. Bheadh súil agam go mbeadh go leor díofa sin déanta laistigh de bhliain - 90% b'fhéidir - agus gcás go gcuirfinnse srian san Acht, tá muid ag caint ar 100% a bheith achtaithe laistigh de bhliain. Shamhlóinn go mbeadh fadhbanna leis sin, go mbeadh sé i bhfad ró-ghasta le haghaidh an iomláin. Ar ndóigh tá i gceist againn gníomhú ar an gcuid is mó láithreach.Maidir le cruinniú sa Spidéal, ní raibh aon chruinniú rúnda sa Spidéal. Mar a tharlaíonn go hiondúil agus Aire ag bualadh le heagraíochtaí, ní raibh na meáin istigh. Ba chruinniú é idir mé féin agus gach eagraíocht Gaeilge a raibh muid in ann teacht orthu, thuaidh nó theas, thoir nó thiar, Gaeltacht agus taobh amuigh den nGaeltacht - ní chruinniú rúnda a bhí ann. Is féidir liom a rá nach bhfuil an tuairisc atá ag an Teachta ar an méid a dúirt mé cruinn agus mar sin níl i gceist agam níos mó a rá faoi.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	4	Ba mhaith liom teacht ar ais chuig an phointe ar theacht i bhfeidhm an Bhille. De réir mar atá sa Bhille, tá gach seans go mbeidh an Rialtas imithe as cumhacht sula mbeidh an Bille ina iomlán i ngníomh. An bhfuil sin sásúil? Tuigim go mbeidh rudaí áirithe níos deacra ná rudaí eile a chur i ngníomh ach cén fáth go dtógfadh sé trí bliana chun an rud go léir a chur i gcrích. Chuala mé an leithscéal a bhí ag an Aire agus tuigim cuid de ach tá trí bliana ró-fhada ar fad.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	5	Ba mhaith liom a bhéimiú nach bhfuil i gceist é a ghníomhú láithreach. An t-aon rud atá i gceist anseo ná an focal "iomlán", sin rud ar bith nach bhfuil déanta ag an sprioc-dáta, tá sé i ngníomh ón lá sin. Ba cheart sin a choinneáil in intinn. Ní bheadh aon chíall go mbeimis ag teacht ar ais anseo faoi seo i gceann bliana mar go raibh 99% den rud réidh le dhul ar aghaidh agus déanta agus nach raibh 1% agus mar sin caithfimid leasú a chur ar an mBille nó ar an Acht. Caithfimid bheith an-chúramach agus sinn ag scríobh an dlí. Nuair a scríobhaimid an dlí, cíallaíonn an rud atá scríofa díreach an rud a deir sé, cíallaíonn trí bliana trí bliana gan lá níos mó agus gan aon eiscíocht. I ngáthchaint is féidir a rá go ndéanfar athrú air seo ach tá Acht criochnúil agus sé mo thaithí gur féidir tarlú go mbeadh 99% den rud déanta agus nach mbeadh ach 1% nach bhfuil déanta agus bheadh trioblóid faoi sin.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	6	Cuir i gcás go mbeadh formhór an Achta curtha i gcríoch tar éis bliana, níl aon fhadhb ann Bille gairid a thógáil isteach leis an am a leathnú ag an am sin. Ba mhaith liom go mbeadh brú ar pé Aire a bheadh ann an tAcht ina iomlán a chur i ngníomh go tapaidh agus go luath.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	7	Ní ghá an brú sin a chur orm.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	8	Ní bheidh an tAire ann go brách.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	9	Tréimhse cúig bhliain a bhíonns ag Rialtas agus níl aon chontúirt nach mbeidh an Rialtas seo ann i geann cúig bhliain so beidh an rud ar fad déanta sula bhfaighfidh an Teachta lámh air.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	10	Aontaím gur chóir go mbeadh bliain i gceist nó ar a laghad tréimhse níos lú ná trí bliana. Thiocfadh leis an Aire post nua a fháil ag deireadh na seachtaine - tarlaíonn a leithéid in aon Rialtas ó am go ham - agus d'fhéadfaí go mbeadh Aire ann nach mbeadh an bá céanna is atá ag an Aire don Ghaeilge. Sa bhealach seo, ar a laghad, dá mbeadh bliain i gceist, bheadh a fhios againn go mbeadh an tAcht i ngníomh i dtréimshe an-ghearr. Léireodh sé don domhan agus do comhghleachaithe an Aire sa Rialtas go bhfuil sé dáiríre fá seo agus gur chóir do na hAirí ar fad tacú leis, go háirithe má tá sé chun leanúint agus iacaill a chur orthu a ndualgais faoin Acht seo a dhéanamh. Mionathrú atá i gceist agus ba chóir glacadh leis. Beidh mé ag tacú leis an Teachta O'Shea má chuirfidh sé seo ar an chéad Chéim eile.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	11	Tá an leasú as ord.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	12	Má théann Teachtaí don Chéad Sceideal tuigfidh siad. Fuair mé comhairle go mbeidh orainn, le bheith taobh istigh den Acht, feidhmiú ar phlean a fháil, le bheith déanta laistigh de thréimhse atá luaite ann, ó chuile aon cheann acu atá sa Sceideal sin. An gceapann na baill coiste go mbeidh sin ar fad déanta? Cuid acu i dtaobh na Gaeilge, ó tharla nach mbeidh plé ag an bpobal leo, níl siad an-tábhachtach ó thaobh úsáid laethiúil na Gaeilge mar beidh mé in ann rialacháin a dhéanamh ó thaobh stáiseanóireacht agus rudaí mar sin. Ní bhíonn mórán plé ag daoine le saotharlann Stáit i gcomparáid leis an Roinn Talamhaíochta agus Bia nó an Roinn Gnóhtaí Sóisialacha agus Teaghlaigh. Ní bheadh sé réalaíoch, áfach, go gcaithfidh gach ceann acu sin bheith réidh láithreach. Tá rial ann a deir go mbíonn plé ag 80% den phobal le 20% de na heagraíochtaí sin ó lá go lá agus déanfar iad sin i dtosach. Tá muid ag caint ar an iomlán agus ní dóigh go bhfuil sé réalaíoch laistigh de bhliain. Nuair a smaoiníonn duine ar an méid oibre atá le déanamh, má tá sé le déanamh i gceart agus ní leithscéal de rud, tá súil agam go dtuigeann an coiste cén fáth go dtógfaidh sé trí bliana seo a dhéanamh.Rud a thug an-mhisneach dom sa Dáil ná an tacaíocht ó chuile pháirtí do choincheap an Bille agus níl aon amhras orm, agus ní thuigim cén fáth go bhfuil na baill chomh hamhrasach futhu féin, ná is cuma cé bheidh mar Aire Gnothaí Pobail, Tuaithe agus Gaeltachta, le freagrachtaí Gaeltachta agus Gaeilge air, go mbeidh sé chomh díograsach agus atá mé féin ag cur an rud seo i bhfeidhm. Dá mbeadh an Teachta Ó Snodaigh, an Teachta O'Shea nó an Teachta O'Dowd ina nAire, bheidís chomh díograsach liom féin i dtaobh na ceiste seo. Déarfainn an méid céanna leis an dream a bhféadfadh bheith ina nAire Gaeltachta ar an taobh seo den Teach.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	13	I move amendment No. 2:
In page 10, subsection (1), line 2, to delete "the Office of".Leasú teicniúil é seo chun na focail "Oifig Choimisinéir" a scriosadh agus "Coimisinéir a chur ina n-ionad. Mar a thuigim ó lucht dlí, ba cheart go léifeadh an Bille "Coimisinéir agus ní "Oifig an Choimisinéara" Sé an coimisinéir an duine atá ann. Fuair mé comhairle nach bhfuil na focail mar atá ceart ó thaobh dlí de.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	14	Beidh mé ag moladh leasú Uimh. 74 le go mbeidh teideal níos simplí ag an gcoimisinéir. Shíl mé go raibh "coimisinéir na dteangacha oifigiúla" agus "oifig choimisinéir na dteangacha oifigiúla" beagáinín fadálach. Ní miste dom a rá, maidir le leasú Uimh. 2, go mbeadh sé neamhiomlán ó tharla go mbeadh roinnt leasuithe eile riachtanach chun feidhm a thabhairt don leasú. Tá tagairt d'oifig choimisinéir na dteanga oifigiúla sa teideal fada in alt 20 agus sa Dara Sceideal agus bheadh leasuithe cuí riachtanach le cinntiú go mbeadh brí leanúnach le forálacha an Bhille ó thaobh na hoifige de. Ar an chúis sin, b'fhéidir go mbeadh an Teachta sásta glacadh leis an rud atá mise ag moladh faoi leasú Uimh. 74.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	15	Freagraíonn sin an cheist agus mar sin ní bhrúfaidh mé an leasú anois. B'fhéidir go dtiocfaidh mé ar ais chuige ar Chéim na Tuarascála.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	16	Tá leasuithe Uimh. 3 agus 5 gaolmhar agus pléifear le chéile iad.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	17	I move amendment No. 3:
In page 10, subsection (1), line 5, after "includes" to insert "a body exercising functions of a quasi-judicial nature or".Tá an leasú seo sothuigthe. Cíallaíonn "cúirt" binse fiosrúcháin ach, ina theannta sin, tá quasi judicial tribunals ann cosúil leis an Employment Appeals Tribunal. Níl siad faoi réim an Bhille agus tá mé ag iarraidh go gcuirfí isteach na focail breise "comhlacht a fheidhmíonn feidhmeanna den chineál neamhbhreithiúnach nó" a chur isteach anseo tar éis "cúirt".
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	103	Thiocfaidh leis an Teachta go hiomlán. Nuair a bhí mé ag plé leis an mBille tháinig mé, go han sciobtha, ar an dtuairim nach bhféadfaí gach rud a scríobh san mbunreachtaíocht mar gur próiséas leanúnach atá i gceist. Tháinig mé ar an dtuairim go gcaithfeadh meicníocht a bheith ann a chuirfeadh ar chumas an Aire, ar son an phobail, déanamh cinnte go mbeadh na rudaí a theastódh ón bpobal ar fáil i nGaeilge. Má bhreatnaímid ar na hionstraimí atá i gceist ag an Teachta, is léir nach bhfuil ach idir 10% agus 20% de na hionstraimí reachtúla a mbíonn an gnáth phobal ag iarraidh iad a scrúdú nó breathnú orthu. Luaigh mé ionstraimí pleanála, mar shampla. Is cinnte go mbaineann siad san le Seán agus le Seosaimhín Saoránach. Tá cuid eile a bhaineann le gnóithí coiriúil. An smaoineamh a bheadh agam ná go ndéanfaí forálacha an Bhille seo a úsáid le go dtabharfaí tús áite dos na hionstraimí sin agus fócasáil a bheith i gceist a t-am ar fad maidir le rudaí mar sin. Tagaim go hiomlán leis an Teachta O'Shea ach tá deiseanna san mBille chun é sin a dhéanamh agus sin atá i gceist agam go ndéanfar.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	104	Má thuigim cad atá i gceist, seo rud a dhéanfaidh an tAire go neamh-fhoirmeálta.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	105	Ní go neamh-fhoirmeálta a déanfar é ar chor ar bith. Sin míthuiscint atá ann. An plean atá i gceist againn, is plean reachtúil é. Tá sé ag tíocht ann faoi reachtaíocht. Ceapaim go gceapann go leor den phobal gur pleananna "grá mo chroí" atá i gceist anseo. Is pleananna faoi reachtaíocht iad a bhfuil a dtéarmaí tagartha thar a bheith soiléir. Mar sin, ní ceist an obair a dhéanamh go neamh-fhoirmeálta. Beidh cumhacht ag an Aire a chinntiú, i gcomhthéacs na Gaeltachta mar shampla, go gcaithfeadh an chuid a bheadh in úsáid go coitianta san nGaeltacht a bheith i nGaeilge. Tá cumhacht ag an Aire a rá nach bhfuil leor dóthain ag comhlacht éigin agus go gcaithfear a thuilleadh a dhéanamh faoi threoirlíne áirithe. D'fhéadfaí a rá go gcaithfear plean a bheith ann faoi ionstraimí reachtúla a bhfuil úsáid choitianta ag an bpobal astu. Cén chaoi a mbeadh a fhios agat é sin? Tá sin simplí go maith. Beidh na figiúirí priondála agus díolaíochta ann.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	106	Cé dhéanfadh an rogha idir na hionstraimí reachtúla a gheobhas tús áite agus na cinn eile?
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	107	Seo an cineál cur chuige a bhéas i gceist agam. Caithfear foirmeacha dhátheangacha, mar shampla, a chur ar fáil. Abair, sa chéad bhliain, go ndéarfá go gcaithfí gach foirm a n-úsáidtear 1,000 chóip de sa bhliain, a phriontáil i nGaeilge agus sa dara bhliain go gcaithfí gach foirm a n-úsáidtear 700 chóip de a phriontáil i nGaeilge. Tá roinnt foirmeacha go mb'fhéidir nach n-úsáidtear 300 acu sa bhliain. Nach fearr tosú leis na cinn is mó a n-úsáidtear. Is féidir slata tomhais a scríobh isteach ins na treoirlínte, agus na pleananna a dhul dá réir nuair atá siad á réiteach. Tá an rud níos láidre ná mar a cheaptar go ginearálta.Caithfidh sé a bheith láidir ach so-lúbtha. Is é an rud a mharódh an Bille ná absolutism de bharr easpa fóirne. Tá na pointí ar fad a rinne an Teachta O'Shea go han-mhaith. Dá dtiocfá thar teorainn áirithe réasúnaíochta leis scriosfaí an rud ar fad mar ní bheadh na hacmhainní ann.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	108	Tuigim cad é atá i gceist ag an Aire ach fós, ba chóir go mbeadh sé ins an mBille. Sa deireadh thiar thall táimid ag caint faoi chearta a bhronnadh ar chóir a bheith ag daoine cheana féin ar bhonn an Bhunreachta. Má tá leatrom á dhéanamh ar dhuine amháin toisc nach féidir leis teacht ar Bhillí nó ar ionstraimí Stáit i nGaeilge, ba chóir tabhairt faoi sin ins an mBille seo. Tá sé léirithe cheana féin go bhfuil an tAire toilteanach cur leis an mBille cé nach bhfuil sé sásta an soláthar a chur isteach ins an mBille féin. Ba chóir go mbeadh Billí, leasaithe agus pé rud in aon chor ar fáil, ionas go bhféadfainn féin, nó aon Bhall den Oireachtas, déileáil le reachtaíocht i mBéarla agus nach gá dúinn casadh ar an mBéarla toisc go bhfuil an fhoclaíocht chomh casta sin i mBéarla go bhfuil sé deacair orainn míniú cheart a thabhairt i nGaeilge de bharr botún a dhéanamh ins an aistriúcháin. Ba chóir go ndéanfaí an t-aistriúchán ag duine gairmiúil. Tá teacht ar na daoine sin, cé go bhfuil sé deacair. Bheadh an tAire ag cothú postanna i dTithe an Oireachtais chun gach rud den sórt sin a chur ar fáil.Déantar tagairt ar Cheanada go minic. Tá fáil ar a leithéid i gCeanada. Ba chóir duinn an cleachtadh is fearr a bheith againn sa tír seo ionas go mbeidh tíortha eile ag féachaint orainn agus ag iarraidh sampla na hÉireann a leanúint. Is é an cuma atá ar chúrsaí faoi láthair ná go mbímid i gcónaí ag féachaint ar thíortha ar nós Cheanada agus an Bhreatain Bhig agus ag iarraidh teacht suas leo.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	109	Ní chuirtear gach seirbhís feadrálach ar fáil i bhFraincís i gCeanada. Caithfear cuimhnigh gur rud difriúil ar fad atá i gceist againn anseo seachas Ceanada. Táimid ag plé le gach gné den Stát. Ní pléitear i gCeanada ach le seirbhísí feadrálacha; ní bhíonn siad ag plé le seirbhísí áitiúla. Ní haon mhaitheas a bheith ag caint ar Quebec, ach oiread, mar gurb í an Fhraincis atá go mór in uachtar i Quebec. Chuaigh mé go Ceanada agus chuir mé ceist an raibh gach seirbhís ar fáil trí mheán na Fraincise i gceantair a bhfuil fíor-bheagán lucht labhartha na Fraincise iontu, fiú amháin ag an rialtas feadrálach? Dúradh liom nach raibh. Tá teorainn acu. Dá gcuirfí an teorainneacha chéanna i bhfeidhm in Éirinn ba bheag seirbhís a bheadh ar fáil i nGaeilge.Caithfidh mé aontú leis an Teachta O'Shea. Ba bhreá liom nach mbeadh rudaí mar atá siad. Beidh brú ar na hacmhainní atá ar fáil i láthair na huaire lena bhfuil ann a chur i gcrích, ach creidim go bhfuil sé indéanta. Nuair a bhéas sé sin ar fad curtha i gcrích agus slán agus ag feidhmiú i gceart, tá gach deis ag Aire, gan dul ar ais chuig an Dáil, cur leis de réir a chéile. Sílim go mb'fhearr rud teoranta a chur ann agus é a shlánú i gceart ná rud ilmhianach a chur ann agus gan é a shlánú ar chor ar bith. Sin an chaoi a sheasaim leis seo.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	110	Sílim go bhfuil sé thar am an cheist a chur, an nglactar le halt 7.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	111	Ba mhaith liom ceist eile a chur.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	112	Ceist ghairid mar sin. Níl leasú á phlé againn.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	113	Chuirfinn an leasú dá gceadófaí dom. I thought I was being co-operative. If you think I am not, I will have to change my ways. My question is very simple. Bhain an tAire úsáid as na focail "gan mhoill" ach níl na focail sin ins an alt. "A luaithe is féidir" atá san alt. D'fhéadfaí rud a dhéanamh a luaithe is féidir agus é a bheith mall go leor, cé go nglacaim leis nach shin atá i gceist ag an Aire.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	114	An brí dlithiúil atá le "a luaithe is féidir" ná chomh tapaidh agus is féidir. Tá an dlí litriúil. Caithfidh go gciallaíonn sé an rud a deir sé. Cuireann sin i gcuimhne dom scéal a chuala mé faoi rud a bhí scríofa sa dlí. Dúradh go gcaithfear triantán sábháilteacht a choinneáil i leoraí i gcónaí. Chiallaigh sin go gcaithfí péire a bheith ag an tiománaí mar nuair a bheadh triantán taobh thiar den leoraí ag tabhairt foláirimh, chaithfeadh ceann eile a bheith sa leoraí ag an am gcéanna, mar dúirt an dlí go gcaithfí ceann a bheith sa leoraí i gcónaí. Sin a dúirt an dlí ach ní shin a chiallaigh an dlí.Dá ndéarfaimís go gcaithfí téacs a chló láithreach chiallfadh sé go gcaithfeadh an tAcht a bheith foilsithe díreach ar an bpointe. Ar ndóigh, ní shin a bhí i gceist ag an Teachta.Dá mba rud é go n-éirímid faillíoch caithfimid éirí faillíoch san dá theanga. Ní féidir a bheith faillíoch i dteanga amháin. Dá rachadh duine chun an Achta a cheannach agus gan a bheith le fáil ach an Bille, agus dá mba rud é go raibh cás cúirte nó aon rud oifigiúil ar bun aige tá a fhios againn cad a déarfaí. Ní bheadh spéis ar bith ar an gcúirt, mar shampla, i mBille. Ní dhéanfadh ach an tAcht cúis. Ní dóigh liom go bhfuil aon seans go sleamhnófaí as an gceann seo.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	115	I move amendment No. 22:
I leathanach 17, fo-alt (3), líne 19, i ndiaidh "comhuaineach", "ó theanga oifigiúil amháin go dtí an teanga oifigiúil eile" a chur isteach.Botún teicniúil atá anseo. Níl na leagain Gaeilge agus Béarla ag teacht lena chéile. Déanfaidh an leasú seo é sin a cheartú. Tá súil agam go nglacfar leis.
#CeciliaKeaveney	unknown-#CeciliaKeaveney-party	unknown-#CeciliaKeaveney-dob	unknown-#CeciliaKeaveney-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	116	Tá gaol idir leasú a 23 agus leasú a 24. Pléifear iad le chéile, le toil an choiste.
#FergusODowdFG	unknown-#FergusODowdFG-party	unknown-#FergusODowdFG-dob	unknown-#FergusODowdFG-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	117	I move amendment No. 23:
In page 16, subsection (4), line 19, to delete "civil proceedings" and substitute "proceedings (both civil and criminal)".Ó thaobh dlí de, ní hionann imeachtaí sibhialta agus imeachtaí coiriúla. Teastaíonn uaim go mbeadh an dá rud san mBille.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	118	Mar an gcéanna an leasú a mhol mise. Níl sé cóir nó ceart nach féidir le daoine atá ag dul ós comhair na cúirte ar chúis choiriúil a gcás a phlé i nGaeilge chomh maith le daoine a théann ós comhair cúirte ar bhonn sibhialta.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	119	Tá go leor macnaimh agus plé déanta faoi seo. Níl aon chosc ar an té atá ós comhair na cúirte an dá theanga a úsáid. Tá an ceart sin ag gach duine. Tuigim an spiorad ina bhfuil na leasuithe seo á moladh ach ní féidir liom glacadh leo. Is í an chomhairle atá faighte agam ná go mbeidh fadhbanna do-sháraithe ag baint le seo a dhéanamh. Tá difríocht mhór idir imeachtaí sibhialta agus imeachtaí coiriúla sa chás seo. Bíonn foláireamh agus tréimhse ullmhúcháin sách fada i gceist i gcás imeachtaí sibhialta. Tiocfaidh na réamh-pháipéir i nGaeilge nó i mBéarla agus beidh deis ag na húdaráis na socraithe cuí a dhéanamh roimh ré. Is minic nach mbíonn a leithéid i gceist i gcásanna coiriúla. Téann daoine isteach in imeachtaí sibhialta chun cinnidh a fháil, de ghnáth. Is a mhalairt, go hiondúil a bhíonn in intinn an té a bhfuil nithe tromchúiseacha inchúisithe ina leith. Tá gach seans go mbeidh daoine ag éileamh go rithfear cás trí Ghaeilge ar mhaithe le moill a chur air agus ní theastaíonn uaim go dtarraingeofar droch ainm ar an nGaeilge ná ar an lucht atá dílis di i gcónaí de bharr a leithéid.Bheadh an dá rogha agam leis an bhfadhb seo a shárú. Is iad sin, gan glacadh le leasú ar an bhfo-alt seo nó treiseadh teanga de shaghas éigin a chur isteach sa mBille. Níor mhaith liom dul leis an dara rogha sin.Tá ceart éisteachta ag aon duine in aon chúirt, idir chúirt shibhialta agus cúirt coiriúil, ina rogha theanga féin agus go bhfuil ceart Gaeilge a úsáid in aon phléideáil nó in aon doiciméad in aon chúirt.
#BrianOShea	unknown-#BrianOShea-party	unknown-#BrianOShea-dob	unknown-#BrianOShea-constituency	speech	unkown-language	2003-06-11 00:00:00	Prelude	120	Cén fáth go bhfuil sé seo sa mBille in aon chor má tá sé de cheart ag duine dul ós comhair cúirte agus Gaeilge nó Béarla a úsáid? Cén fáth go bhfuil an cosc sin curtha sa dlí?
