#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	0	In the absence of the Chairman and due to the unavailability of the Vice-Chairman, Deputy Paul McGrath, pursuant to Standing Order 823 I now call for nominations for the position of temporary Chairman.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	1	I propose Deputy Hoctor.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	2	I second the proposal.Deputy Hoctor took the Chair.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	3	I welcome the Minister, his officials and my colleagues.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	4	I know the Acting Chairman will tell me my amendment is out of order.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	5	Yes.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	6	Before she does so I will explain it briefly. If any of these extra investigations take place and extra expenses are incurred by the Garda, we need to make sure we have enough resources to cover it. As things are now, the Garda is stretched to the limits. Many gardaí were brought to Dublin at the weekend for a special occasion and the countryside was virtually garda free. Fortunately, vandalism did not break out as a result.The Government establishes new powers and functions all of the time. During the years local authorities were given additional responsibilities but the necessary resources were not made available. This Bill will commit Garda resources to joint investigations. The Minister should ensure additional resources are allocated to ensure the job is done competently. We all want the job done but not at the expense of another area. My amendment would see a report prepared where the Minister would state that he was including additional resources in the annual Estimates on the basis that the Garda would need them to implement the Bill.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	7	Since the Deputy referred to the weekend's activities, I express our gratitude to, and congratulate, the Garda Síochána for the magnificent professional job it did in providing security in Dublin city for the May Day events. I thank the force for the kind and reasonable way in which its members conducted themselves and the effective way in which they confronted violence when offered to them. The country is grateful to the Garda for what it has done.I was surprised that the Deputy's amendment was ruled out of order but I am bound by the Chair.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	8	Will the Minister grant extra resources?
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	9	In the interests of clarity, amendment No. 1 proposes inserting a new section requiring the Minister to report to Government on the projected costs of operating the Bill with specific reference to the adequacy of Garda resources in that context. The effect of the amendment would be to insert a section which would require the Minister to provide information more properly obtained by other means. In addition, it appears that Deputy McGrath's intention is to seek additional Garda resources, as stated in the side note to his amendment. If the Minister were to act on this, it would have the potential to increase the charge on the Revenue arising from the Bill. The amendment must, therefore, be ruled out of order as it involves a potential charge on the Revenue and is merely declaratory in nature.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	10	As amendment No. 3 is consequential on amendment No. 2, they will be discussed together.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	11	I move amendment No. 2:
In page 4, subsection (1), line 40, to delete "Subject to subsection (2),”.The Minister has established that the Garda Commissioner is the competent authority to deal with various items under the Bill but in this section he states that in dealing with requests from other countries, the Minister is the competent body to deal with them. Why must the Minister be involved? It is better that one competent authority deals with requests and that there is direct contact between police forces rather than involving the Minister. There should be direct contact with the Garda Commissioner, not the Minister, in the interests of getting the job done.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	12	I support the amendment. Why is there not a standard competent authority across member states? Do we know who the competent authority will be in other member states and the accession countries? How many states have signed up to this legislation? It has been in gestation since 1999 and there was agreement that it would be passed by last year at the latest. How many countries still remain to pass it? Last year when the Minister was discussing the legislation for European arrest warrants, he assured us that by this month every country in the European Union would have signed it into law. At that time there were eight countries which had done so. How many have now done so? This legislation involves co-operation between the member states in an important matter but there are question marks over the sincerity of member states in passing it and the reason there should be different competent bodies.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	13	I can see how it must be painful for Deputies McGrath and Costello to deem me competent in anything.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	14	The Minister should not tempt us.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	15	I will be deemed competent.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	16	The Minister will only be "deemed" competent.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	17	As I explained when the matter arose in the other House, other member states, in accordance with their legislative or constitutional arrangements, require and have named judicial authorities rather than chiefs of police as their national competent authority for the purposes of the legislation giving effect to the framework decision. In many cases those member states which have nominated a judicial authority as their competent authority can and will refuse to send requests to or accept requests from the Garda Commissioner. Austria has named the federal Minister for the Interior as its competent authority while Italy has named the Minister for Justice and Portugal its Attorney General. For that reason, the Minister must be designated as a competent authority for the purposes of this Bill if the framework decision is to achieve its objective of combating cross-border and international crime. I do not want any extra work but we are ensuring there can be no bar to the establishment of a joint team because we fail to make adequate provision in our law for the investigation teams to be established. I have been nominated solely as the competent authority to enable us to do business with those member states which will not recognise the Garda Commissioner as an equivalent competent authority in implementing the legislation. There is nothing unusual in this approach. I am also deemed the competent authority in this and other member states in the context of dealing with mutual legal assistance arrangements. The responsibility for setting up joint investigation teams will always rest with the Garda Commissioner.On the basis of the latest information available, Britain, Portugal, Finland, Spain, Sweden and Austria have implemented the framework decision. In Austria's case, existing legislation from 1997 was amended to allow it to do so. The Netherlands, France, Belgium and Italy have almost completed their parliamentary procedures and hope to be in a position to enact legislation shortly. In Germany legislation is unnecessary, while Luxembourg and Greece have not yet transposed the decision on joint investigation teams and are only at the drafting stage.The recently appointed European Co-ordinator on Anti-Terrorism, Mr. Gijs De Vries, has indicated that he will attend the Justice and Home Affairs Council Meeting in June, effectively to issue an end of term report. He will exert significant pressure on any countries which have failed to implement the arrest warrant or this legislation. In that context, I am anxious to secure passage of this legislation as quickly as possible.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	18	In that context, is the Minister saying the Minister will be the competent authority in every member state? If not, he is saying the Minister must be the competent authority here because other states will not deal with the Garda Commissioner in that context and will not be able to handle matters unless the Minister is the competent authority. If that is the case then every member state will have to have the relevant Minister as the competent authority. If other states will not deal with the Garda Commissioner then they will not deal with his or her counterparts in some other countries.How is that going to work across all states? As the current Chairman of the Council, is this a matter the Minister will need to bring to the Council's attention in order to standardise the procedure so that warrants do not fall simply because not all of the competent authorities will deal with each other?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	19	All member states are making their legislation fully interoperable. The subsection the Deputy's amendment proposes to remove states, subject to subsection (2), the competent authority is the Garda Commissioner. However, subsection (2) provides that where the competent authority of another member state requires a request to it or from it to be made or received by a judicial authority, as a matter of its law, I should be the competent authority in regard to that matter. That is the way we operate.We do not operate judicial authorities in the same sense that they do, but if they have a system which refuses to deal with the police and requires investigative persons who are performing a different function under their constitution, I will be the corresponding body. In general terms this will make no difference. Subsection (2) was inserted purely to accommodate other state systems and make sure——
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	20	In effect, the Minister is saying it is only in special circumstance that he will be within the loop. In most circumstances it will go directly to the Garda Commissioner.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	21	Yes, that is right.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	22	On a point of information, does the Minister have the figure for the number of countries that have transposed the European arrest warrant into law?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	23	I think between 12 and 15 have done so. We are very nearly complete. Greece and Italy are the two remaining countries to do so.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	24	I presume the other ten will be busily doing the same.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	25	The other ten are required to have done so on accession.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	26	I move amendment No. 3:
In page 4, lines 44 and 45 and in page 5, lines 1 and 2 to delete subsection (2).
In page 7, between lines 8 and 9, to insert the following subsection:"(2) Each joint investigation to be established under this Act shall be costed by the competent Authority prior to establishment.".This amendment seeks to ensure investigations do not run on, incurring large costs, with resources taken up which may be better used. When investigations are established, guidelines for their duration and costs should be drawn up. The Garda authorities should plan the direction of investigation and resource availability.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	45	I favour the need for economy and the rational allocation of resources. However, if there was a joint investigation team into the Omagh bombing, a pre-estimate of its costs would be either fanciful or a stab in the dark. At the beginning of an investigation, how can one know how much it will cost? It is a condition precedent on the establishment of a joint investigation team that a costing be carried out. How could a competent authority work out that, say, an Irish-Portuguese joint investigation could cost €30,000 without knowing how the investigation would progress?I welcome the spirit of the amendment, which reminds those involved not to waste money. However, making it a legal condition precedent that an accounting exercise must take place before the beginning of an investigation begs the question what value is put on a criminal conviction in, say, the Omagh bombing case? How can it be predicted in advance how long it would take to secure a conviction? The competent authority could be open to the accusation that it refused an investigation on the basis that it was too expensive. Victims of crime could then claim that the authority walked away from the case because money was a constraint. I prefer to keep the existing text in the Bill.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	46	That might be the case in those instances cited by the Minister. However, at what stage are detectives asked what they can show for an investigation? Human nature being what it is, some may think they have a handy number in an investigation without a review mechanism.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	47	They could keep ploughing away on the Costa del Sol.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	48	They could do so for a long time. The amendment seeks to insert a mechanism whereby the Garda authorities will review progress in investigations. I accept that an investigation could be wound down on Friday, while the breakthrough could come on the following Monday. However, there must be some way of reviewing investigations to ensure resources are not used in the least effective way.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	49	Under the new police Bill, one of the Garda Commissioner's functions will be to ensure that the force's activities are run in an economical and sensible way. That responsibility will fall to the commissioner as accounting officer under the new dispensation. It already falls to him de facto as he currently has accounting responsibilities in terms of resources. Legislating for good value in this way is not necessary because the Garda Commissioner under new legislation will be the Accounting Officer and will be obliged by statute to bear in mind the need for economy of resources and to maximise the effectiveness of Garda operations. If an officer is participating in a joint investigation on the south coast of Spain of expatriate Irish drug warlords for six months, the commissioner may arrive at the conclusion that the officer was on to a good thing and drinking——
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	50	The commissioner could also go on a fact-finding mission.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	51	It is up to the commissioner to decide. Putting it into legislation will not bring it about.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	52	The amendment aims to make the competent authority — the commissioner — review investigations.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	53	Yes, but the commissioner does that in effect. The Garda Commissioner operates in accordance with the budget and will soon be the de jure, as well as the de facto, Accounting Officer for Garda resources. The commissioner will not throw money at some officer drinking sangria, watching the boats in Marbella, but instead will ask for value for money.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	54	I move amendment No. 6:
In page 7, subsection (4), lines 19 to 39, to delete all words from and including "if" in line 19, down to and including "be" in line 39 and substitute the following:"on such terms and conditions as the Competent Authority may, subject to this Act, agree with the competent authorities of those Member States if the Competent Authority is satisfied that—(a) the conduct being investigated by the team is either—(i) conduct which would constitute an offence if it occurred in the State and it has occurred, or there are reasonable grounds for suspecting that such conduct has occurred, partly in the State and partly in another Member State or States, or(ii) conduct which would constitute an offence if it occurred in the State and it has occurred, or there are reasonable grounds for suspecting that such conduct has occurred, in another Member State or States and the investigation of it has links with the State,and(b) there are reasonable grounds for believing that it is in the public interest, having regard to the benefit likely to accrue to the investigation into the conduct concerned, to agree to the State joining the team because—(i) part of the investigation is being, or it is anticipated that it will be,".This amendment is to accommodate the proposals of an Opposition amendment on Report Stage in the Seanad. The office of the parliamentary counsel has reflected on the proposed Opposition amendment and this amendment will provide additionally for the State to join a team already established on such terms as the competent authority may, subject to this Bill, agree with the competent authorities of those other member states. This will bring the provision in section 5(4) into line with the principle in section 5(5), whereby another member state may join a team already established by one member state, including the State, on such terms and conditions as its competent authority may agree with the competent authority of the Irish State or authorities of the other member states concerned. It is a drafting amendment to improve and make uniform the basis on which people join joint investigation teams after they are established.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	55	I move amendment No. 7:
In page 8, between lines 36 and 37, to insert the following subsection:"(3) Where a person is appointed by the Minister to be a member of a joint investigation team pursuant to subsection (2)(c), he or she shall be deemed to be an officer of the Minister for the duration of his or her membership of the team.”.It seems to me that the various categories of people who would be on that team, including officers of the Customs and Excise and the Revenue Commissioners and gardaí, are all public servants with the exception of the one other person who, in the opinion of the Minister, has experience or expertise relevant to the investigation concerned. That seems to leave the option open to employ any private person, such as an expert in computer technology, for example.Under what conditions will such people be accountable? Would it not be simpler if they were subject to the same rules and regulations as officers of the Garda and deemed to be officers of the Minister for the duration of their membership of the team? How will they be treated? Will they be amenable to the Garda Commissioner if they are not members of the Garda or public servants? Will an entire category of freelance private investigators be created under this legislation who could be called on when the Minister wishes to establish a joint investigative team? What levels of accountability will operate in this respect? These levels are quite clear for the Garda, as they are for the Customs and Excise Commissioners, and perhaps the Minister might comment on that. Accountability levels seem quite vague in the category of individuals who might be recruited on the basis of their experience or expertise.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	56	The purpose of making such a person an officer is to bring some element of accountability and responsibility to the area. If someone acts as part of a joint investigation team on behalf of the State and is appointed by the Minister, the State will be vicariously liable for that person and accountable in Parliament for how he or she carries out his or her functions. I do not propose to appoint these people as civil servants. Maximum flexibility is what is required. If we must produce an expert on holograms in a forgery case, for example, I do not want to appoint that person an officer of the Minister because I do not know what that might involve. The person might be involved only in a minor aspect of the investigation, and making the person an officer might have all sorts of implications for removing him or her from the investigation, and so on.Would I have to go through natural justice in dismissing an office holder? Many different issues are involved, and I prefer to leave the matter as it is, flexible though it may appear, because I believe sufficient control is in place. In any event, an investigation conducted in Ireland is always subject to the control and management of the Garda Síochána. There is no question of some civilian taking over the investigation.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	57	My concern involves the standard of behaviour because there will be one standard for those members who are public servants and no standard assigned to those who are not public servants. The matter raises questions of standards of behaviour and of accountability. The team members will operate under the auspices of the Garda Commissioner but will not be police officers. It is difficult to envisage the sort of no-man's land in which they will operate. If they are recruited because of a particular expertise essential to the investigation, they will operate side by side with officers who are also on the joint investigative team. To what extent will they take the same orders and directions given to Garda officers who are subject to various codes of discipline and conduct? While I understand what the Minister says about having optimum flexibility in terms of recruitment and expertise needed, one must consider that these people will be going abroad and may well be freelance operators with their own code or none at all. That may give rise to problems as to how they will respond to direction.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	58	The explanatory report to the EU convention on mutual legal assistance states that paragraph 12 of the provisions in that convention dealing with joint teams, on which this framework decision is based, "paves the way for the appointment of persons who are not representatives of their competent authorities to take part in activities of the team". I direct Deputy Costello's attention to section 7 of the Bill, which states that when the team performs its functions within the State, it must carry them out "in accordance with the law of the State", and when it is performing functions, it shall "operate under the control and general superintendence of the Commissioner". The team is subject to Garda control, and that is enough.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	59	It is not very clear.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	60	I am slightly confused by section 6(2) in which the phrase "the Minister may, after consultation with the Commissioner, the Minister for Finance and other Ministers of the Government (if any) ..." is used. Since the Minister exists, and obviously there is a Government, I do not know why the words "if any" appear there. I will probably return to that section on Report Stage with amendments, but the ministerial discretion allowed with regard to these appointments is too wide. The other appointments are of gardaí who have operational expertise and so on.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	61	I will give an example. Regarding corporate law, it might be necessary for me to contact the Minister for Enterprise, Trade and Employment. If we were discussing cattle smuggling, I might contact the Minister for Agriculture and Food. I am required to consult people whom I consider appropriate so that if there are officers of any other Minister of Government who should be on the team, they should be put on the team, such as an authorised auditor under the Companies Act, for example. I could imagine officers being appointed for different purposes by various Ministers. For example, regarding the sinking of a car ferry, the Minister for Communications, Marine and Natural Resources might suggest someone for appointment to a joint investigative team.The procedure may seem a bit loose, but it is designed to be flexible to ensure that I consult appropriate people and do not surprise my colleagues by appointing teams which trespass in their areas of competence without giving my colleagues the opportunity to have people appointed.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	62	My query related to the words "if any", which suggest that a Government does not exist. I have no problem regarding consultation with Ministers. If would be good if all appointments were made by consultation with the other Ministers, as appropriate, and with other bodies because the appropriate competence might not be in the Minister's Department but within another body.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	63	The phrase "if any" relates to such other Ministers of Government as I consider appropriate. We are concerned with the commissioner and the Minister for Finance. We are dealing first of all with three categories of people set out in section 6(2)(a), (b) and (c), namely, officers of the Customs and Excise, officers of the Revenue Commissioners or of the Minister or any other Minister, and other persons who, in the opinion of the Minister, have experience or expertise relevant to the investigation concerned. I must therefore consult the commissioner and the Minister for Finance and any other relevant Minister before I appoint anyone. That is a reasonable formulation.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	64	I move amendment No. 8:
In page 13, line 35, after "2003” to insert the following:", or(d) in such other circumstances as may be determined by the Commissioner with the consent of the Minister”.This section states how a member of the Garda Síochána operates abroad under the Garda Síochána Act 1989. A member may serve abroad as a member of a United Nations force, a liaison officer with Europol, or now, in a new category, as a member of a joint investigation team. The Minister said that there were already informal arrangements whereby gardaí serve abroad. In this legislation, we are putting into statute the circumstances under which gardaí will operate abroad in all circumstances. The Minister has added another category. There seems to be a non-statutory and a statutory set of conditions for service abroad by gardaí. I am inserting an amendment here to cover that option whereby the other circumstances may be determined by the commissioner with the consent of the Minister in order that all circumstances under which gardaí serve abroad are covered by statute rather than by some informal arrangement that may exist regarding other service by gardaí abroad.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	65	I can see the force of what the Deputy is saying. However, let us examine section 3(2) of the Garda Síochána Act 1989. The Deputy is saying that people will be liable to serve outside the State. That means, in effect, that the commissioner or I can direct someone to leave the State for any reason that we decide is good, informing that person that he or she must serve outside the State. I would have to go to the representative associations to get their agreement to the proposition that the commissioner and I might think up some new area of service outside the State and simply inform them that they are now liable to serve there in a broad set of circumstances. Members of the Garda Síochána might be somewhat concerned if I took to myself the power with the commissioner to decide new heads of liability to serve.The Deputy's amendment is too broad, but section 44 of the Garda Síochána Bill 2004, which is before the Seanad, will address his concerns since it provides for the assignment of members of the Garda Síochána on international service and reflects the nature and scope of Garda service overseas, which has grown. Section 44(1) of that Bill provides that the assignment of eligible members to perform duties of a police character with the UN is a matter for the Government, whereas the commissioner may assign eligible members to perform liaison duties in other areas abroad. Such assignments include assigned liaison duties with Europol or, with the agreement of the Government, with a law enforcement agency of a state other than the State, or with international organisations. That is what section 44 of the Garda Síochána Bill 2004 will do.I must be careful. If I accepted Deputy Costello's amendment, attractive though it may seem, I would be giving myself the power to make it a matter of indiscipline for a garda not to serve abroad when the Commissioner and I agreed on a new area of potential service. I am not keen to do that without consulting the representative bodies.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	66	That is not my interpretation. The new section 3(2) as inserted by section 10(a) says: “Notwithstanding anything contained in the Acts, a member of the Garda Síochána to whom this section for the time being applies shall be liable to serve outside the State”. I then propose to add a new subsection (d) to cover such other circumstances as may be determined by the commissioner with the consent of the Minister. I presume that no garda can serve outside the State without the permission of the commissioner or the Minister.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	67	It is not a matter of "can"; the phrase is "shall be liable to". That is the point that I am making. Detective Sergeant Michael McDowell or Joe Costello can be rung up this afternoon and told that he is off to Ulan Bator immediately since he is liable to serve outside the State. If he asks on what basis, I can tell him that the commissioner and I decided this afternoon that the Mongolian Government should have assistance from members of the Garda Síochána in doing certain things. I might have difficulty in persuading the representative bodies that that was a happy formulation that the commissioner and I could send him to serve anywhere in the world in circumstances where we had agreed that that it was appropriate that he should do so. It is the liability to serve about which I am concerned rather than the entitlement.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	68	I can see that there is a difficulty. However, there is the other difficulty of people who are abroad at present who are not serving under——
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	69	That will be dealt with under section 44 of the Garda Síochána Bill 2004.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	70	When?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	71	It is making its way through the Seanad, which is a model of efficiency.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	72	On that basis, I will withdraw my amendment.
#MarieHoctorFF	unknown-#MarieHoctorFF-party	unknown-#MarieHoctorFF-dob	unknown-#MarieHoctorFF-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	73	Amendments Nos. 9 and 10 are related and may be discussed together by agreement. Is that agreed? Agreed.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-05-04 00:00:00	Prelude	74	I move amendment No. 9:
In page 14, before section 11, to insert the following new section:"11.—For the avoidance of doubt the disciplinary regulations for the time being in force applying to members of the Garda Síochána shall apply to service by a member whether within or outside the State.".These amendments are reasonably self-explanatory. Perhaps the Minister might reply to them.
