#ImeldaMunster	unknown-#ImeldaMunster-party	unknown-#ImeldaMunster-dob	unknown-#ImeldaMunster-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	0	Further to Question No. 1 of 17 November 2022, will the Minister provide an update on whether the wide range of alternative options being explored by the Government will be made available in time for the reopening of hotels to tourism in summer 2023, and on the engagement carried out by her Department on the senior officials group, including a copy of or details of the concerns she communicated on behalf of the tourism sector to the Minister for Children, Equality, Disability, Integration and Youth?
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	11	I am just stating a fact that employment law is the responsibility of my colleague, the Minister for Enterprise, Trade and Employment, as are the mechanisms for dealing with disputes. Regarding the protection of workers, significant changes were made in 2019 to section 481 and how it operated. There is an increased emphasis on upskilling and life-long learning as well as much greater scrutiny. I hope that these changes will ensure that any alleged malpractice prior to 2019 is not repeated in today's audiovisual industry. In addition to those changes, the "Safe to Create" programme that I launched in October provides for a dignity at work framework whereby all workers should have the right to expect a workplace that is free from bullying, harassment, humiliation, intimidation, victimisation and any other negative behaviour. Screen Producers Ireland, SPI, would strongly refute any claim of blacklisting in the Irish film industry. SPI can demonstrate its commitment to its relationship with the unions and is doing additional work in the areas of skills development and training. We are doing whatever we can to protect workers' rights.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	12	I spoke with Equity this morning. Time and again, it has made it clear that its members are being forced to waive their rights to intellectual property and to sign contracts saying they are getting equitable remuneration when they are not. When I asked the president of Equity directly what would happen if someone did not sign the contract, the answer was that the performer would not get the job. Regarding the declaration requirement that a producer company indicates to the Minister any legal or Labour Court issue that arises, has Metropolitan Films, for example, informed her that a finding was made against it in the Labour Court over a breach of a collective agreement with film crew? Have some of the other film producer companies indicated that there are cases going to the High Court arising from cases in the Labour Court where companies in receipt of section 481 relief did not even bother to turn up and where they were named as having been in breach of legislation? Is the Minister aware of this kind of stuff?
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	13	I only have a minute to respond, but I am happy to engage with the Deputy afterwards if he wishes to bring further issues to my attention.In the application process for the certification under section 481, a producer company and a qualifying company, as defined by the Taxes Consolidation Act 1997, are required to sign an undertaking in respect of quality employment and must, as a condition of certification, provide details of any Workplace Relations Commission decisions in relation to a qualifying company, the producer company or other companies in the film group, and, where those decisions are finding against such a company, confirmation that the finding has been followed or an explanation where the finding has not been followed. In relation to the copyright, I repeat that the buyout of contracts relating to intellectual property rights as well as copyright issues in general falls under the remit of my colleague, the Minister for Enterprise, Trade and Employment. I am aware some witnesses in that committee expressed a view that there should be an agreement between employers and workers in Ireland on whether and when residual payment could or should be paid, but any general agreement on the payment arranged for actors and whether it includes residuals is first and foremost a matter for the trade unions and their members and thereafter dependent on its members' preference as a matter for engagement with employer representatives. I am happy to engage with the Deputy afterwards.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	14	Baineann an cheist seo le bord nua atá le ceapadh d’Údarás na Gaeltachta agus cén fáth gur ligeadh do thréimhse an bhoird sin teacht chun críche gan aon socrú a bheith déanta roimh bhord nua a cheapadh le cathaoirleach nua.
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	15	Gabhaim buíochas leis an Teachta. Táim ag súil leis an bpost nua atá agam ag obair ar son muintire na Gaeltachta, na Gaelainne agus freisin mo chuid Ghaeilge a fheabhsú. Faoi réir na socruithe reatha atá i bhfeidhm maidir le ceapadh bhord an údaráis mar a leagtar amach iad faoi Acht na Gaeltachta 2012, ceapann an tAire seachtar comhalta don bhord, an cathaoirleach san áireamh, agus ceaptar an cúigear eile de thoradh ainmniúcháin a lorg ó na húdaráis áitiúla ábhartha a bhfuil ceantar Gaeltachta faoina gcúram acu. Is ar bhonn róta a cheaptar comhaltaí i leith na trí chontae Gaeltachta is lú: Corcaigh, Port Láirge, agus an Mhí. Faoin Acht, ní rachaidh téarma oifige na gcomhaltaí thar tréimhse cúig bliana agus ní cheapfar comhaltaí chun oifige ar feadh níos mó ná dhá théarma i ndiaidh a chéile. Ceaptar an seachtar a luaigh mé de thoradh comórtas poiblí a eagraítear faoi scáth na Seirbhíse um Cheapacháin Poiblí, PAS. Sa chaoi seo tugtar an deis don phobal a bheith san áireamh le bheith ceaptha ar an mbord. Ós rud é go ndeachaigh bord reatha Údarás na Gaeltachta, a ceapadh i mí Eanáir 2018 ar feadh téarma cúig bliana, in éag i lár mhí Eanáir, thosaigh an Roinn i mbun na socruithe chun bord nua a cheapadh i mí Dheireadh Fómhair seo caite, tráth a iarradh ar an húdaráis áitiúla ábhartha a gcuid ainmniúcháin don bhord nua a chur chun na Roinne. Fuarthas na hainmniúcháin sin faoi thús mhí na Nollag. Mar gheall ar mhoill nach raibh aon smacht ag mo Roinn air áfach, ní bheidh ar a chumas PAS tús a chur leis an gcomórtas poiblí go dtí tús mhí Feabhra, rud a chiallaíonn nach mbeidh bord iomlán in ann a bheith ceaptha go dtí deireadh mhí Márta nó mar sin. Le dul i ngleic leis an moill seo, tá mo Roinn ag breathnú go gníomhach faoi láthair ar na féidearthachtaí bord a cheapadh ar bhonn eatramhach go dtí go mbeidh bailchríoch curtha ar na socruithe i gcomhar le PAS agus bord in ann a bheith ceaptha faoi réir na gnáthshocruithe a bhaineann leis sin.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	16	Leis an deis seo, déanaim comhghairdeas leis an Aire Stáit as an Aireacht a bhaint amach agus tá súil agam go mbeidh téarma maith aige agus go mbeidh sé go maith don Ghaeltacht agus don Ghaeilge. Ceann de na fadhbanna bunúsacha anseo ná an teip ar PAS. Cén fáth gur theip ar PAS tús a chur leis an gcóras nó leis an mbealach chun na ceapacháin seo a dhéanamh nuair ba chóir? Beidh an bord ag imeacht i mí Eanáir agus ní bheidh bord nua ag tosú díreach i ndiaidh sin le cathaoirleach nua roghnaithe ag an Aire Stáit. An fhadhb atá againn anois ná go gcaithfidh PAS a chuid oibre a dhéanamh agus tógann sé sin roinnt míonna. Cén fáth go bhfuil an moill sin orainne agus nach mbeidh bord nó cathaoirleach ag an údarás ar feadh tréimhse roinnt míonna?
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	17	B’fhéidir go mbeidh tréimhse gairid ann nach mbeidh bord ceaptha d’Údarás na Gaeltachta, agus tá sé sin an-tábhachtach, ach tá céimeanna idir lámha ag PAS chun comórtas poiblí i leith an bhoird nua a fhógairt i mí Feabhra. Tá an socrú sealadach seo pléite ag oifigigh na Roinne le feidhmeannaigh ón údarás agus táthar sásta nach gcruthaíonn sé deacracht nach féidir a shárú do cheachtar den dá eagraíocht. Um thráthnóna beidh mé ag buaileadh le mo chuid feidhmeannaigh agus le foireann Údarás na Gaeltachta i nGaillimh. Beimid ag caint faoi na cúrsaí seo agus beidh mé in ann teacht ar ais tar éis an chruinnithe sin.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	18	Is droch-chás é seo mar tá an t-údarás chomh tábhachtach sin. Is féidir leis an údarás leanúint leis an obair atá ar siúl aige mar tá príomhfheidhmeannach agus foireann maith aige agus is léir sin ón tuarascáil a rinne sé an tseachtain seo caite, áit a chur sé arís leis an líon poist. Tá sé go dona nuair nach bhfuil cathaoirleach ag an údarás chun déanamh cinnte de go bhfuil an straitéis á leanúint. B’fhéidir go mbeidh tréimhse de roinnt míonna ann nach mbeidh bord nó cathaoirleach ann chun déanamh cinnte de go bhfuil an straitéis á leanúint. B'fhéidir go mbeidh an túdarás ag féachaint ar na cinntí ar ghá a dhéanamh mar institiúid nó eagras forbartha, ní hamháin don tionsclaíocht sa Ghaeltacht ach ó thaobh pleanála teanga de chomh maith. Is drochlá é agus is trua sin ach níl a fhios agam fós cén fáth go raibh an fhadhb ann agus cén mhoill a raibh ann maidir le PAS. Níl a fhios agam cén fáth nach raibh PAS tar éis an chórais a chur i gceart chun an ceapachán sin a dhéanamh.
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	19	Críochnóidh mé freagra na gceiste ón Roinn mar beidh an freagra ann. Faoin gcur chuige nua, tá beartaithe go ndéanfar na príomhleasuithe seo a leanas. Déanfar méadú ar bhallraíocht an bhoird go 16: deichniúr comhaltaí le toghadh de bhun toghchán ó réigiúin Ghaeltachta reachtúla atá lonnaithe sna contaetha Dún na nGall, Maigh Eo, Gaillimh, Ciarraí, Corcaigh, Port Láirge agus an Mhí; agus seisear comhaltaí eile ceaptha de réir threoirlínte an Rialtais, is é sin comórtas poiblí. Bheadh sé i gceist go dtoghfar duine amháin chuig an mbord thar ceann na gcontaetha Gaeltachta Maigh Eo, Ciarraí, Corcaigh, Port Láirge agus an Mhí; beirt ó Ghaeltacht Dhún na nGall agus triúr ó Ghaeltacht na Gaillimhe. Beidh ar gach duine atá ag iarraidh a bheith mar iarrthóir i dtoghchán nó roghnúchán a léiriú go bhfuil íoschaighdeán B2 bainte amach acu sa Ghaeilge faoin gcur chuige a bhaineann le teastas Eorpach na Gaeilge, TEG. Ina theannta sin, beidh gá d’iarrthóirí toghcháin buanchónaí a bheith orthu sa Ghaeltacht a bhfuil siad ag iarraidh a bheith tofa thar a cheann. Ní bheidh aon duine ar chomhalta d'údarás áitiúil iad, comhalta de cheachtar Teach de chuid an Oireachtais, nó de Pharlaimint na hEorpa incháilithe chun suí ar bhord Udarás na Gaeltachta. Beidh comhaltaí teoranta do dhá théarma ar a mhéad a chur isteach ar an mbord. Ba chóir a thabhairt faoi deara gur imeacht é seo ón bhforáil atá ann faoi láthair. Beidh mé in ann buaileadh leis an Teachta agus leis na hurlabhraí Gaeltachta agus Gaelainne sa Teach chun seo a phlé amach.
#CatherineConnolly	unknown-#CatherineConnolly-party	unknown-#CatherineConnolly-dob	unknown-#CatherineConnolly-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	20	Déanaim comhghairdeas leis an Aire Stáit agus guím gach rath air ina ról nua.
#VeronaMurphy	unknown-#VeronaMurphy-party	unknown-#VeronaMurphy-dob	unknown-#VeronaMurphy-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	21	In May of 2022, Fáilte Ireland launched an awareness campaign on the issue of recruitment and retention in the tourism sector. This campaign was launched in May, as the busy season was just about to get under way. With those recruitment and retention issues in mind, what proactive measures is the Department of the Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media taking to address and resolve the current recruitment and retention difficulties?
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	22	The latest research by Fáilte Ireland shows that while recruitment is still a significant challenge for tourism businesses, the situation is improving and employers are making positive strides. The number of vacancies across the industry has fallen, from 40,000 at the start of 2022 to 22,000 today. Overall, positions have become less difficult to fill while staff retention has become less difficult too. For employees, hourly rates of pay have improved, compensation for working unsocial hours has become more common and job security among workers has grown. My Department participates in the tourism and hospitality careers oversight group which brings together industry representatives, State agencies, Departments and the education sector. My Department and Fáilte Ireland are also working with industry and across government to ensure a co-ordinated approach to addressing labour and skills shortages.For example, in 2022, my Department and Fáilte Ireland worked closely with the Department of Enterprise, Trade and Employment to ensure processing times for work permits were significantly reduced. My Department and Fáilte Ireland have also worked with that Department to increase work permit application success rates by providing information sessions to the industry. In 2023 and the years ahead, my Department and Fáilte Ireland will continue to work with industry and recruitment experts to share best practice guidance on retention and building capability. With regard to working conditions in the sector, Fáilte Ireland's research indicates that 70% of people within the sector see tourism as a long-term career option. Around 70% of businesses surveyed indicated they are increasing their pay and offering flexible work patterns, more stable work schedules and other benefits. Fáilte Ireland has also launched a new employer excellence programme to help participating businesses to improve their employer practices and enhance their reputation as excellent employers. This will help employers to drive great employee engagement, build the appeal of their workplace and unlock greater levels of performance across their businesses. Further initiatives undertaken include a transition year work placement programme to give transition year students a high-quality work placement and a major recruitment awareness campaign called "works for me" to encourage people of all ages to consider a career in the industry. When we look at the wider economy and the particular set of challenges facing the industry, it is clear that a collective and concerted multi-stakeholder approach to tackling these challenges is required, and that is the approach my Department and I will continue to pursue.
#VeronaMurphy	unknown-#VeronaMurphy-party	unknown-#VeronaMurphy-dob	unknown-#VeronaMurphy-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	23	I thank the Minister. I appreciate there is a lot in her response and that she has committed €15 million. However, in June last year, the Irish Examiner ran the headline "No 'quick fix' for hospitality staff shortages" in which Dr. Deirdre Curran, a lecturer at NUI Galway, who had conducted research on the industry, stated that the pandemic had worsened the problems but there were also significant instances where staff had been emotionally and physically abused. She stressed the importance of listening to workers in the industry. I know the Minister is hoping and is in a position to do something about it by retaining the 9% VAT rate. If it reverts to 13.5%, it will have a significant impact and put pressure on the hostelries and the hospitality sector, and the most adverse effect and impact will probably be on the employees.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	24	The Minister, Deputy Coveney, and I co-chair the hospitality and tourism forum. We are convening a meeting next week with all the stakeholders. I suspect the 9% VAT rate will be one of the issues that arises in that meeting. I have made it clear that I am in favour of the extension of the lower rate of VAT for the tourism and hospitality sector. The decision ultimately lies with the Minister for Finance, but I have made clear my position on it. I am acutely conscious of the challenges the sector is facing, including cost inflation and economic uncertainty in key tourism markets. I am also aware our necessary humanitarian response to the war in Ukraine has impacted on the availability of tourism accommodation. I will continue to work with the Minister for Finance and Cabinet colleagues in the coming weeks.
#VeronaMurphy	unknown-#VeronaMurphy-party	unknown-#VeronaMurphy-dob	unknown-#VeronaMurphy-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	25	I come from County Wexford and we host some of the country's most valuable tourism attractions, such as one of the oldest lighthouses in the world at Hook Head. That must continue to thrive. The Minister mentioned our film industry. We can expect an influx of tourists given, we hope, our success rate at the Oscars and not just the fact that Irish films have been nominated. Wexford is especially heavily dependant on tourism. We employ slightly fewer than 10,000 people in the tourism and hospitality sector. We have some of the finest hotels and we are about to develop Duncannon Fort, close to where I am from, and make significant investment, which I hope will be in the range of €2 million to €3 million. We must bear in mind that all the attractions are in rural Ireland. It is significant investment. We need to look at how we will retain jobs and ensure it is viable for the employees to work in this sector. We must not forget that we are developing Rosslare Europort. It is in Wexford. It is the hub and our most direct point to Europe and we expect an influx of hundreds of thousands of visitors in the coming year.
#CatherineMartin	unknown-#CatherineMartin-party	unknown-#CatherineMartin-dob	unknown-#CatherineMartin-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	26	The Deputy referred to Duncannon Fort. In December 2022, the Department of Rural and Community Development announced significant funding for Duncannon Fort under the town and village renewal scheme. That is in recognition of the amazing attraction it is. I am acutely aware that the tourism industry supports 250,000 jobs and the vast majority of those are in the regions, outside the capital city. I grew up outside the capital. It is a vital industry in my remit and I am acutely aware of the need to help our towns and village to thrive. I am co-chairing the hospitality and tourism forum with the Minister, Deputy Coveney, who, as someone from outside the capital, is aware of the immense value of tourism and the concerns of the wider tourism ecosystem. That is absolutely on our radar and we will do our best to support it.
#MichaelCollins2016	unknown-#MichaelCollins2016-party	unknown-#MichaelCollins2016-dob	unknown-#MichaelCollins2016-constituency	speech	unkown-language	2023-01-26 00:00:00	Ceisteanna ar Sonraíodh Uain Dóibh - Priority Questions	27	What plans is the Minister's Department putting in place to give relief to the hotel sector at this time with the ongoing energy crisis?
