#RobertTroy	unknown-#RobertTroy-party	unknown-#RobertTroy-dob	unknown-#RobertTroy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	0	Recently we have received further reports which provide evidence that children proved to be at severe risk are left to wait for protracted periods without a necessary social worker. Will the Minister confirm to the House how he and his Department plan to deal with the deficiencies and the reduction in number of social workers to ensure every child identified as being in need of a social worker or at high risk of harm will, at the very minimum, be guaranteed a social worker to deal with him or her and his or her family?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	1	I would like to correct the record of the House and the Deputy's point of view. There has been no reduction in the number of social workers. As of January 2015, Tusla, the Child and Family Agency, has advised that a total of 19,926 children were in receipt of a dedicated social work service. A further 7,787 children who would benefit from an allocated social worker were awaiting the service. Of the 7,787 cases awaiting allocation, 2,235 were identified as being in the high priority category. These cases represent a mix of new referrals who need further assessment, as well as children known to Tusla or in care who need a continuing social work service. It is important to note that "high priority" should not simply be equated with risk. For example, children in care for less than six months are in stable placements and included in this category. Tusla deals immediately with emergency cases, including, for instance, a child who has been abandoned or is in immediate physical danger or at immediate risk of sexual abuse. Social work duty teams keep high priority cases under review by regular checking to ascertain risk to the child and, where necessary, will re-prioritise the case.  There were 1,397 whole-time equivalent social workers employed by Tusla at the end of February and it is recruiting an additional 218.Tusla risk-assesses the impact of vacancies on service provision on an ongoing basis so that social work team numbers do not fall below what is considered necessary to provide a safe service. These risk assessments take account of case loads and referral numbers. Where necessary, temporary staff are brought in immediately to cover vacancies.
Additional information not given on the floor of the House
 As part of Tusla's business planning process for 2015, I requested that an action plan be developed setting out the proposed measures to tackle the issue of unallocated cases. Tusla has commenced a national review of cases awaiting allocation this month to determine if additional social work posts may be required to meet existing demand. I look forward to the outcome of this review. There has been a welcome downward trend in the number waiting to be allocated a social worker, including an almost 50% reduction of high priority cases awaiting allocation for less than three months in 2014. Tusla is also committed to producing a workforce development strategy by the end of quarter 2 this year. This development presents Tusla with a significant opportunity to continue to improve its service to vulnerable children and families. The plan will consider issues relating to recruitment, retention, skill mix and turnover. I look forward to receiving the action plan and strategy and I will support Tusla in their ongoing work to deliver a safe and quality service.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	12	I reject the assertion that Tusla is in any financial crisis. It is a new agency and received a substantially increased budget this year. As it develops, we will undoubtedly see where there is a need for further resources. It is undertaking work to measure this and to determine where best to put those resources. Regarding high-priority cases, these are not children at immediate risk. Any child at immediate risk is treated as an emergency and seen immediately. To put this in perspective, if a teacher in a classroom this morning is worried about a child in that class, there will be a social worker there before the child goes home this evening. That is the nature of the service that Tusla delivers. High-priority cases include a range of situations, some of which relate to children who are in care and stable environments but have not been allocated social workers. We would prefer it if they had social workers, but they are not in any immediate risk or danger. We want to minimise risk and would like to see no child at risk where possible.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	13	Deputy Healy is not present, so we will move on to Question No. 4.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	14	I thank the Deputy for his question. A key priority for the Government is to ensure that quality early years services are available to preschool children. My Department is progressing the early years quality agenda, which represents a programme of measures to support, monitor and regulate the improvement of quality standards in preschool services. A key element of the agenda is strengthening the national early years regulatory regime. This will result in a change in practice in a number of areas relating to early years inspections. Responsibility for the inspection of early years services transferred from the HSE to the Child and Family Agency in January 2014. Legislative amendments under the Child and Family Agency Act 2013 strengthened the inspection regime and provided a statutory basis for the registration of early years services. The new registration system, which will be introduced by the Child and Family Agency, requires that anyone seeking to open an early years service must register with the agency prior to the facility being opened.The proposed service will then be inspected to ensure it meets all the necessary criteria before registration is granted. A similar inspection will be carried out at three yearly intervals. Ongoing inspections will be carried out after the service has become operational and children are attending. The legislation also provides for increased sanctions for service providers that do not comply with the regulations. The agency will also be in a position to refuse to register a service provider, remove a provider from the register, or attach conditions to the registration of a provider. The Child and Family Agency is working to make the inspection system more consistent and robust. Reports on all inspections conducted since the middle of 2013 are published online and the agency is in the process of publishing retrospective inspection reports. The early years inspectorate is now managed by the agency on a national basis and working to common standards. The inspection tools and report format have been reviewed and new inspection arrangements will accompany the new regulations later this year. The regulations will incorporate new national quality standards which will provide the basis against which services will be inspected and reported on. Services will be supported to work towards higher standards of quality based on clearer criteria for measuring levels of compliance.
#RobertTroy	unknown-#RobertTroy-party	unknown-#RobertTroy-dob	unknown-#RobertTroy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	15	I am pleased the Minister has acknowledged that he did announce a programme of measures. He said a key element under the new system would be the registration process. That process was announced following the "Prime Time" exposé and placed on a statutory basis in January 2014. Fifteen months later, however, it is not yet in operation. No new service has been registered and no existing service has been re-registered, even though the legislation requires that this be done within three years. What is the reason for this delay in registrations? When will we see the registration process that the Minister is heralding as a key element of reforms in this area actually in operation? There is no point in having it on a statutory basis if it is not being operated by Tusla.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	16	Under the legislation we introduced, this is an operational matter for Tusla as it sets about putting these inspections in place. One of the issues revealed in the report was the need for information technology and communications, ICT, infrastructure to support Tusla's national preschool inspectorate. I was pleased to provide €350,000 to fund development of ICT infrastructure for that purpose. The work will be undertaken by Pobal and the new system is expected to be fully operational from January next year.
#RobertTroy	unknown-#RobertTroy-party	unknown-#RobertTroy-dob	unknown-#RobertTroy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	17	The Minister did not answer my question. All he will say is that this is an operational matter for Tusla. Why is it that having brought forward legislation to put the process on a statutory basis, it is yet to kick into action 15 months later? The Minister should know the answer to that question. He referred to the new standards to guide the inspection process. The process to reform these standards started in 2010. After the "Prime Time " exposé, the Minister's predecessor committed to prioritising the publication of new standards. Almost two years later, the new standards have yet to be published. What is the reason for the delay? We have a situation where Tusla is charged with responsibility for inspecting the preschool regulations and Pobal is responsible for inspection from a compliance and funding perspective. Meanwhile, the most recent announcement refers to inspections by the Department of Education and Skills. Again, this latest measure was introduced without any consultation with Tusla. The chief executive officer of the agency recently said he was embarrassed to learn that it was, in fact, the Department of Children and Youth Affairs which had requested the Department of Education and Skills to carry out the new inspections.Why is the new registration process not in operation 15 months after it was put on a statutory basis? Why have the standards promised more than two years ago not been published? Why has a situation developed where the chief executive officer of Tusla is embarrassed that the Department of Children and Youth Affairs requested the Department of Education and Skills to start a new inspections process?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	18	Clearly, the Deputy is confusing two inspection regimes. Under the early years programme the Department of Education and Skills will inspect the educational aspect, inspection of the overall regime will be the responsibility of the Child and Family Agency. In fairness to it, while it is studying how to go about this, it is awaiting the revised regulations.
#RobertTroy	unknown-#RobertTroy-party	unknown-#RobertTroy-dob	unknown-#RobertTroy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	19	Why?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	20	Because the provisions are being developed in association with the Office of the Parliamentary Counsel. In the drafting of the new regulations a review of the draft national quality standards was required, as well as of the 2006 child care regulations and the associated guidance document, with an input from the Child and Family Agency which will have responsibility for implementing the new regulations. This work means that it has taken longer to finalise the regulations than originally anticipated. It is important to point out to the Deputy that the regulations will be a serious improvement on what was in place before.
#RobertTroy	unknown-#RobertTroy-party	unknown-#RobertTroy-dob	unknown-#RobertTroy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	21	When will they be introduced? They have been promised for two years.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	22	Before I move to the next question, on my own behalf and that of the Members of Dáil Éireann, I offer a céad míle fáilte, a most sincere welcome, to the Right Honorable David Carter, Speaker of the New Zealand Parliament, and his delegation. I express the hope he will find his visit to Ireland enjoyable, successful and to our mutual benefit.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	23	We will go back to Question No. 3 because Deputy Seamus Healy has arrived.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	24	This question relates to the one-parent family payment. As the Deputy knows, this is, in the first instance, a matter for the Department of Social Protection. However, my Department has been working closely with that Department to develop a range of targeted child care support programmes for low-income families, parents returning to the workforce and parents engaging in training and-or employment initiatives. Among these targeted child care support programmes is the after-school childcare programme which provides after-school care for primary school children of eligible parents for a period of 52 weeks. The programme contributes €40 per week for an after-school place or €80 per week in situations where a pick-up service is provided to take the child from school to the child care provider. The programme also provides a full day care rate of €105 per week, for a maximum of ten weeks, to cater for school holiday periods. In all cases, the maximum fee payable by parents is €15 per week per child. The community child care subvention programme and child care education and training support programme also provide a range of child care supports for eligible parents, including after-school care.  These targeted child care support programmes, together with the universal early childhood care and education programme which provides a free preschool year for all children in the age category three years and two months to four years and seven months, represent an overall annual investment of €260 million and support more than 100,000 children each year. This level of investment has been maintained, despite the difficult budgetary position in recent years. To ensure all of the benefits of this and future investment are fully realised, it must be evidence-based and strategically co-ordinated. Accordingly, I have established an interdepartmental group to develop a coherent whole-of-government approach to investment in early years and after-school care and education.This group is considering the needs of children in their early years as well as the needs of school-going children. The group, which is still in the early stages of its deliberations, will submit its final report to Government in June 2015.
#SeamusHealy	unknown-#SeamusHealy-party	unknown-#SeamusHealy-dob	unknown-#SeamusHealy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	25	Question No. 3 relates to the one-parent family payment and the situation after 2 July next when the payment is lost once the youngest child reaches seven years of age. Prior to any such change being introduced, the Government promised that Scandinavian style child care would be available but that has not happened. Single parents will be required to be available for work after 2 July this year, once their youngest child is over seven years of age. Child care services will need to be put in place on a full-time basis, including after-school services. What plans does the Department have to do that?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	26	The short answer to the question is that I am awaiting the outcome of the interdepartmental group's deliberations and it would be premature to make any statement about it before then. This is a broadly based group of interdepartmental individuals who have engaged in a number of open consultation days with many of the stakeholders in the area. Shortly, an online questionnaire will be issued for both parents and providers to feed into this process. I will now outline to the House several child care schemes that are currently in place. The child care education and training support scheme programme offers €145 per week towards the cost of a full day child care place. It also provides part-time and after-school places. The programme has a budget of €17 million per year and caters for approximately 8,000 children annually.
#SeamusHealy	unknown-#SeamusHealy-party	unknown-#SeamusHealy-dob	unknown-#SeamusHealy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	27	The Government is putting the cart before the horse. As I said already, the Government promised child care services comparable to those available in Scandinavia prior to this change taking effect. However, from 2 July next, single parents will be required to be available for job activation measures with no child care services being made available to them. This is definitely putting the cart before the horse. Will the change due to take effect from 2 July be deferred, given that the services are not in place to support it?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	28	I respectfully disagree with the Deputy's contention that the Government is putting the cart before the horse. I have already described the child care education and training support programme and the Deputy's contention that there are no services available is simply not true. There is also the after school child care programme, which is designed to support low-income and unemployed people to take up a job, increase their days of employment or take up a place on a Department of Social Protection employment programme. It provides after school care for primary school children of eligible parents for a period of 52 weeks. The programme contributes €40 per week for an after-school place or €80 per week in situations where a pick-up service is available to take the child from school to the child care provider. The programme also provides a full day care rate of €105 per week for a maximum of ten weeks to cater for school holiday periods. In all cases the maximum fee payable by parents is €15 per week. I do not have time to go into detail on all of the other services available, but there is also a community employment child care programme and a community child care subvention programme. Deputy Healy would have to agree that in the past we saw ample examples of Government throwing money at problems but not fixing them.In this instance, we want a properly costed and analysed plan that will give the Government access to a range of options that will allow it to provide the greatest benefits for parents and children from the money it collects from taxpayers and spends in this area.
#SeamusHealy	unknown-#SeamusHealy-party	unknown-#SeamusHealy-dob	unknown-#SeamusHealy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	29	This question relates to the level of funding available to child care facilities, particularly those which are community based. The level of such funding is simply not adequate to allow such facilities to provide services.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	30	The early childhood care and education programme, ECCE, provides a free preschool year to all eligible children in the age range three years and two months to four years and seven months before they commence primary school. A standard capitation fee of €62.50 per week per eligible child is paid to participating child care services. A higher capitation fee of €73 per week is paid per eligible child to services with more highly qualified staff. In 2012 it was necessary to reduce the level of capitation provided under the ECCE programme in order to ensure that the Department's spending remained within the restricted limits set by Government following the severe downturn in the economy. The Government succeeded, despite the difficult budgetary situation, in maintaining the preschool year on a universal and free basis. Annual funding of more than €170 million continues to be provided and some 67,000 children benefit each year from the programme. Restoring capitation payments to pre-2012 levels would cost in the region of €5 million annually. While we have made considerable progress in correcting the overall budgetary situation, the funding available to my Department does not allow me to increase capitation payments at present. I have indicated that if resources become available to my Department, I will consider the scope for increasing the level of payments. However, I want to consider the question of appropriate supports for child care in a wider context. It is crucial that we develop a coherent whole-of-government approach to investment in child care services. To ensure that all the benefits of our complete range of child care investments are fully realised, future public investment in child care must be evidence based and strategically co-ordinated. I have established an interdepartmental group to examine the provision right across the zero to six age group, as well as to consider the after-school needs of older school-going children. I have asked the group to report to me before the end of June.
#SeamusHealy	unknown-#SeamusHealy-party	unknown-#SeamusHealy-dob	unknown-#SeamusHealy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	31	Anybody currently involved with child care facilities, particularly those which are community based, knows that the funding available is simply not adequate in order to facilitate the provision of services. Many not-for-profit community child care facilities throughout the country are in serious financial difficulty and require additional funding. A nod towards the existence of this problem would be the reinstatement of capitation payments to the previous level. In light of the recovery about which we have been hearing every hour of every day in recent months, surely this area is the one in which we should start reinstating what previously obtained. The Minister referred to the need for future investment to be evidence based. There is clear evidence to show that investing money in educating young children gives rise to huge payback. Will the Minister reinstate the capitation rate which obtained in 2011?
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	32	I am pleased the Deputy and I agree on one matter, namely, that the ECCE programme offers good value for money and is critically important. I also agree with him that the investment of money, resources and personnel in educating children in the early years brings about the greatest return for such children and for society in general. There is no doubt about that. I further agree with the Deputy that the area to which he refers should be afforded greater priority as more funds become available. I refer here to child care, particularly that which relates to the early years. I am also concerned with supporting parents. If we do not support parents, then we cannot support children. On funding, I have a budget for the year. Much and all though I might like it to be the case, I do not have additional funds available to allow me to increase the rate of capitation.I have made it clear on numerous occasions that it is a priority for me.
#SeamusHealy	unknown-#SeamusHealy-party	unknown-#SeamusHealy-dob	unknown-#SeamusHealy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	33	Will the Minister indicate whether he and the Minister for Finance will set the date by which the capitation rate will be increased in the context of the famous spring statement that is supposed to issue shortly? Anybody involved in this area, particularly at community or not-for-profit level, knows that there is now a serious crisis. Many of these centres are experiencing severe financial difficulties.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	34	I will actually be having that chat with the Minister for Public Expenditure and Reform and look forward to speaking with him as we approach the budget. I know that he is interested in this issue and that he is as concerned as I am about the well-being of children who are our future. In respect of the scheme, the Deputy must accept that during the worst recession and darkest fiscal fiasco the country had ever endured we maintained the programmes and supported many of these providers through that difficult period. Had the Government not provided that support, many of the providers would not now be in business.
#SeamusHealy	unknown-#SeamusHealy-party	unknown-#SeamusHealy-dob	unknown-#SeamusHealy-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	35	If something is not done soon, they will not be in business much longer.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	36	I did not interrupt the Deputy. The work they do is invaluable and they are trained to a high standard. We want to continue supporting that work. One of the ways we provided support was through putting in place a learner fund to support and fund people in attaining a higher level of training. All of these matters will be considered by the interdepartmental group and the Government will be given a menu of options that will be properly analysed, evidence based and costed.
#ClareDaly	unknown-#ClareDaly-party	unknown-#ClareDaly-dob	unknown-#ClareDaly-constituency	speech	unkown-language	2015-04-15 00:00:00	Ceisteanna - Questions	37	My question relates to the commission of investigation into mother and baby homes. Earlier this year the Minister stated the commission would have the power to order exhumations where appropriate, but its terms of reference contain nothing specific in this regard. Will it be ordering exhumations and, if not, why not? Do the families concerned not deserve the opportunity to know with certainty whether their relatives are buried in these graves?
