#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	0	I call the meeting to order in public session. As the Chairman is unavoidably absent today, I call for nominations for Acting Chairman.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	1	I nominate Senator Aidan Davitt.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	2	Is that agreed? Agreed. I now invite Senator Davitt to take the Chair.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	3	I thank Senator Reilly for nominating me as Acting Chairman. We have received apologies from Senator Gavan and Senator Humphreys. I propose we go into private session. Is that agreed? Agreed.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	4	I remind members, visitors and those in the Public Gallery to please ensure their mobile phones are switched off or are in flight mode for the duration of the meeting as they interfere with the broadcasting equipment, even when on silent mode. We have some new members on our committee. I would like to welcome Deputy Billy Kelleher. Deputy Lisa Chambers was also added to our committee as of yesterday and she might join us later. I thank Deputies Niall Collins and Stephen Donnelly who were very strong contributors to this committee and were of great help in all the work we have been doing. We appreciate all they have done for us. For the information of our guests, with committees resuming, unfortunately there has been a slight clash of committees today and some members are tied in having two committees meeting today at the same time.  No. 7 on our agenda is a discussion on the cost of doing business. I welcome the following members of the Alliance for Insurance Reform; Mr. Eoin McCambridge, managing director of McCambridge's of Galway, Ms Stephanie Reid, owner of Monkey Business play centre, Mr. Ivan Cooper, director of public policy at the The Wheel, and Mr. Peter Boland, director of the Alliance for Insurance Reform. I welcome all our guests to our discussion on the cost of doing business.  In accordance with procedure, I am required to read the following: By virtue of section 17(2)(l) of the Defamation Act 2009, witnesses are protected by absolute privilege in respect of their evidence to the joint committee. If, however, they are directed by it to cease giving evidence on a particular matter and continue to do so, they are entitled thereafter to only qualified privilege in respect of their evidence. They are directed that only evidence connected with the subject matter of these proceedings is to be given and asked to respect the parliamentary practice to the effect that, where possible, they should not criticise or make charges against any person or an entity by name or in such a way as to make him, her or it identifiable.  In accordance with procedure, I am required to read athe following: by virtue of section 17(2)(l) of the Defamation Act 2009, witnesses are protected by absolute privilege in respect of their evidence to the joint committee. If, however, they are directed by it to cease giving evidence on a particular matter and continue to do so, they are entitled thereafter to only qualified privilege in respect of their evidence. They are directed that only evidence connected with the subject matter of these proceedings is to be given and asked to respect the parliamentary practice to the effect that, where possible, they should not criticise or make charges against any person or an entity by name or in such a way as to make him, her or it identifiable. Members are reminded of a long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the House, or any official by name or in such a way as to make him or her identifiable.  I remind our guests that each of their presentations should be of no more than five minutes duration. Members have been circulated with the presentations submitted by today's attendees. I ask Mr. Boland to begin his presentation to the committee.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	5	I thank the Chairman and members of the committee for inviting us here today. I welcome quite a number of our members who are present in the Gallery, particularly representatives of Irish SME Association, ISME, Motorsport Ireland, Playcentres Ireland, Ireland Active, the Society of the Irish Motor Industry, Retail Grocery Dairy & Allied Trades Association, RGDATA, and the Coach Tourism and Transport Council of Ireland. Their attendance here is a measure of the intensity with which they feel these issues and the way they affect their operations. Members have already received a copy of our submission. Therefore, I will not go through it all but will summarise its key points. The Alliance for Insurance Reform brings together representative bodies from the not-for-profit charity, sports and small and medium size business sectors across Ireland, representing more than 35,000 organisations, more than 633,000 employees and more than 41,000 volunteers to demand rapid action to end crippling insurance costs. The creation of the alliance is a response to countless stories from small organisations where services and jobs are being affected by excessive insurance premiums, both liability and motor. Members will have heard many such stories, but there is a considerable fear among many organisations which are afraid to go public on their experiences because they are at the mercy of one underwriter or afraid to draw additional claims on themselves. What members are hearing is only the tip of the iceberg. However, we will not focus on the stories but analysis and solutions.  Our approach to insurance in Ireland is at a turning point. The system is dysfunctional to the extent that what is supposed to be a service industry that facilitates the operation of society has become an extractive industry, taking over €2 billion in motor and liability insurance premiums annually. It is protected and often made compulsory by the State and so expensive that it threatens the viability of many organisations that form the backbone of the nation.  A survey of 950 organisations within the alliance, carried out by Amárach Research in January, found that since 2013, nearly half of respondents had seen their premiums rise by over 30%, while over one fifth had seen rises of over 70%. This was in the broader context of a consumer price index increase of 0.9% in the same period. Two thirds of respondents also reported having increased excesses or new exclusions added to their policies, an equally damaging trend that severely restricts the ability of organisations to develop and creates additional exposure to cost.  Critically, 45% of respondents cited insurance as a threat to the future of their organisation, yet our members believe the insurance industry and the legal profession have the strongest voices in the corridors of power. Policyholders believe we have no voice. This is amplified by last week's Collins Institute report for Fine Gael which concluded that the Central Bank, the State institution charged with protecting insurance policyholders, was too focused on the needs of the financial services industry. There is much activity in the area, but our concern is that a lot will be discussed and that little will be done as it is not in the interests of the insurance companies or lawyers operating in this market for anything to change. If we were them, we would huff and puff in a show of empathy with our customers, but we would fight tooth and nail to stop real change. We would cite issues arising from the Constitution, data protection or competition, suggest self-regulation, agree to protocols, ease off on aggressive profit-taking for a while until the fuss died down and string out the debate to the next general election; anything to stop real reform.  In the last six weeks we have spoken to the Minister of State, Deputy Michael D’Arcy, and his officials, the Personal Injuries Assessment Board, the Office of the Data Protection Commissioner, the Personal Injuries Commission, the Legal Services Regulatory Authority and the Competition and Consumer Protection Commission and it is clear that many elements of the work of the cost of insurance working group are grinding to a halt, with the dead hand of vested interests evident. The buck stops firmly with policymakers. The actions we are suggesting are in the areas of prevention, consistency and transparency. We believe them to be just, proportionate, feasible, achievable within a limited timeframe and, ultimately, effective. The following are practical ways to solve the insurance crisis which we hope the committee will consider and support.  On prevention, to quote a member of the audience at a public meeting we held in Cork in February, "If I had a need for big money and I had a choice between robbing a bank and faking an injury, I'd pick the fake injury every day. More money and no consequences if I'm found out." We absolutely acknowledge the right of genuine claimants to fair compensation, but people have accidents all over the world; it is the consequences for Irish policyholders that appear unique. We are suggesting four actions in this area.  First, we call for sections 25 and 26 of the Civil Liability and Courts Act 2004 to be linked. We want an amendment to the Act such that if a case is dismissed under section 26 because the plaintiff knowingly gives or adduces evidence that is false or misleading, it would automatically be
referred to An Garda Síochána for prosecution under section 25, which would penalise such an offence with a substantial fine or imprisonment or both unless a defendant deliberately falsely accused a plaintiff of giving such evidence.  Second, we seek the establishment of a Garda insurance fraud unit. 
The cost of insurance working group's motor insurance reports promised a dedicated Garda unit to focus exclusively on the investigation of insurance fraud. We want the unit to be established as a matter of urgency. The Minister has told us that there is not enough support in the House for it. If that is the case, we urge opposing parties to clarify their concerns and remove the blockages.  Third, we seek the regulation of claims management companies, also known as claims harvesters. Our members tell us that claim harvesting websites are acting as the ambulance chasers of old, pursuing potential claimants with promises of money to be made, regardless of how dubious the claim and with no costs or consequences. They are adding fuel to the fire of fraudulent, exaggerated and misleading claims and must be regulated by the State to protect policyholders and society as a whole. In particular, referral fees they might charge to refer live cases to solicitors must be banned outright. Regulation, registration and a ban on referral fees would only bring Ireland into line with the regime in place in the United Kingdom since 2007. It is not sufficient for the Government to pass this onto the Legal Services Regulatory Authority which is still in the process of establishing itself. Regulation must be brought forward now.  Fourth, we want sections 7 and 8 of the Civil Liability and Courts Act 2004 to be amended. First, in section 7, we call for the period in respect of the Statute of Limitations on personal injury claims to be reduced from two years to one year. As the average period for a claim to be registered with the Personal Injuries Assessment Board following an accident is nine and a half months, this would not disadvantage claimants. Second, the language used in section 8 which purports to oblige a plaintiff to inform a defendant of an incident within two months is so conditional as to be useless and ignored in our experience. We ask that it be tightened in order that judges would have to take into account any delay in notification before allowing a case to proceed. The Department of Finance has stated it is pursuing this issue with the Department of Justice and Equality, but we want it done urgently. On consistency, the general damages awarded in Ireland for minor injuries bear no relation to those awarded in other countries, which makes Ireland a very attractive place to have a minor accident. Furthermore, there is no consistency within the jurisdiction in awards for identical injuries, which makes it very attractive in personal injury cases to reject a PIAB offer and head for the courts, safe in the knowledge that with the right judge, the rewards may be substantially better. We seek two reforms in this area, the first of which is that the approach to calculating the book of quantum be changed. The Court of Appeal has established that the ceiling on general damages for catastrophic injuries is €450,000. It has also established that the concepts of common sense and proportionality are central to the principles of proper compensation. We call for a revised book of quantum calculated on that percentage disability basis as a matter of urgency through the Personal Injuries Commission which is only looking at solutions in the case of motor whiplash claims. The Government should extend its remit to all injuries immediately. Next we encourage consistency among the Judiciary.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	15	If I could add to that, I had a discussion with an acquaintance in the legal profession last night about this whole area. I understand the reluctance of insurance companies to go to court because it is a bit of a lottery. That is not to be sympathetic to them in any way, shape or form because they have a lot to answer for in this area, but it is certainly the case that the gentleman I had the discussion with could only think of one case in recent case law where anybody was prosecuted under section 25 of the Civil Liability Act, and that was back in 2012.The legislation is there but the way in which it is structured does not act as a deterrent for people who are intent on making exaggerated or misleading claims. Going back to Deputy Lawless's comments on the issue of legal costs, we have not focused on legal costs to any great extent because we do not want this to turn into a blame game. To be honest, we have felt that much of the debate on this in recent years has been very unsophisticated in that the vested interests take a position and point their guns at the opposition. There has, between the legal profession and the insurance companies in particular, been a lot of "It's your fault. No, it's your fault." We say that everyone involved in this, particularly those making money out of it, have a responsibility to address it. What is different now is that it is unsustainable. Businesses, charities and voluntary groups were able to handle the increases for a number of years, but it has gone past that point now and we are looking at a much broader issue. This is why we are not a business-based organisation any more, because this is a societal threat. The consequences of what is happening at present are that schools will not be able to allow kids to exercise in the schoolyards, it will not be possible to build additional community playgrounds, Montessoris will have to close because of the excesses and conditions on them, voluntary clubs will be restricted in what they can do, charities will not be able to provide the services they have been able to provide and society as a whole will shrink. That is what we are looking at. We want to avoid this bashing back and forth and actually get some action because we fear that an awful lot of what is being done at present consists of long-term processes aimed at solving an urgent problem, and that is of no use to our members. That is why the ten items we have listed, we feel, can be addressed before the summer recess, never mind by the end of the year.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	16	I wish to add a word of support to that. It is just to acknowledge Deputy Lawless's acknowledgement that everyone here has many more significant things that he or she should be doing today. It takes something in the world of charities, where there are so many challenges: fund-raising challenges, regulatory challenges and the governance challenges with which everyone is familiar. This issue has risen right up and for many organisations is now an existential challenge. I may be able to give another few examples later on at an appropriate moment to reinforce that. It should be noted that this is a very complicated terrain, as I am sure we are all aware, and it is difficult to understand the dynamics of what is going on. It is a challenge. It is a measure of the significance of the problem that ordinary business people and folk from the world of charities are taking time out to try to come to grips with this complicated landscape and make reasonable recommendations to our Parliament on the basis of it.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	17	Are Deputies Kelleher and Lawless happy enough with the responses?
#JamesLawless	unknown-#JamesLawless-party	unknown-#JamesLawless-dob	unknown-#JamesLawless-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	18	Yes. I thank the witnesses.
#BillyKelleher	unknown-#BillyKelleher-party	unknown-#BillyKelleher-dob	unknown-#BillyKelleher-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	19	I wish to raise two issues. Do we have figures for the number of cases that were dismissed under section 26 of the Civil Liability and Courts Act 2004? Are they available publicly? Mr. Boland said that only one or two referred prosecutions have taken place under section 25 of the same Act. In the context of the next appointee, the Alliance for Insurance Reform recommends the establishment of a Garda insurance fraud unit. Mr. Boland said, "The Minister has told us that there is not enough support in the House for this." It was a recommendation of the group. What I am trying to get at is why there is not enough support. How have we tested that support, just as a matter of interest? I am new to this committee; I had spent the past seven years on another committee. Why is there no support? Was there a motion before the House? Was there a debate in the Dáil? How has the support of the Dáil been assessed as to whether the establishment of a Garda insurance fraud unit would pass muster? I ask Mr. Boland to elaborate on that. Moving to the other issue I wish to raise, there is no doubt, in my experience, that people put up fierce resistance to change if money is involved. There is no doubt but that there are huge sums at stake here in the context of the legal profession, the insurance companies and other vested interests. That is a fact. The Central Bank, of course, is a prudential overseer of the insurance market and has a prudential obligation to ensure that we have a functioning insurance market. Equally, we have cases in which insurance companies went wallop and left people without any form of compensation. It is a matter of getting that balance right. Equally, other organisations come before us expressing exasperation at that fact. When Mr. Boland says that the Central Bank has prudential duties, where does he see this role? What other agency does he see as having a role as the advocate for policyholders, bearing in mind that policyholders must be protected as well when they do have a claim?
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	20	Just before I call the witnesses for an answer, I will take Senator Reilly as well because he-----
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	21	No. Go ahead.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	22	Is the Senator sure? I know he has other commitments.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	23	I am fine.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	24	I will answer Deputy Kelleher's questions in reverse order again. Regarding advocacy for consumers, we are about the crisis that is happening right now. In an ideal world we will go out of business-----
#BillyKelleher	unknown-#BillyKelleher-party	unknown-#BillyKelleher-dob	unknown-#BillyKelleher-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	25	Statutory advocacy.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	26	Yes. I will get to that. We are talking about things that will have an impact immediately. In the longer term, there is definitely a case for a separate body to oversee all of the financial sector in terms of consumer advocacy. I am not the first to bring that to the table; that has been mentioned regularly. We are all involved in small businesses and small enterprises and we are not great fans of additional oversight and bureaucracy. However, we cannot understand how the Central Bank can have that prudential role and a consumer protection role at the same time. They are mutually exclusive. Regarding the lack of support, I think three of us who are here today were at that meeting with the Minister. We were told there was a lack of support for the proposal. It was not clarified on what basis that support was lacking, but we were told there was a lack of support. We were very disappointed by that because everything we had read from the cost of insurance working group would have suggested that everyone was gung ho on the idea and that it was going forward. However, it seems to have been parked for now and we would be very anxious to get it back in place. Regarding costs, it had already been agreed by Insurance Ireland that it would fund that unit, so the cost to the taxpayer would have been negligible. As we understand it, and according to my legal contact last night, we can find only one case of a prosecution under section 25. Regarding section 26, I know there are numbers in the cost of insurance working group report. Up to this year, I think, it has been very low, certainly in the low teens, as I understand it, but we have seen an acceleration in the number of cases being dismissed under section 26 in recent months, and there have been headlines about that in the newspapers. The one thing we cannot get over is that someone who has been found by the court to make a misleading or exaggerated claim - and often that is putting it politely - is then able to walk out of court scot-free, with no consequences, and in a position to do something similar again some time down the road.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	27	Copy that.
#DrJamesReilly	unknown-#DrJamesReilly-party	unknown-#DrJamesReilly-dob	unknown-#DrJamesReilly-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	28	I reiterate that Deputy Neville was very keen to be here today for this but he is also Fine Gael's lead speaker on mental health and is on the Joint Committee on the Future of Mental Health Care, so there has been a clash. He was here for the quorum at the start of the meeting to enable it to begin. I just wanted to put that on the record because, like Deputy Quinlivan said, this is an area in which Deputy Neville is particularly interested. I am also very interested in it because being a GP means running a small business, and owning a shopping centre has all the problems the witnesses have outlined. However, I am very interested in it from the point of view of the consumer and the Government. I really welcome the witnesses, the presentations they have made and the document they have given us because they have very clear, concise, reasonable suggestions, some of which I wish to discuss with them because I want to see what the blockage is. I have heard very clearly what they have said and I agree with them 100%: where vexations complaints are made, there must be consequences for those who go beyond vexatious to fraudulent, and let us call a spade a spade. We want to ensure that any citizen who is injured and is entitled to compensation gets it, but it should be reasonable and proportionate.The comments regarding putting in place legislation that would put an onus on members of the Judiciary to explain the reason they have departed from the book of quantum in terms of an award make perfect sense and I hope they would not see issue with that. Nobody wants to interfere with the independence of the Judiciary or the individual case because all cases are different but, at the same time, an explanation would be welcome. I refer to some of the comments made. The witnesses have given us some anecdotes, including Mr. McCambridge of McCambridge's in Galway, with which I am very familiar, my wife being from Galway, but they are anecdotes. It would be very useful if there was some study done that gave evidence to the fact that X number have not been able to expand and Y number of jobs have been lost. On many occasions in the voluntary sector, I have seen people who have not been able to set up facilities, perform a service or even run an event because of insurance costs. There is no question about that. I welcome, and I will continue to say this, that the witnesses have given us some clear suggestions. The suggestion on the Garda fraud unit makes absolute sense to me. There must be consequences for those who commit fraud.  I do not know what issues we will face in terms of whether there should be an automatic referral between section 26 and section 25 but nonetheless we must explore that to identify the problems. I want to discuss regulation of the claims management companies. Mr. Boland stated this had been done in the United Kingdom in 2007. Have the witnesses been given a rationale for the absence of such regulation? Have they been told the reason we do not have such regulation or what the blockages are in that respect? Regarding the legal costs, there is no doubt, as the witnesses have acknowledged, that very often insurers will not go to court because it is cheaper to settle the claim. That is a problem but it possibly would not be as much of a problem if there was a consequence for those who made false claims. The insurance company could then set about clarifying what happens to people when they do make false claims. As a doctor, I see the other side of this in my surgery with people who have been injured but I have also had experiences, and I am not getting into the blame game, of where I have been instructed by "the lawyer" representing the client to refer them to a particular consultant, which I will always put in the report because I do not believe that is appropriate. It is a particular problem for crèches and childcare facilities also. We want children to play in a normal environment outside, get dirty and allow them graze their knees. That is the reality of life and to put in place anything that would block that seems detrimental to me. All I ask of the witnesses is for them to identify the problems as to the reason the blue book has not been reinstated, particularly the 2003 IBEC-IIF protocol. Have they had discussions with the Minister or the Department on that and, if so, what has been their response as to the reason that has not happened? I will be very supportive of many of the issues the witnesses have raised today and will pursue them with the Ministers and the Departments relevant to them. Do the witnesses have any thoughts on the need to have a policyholder advocacy office, as raised by Deputy Kelleher, in terms of consumer protection in the future? We all know this is a dynamic area and as soon as we solve one lot of problems, another lot will present themselves. It is the idea of who might be appropriate for that.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	29	I will deal with the IBEC-IIF protocol. The cost of insurance working group, CIWG, report is written in very parliamentary or diplomatic language, for want of a better word, but I get the impression from reading it that there was quite a bit of frustration in the Department of Finance when it turned out that a protocol already existed which had not been brought to its attention during the initial work on the cost of insurance working group. It appears now from the fourth quarterly update that the insurance industry is saying that that protocol does exist but it has been superseded by the Central Bank's consumer guidelines. We have had a good look at the Central Bank consumer guidelines and, to be honest, the contrast is like saying that one no longer needs a driver licence because one has a new membership card for Xtra-Vision. They are completely separate. It is completely inappropriate and there is no connection between the two. The suggestion that the Central Bank guidelines could replace a detailed protocol like the one we have put into our submission is almost farcical. There is some strong resistance in that regard, but it is only from one side of the coin. Regarding Senator Reilly's question on the blue book, we were told at that meeting that the Central Bank is independent. The Central Bank made that decision, and that is its decision. As we have outlined, we are not specialists in this area but if the Central Bank has any role in terms of protecting the consumer, it needs to get with the programme and bring the blue book back as the bare minimum in terms of oversight of the area.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	30	Regarding claims management, we spoke about that with the Minister. In terms of claims management, the issue is that it is the Law Society which has responsibility. In fairness, it attempts to block these sites but if it takes down one site and it is blocked, another site pops up. Were one to google it any time of the day, a number of sites would come up. There is no effective legislation in place to punish these sites. They keep reappearing, and we need legislation to deal with that. The Senator mentioned people taking fraudulent cases but there is another issue. I have friends who have been injured but do not take cases. They do not want to be seen to be taking cases because people will assume they are fraudulent. It has got that bad. Another issue is that, as businesses and policyholders, we see the judgments. I have got almost an unhealthy interest now in looking at the newspaper headlines every Thursday and Friday to see what has happened in court cases. As a lay person reading through the judgments, one tries to work out how the judges arrived at their conclusions and sometimes it is very difficult to do that. They may well have perfectly valid reasons and we believe if we could see those we would understand better the reason premiums are increasing or what we can do to prevent these issues but as a lay person reading the newspaper, I am not getting a clear picture as to the reason vast amounts of money are being awarded in these cases. There is no downside to taking a case at present. If it is thrown out, it is thrown out but nothing happens following it so unless we address these issues I believe the number will grow. There is no downside to taking a case.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	31	Coming back to Senator Reilly's point about preventing children from playing, it is turning into a bigger issue of the nature of the society that is being created out of all of this with people being encouraged almost to behave in this particular way, setting up people into adversarial relationships where people are afraid to do certain things, rejecting the sharing of risks, rejecting shared responsibilities and, generally speaking, leading to this more adversarial society. There are cultural changes associated with some of this as well.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	32	When it comes to children's play, there was a time when we would put in obstacles that would teach the children to risk manage themselves but now, and some of my colleagues are in the Gallery, we are scaling back on that. We virtually have to wrap them in bubble and they cannot do anything any more because everything is a risk.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	33	Are Senator Reilly and Deputy Kelleher satisfied with those replies? From my point of view, I fall into many of the categories the witnesses are representing in that I have a child in a crèche. I am chairman of quite a large GAA club and I have a small to medium business so I know from first hand the problems facing the sector.This committee has heard that the main costs of doing business are rates and insurance. I do not think the increase in rates would have put anybody out of business but the increase in insurance premiums has certainly put people out of business, including people who had good businesses and who had been in business for a long time. What insurance companies are charging is a chronic problem and some of those who come up with figures on which to base policy must have friends in the insurance industry. Some of the numbers seem to have been taken out of the telephone book and the increases in insurance premiums are incredible. There has been an in-depth investigation of the insurance industry. Did the witnesses' findings lead them to believe there was collusion within the insurance industry and by insurance companies?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	34	The Competition and Consumer Protection Commission, CCPC, is in the process of investigating motor insurance and the European Commission has two inquiries going on at the moment. We met the CCPC and it is not yet in a position to comment but we have common ground with it in the sense that no data are available. The Acting Chairman asked a very good question and we have heard a lot of commentary on the issue in the past six months or so. There are more data in the banking industry - a sector which is getting a lot of criticism at the moment - than in the insurance industry so it is very difficult to answer. It is a very concentrated industry and 90% of the motor insurance business is handled by only six underwriters, while 90% of the liability insurance market is controlled by eight underwriters. There is not a lot of competition and the Department of Finance takes the view that it illustrates how unattractive the insurance market is. We have other views but we need data and the first step is to have enough information to work out what is going on. As it stands, there is no transparency.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	35	The costs of insurance are a matter of urgency. From 2016 to 2017 my insurance costs doubled and my insurance is due again on 16 May, when all the indications are that it will double again. As my circumstances have not changed and I have been claim-free for the past five years, I have no explanation for it. However, it is going to put me out of business, as it will several play centres throughout the country.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	36	The working group report stated repeatedly that there was a lack of data and it struggled to identify the problem. The national database is essential for this purpose. Insurance Ireland does not want to release any more data but it is absolutely essential that we get more granular data. As motorists, we are legally obliged to have insurance and I would not operate my business without insurance. We cannot have six companies controlling 80% of the business without knowing what is going on or having any explanation as to why our premiums are going up. Because of this, we are very keen for data to be collated by the Personal Injuries Assessment Board.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	37	Do the witnesses believe there are many businesses which operate without insurance? I know it happens because I have come across such an instance.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	38	There is anecdotal evidence to that effect but we do not know the extent of it. The claims of individual motorists operating without insurance are probably overstated and that may be the case with public liability and employer liability insurance.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	39	There is an element of fear in organisations because there is only one insurer in the market, meaning they do not feel they have any room to express a view on it. They have no choice. All directors of charities are volunteer board members and non-executive directors so none is being paid, but they are personally responsible for anything that goes wrong in the organisation and will carry the can as trustees. Not having insurance is not an option.
#BillyKelleher	unknown-#BillyKelleher-party	unknown-#BillyKelleher-dob	unknown-#BillyKelleher-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	40	Insurance is almost mandatory for motorists and is mandatory in other areas. Most businesses have loans from banks so would be obliged to take out several insurance policies such as public liability insurance, property insurance and personal life cover. Is any direction given by banks on the type of insurance to be taken out, for example when expanding a business? Is insurance being forced upon people in some cases? Do banks force a policy on people, thus narrowing their scope to shop around?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	41	It has not been a major issue. However, a big and related issue is the fact that there are eight underwriters which dominate the public liability markets. Just one or, at a maximum, two underwriters will be available in individual sectors. It might sound like eight underwriters are quite a lot from the point of view of competition but in individual sectors such as taxis, golf clubs, Montessori schools, play centres etc., there are only one or two and we are increasingly finding that anyone dealing with the public, and who has made a claim in the past three to five years, will only have one underwriter who is prepared to quote.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	42	Deputy Neville has just arrived, as he was at another committee. He met the witnesses at a previous meeting in Limerick. Does he have any questions?
#TomNeville	unknown-#TomNeville-party	unknown-#TomNeville-dob	unknown-#TomNeville-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	43	I apologise for not being here for the presentation but I will read it. I am also on the mental health committee. I met the alliance group in Limerick on the night it was formed and took extensive notes on what its members had to say. The insurance body was before this committee but we have only scratched the surface. I have been working heavily on the motor insurance side, rather than on business insurance, but I am from a business background and I am becoming familiar with the business side of the issue too. A lot of the points made today were made in Limerick so I will not hold the committee up. However, I will do what I can in regard to this issue.The Acting Chairman and I have discussed the issue of insurance costs in the context of the cost of doing business. It is staring us in the face that the cost of insurance is a huge factor in that regard. There is a need for a major push back in that respect.
#AidanDavitt	unknown-#AidanDavitt-party	unknown-#AidanDavitt-dob	unknown-#AidanDavitt-constituency	speech	unkown-language	2018-04-18 00:00:00	Business of Joint Committee	44	I thank our participants, Ms Reid, Mr. Boland, Mr. Cooper and Mr. McCambridge, who have been very informative. I also know that they have been very proactive. It is great that they have come together to highlight the problems for small and medium businesses, for which committee members are thankful.
