#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	0	Governments must make choices every day, and sometimes they are difficult choices.  I have disagreed with many of the choices made by this Government in recent years, particularly on spending.  The Taoiseach is well aware that in recent days, 60 organisations providing services to the intellectually disabled are now being forced to either reduce services or to cut them out entirely.  This is having an enormous impact on those involved and on their parents, friends and families.  It is quite stressful to see the anxiety and distress this has caused.  The Taoiseach is aware the unit in Caherdavin in Limerick run by the Brothers of Charity that provides services for 377 people is to close and that two weeks' notice was given to the Daughters of Charity about the closure of the respite centre on the Old Cabra Road.The Taoiseach is also aware that the best value for money in the health service is given by voluntary organisations, none of which is represented by SIPTU or IMPACT.  These people have an enormous output for relatively little money.  In the context of priorities and choices that must be made, how is it in a country where there is so much obscene wasting of public money, that this sort of choice is forced on voluntary organisations providing services to the intellectually disabled?The Taoiseach is also aware of the consequences.  How can the Taoiseach justify the reduction of services that are so important to the well-being of thousands of people with intellectual disabilities at a time when there is obscene waste?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	11	——and hear some context and understanding of what is going on.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	12	We know well what is going on.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	13	With regard to the administrative situation, bodies have been subsumed back into the Department.  I want to explain this because there is no point in putting out information and then everyone assuming——
#TerenceFlanagan	unknown-#TerenceFlanagan-party	unknown-#TerenceFlanagan-dob	unknown-#TerenceFlanagan-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	14	Some €22 billion went into NAMA.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	15	——it is just random spending on areas that are not essential.  The issue is that there are bodies which needed to be brought back within departmental responsibility and they are being subsumed back into the Department.
#OliviaMitchell	unknown-#OliviaMitchell-party	unknown-#OliviaMitchell-dob	unknown-#OliviaMitchell-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	16	More entertainment.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	17	The administrative costs of subsuming them back into the Department are less than the cost of the previous entities when they were separated.With regard to the question on value for money, if one is spending, as we are, more than €15,000 million of taxpayer money on health services of course one will increase value for money initiatives to see, in a sustainable way against the background in which any Government now has to operate, what savings initiatives can be identified.  That work has to be done and it is precisely what is being done in the area of disability services.There are more than 176 providers of disability services throughout the country; there are probably more than 200 such providers.  Section 38 organisations include the Brothers of Charity which obtained approximately €125 million and the Sisters of Charity which obtained approximately €100 million.  Section 39 organisations are smaller organisations which receive a grant-in-aid from the Department.  There have to be savings in respect of how those services are organised.  It is clear we have to do this against the background of less money being available from the taxpayer to deal with these services.  We want to make sure that we protect——
#DavidStanton	unknown-#DavidStanton-party	unknown-#DavidStanton-dob	unknown-#DavidStanton-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	18	What about the children?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	19	——to the greatest extent possible the front line.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	20	Deputy Stanton please.
#DavidStanton	unknown-#DavidStanton-party	unknown-#DavidStanton-dob	unknown-#DavidStanton-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	21	What about the children?
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	22	Deputy Stanton please
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	23	If it is the contention that the solution to the problem is simply to increase the allocations against a background where we know more money is not coming into the Exchequer, that will not solve that problem.
#DavidStanton	unknown-#DavidStanton-party	unknown-#DavidStanton-dob	unknown-#DavidStanton-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	24	Talk about the children.  They are not a problem.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	25	I have not suggested they are a problem.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	26	The Taoiseach without interruption.
#DavidStanton	unknown-#DavidStanton-party	unknown-#DavidStanton-dob	unknown-#DavidStanton-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	27	Facts and figures are rubbish.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	28	Deputy Stanton please.  The Taoiseach without interruption
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	29	Facts and figures were brought forward by Deputy Stanton's leader.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	30	There are 34 health agencies.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	31	I would put my record in this area against Deputy Stanton any day of the week.  I would put my record on this issue against anybody in the House and my record will prove it and has proven it.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	32	The Taoiseach can put his record against many things.
#TerenceFlanagan	unknown-#TerenceFlanagan-party	unknown-#TerenceFlanagan-dob	unknown-#TerenceFlanagan-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	33	The €22 billion that went into Anglo Irish Bank.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	34	It was the Cinderella part of the services for a long time and there were significant moneys involved.  In fairness to those involved in the area, this has often been fully acknowledged and recognised.  The point is that we have a problem now and the problem we need to address is how we re-organise the provision of those services to try to maintain sufficient moneys at the frontline——
#SeymourCrawford	unknown-#SeymourCrawford-party	unknown-#SeymourCrawford-dob	unknown-#SeymourCrawford-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	35	Get rid of half the managers.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	36	——and a value for money audit is required for that.  It is ongoing and will be available to the Minister by August or September.A question was asked on whether international conferences on health issues will come to this country, which is part of the subhead mentioned with regard to expenses.  No Member of the House would stand over non-essential spending in some of these areas but there are——
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	37	What about the entertainment budget?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	38	That is what he is taking about.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	39	——aspects of the work of the Department that are ongoing.I want to come back to the central point.  Some of the issues raised by Deputy Kenny can and should be answered in full.  They will be answered in full but I am explaining the context in which all of this is happening.  The real point to make is that every effort will be made to work with people providing disability services.  How do we reduce non-frontline expenditure so we have sufficient funding for the frontline?  We all know some element of support expenditure has to be provided, no more than one cannot have a consultant in a hospital providing proper services without secretarial support.  We all understand it is not a black and white issue but it is an issue that needs to be addressed and will only be addressed if we re-organise how the services are provided.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	40	When will the Taoiseach start?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	41	That is what we intend to do; that is how we intend to work with the services.  In the meantime, we have to try to address the difficulties that arise in the context of the budget.  Against the background of last year's budget, an extra €20 million——
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	42	What have you been doing for the past ten years?
#OliviaMitchell	unknown-#OliviaMitchell-party	unknown-#OliviaMitchell-dob	unknown-#OliviaMitchell-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	43	If the synergies are there why did the Government not use them?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	44	——over the 2009 spend was provided for disability services.  In total it is in the order of €1.6 billion.  I recall when I announced in this House a five year programme for the development of disability services what the initial baseline figure was.  That aside, it does not take away from the fact that issues arise today that we want to try to resolve but they can only be resolved if we approach it in the way I suggest.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	45	When will the Taoiseach start?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	46	To suggest it would be resolved otherwise, simply by providing for more expenditure regardless of the budget situation, is not being honest or straightforward with the people with whom we want to engage on this issue.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	47	The best value is in the voluntary sector and the Taoiseach knows that.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	48	What has the Government been doing for the past ten years?
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	49	The free travel budget.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	50	I understand that the live register figures for the numbers unemployed for the month of June will be published later this morning.  Does the Taoiseach have those figures and if so will he inform the House on the number of people who are now on the live register?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	51	The figure is expected to be 13.4%, up from the May figure of 13.2%.  Due to seasonal factors, the live register rises every June without exception.  The increase this year is considerably less than the increase in June last year of more than 21,000.  Based on seasonally adjusted figures from the Department of Social Protection, the increase in June is expected to be approximately 5,800.  The overall figures include more than 63,000 people who work part time and more than 23,000 people who sign on to claim credits.  Participation in the back to education allowance scheme has doubled this year and more than 5,600 of the inflow in the first three weeks of June are from this scheme.  The figure to be announced by the Central Statistics Office is 452,882.
#ShaneMcEntee	unknown-#ShaneMcEntee-party	unknown-#ShaneMcEntee-dob	unknown-#ShaneMcEntee-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	52	Plus emigration.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	53	That is the highest number of people ever unemployed in the State.  It is 300,000 more than were on the live register when the general election took place in May 2007.  It is 100,000 jobs lost each year that the Government in its present form has been in office, and 2,000 jobs lost each week.  This is not counting the number of people who have left the country as immigrants who have gone home and young Irish people who have emigrated to Australia and elsewhere.The biggest crisis that the country is facing at present is the level of unemployment.  Two weeks ago, I stated that according to the CSO figures, 40% of those who are out of work have been out of work for more than a year.  One in every three young men in the workforce is out of work.  It impacts on the level of poverty experienced by households and the self-esteem and morale of the individuals out of work.  It is the cause of huge worry to parents who wonder whether their children will get work or whether they will have to emigrate.  It also impacts hugely on the public finances because every person out of work represents a cost of approximately €20,000 to the State through tax lost and social welfare payments.When will the Government take seriously the issues of unemployment and getting people back to work?  The number quoted by the Taoiseach on the increase in the back to education allowances is marginal compared to what is happening.  The unemployment exchange in my constituency is beside a college of education with a cap on the number entering.  Increased numbers of people are out of work.  No active measures are being taken by the Government to get people back to work and very little is being done to get them into education and training.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	54	This is the issue with which we are dealing on an ongoing and daily basis and the only way in which we can create more jobs is to make our economy more competitive.  We have had this discussion on a number of occasions.  Jobs will not be created in a vacuum and will not be created on the basis of letting our public finances go out of control.  They certainly will not be created by the contention that we should not try to repair the banking system, which is fundamental.  The real issue and the contention being made by the Deputy is that no efforts are being made by Government.  It is very much the contrary.  All actions of Government are about making sure that growth comes back to the economy and in the second half of this year it has been confidently predicted that it will.  Indeed, from the last quarter of last year to the first quarter of this year some finance houses have suggested that growth is returning.The road back to recovery will be difficult and hard.  We know that and we want to get back on that road as quickly as possible.  The difficult decisions that we are taking have to be taken and are absolutely necessary.  Despite the disappointing figures this morning, I draw the Deputy's attention to the household survey which is the measure of employment in the country.  It is not correct to say that 450,000 are unemployed in the country.  There are 287,000 who are drawing unemployment benefit for five days.  There are 63,000 people who are working part-time and 23,000 people who are claiming credits.  Of the people who are applying for unemployment benefit whose applications are currently being processed, 20,000 are on supplementary welfare allowance.  These figures are for the purpose of putting the facts in place.I do not suggest for one moment that there is any degree of satisfaction or complacency about these figures but we will only turn this around on the basis of doing the job of work which the Government is engaged in, reducing our costs, getting exports going, as we are doing, and making sure that people can sell goods and services in the marketplace in order to maintain the jobs we have, take on part-time people in due course and then turn those jobs into permanent jobs.  That is the way back for this economy and it is the only way back.  We have to put our public finances in order in doing that.If we did not do that we would not be able to fund the deficit we have or maintain the services which, we have seen, are under pressure this morning.  We would not be able to continue as a country to work our way through this over the next number of years and get this country back to work.  Everything that we do is about trying to make sure that we get growth back into this economy.  It is coming in the second half of this year.  We have to hope that there will not be further turbulence in the markets.  There is no room for complacency here, week in and week out.  We are doing everything.In regard to the activation measures, it is simply not fair to suggest that we are doing nothing about it or are indifferent to it.  We have doubled the number of training places to 157,000 compared to 60,000 in 2008.  On the point made by the Deputy about post leaving certificate courses offered in the adjoining institution to the employment exchange in his constituency, looking at the national figure in 2010 almost 40,000 learners will participate in full-time further education and a range of schemes or programmes with an estimated 125,000 learners participating in part-time programmes.  One of the reasons there is a rise in the June 2010 figure is that those in receipt of the back to education allowance, which is suspended until September as it accords with the school year and which has been doubled this year, are obviously coming back onto the register and are in receipt of unemployment benefit until the back to education allowance returns.  That is a measure of the activity in that scheme and not inactivity.Everything that can be done to promote activation and find opportunities for people to up-skill and train is being done.  Increased resources are being applied.  At the end of the day, unless we continue along the road we are on to secure our children's future and do as we are doing it in the necessary way, we will put all of that at risk and we do not intend to do that.
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	55	I propose to answer Questions Nos. 1 to 3, inclusive, together.Under the terms of an initiative introduced by the Department of Finance in August 2001, my Department pays the salary of secretarial assistants employed by former taoisigh up to the maximum of the higher executive officer standard scale.  The initiative provides that a former Taoiseach may employ two secretarial assistants for a period not exceeding five years from the date when he or she was last Taoiseach.  After the five year period has elapsed, only one secretarial assistant may be employed.  The initiative also includes provision for purchase of computer equipment necessary for this type of service.While there are no guidelines in regard to the type of work for which secretarial assistants are employed by former taoisigh, I understand that they carry out a normal range of secretarial duties to support the former taoisigh in carrying out those aspects of work associated with their former roles which remain after their period in office has ceased.  However, under the initiative, the secretarial assistant cannot engage in constituency or active party political work.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	56	In the Taoiseach's response he indicated that former taoisigh are entitled to the service of two secretarial assistants for five years following the completion of their terms of office as Taoiseach and also to have one secretarial assistant thereafter for whatever length of time for their lifetime.  Is it the case that if they also continue to be serving Members of the Dáil — each of us as Members of the Dáil is entitled to the services of a parliamentary assistant and a secretarial assistant — that they are also entitled to the further services of two additional secretarial assistants, as the Taoiseach's reply suggests?  Will the Taoiseach clarify the situation?Will the Taoiseach accept that the recent reply to the parliamentary question I submitted to him has caused considerable interest?  My read of the situation is that people are aghast that former taoisigh, irrespective of whether they are actually serving Members of a current or future Dáil or have retired from the post, would be entitled to two secretarial assistants for a full five years and one thereafter indefinitely.  Does the Taoiseach not think that this scheme, which was introduced by the former Taoiseach in 2001, is wasteful and beyond the acceptance of people?  It did not have merit in 2001 but in the current economic times when serious downturns are affecting everyone's circumstances, what justification does the Taoiseach believe there is for the scheme continuing, given that what is involved is not small change?Is the Taoiseach aware that last year alone the former Taoiseach, who happens to be a current Member of this Dáil, secured——-
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	57	Is there a question, Deputy?
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	58	Yes, I am asking the Taoiseach if he is aware that a sum of €114,000 was allocated for the provision of the additional secretarial assistants because the former Taoiseach was in that post.  Is he aware that a sum in excess of €300,000 has been claimed by the former Taoiseach, Garret FitzGerald, since the introduction of the scheme?  Is he aware that over the past decade the former Taoiseach, John Bruton, has availed of the scheme while also involved during the greater part of that time in senior European Union representative roles?I put it to the Taoiseach that this is a wasteful scheme which has little or no justification.  The extent of the generosity if not the entirety of what was introduced in 2001 requires immediate review.  Will the Taoiseach accept that this is on top of the pension entitlements of former taoisigh?  I understand that it also——
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	59	The Deputy has spent a long time imparting information.  We need a question.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	60	——includes the provision of a car and Garda driver.  Whether that applies or is utilised in all cases I cannot say.  Will the Taoiseach indicate how he feels about this scheme at this point in time, against the fact that there have been very considerable cutbacks in terms of the salaries and expenses of all sitting Members of the current Dáil and that this scheme has held in place and is now entering its tenth year?What, if anything, does the Taoiseach intend to do about it?
#BrianCowen	unknown-#BrianCowen-party	unknown-#BrianCowen-dob	unknown-#BrianCowen-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	61	I note that Deputy Ó Caoláin's questions concerned the allowances paid to former taoisigh.  This gives the impression, repeated in his supplementary question, that the money is allocated to individual officeholders and subsequently dispensed.  These sums are the wages paid directly to the secretarial assistants employed by former taoisigh.  The money is not given to former taoisigh; it pays the salaries of people who work for them, as outlined in the scheme.The Deputy may take the view that former taoisigh should not be accorded any assistance or support.  Former taoisigh remain public persons and continue to play roles under the Constitution and as former incumbents of the highest political office in the land.  I do not make any distinction and hold all former taoisigh in the same esteem, as we all should.  I regard this as an issue to be dealt with in the context of the work they do and the employment of secretarial assistants to support them in doing that work.  It is not correct to suggest that the money is an allowance or payment in order to feed into a cynical view that it is intended as an aggrandisement.  I do not agree with that suggestion and would like to accord some dignity to the matter.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	62	I do not know where the Taoiseach encountered that view.  I have at all times spoken about the provision of two secretarial assistants, which is the entitlement from the 2001 scheme.  If anybody is putting a spin on this issue, it is the Taoiseach.  I am trying to deal with the facts of this scheme, which was introduced by a former Taoiseach and, as it happens, applies to all former taoisigh, at least four of whom are availing of it and, therefore, one exception is not.I ask the Taoiseach once again about this important matter.  He himself will be a former Taoiseach some day.  Does he not think now is an appropriate time to pose responsible questions as to the suitability of two additional secretarial assistants, particularly if one is a serving Member?  It is quite incredible and seems over the top in terms of the supports required.  The issue merits at least a review of the curtailments that could be introduced, although a question mark remains in my mind over the entire project.  Does the Taoiseach even accept that in the context of a significant economic downturn, it is not justifiable to maintain the level of support of indefinite secretarial assistance for the lifetime of a former Taoiseach?
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	63	Speeches cannot be accommodated on Question Time.
#CaoimhglinOCaolain	unknown-#CaoimhglinOCaolain-party	unknown-#CaoimhglinOCaolain-dob	unknown-#CaoimhglinOCaolain-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	64	I am not making a speech.  I am putting a question and the Ceann Comhairle's comfort with it is neither here nor there.
#SeamusKirk	unknown-#SeamusKirk-party	unknown-#SeamusKirk-dob	unknown-#SeamusKirk-constituency	speech	unkown-language	2010-06-30 00:00:00	Prelude	65	Speeches may be made at other times.
