#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	10	Further research is required. We have experience of candidates coming back to say that they did not know they would have to be assessed through Irish. There was a lack of understanding of our processes. I hope the campaigns specifically for Irish speakers, to which Ms Comerford referred, will result in a critical mass of people and that it will no longer be a case of a person being the only Irish speaker in the building and therefore being given all the translation work. If there are two, three or four people with Irish, there will be more diversity in the work. I totally take the Deputy's point but I hope the step we are taking with these focused Irish language campaigns will mean that Irish speakers will not be a novelty and that they will be seen far more frequently.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	11	Gabhaim buíochas leis na finnéithe.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	12	Gabhaim buíochas leis an toscaireacht as an gcur i láthair. Tá an-chuid ann. Thóg sé tamall orm léamh tríd. Tá cúpla ceist agam. B'fhéidir go spreagfaidís cúpla ceist eile. Ar dtús, nuair a bhíonn post le líonadh, an bhfuil aon ról faoi leith ag an tSeirbhís um Cheapacháin Phoiblí i leagan síos na riachtanas don phost? An é go dtagann eagraíocht eile chuige le menu iomlán agus go lorgaíonn an tseirbhís a leithéid de dhuine gan cheist? An bhfuil deis ag an tseirbhís athruithe a dhéanamh ar an job specification sin? Cuir i gcás education and training board, ETB, atá ag lorg CEO agus go bhfuil a fhios againn go léir go bhfuil roinnt Gaelscoileanna ann i gceantar an ETB sin. An mbeadh an tseirbhís ag treorú an eagraíocht i gcomhair duine le Gaolainn nó chun an Gaolainn a bheith san áireamh mar scil roghnach? Cé aige a bheadh an cinneadh sin? An bhfuil ról ag an tseirbhís na heagraíochtaí sin a threorú gur chóir dóibh duine le Gaolainn a lorg i gcomhair ról faoi leith? Nuair atá poist éagsúla á bhfógairt, cén sórt caiteachais atá i gceist? Cén caiteachas atá ann ó thaobh fógraíocht as Béarla agus fógraíocht as Gaolainn? Luadh thart ar 4,000 iarratasóir atá ag lorg a ngnó a dhéanamh trí Ghaolainn. An iadsan i gcomhair poist i gcoitinne nó poist a dhéileálann le cúrsaí Gaolainn? Nuair a théann an tseirbhís ag lorg daoine, téann sé ag headhunting daoine le Gaolainn i gcomhair post faoi leith chun go mbeidh daoine faoi leith ar fáil aige. Tá cúpla ceist eile agam ach tosóimid ansin.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	13	With regard to the specifications and role descriptions, we are the service provider. Usually, we are approached by a Department, or an ETB in the instance the Deputy described, that will have engaged with the relevant stakeholders in the composition of the role description. We would obviously have a look at this description. Our experience is that the Department's hiring department tends to be all over it, but we have a look at the role specification, and if we note that a glaringly obvious requirement has been overlooked or that the Department has not thought of something, we then flag that for the Department. In the majority of cases role descriptions, particularly for senior roles, are very well developed before they reach us, so we do not tend to see any gaps in them. Obviously, there are some roles that require business to be conducted through Irish. That would be laid out specifically within the role specification. We would call it out fairly quickly if it was missing. We do have success in filling such senior roles. These would usually be in the State Examinations Commission or the Department of Education and Skills. We fill many senior roles in these organisations through Irish. With regard to the advertising spend, publicjobs.ie is our main advertising portal. We also do some advertising in newspapers and use social media services such as LinkedIn, Facebook and so on. To take, for example, the role of a medical consultant, in planning a campaign for such a role, we look to see where our advertising would have the most impact. This may be in professional journals or in regional newspapers in the area where the vacancy has arisen.We assess what method would attract the widest candidate pool and we then arrange to advertise through all of those mediums. I do not have a specific breakdown of Irish publications in which we have advertised but I am happy to prepare a note for the Deputy on that matter after the meeting.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	14	An bhfuil an tUasal Comerford ag rá go mbeadh an fógra sa leabhrán Gaolainne an t-aon áit a mbeidh an Ghaolainn le feiceáil nó an mbeadh fógraí dátheangacha san Irish Examiner, an Irish Times nó pé áit? An bhfuil dhá shruth fógraíochta ann nó an bhfuil an Ghaolainn agus an Béarla ar chomhchéim? Shamhlóinn go mbeadh gach fógra dátheangach ach tuigim ón Uasal Comerford go bhfuil sruth Gaolainne agus sruth eile ann. An bhféadfadh sí é sin a chinntiú?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	15	We advertise all of our roles on our website, publicjobs.ie. When one logs on to publicjobs.ie, which lists all available roles, one sees a tab. If one clicks that tab, everything on the page is translated into Irish. All of the role descriptions, the particulars of the role, and so on are all on the page in Irish. Applicants are given the choice to apply through Irish.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	16	Fágfaimid an suíomh Idirlín ar leataobh mar ní dóigh liom go mbeadh aon chostas i gceist ansin. Nuair a théann an tseirbhís i dtreo na meán agus í ag lorg duine i gcomhair post faoi leith, an gcuirtear an bhéim chéanna ar an nGaolainn agus ar an mBéarla nó an bhfuil breis caite ar fhógraíocht trí Bhéarla? An bhfuil an fhógraíocht trí Ghaolainn pigeonholed go dtí irisí faoi leith? Is é sin a bhfuil mé ag iarraidh díriú isteach air. Cén caiteachas atá ann? An bhfuil sé ar chomhchéim?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	17	They are absolutely on an equal footing. We have a very generalist approach when it comes to advertising. Our aim is to make sure that we reach the widest pool of candidates. When we are composing role descriptions, we make sure to include the qualifications, eligibility criteria, and the skills, knowledge and attributes that are needed to execute that role. We do not emphasise Irish or English in that. It is really about the skills, knowledge and attributes that candidates need to perform successfully the role for which we are recruiting. We do not differentiate.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	18	An mbeadh an tsuim chéanna airgid á chaitheamh ar fhógraíocht trí Bhéarla agus ar fhógraíocht trí Ghaolainn?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	19	Absolutely. It is possible that we sometimes spend more on Irish advertising. It depends on the publications we are using. Obviously, if we are advertising roles in which there is a specific requirement for Irish, we make sure to advertise that role in publications frequently read by Irish speakers such as the likes of Peig.ie, Seachtain, and so on. Social media is also a key medium through which to advertise roles. When we use Facebook, we have the ability to target specific Gaeltacht regions.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	20	Glacaim leis nach mbeidh na figiúirí ag an Uasal Comerford inniu ach b'fhéidir gur féidir léi a leithéid a sheoladh ar aghaidh chuig an gcoiste amach anseo.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	21	Absolutely. That is no problem.
#AindriasMoynihan	unknown-#AindriasMoynihan-party	unknown-#AindriasMoynihan-dob	unknown-#AindriasMoynihan-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	22	Fillfidh mé ar an gcéad cheist maidir leis an éifeacht atá ag an tseirbhís ar an ról atá á fhógairt má thagann eagraíochtaí éagsúla chuig an tseirbhís agus má bhraitheann sí gur chóir go mbeadh Gaolainn ina riachtanas nó ina scil roghnach don ról. An bhféadfadh an tUasal Comerford cúpla sampla a thabhairt dúinn de chásanna ina raibh sé ar an tseirbhís an cath a throid ar son na Gaolainne chun cur ina luí ar eagraíochtaí éagsúla gur chóir go mbeadh Gaolainn riachtanach? An bhfuil cúpla sampla aici? Luaigh sí go raibh roinnt plé ag an tseirbhís le cúpla eagraíocht.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-11-19 00:00:00	An Ghaeilge agus Seirbhísí Dátheangacha: An tSeirbhís um Cheapacháin Phoiblí	23	Obviously, there are some roles for which Irish is a fundamental requirement. Our experience of working with Departments is that the Departments already know this, so what comes to us is really the finished product. I do not have examples of situations in which we have gone back to Departments to tell them that a role has an Irish requirement. That is not our role. Our experience with the Departments is that where there is specific requirement, they notify us of it in the role description. We have not had to have that fight.
