#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	0	I would like to clarify the statistics for burglaries and aggravated burglary.  The most up-to-date figures from the Central Statistics Office, which has the statutory responsibility for the production of crime statistics, are for 2011.  The published figures indicate that recorded burglary and related offences increased by 7.9% last year.  However, the figure for aggravated burglary, which is a subset of the overall burglary figure, shows no increase during that 12-month period.  It is important to acknowledge that the latest crime statistics show a decrease in most types of crime during 2011, including homicide, assault, criminal damage and drug and public order offences.  Taken together, this overall decrease represents a substantial achievement for law enforcement and crime prevention in Ireland.I share the Deputy's concern at the incidence of burglaries and other property crimes.  Nevertheless, I am encouraged by the fact that An Garda Síochána is responding effectively.  The Deputy will be aware, in particular, of the recent announcement by the Garda Commissioner of a range of measures aimed at tackling gangs involved in burglaries.  These measures are encompassed in Operation Fiacla, which is particularly focused on identifying and targeting mobile gangs involved in burglaries around the country so as to disrupt their activities and bring them before the courts.  Specific burglary-related initiatives are being implemented in each Garda region in support of Operation Fiacla.In respect of the situation in commuter counties, the available statistics indicate that the incidence of burglary is greatest in the Dublin metropolitan region and that commuter counties in the east and midlands generally have a higher incidence than other counties.  This type of information is available to gardaí on a real-time basis and feeds into Operation Fiacla and other targeted policing operations, including the identification of crime trends, hot spots and the design of appropriate responses and deployment.In addition to the concerted law enforcement efforts being pursued by An Garda Síochána, crime prevention is a key component in tackling burglary.  In this regard, the Garda national crime prevention unit and crime prevention officers at divisional level provide advice, information and support to organisations, businesses and individuals aimed at reducing burglary and property crime.Additional information not given on the floor of the House.I am conscious of the deep distress which burglary can cause to householders, and the broader impact it can have in terms of fear of crime in our communities, and, therefore, I welcome the fact that the Garda Commissioner is deploying the substantial resources available to him in a targeted and strategic approach to confronting those who are engaging in this form of criminality.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	1	I refer to Operation Fiacla, which the Minister says concentrates on mobile gangs.  Are resources or particular attention being directed towards local criminals?  I am particularly concerned at the increase in the commuter belt.  In Meath, there were 112 burglaries in 2011, an increase of 40% on 2010, while in Kildare there were 1,687, an increase of 26%.  Burglaries increased in 20 of the 28 Garda divisions in 2011.  Mobile gangs are playing a part and perhaps the Minister can give me an idea of the kind of resources being invested in Operation Fiacla.  Are specific initiatives been taken to deal with locally-based criminals responsible for a significant part of these figures?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	2	I assure the Deputy that adequate resources are available to the Garda Síochána.  What is happening is a targeted operation identifying criminal gangs engaged in burglary, who are using our very good road network to gain access to other parts of the country from Dublin.  Deputy Calleary is correct in making reference to the increases in Meath and Kildare, the commuter areas to which I was referring.  The Garda Síochána has identified certain individuals engaged in this activity.  A recent operation resulted in a substantial number of arrests.  I am sure Deputy Calleary understands if I do not go into further detail about the operation or make references to the individuals arrested but, arising from the operation, I expect prosecutions.  At the end of the year, the targeted approach adopted by the Garda Síochána in Operation Fiacla will prove to be effective.The Garda Commissioner is very aware of this problem but it is for him to make operational decisions as to where resources should be directed.  I am aware that he believes this targeted operation aimed at identifiable individuals can be very successful and I have the greatest confidence that it will be.  However, this does not mean the Garda Síochána is not keeping a watchful eye on local individuals engaged in criminality in the counties referred to by the Deputy.
#DaraCalleary	unknown-#DaraCalleary-party	unknown-#DaraCalleary-dob	unknown-#DaraCalleary-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	3	On the issue of aggravated burglaries I join with the Minister in paying tribute to the Garda Síochána for the general decrease in levels of most crimes last year as shown in the statistics.  However, the number of aggravated burglaries is exactly the same in 2011 as it was in 2010, at 333 instances, approximately six a week.  We all agree this is too many and people are suffering.  Will Operation Fiacla include any focus on aggravated burglaries?  Is it proposed to provide any extra resources in an effort to reduce this figure, in line with many of the other crime statistics?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	4	The Deputy is correct in saying that aggravated burglaries in 2011 amounted to 333, the same figure as in 2010.  The number was higher in 2009 at 368.  The crime of burglary, whether ordinary or aggravated, forms part of the focus of this operation.  Like Deputy Calleary, I am aware that for any individual whose home is burglarised it is an extremely traumatic event.  One burglary is one burglary too many.  There is no ideal number.  The current Garda operation is directed at focusing on individuals known to be engaged in gangs and who concentrate on different parts of the country.  On occasions a series of burglaries are committed within a particular area by one group of individuals.  I hope that by the end of this year - I am conscious I am making myself a hostage to fortune in this regard - the success of this operation in 2012 will result in 2013 in a reduction in the number of burglaries.  I join with the Deputy in congratulating the Garda Síochána on its outstanding success in 2011 in reducing crime across a broad range of areas.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	5	The Irish Prison Service strategic plan contains a number of key objectives for the next three years, one of which includes the expansion of a pilot community return project which commenced last October in line with the recommendations of the Thornton Hall project review group.  This community return programme is an incentivised scheme run in conjunction with the probation service which provides for earned temporary release under which offenders who pose no threat to the community are offered early temporary release in return for supervised community service.  I can assure the Deputy that the probation service has sufficient resources available it to support the scheme at present.  It has been able to manage and resource the scheme since its commencement last October and I am fully committed to ensuring this will continue.  As it is, the probation service has responsibility for the supervision and management of community service orders in accordance with the Criminal Justice (Community Service) Act 1983, as amended by the Criminal Justice (Community Service) (Amendment) (No. 2) Act 2011.  This work, inter alia, involves providing assessment reports to the courts and managing the completion of the orders by offenders.A value for money audit of the community service scheme which was carried out in 2007 to 2008 and published in October 2009, found that there was capacity from within existing resources to provide supervision services to three times as many offenders as were under their supervision at the time of the audit.  I might also add that the service has been working to prioritise its workload and has been allocating resources to maximise its efficiency and effectiveness in the delivery of services including community sanctions, as an effective alternative to custody.  This also includes working with high risk sex offenders and young people and those for whom the service has a legislative mandate.I am pleased to say that sanction was recently obtained to fill the vacant director post in the probation service which will be advertised in the coming weeks.  The service will continue to have my full support in making greater use of community service to the benefit of prisoners and communities as an alternative to imprisonment.
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	6	I thank the Minister for his reply and welcome the scheme which, as he said, comes on foot of the pilot project.  I think only four individuals ended up returning to prison under the pilot project, yet some of the commentary surrounding the recent announcement was unfortunate.  I do not know if it was something that fell through the cracks but some hysteria was created around it, which was completely unwarranted.  The clarification provided during the Topical Issues debate allayed many of the fears people had.When I asked the Minister last year about the probation services, he said he had secured sanction from the Department of Finance to hire eight additional probation officers.  Are those additional staff now in place and, if not, when does the Minister expect them to be in place?The Minister said he is satisfied the probation service has the resources and staffing to deal with the scheme, but will he continue to review it?  If so, how often will those reviews take place?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	7	I can personally assure the Deputy that we will keep the staffing position under continual review.  I do not have an immediate answer as to whether the ten posts have been filled.  I will be happy to communicate with the Deputy in that regard.I thank the Deputy for his comments on the business strategy we have put in place.  It will be very important as we go forward over the next three years.  This particular proposal was one half of the strategy.  The House has previously discussed the pilot programme that was taking place and while we will have a full report following the review, the programme has proved to be successful.  We have now exceeded 85 on the programme and I am advised that more than 130 have been assessed as appropriate for it.  Some have completed the programme in the intervening period, so the figure is not 130 at the one time.The programme is continuing.  As was stated when we announced it, it was anticipated that at any one time there would be no more than 150 on the programme, and in any one year there would be no more than 400.  Whether there are 400 participants does not simply depend on the capacity of the probation service to supervise the numbers, which I am advised should not be a difficulty, but also on whether appropriate prisoners are available to participate in the programme.There was a lot of hysteria attached to the announcement.  It was portrayed in some tabloid papers as if we were about to release 1,200 prisoners into the community, as opposed to approximately 1,200 over a three-year period.  All of them would have to have served a minimum of 50% of their sentences before qualifying to be assessed for the purpose of the programme.I see the programme going forward and as I told Deputy Calleary last week, when the formal review of the pilot is complete I will happily share that information with the Deputies.
#JonathanOBrien	unknown-#JonathanOBrien-party	unknown-#JonathanOBrien-dob	unknown-#JonathanOBrien-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	8	One of the criteria within the strategy for earning temporary release concerned education and training.  What type of resources will be needed to ensure that prisoners can avail of additional education and training in order to earn temporary release?  Will the Department be examining that matter over a three-year period or will it be done annually?
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	9	The strategy was only announced last week and we are now in the implementation phase.  The pilot projects are such that in the context of community release additional conditions can be attached.  For example, they may involve an individual having to attend meetings of Alcoholics Anonymous or some other group dealing with drug issues.As the strategy details, we hope to expand and improve the overall educational facilities within our prison service.  That is now part of the work that is being put in place with regard to implementing the strategy over the three-year period.
#AlanShatter	unknown-#AlanShatter-party	unknown-#AlanShatter-dob	unknown-#AlanShatter-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	10	When I first came into office just over a year ago one of my first objectives was to address the length of time taken to process applications for naturalisation and to significantly reduce the number of cases on hand.   At  that time there were over 22,000 applications on hand and applications were taking an average time of over two years to process, and many were waiting three to four years.  I regarded this as unacceptable.  In June 2011, I announced a series of measures to address this issue including improved application forms, which are currently available online with an associated online residence checker, re-engineering of processes that were a barrier to achieving maximum efficiency plus streamlined and accelerated procedures for certain types of application.Through these and other measures enormous progress has been made, notwithstanding a substantial increase in the volume of valid applications received in 2011, during which a total of 18,500 valid applications were received compared to 12,500 in 2010.  In the period 9 March 2011 to 8 March this year, a total of 17,500 valid applications were determined.  By contrast, in the whole of 2010, decisions were reached in just under 7,800 cases.  So far this year I have made decisions on some 9,200 applications and I expect to have made a decision on a further 3,500 applications by the end of May and on approximately 12,000 applications between June and the year end.  Thus, this year will see approximately 24,000 applications for citizenship dealt with, which would represent a more than threefold increase in the number of applications dealt with over 2010 levels.  I think the House would agree that by any standards of reasonable measurement this represents a major achievement.I also undertook to get to the stage by the second quarter of this year that, in the generality of cases - that is, around 70% - persons applying for a certificate of naturalisation will be given a decision on their application within six months.  In this regard, a major effort has and continues to be made in reducing the time taken to process applications.  It is expected that the six month timeframe for the generality of new applications received from this month onwards will be achieved.
 Additional information not given on the floor of the House.
Under the new JobBridge programme announced by the Government a total of 16 individuals have been engaged by the citizenship division of my Department to date.  The primary purpose of the scheme is to provide work experience for those involved and to improve their prospects of getting back into the workforce.  I am advised that the scheme is extremely successful and mutually beneficial in addressing the backlog and enabling the individuals in question to gain good experience in the workplace.Last summer, I also decided to introduce citizenship ceremonies for the first time since the foundation of the State.  This allows candidates for citizenship make their declaration of fidelity to the Irish nation and loyalty to the State and receive their certificate of naturalisation in a meaningful and dignified manner which befits the importance and solemnity of the occasion.  To date, 47 such ceremonies have been held at which almost 11,000 candidates have become Irish citizens under the new procedures.  These ceremonies are an unqualified success.The nature of the naturalisation process is such that for a broad range of reasons some cases will take longer than others to process.  It is a statutory requirement that, inter alia, applicants for naturalisation be of good character.  In some instances that can be established relatively quickly and in other cases completing the necessary checks can take a considerable period of time.  The primary aim over the past year has been to reduce the large volume of cases on hand as swiftly as possible and this has been achieved in the generality of cases.  I am also confident that significant inroads will also be made with the remaining cases by year end.  In such a fast moving environment where large volumes of cases are processed quickly, the calculation of averages for processing times has little meaning and the priority of the immigration service has been to deal with the cases on hand rather than divert resources to other activities.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	219	I welcome the introduction of this Bill, the importance of which has been outlined in detail by the Minister.  The Residential Institutions Statutory Fund Bill 2012, provides for the establishment of a statutory fund to support the survivors of residential institutional child abuse, the Residential Institutions Statutory Fund Board.  As the Minister said, this initiative follows on from the unanimous motion of this House approximately two years ago, following publication of the Ryan report.It is proposed that the board will oversee applications for assistance and make arrangements for the provision of approved services or grants to former residents.  The fund will be entirely financed by contributions from the religious congregations.  Eligibility for assistance from the fund is confined to those who received an award from the Residential Institutions Redress Board or who received an equivalent court settlement.  As outlined by the Minister, the Bill also provides for the dissolution of the Education Finance Board and the transfer of its functions to the Residential Institutions Statutory Fund Board.However, I have some difficulties with some provisions of the Bill as currently proposed and to which I will refer in detail on Committee Stage, notwithstanding my overall welcome for it.  This legislation is a further and necessary element in a number of State response initiatives to the very serious issues of abuse in residential institutions.  It provides for the establishment of a fund to support the victims of abuse in residential institutions.  As has been indicated for some time, the fund is to be financed by contributions agreed with the religious congregations.  Supporting the education, health and welfare needs of the survivors of residential child abuse is the remit of the fund and it will provide very important services.In May 1999, the then Taoiseach, Bertie Ahern, on behalf of the State, stated that the Government wished to make a sincere and long-overdue apology to the victims of child abuse.  He stated at that time that too many children had been denied the love, care and security to which they were entitled.  He also said that abuse had ruined their childhood and had been an ever-present part of their adult lives.  He emphasised that the Government believed they had been gravely wronged and that the State must do all it could to overcome the lasting effects of their ordeals.  During a debate in the House last July, in which we discussed the legislation regarding the Residential Institutions Redress Board, the view was expressed that those statements by the Taoiseach on the part of the Irish State, were long overdue.Significant work was carried out by the Residential Redress Board.  The provision in the original Act to enable the board to accept late applications was clearly a good and prudent one.  Years after the original deadline, a substantial number of applications were submitted and approved.The Bill setting up that board was published by the then Department of Education and Science in June 2001, two years after the then Taoiseach apologised to victims of physical and sexual abuse in reformatories and industrial schools for which the State had responsibility.  Its purpose was to provide fair and reasonable financial awards to victims of institutional child abuse.  That apology on May 9 1999 followed the broadcast of a television series dealing with these important and very distressing issues.  So many innocent people were admitted to dark and grey institutions and many suffered for years.  The compulsory admission of so many people to those institutions was absolutely shocking.At that time, a constituent of mine, whom I have known for more than 20 years, a man who has become a friend of mine, spoke to me and outlined his experiences as a former resident of an institution in our capital city.  He recalled the horrors to which he was also subjected when he was employed by private employers at Easter, Christmas and during the summertime.  Not alone was that young man abused in the institution, but sadly abuse was also perpetrated in the private sector and in the community by heartless and terrible employers.In the meantime the Ryan and Murphy reports also revealed the horror of child abuse.  Last year in this House, when we discussed the Residential Institutions Redress (Amendment) Bill 2011, I expressed my concern about the cut-off date of 16 September 2011.  During debates on Second, Committee and Report Stages, I requested the Minister and Minister of State to provide some mechanism within the legislation that would enable the acceptance of a genuine application post-16 September 2011.On this side of the House we urged the Minister and his Department to ensure that the decision to have a close-off date should be publicised as much as possible.  We urged that the various voluntary organisations and sporting organisations, particularly those working in the Irish Community abroad, should be encouraged to do their level best to ensure that people would know of that particular close-off date.  We requested the best possible and appropriate information campaign.  I spoke to some of the advocacy groups working abroad and they are still concerned that some potential applicants will not have an opportunity to apply for the assistance that was available under the redress board.None of us in this House would like to see any individual deprived of his or her rights.  During the discussion on the Residential Institutions Redress (Amendment) Bill 2011, I asked if it would be possible for the Government to incorporate in the Residential Institutions Statutory Fund Bill the residual functions of the redress board.  That would enable the work of the redress board to be activated again should applications that meet the criteria applied by the redress board arise.  A small number of eminent people could constitute that board and eliminate unnecessary costs, while dealing with genuine applications.To my knowledge, when statutory agencies previously ceased to exist, residual functions were transferred back to the parent Government Department and, when necessary, the legislation could be invoked to deal with issues arising.  When so much good work has been done under the auspices of the redress board, it would be unfortunate and regrettable if any individual, or a small number of people, were deprived of their right to avail of the support that was there under the redress scheme.  Such a measure as I have mentioned could be incorporated in this particular legislation.  Hopefully, it would not need to be activated at any time but it would be a safeguard to ensure that nobody, through illness or some other situation, who is not in a position to be advised or to know of the existence of the scheme, would be left out.  It would be a source of disappointment to all of us if in a number of months time or later, some people became aware of the scheme, would meet with the relevant criteria, but were not able to avail of those supports.As each year passes there is, by definition, a smaller and smaller cohort of potential applicants.  This is a cause of concern to some of the advocacy groups in Britain, in particular, and further afield.  I am familiar with one particular advocacy group in London with which I have met to discuss this matter.On Committee Stage I would like to have this proposal revisited.  Perhaps at the conclusion of this debate the Minister might be able to update us on the best advices available to his Department in relation to potential applicants having missed last September's deadline.I wish to put on the record of the House a communication I received from an advocacy group that does its work in a diligent, thorough and committed manner.  I quote from the document, as follows:Eligibility to receive assistance from the fund is being confined to those who received an award from the redress board or those who received awards pursuant to court actions, and who would otherwise have received awards from the board.  However, this definition will exclude many of these who have suffered most from institutional abuse.  Just over 1,000 individuals presented evidence to the CICA - less than 1% of the estimated number of children to have been admitted to residential institutions between 1936 and 1970.  There is strong evidence of high levels of institutional abuse among people who are homeless, in places of detention and in mental health services, and who were therefore not in a position to make claims.  Therefore people who have not come to terms with their abuse, have not heard of the redress initiative and/or are so damaged that they did not have the financial or psychological resources to attend, will be unable to receive assistance from the fund.  In other words, some of those who have suffered most and are most in need of help will be unable to benefit from a scheme designed to help survivors, because of Government legislation.  The State will have failed them not once, but twice.The advocacy group went on to suggest some amendments that I can submit to the House for consideration on Committee Stage.  What has been clearly emphasised to me through these representative groups is that we need to amend the definition to ensure that the most marginalised survivors of institutional abuse will not be left behind in some instances.I welcome the Government's commitment to put the Children First guidelines on a statutory basis.  All State agencies must work together with clarity in following and implementing the guidelines.  There must be consistency and uniformity across the State and the guidelines must be implemented throughout the country in the best interests of all children.In April 2010, the then Government announced proposals to use €110 million of the offers of contributions to be made by the religious congregations to establish this fund.  A wide-ranging consultation process was undertaken with survivor groups and congregations with views on the scope of the fund widely sought.  Understandably, a diverse range of proposals were put forward by the different groups.  In recent months, together with other Members of the Oireachtas, I have received numerous representations and proposals from different groups and many individuals in regard to the disbursement of this funding, the type of service to be provided and the mechanism for providing such necessary services.Through parliamentary questions in this House on a number of occasions I requested the Minister to ensure that the various proposals and submissions made by different group be given the detailed consideration and analysis to ensure that the best possible proposals are adopted and put to use in the best interests of those who are entitled to such support and assistance.We need to ensure that the maximum level of funding is put into the delivery of services to these individuals and that whatever costs are incurred in rolling out the programmes are minimised and kept to the lowest possible level.  We want to see effective and beneficial supports in place for those former residents.  The costs of providing some architecture of delivery must be minimised.  I hope the structures outlined in the legislation will not be over-bureaucratic or costly.Over the past decade and more, many individuals and groups have worked very hard in dealing with difficult situations in being effective advocates for so many individuals who suffered so much.  I compliment those individuals and those groups on what is, understandably, a difficult situation.  They have been consistent and diligent in their representations.  I want to place on the record of the House my admiration for the huge amount of work they have put in over the past decade and longer.  I have been familiar with their work over the past 12 months since becoming my party's spokesperson on education and skills.I wish to refer a few issues to the Minister to which he might respond when replying to the debate.  The Minister stated that €21 million of the €110 million that would be made available through the fund, and which represents that cash portion of the offers made by the religious congregations, is already in the Central Bank.  I presume he is satisfied that the remaining commitment will be honoured in a timely manner.  I hope he will able to provide clarity as to when it is expected those contributions will be made.  The commitment has been made and it must be honoured.  A further question I had regarding charitable status has been answered by the Minister in his script in regard to the transfer of property.The Minister said he will not be opening up eligibility to all former residents of institutions as the amount available would be greatly reduced along with the effectiveness of the fund if that were to be the case.  It is only open to those who applied for compensation through the redress board.  I have already outlined, at some length, my concern about some individuals, who met the criteria to have been given support by the redress board, who may be excluded.  Am I correct in thinking that people who went before the Ryan commission are also excluded?  I may not be clear on that but we may get confirmation at the end of the debate.The Minister stated in a reply to a parliamentary question that he would consider reviewing who is eligible to apply for assistance following the establishment of the statutory fund in the event that applications to the fund not resulting in a significant expenditure of the fund.  I tabled a number of parliamentary questions during recent months encouraging and urging the early publication of this legislation.  The Minister in a reply to a recent parliamentary question stated, "I would suggest that the issue of who is eligible to apply for assistance could be reviewed following the establishment of the statutory fund in the event of the applications to the fund not resulting in a significant expenditure of the fund".A further issue that keeps cropping up is that of the residents of the Magdalene Laundries and the difficulties they endured.  Two or three further issues have also been brought to my attention.  When the redress board was established I understood a firm commitment was given by the Government that there would be no means testing of the provision of services or means testing or taxation of the awards that were given.  That has been honoured to date but there is a change in the legislation in regard to means testing of the provision of services.  My reading of the provision in that respect may be incorrect and I hope it is.On the issue of the national memorial, to which the Minister also referred, I understand a number of the representatives groups met Mr. Benton and the OPW at the time and they put a number of issues to the OPW regarding the timing of the provision of the memorial when all the other issues have been dealt with.  That was my understanding in that respect.On the issue of data and documentation held by the redress board, the Minister has rightly stated that the application process will be as practicable and as least bureaucratic as is possible in respect of the transfer of the basic amount of essential data.  There is also the question of the storage of the documentation, which is absolutely confidential, on which the redress board worked.  The Minister might give us some indication at the end of the Second Stage debate as to the long-term plans for ensuring the absolute confidentiality of the data that has been collected.I wish to briefly mention one or two further issues.  On the children's rights referendum, when I was Minister of State with responsibility for Children I brought a proposal to Government in late 2007 or early 2008 to establish the all-party Oireachtas committee.  Excellent work was done by all the participants of all parties on that legislation.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	220	The Deputy's time is up.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	221	It was suggested here a few months ago that the children's rights referendum might be run alongside another referendum.  I said in this House that under no circumstances should that happen.  I gather the Taoiseach said today, when following the proceedings on the monitor in my office, that it would be a stand-alone referendum, and that is what it should be.  It is an extremely important referendum.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	222	The Deputy has gone over his time.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	223	The Minister has renewed his call to the congregations to ensure that they deal with the issue of contributions in a generous manner.  I echo that call.  They must face up to their responsibilities in that regard.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	224	Thank you, Deputy.
#BrendanSmith	unknown-#BrendanSmith-party	unknown-#BrendanSmith-dob	unknown-#BrendanSmith-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	225	Overall, I welcome the legislation.  I have flagged a number of issues I will raise for further discussion and on which I may table some amendments on Committee Stage.
#RuairiQuinn	unknown-#RuairiQuinn-party	unknown-#RuairiQuinn-dob	unknown-#RuairiQuinn-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	226	Thank you, Deputy.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	227	The next speaker is Deputy Mary Lou McDonald who I understand is sharing her time.
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	228	I wish to share my time with Deputy Sandra McLellan.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2012-05-08 00:00:00	Prelude	229	It is Deputy Stanley I have listed here - I will note the change.
