#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	0	The first priority question is in the name of Deputy Browne. As Deputy Browne is not present, we will go on to Question No. 102.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	1	Payments are made under the various schemes implemented under the Common Agricultural Policy to eligible applicants who meet the provisions in the EU regulations governing the schemes. In the case of the single payment scheme, eligible applicants must meet all of the following criteria: they must declare eligible hectares as defined under the provisions of article 34 of Council Regulation EC/73/2009; they must carry out farming activity on their holdings; they must hold payment entitlements; and, if they want to benefit fully, they must declare an eligible hectare for each payment entitlement held. For all types of transfer of entitlements to companies, the applicants must complete a transfer of entitlement application form, which must be supported by a copy of the Companies Registration Office printout to allow the Department to identify the directors of the company for signature purposes. In addition, a memorandum of articles of association must be included detailing that the business of farming is being carried out by the company. To proceed with the requested transfer, officials from my Department ensure that all forms are signed appropriately and that the business of the company includes farming. There are only a small number of companies in receipt of the single payment scheme in Ireland and the vast majority of these were established in recent years by individual farmers who wished to transfer the operation of their farming enterprises to limited companies. In the case of the market support and on-farm investment schemes implemented by my Department, these measures routinely apply in an equal manner to both natural and legal persons, including companies. Accordingly, where an applicant satisfies the eligibility conditions set out in the measure concerned, my Department is obliged to issue payment to the eligible applicant. For payments made to companies under EU-funded schemes, both fully and partially, I refer the Deputy to my Department’s website, where details of EU payments to all beneficiaries who are legal persons, including limited companies, are published in accordance with the provisions of Council Regulation EC/1290/2005. The relevant site is http://www.agriculture.gov.ie/farmerschemespayments/methodsofpayments/commonagriculturalpolicycap/captowards2020. I think I know what the Deputy's question is getting at. He raises the question of whether we should allow companies to draw down very large payments while individual farmers are struggling and need every cent they get in single farm payments. I will expand on that in my reply to the Deputy's supplementary question.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	2	I thank the Minister for his reply. I tabled this question because of the disproportionate amount of money paid to a small percentage of those who are entitled to payments. It underlines the unbalanced way in which payments are distributed. Over recent weeks we have heard derogatory remarks made about small producers, small family farms and so forth to the effect that they are not productive. Some farm organisations want to maintain the status quo but, according to the Minister's words and my own view, the single farm payment is not equitable or fair. As elected representatives we should try to ensure it is made more favourable for those in most need.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	3	A question, please.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	4	Payments of over €500,000 to Larry Goodman's company and €680,000 to Abbott cannot be defended. At a previous Question Time the Minister expressed support for the capping of such payments at €100,000, but it now looks as if it will be €150,000. Did the Minister receive support from any other member state for this proposed cap? Did he push for it? Has he given any thought to the notion of flexibility towards a new model of payments? Will he come down in favour of another model for such payments?
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	5	I will come to the last question in a later reply. Back in 2007 there were 340 companies drawing down payments. There are now 435. It is true that many of these are a result of farmers coming together to set up a limited company to draw down payments on the transfer. There are larger companies also. The Deputy referred to the Irish Agricultural Development Company which is part of the Goodman group. It has a large beef herd and drawn down payments to which it is perfectly entitled. I do not think we should comment overly on individual cases because they are applying the rules of the system in place. However, we are changing this system with the Common Agricultural Policy reform process. Payments will be fairer and more equitable. The model I have advocated for the past 18 months will ensure that in the redistribution of direct and single farm payments, everyone will be moved to an average payment. However, this model will also limit the transfer in such a way that it does not put individual farmers out of business who rely heavily on their single farm payment, while at the same time significantly increasing payments to farmers who have historically low payments but want to become more productive. I will continue to advocate this policy because it is fair. We achieved a significant victory at the Council of Ministers to get acceptance from the other 26 member states of this alternative model to the flat-rate, area-based model the Commission had proposed. We must go forward and reach a compromise position with the Commission which has a different view from mine, as well as the European Parliament which has a similar view to mine but wants to move further with redistribution. We will have to find before the end of June a way of compromising on a figure and method for redistribution. Let us be clear. Redistribution is going to happen. The question is to what extent is it going to happen in terms of the amount of money involved and the pace of that redistribution. I have strongly advocated that we need to do this over time and limit the redistribution to ensure we keep our herd size and productivity intact, while assisting the farmers contributing most to the Food Harvest 2020 targets.
#MartinFerrisSF	unknown-#MartinFerrisSF-party	unknown-#MartinFerrisSF-dob	unknown-#MartinFerrisSF-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	6	It is welcome that the Minister is moving towards redistribution. However, I am concerned that the fairness of the redistribution might be lost because of pressure being exerted by other interest groups. We need to keep as many small family farms in rural Ireland as we can. I would like to see the Minister's model that he has used in the negotiations. I hope it takes cognisance of the debate that has taken place politically in recent months to secure a viable income for smaller producers.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	7	The Council has taken into account the debate that has been happening in rural Ireland. I am now trying to give the Government as many options as possible in terms of flexibility.This is in order that when we conclude, hopefully by the end of June, a political agreement with the Commission, the European Parliament and the Council on what CAP reform will look like, we will have a series of options and flexibilities which we can decide on how best to use for Ireland in terms of taking the agri-food industry, agriculture and farming forward in a progressive way that helps people who need a leg-up, those on disadvantaged land who need support and that helps people who are planning significant expansion and growth to proceed through Pillar 1 money and rural development money. Both need to come hand-in-hand and they complement each other. Certainly, we will work on getting the maximum flexibilities in order that we can design a system for Ireland that suits agricultural production here. That will include a series of measures including the potential for coupling; the potential from switching money between Pillar 1 and Pillar 2; the potential for a redistributive payment, which has been discussed a good deal, or for an extra payment for the first 20 or 30 hectares; and the redistributive model that we have been discussing. All these flexibilities are part of the discussion that we are trying to agree on at the moment. As part of this we will also be discussing an overall cap. I have said that I supported Deputy Ferris's suggestion several months ago that a cap of €100,000 would be appropriate in Ireland. We have no agreement on that because the view of the Council of Ministers was that €150,000 should be the figure. I am obliged to respect the strong majority decision there. Other countries will apply no cap, because it is voluntary. We will have to see what the discussions and debates with the Parliament and Commission result in before the end of June.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	8	We are back on Coillte.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	9	We are staying on Coillte.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	10	As a member of the Government I have been involved in all stages of the decision-making process to date in respect of the proposed sale of Coillte's harvesting rights. From the outset, following the publication of the report of the review group on State assets and liabilities in April 2011, I was engaged as the relevant Minister to ascertain the value of Coillte and its various assets. I began this through my initial engagement with Deloitte on a pro bono basis to examine the recommendations in the McCarthy report as they applied to my Department, including Coillte. I have emphasised throughout the process the importance of making an informed decision in respect of the disposal of State assets and the Government has been proceeding with caution in respect of the consideration of the disposal of Coillte assets. This resulted in the Government decision in February 2012 that consideration would be given to the sale of some assets of Coillte, excluding the sale of land. The exclusion of the sale of land from the process was to address industry and public concerns expressed to me and my colleagues, and my colleagues concur with my views in this regard. The most recent development in this regard was the decision by the Government last summer that a concession for the harvesting rights to Coillte forests be considered for sale. The context and background to this decision was outlined by my colleague the Minister for Public Expenditure and Reform and myself in the recent two-evening debate on the Private Members' motion for which Deputy Boyd Barrett was largely responsible. As I stated in the debate, my Department, the Department of Public Expenditure and Reform and NewERA in conjunction with Coillte are examining the financial and other implications of developing the potential of Coillte's forestry assets. This work encompasses the identification of the forestry assets involved, the determination of their value and the consideration of several issues associated with the proposed sale of the harvesting rights. All of this work is being undertaken to inform the consideration of the Government on the sale of harvesting rights.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	11	I must interrupt the Minister there. The rest of the reply will appear in the Official Report.
#SimonCoveney	unknown-#SimonCoveney-party	unknown-#SimonCoveney-dob	unknown-#SimonCoveney-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	12	We are proceeding with caution. Nothing is being rushed. I will be bringing a recommendation to Government on this within months if not weeks. Certainly, we understand the concerns across the broader timber industry in respect of proceeding.We have an obligation to look at the potential of all State assets and the appropriateness of their sale. We will give our full consideration to this asset and when the Government has had an opportunity to discuss and decide on the recommendations, I, in conjunction with the Minister for Public Expenditure and Reform, Deputy Brendan Howlin, will bring to the Cabinet, we will come back for a full debate.
 Additional information not given on the floor of the House
 A steering group comprising representatives of NewERA, the Department of Public Expenditure and Reform and my Department was formed to monitor the analysis process. This group has met regularly and also formally met Coillte and representatives of the Coillte trade unions and the Irish Timber Council. I am regularly briefed by my officials on progress and the points of concern expressed at such meetings. I addressed a number of these concerns, including public access to Coillte lands and the crucial importance of Coillte for the country’s timber industry, in my contribution to the Private Members' debate last month. As I have said previously, the decision will be taken by the Cabinet when either the Minister for Public Expenditure and Reform or I, or, more likely, both of us, have brought a report and recommendation to the Government, at which time it will be discussed and a decision made.
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	198	To clarify, I asked the Taoiseach about any pre-budget submissions that might have been made. Clearly, I do not simply want the number of submissions that were made. What would be interesting, useful and essential to have on the public record would be the nature of those submissions and what exactly they asked for. It is reasonable that the Government would meet with representatives of essential sectors of the economy - that stands to reason. The worry here is that this kind of privileged access - I believe that is the right terminology - affords to this sector privileges that are not enjoyed by others. In addition, given the economic catastrophe that has been visited on this State because of the bad behaviour and, in some cases, the corruption of financial institutions, there is now a more acute sense among the public of the necessity to have plain dealing and transparency, particularly around the financial services sector. When he responds, will the Taoiseach confirm that he will give full details of any pre-budget submissions and their content? As a matter of curiosity, would he have had sight of any such submissions? Is it simply officials who deal with them or would he have had occasion to read and consider these types of documents?
#JoeHiggins	unknown-#JoeHiggins-party	unknown-#JoeHiggins-dob	unknown-#JoeHiggins-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	199	I would put it to the Taoiseach straight that it is time to stand down this IFSC Clearing House Group in its present manifestation and that it cannot be defended in view of the gross inequality vis-à-vis the rights of citizens and the bulk of taxpayers, who do not, in any sense, have such structured, high level and regular access to Government. It flies in the face of any concept of equality and simply provides a gilt-edged opportunity for those seeking massive profits in the financial services industry to seek and to achieve the change of Government policy. In terms of looking into the future and learning from the past, is the Taoiseach aware that the massive deregulation and liberalisation of the financial sector in the 20 years preceding the crash of 2007 led directly to that crash, with horrific consequences for hundreds of millions of people around the globe - the poor, the oppressed and working people? Is he aware that this deregulation and liberalisation was a direct result of the huge influence achieved by the financial industries on an international basis, with leaders going back to Prime Minister Thatcher and President Reagan onwards to their successors, including President Clinton, who appointed some of the highest bankers in the United States to his own Administration? Can the Taoiseach not learn from that experience to ensure there is not a repetition as a result of this kind of inordinate influence by major profit-seeking entities, which have wrought huge suffering on society already?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	200	In respect of the point raised by Deputy McDonald, I will give some information regarding employment. From 1999 to 2012, the employment levels grew from 8,500 to 33,000. The IDA produced a significant number of investments and more than 3,000 jobs have been approved in the international financial services sector since January 2011. I do not know that the IFSC Clearing House Group receives individual pre-budget proposals. Clearly, quite a number of firms will send pre-budget proposals to, I would assume, the Department of Finance, which is a matter for them individually, but I do not believe they submit pre-budget submissions to the IFSC Clearing House Group. For example, I meet with the American Chamber of Commerce Ireland a couple of times a year. It co-ordinates its activities in regard to issues it would feel important, such as clarity about the corporation tax rate, which is 12.5% and is not being raised, and other issues as it would foresee opportunities for development of jobs beyond the current position here in Ireland. Deputy Higgins referred to regulation over the years in different locations around the world. Clearly, greed was an issue as well as the incompetence which led to the collapse of the positions of banks in various locations. With regard to the green IFSC and green finance, which are now an inherent part of all of this, the report from Ernst & Young noted that the clean and green tech sector has a capacity to create 80,000 jobs by 2020, and this is an important part of the Government's services centre strategy, to which the Deputy referred and which was published. The various types of green climate finance and asset management are a key focus of that. This includes back, middle and front office asset management and builds upon Ireland's existing fund industry, which services more than €2 trillion in assets and supports 12,000 jobs directly. The green IFSC is a strategy and a context, building the public private partnerships of the IFSC Clearing House Group.It reports to the clearing house group itself. The activities of green IFSC are led by a steering group comprising the Government, enterprise agencies, the Department of the Taoiseach and leading financial institutions and professionals. That is on the basis of the potential for 80,000 jobs. The fact that we look continuously for new areas of opportunity within the financial services industry is important. Areas being explored at the moment are financial services technology, intellectual property, e-finance and electronic trading, debt capture and predictive analytics, risk management, service innovation, collaborative research development and innovation, pensions and green finance. They all complement existing opportunities being pursued by the IDA with the IFSC. Clearly, this is an important and potentially expanding area of financial services with great possibilities for future employment. The fact that the minutes are published means there is no secrecy about it, because the issues are there for people to tease out. I will check whether individual pre-budget submissions were made by the IFSC. To my knowledge, that is not the case, but I understand that many individual firms may make submissions to the Department of Finance in the context of the preparation of the budget and the Finance Bill.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	201	I propose to take Questions Nos. 4 to 8, inclusive, together. The National Economic and Social Council, NESC, is the only State body under the aegis of my Department. The NESC provides guidance to Government on strategic issues for Ireland's economic and social development. Since coming into office on 9 March 2011, I have made appointments to the NESC, which are set out in the table. The appointments were made in accordance with the National Economic and Social Development Office Act 2006 and SI 603/2010, National Economic and Social Council (Alteration of Composition) Order 2010. I appoint members specifically on the basis of nominations from business and employer interests, the Irish Congress of Trade Unions, farming and agricultural interests, the community and voluntary sector and the environmental sector. I may also appoint up to six public servants, of whom at least one shall represent the Taoiseach and one shall represent the Minister for Finance. Those appointed represent the relevant Departments to ensure the NESC's work is integrated with Government policy-making. I also appointed eight independent members to the NESC in 2011, in most cases from the academic sector. These appointments were made following careful consideration of the necessary skills, knowledge and expertise relevant to the functions of the council, as required by the legislation. There has also been one appointment to the National Statistics Board, NSB, since I took office. An assistant secretary at my Department was appointed to the NSB in line with the provisions of section 18(1)(b) of the Statistics Act 1993.  In 2011, the Government made a number of changes to the system for making appointments to State boards. Under these new arrangements, Departments now invite expressions of interest from the public in vacancies on the boards of bodies under their aegis on their websites. In making their decisions, Ministers are not necessarily confined to those who make expressions of interest but must, of course, be satisfied that appointees have relevant qualifications. The Government also decided that persons being proposed for appointment as chairpersons of State boards would be required to make themselves available to the appropriate Oireachtas committee to discuss the approach they would take to their role as chairperson and their views about the future contribution of the body or board in question. Following that discussion, decisions would be taken by the Minister or the Government, as appropriate, to confirm the nominee as chairperson. My Department's role has been to apply these new procedures itself as appropriate and to communicate them to other Departments. It is, of course, a matter for each Department to implement these new procedures themselves. Any questions about the application of procedures should be tabled to the relevant Minister in each case.
 Additional information not given on the floor of the House

Table: Details of appointments made by the Taoiseach to NESC since 9 March 2011

Name 

Organisation 

Date of 

appointment 
Mr. Martin Fraser, Chairperson of NESCSecretary General, Department of the Taoiseach August 2011Mr. John Shaw, Deputy Chairperson of NESCAssistant Secretary, Department of the Taoiseach January 2012Prof. Edgar MorgenrothAssociate Research Professor, Economic and Social Research Institute June 2011Prof. John McHale Economist, National University of Ireland, Galway June 2011Prof. Mary DalyProfessor of Sociology and Social Policy, Senior Research Fellow of Green Templeton College, Department of Social Policy and Intervention, University of OxfordJune 2011Prof. Anna DavisDepartment of Geography, Trinity College DublinJune 2011Prof. Seán Ó RiainDepartment of Sociology, National University of Ireland, MaynoothJune 2011Dr. Michael O’SullivanHead of Portfolio Strategy and Thematic Research, Credit Suisse, LondonJune 2011Ms. Mary Walsh Chartered AccountantJune 2011Dr. Michelle NorrisSenior Lecturer, School of Applied Social Science, University College Dublin.July 2011Mr. Shay CodyIMPACTSeptember 2011Mr. John Murphy Secretary General, Department of Jobs, Enterprise and InnovationNovember 2011Mr. Seán Ó Foghlú Secretary General, Department of Education and SkillsFebruary 2012Mr. John MoranSecretary General, Department of FinanceMarch 2012
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	202	When Fine Gael was in opposition, it and the Labour Party were quite animated about the issue of cronyism and corruption as it pertained to Fianna Fáil and State boards. The Minister for Transport, Tourism and Sport went so far as to publish a Bill proposing publication of the qualifications of each candidate nominated for a role on a State board, which was not a bad proposition. Of the people appointed by the Government in the past two years, more than 60 have had links to Fine Gael or the Labour Party. The Taoiseach spoke about the new procedures for appointments that have been put in place, but Ministers have essentially ignored applications through the public advertisement system established by the Government. I will provide some examples. Only 15 of the 64 people appointed to State boards under the auspices of the Minister for Jobs, Enterprise and Innovation applied through the public advertisement system. Fifteen out of 64 is a very bad record. Of the 40 who applied for positions on the board of HIQA, only one was appointed. The Minister for Health appointed 52 people to State boards recently, including a Fine Gael councillor who was appointed to the board of St. James's Hospital and a former Fine Gael programme manager who was appointed to the board of HIQA. The Minister for Education and Skills has appointed just five of the 190 members of the public who applied to sit on the three education boards under his remit. I refer to Léargas, Quality and Qualifications Ireland and the Higher Education Authority. None of the 49 who applied through the Public Appointments Service to sit on the board of Léargas was deemed appropriate to be appointed.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	203	Would it be better if the Deputy put those questions to the individual Ministers?
#MaryLouMcDonald	unknown-#MaryLouMcDonald-party	unknown-#MaryLouMcDonald-dob	unknown-#MaryLouMcDonald-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	204	They relate clearly to the question that has been asked. I am giving the Taoiseach examples of the shortfall in the system. He spoke about the appointments he has made in respect of the NESC, but I have a broader question for him as Head of Government. What role does he have or what actions will he take to ensure that Departments and Ministers in his Government make full use of the new public system? How can he ensure that people who put themselves forward for these appointments are given full, due and fair consideration? I raise this issue not to cast aspersions on the qualifications or suitability of anybody appointed to date but because the Government was so keen to get away from the cronyism, real or perceived, of the previous Administration and put a new system in place to increase transparency and open up the process, yet Ministers are not playing ball. All the evidence reflects that while applications are being taken, the insider system of appointment is very much alive and well on the Taoiseach's watch. What will he do about that?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	205	I was interested in the Deputy's initial comment because she referred to appointments in the context of what she described as cronyism and corruption. If she has evidence of corruption with regard to any appointment made by the Government, I would certainly like to hear it. If she has that evidence, she should send it to the appropriate authorities forthwith. I know she does not mean it in that sense, but somebody outside the House might take the view that when she mentioned that word, she had evidence of corrupt practices of persons who might have been appointed. With regard to her comments about the Minister for Jobs, Enterprise and Innovation, more than half of those appointed to agencies of his Department were available for appointment from off the list. Clearly, public servants who do not apply are appointed to these boards, and if a person is reappointed, he or he does not apply either. Five questions were put to me.The first question was about the appointments I had made to State boards; the second was about new procedures; in the third I was asked for a report on the role of my Department in co-ordinating a whole of government approach; while the fourth was about recent appointments to State boards and any appointment I had made to a State board. I have answered these questions.  On the question about the public advertising of vacancies, the Department of Transport, Tourism and Sport published on its website an advertisement seeking expressions of interest in appointments as chairpersons of the boards of CIE companies and the Railway Procurement Agency and also to the boards of agencies under the aegis of that Department. It also advertised on its website vacancies arising before the end of 2011 on the boards of bodies under its aegis. These included An Post, Bord na Móna and Ordnance Survey Ireland. The Department of Arts, Heritage and the Gaeltacht advertised for board members for the National Concert Hall, the Irish Museum of Modern Art and the Arts Council. The Department of Finance sought expressions of interest in appointments to the boards of directors of the recapitalised banks. The Department of Agriculture, Food and the Marine advertised vacancies on the boards of Bord Iascaigh Mhara, Coillte and the National Stud. The Department of Children and Youth Affairs advertised vacancies in the Family Support Agency and the National Educational Welfare Board and so on. The Department of Social Protection advertised vacancies at the Citizens Information Board.  People were appointed following requests for expressions of interest in the filling of vacancies. I will cite some examples. The chief executive of Fujitsu was appointed to EirGrid. The head of regulation and public policy at O2 Ireland was also appointed to EirGrid. The chair of the Accenture Institute for Public Services Value, a member of the Smurfit Business School advisory board, Vivienne Jupp, was appointed as chairperson of CIE. The chairperson of Bord Bia is the chairman of Jacob Fruitfield in Ireland, Mr. Michael Carey, who has held senior positions in a number of multinational food companies. The managing director of Global Intelligence, Ms Rhona Holland, was appointed to Bord Bia. People with exceptional competency and experience cannot be forced to apply for these positions. The responsibility of the Department of the Taoiseach is to set out the requirements. Ministers bring forward nominations for chairpersons of boards who make themselves available to Oireachtas committees. This is a valuable progression. They express their views and inform the committees of what they intend to bring to the board in question. The committee concerned and the Government then consider their applications. If Deputy Mary Lou McDonald has evidence of corrupt practices engaged in by anyone, I suggest she send the information to the appropriate authorities.
#JoeHiggins	unknown-#JoeHiggins-party	unknown-#JoeHiggins-dob	unknown-#JoeHiggins-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	206	I suggest we leave the word "corruption" out of it. Will the Taoiseach agree that he entered government promising a revolution in how the State was governed? Really, we did not get a revolution but rather more of the same and a counter-revolution in many areas in economic and financial matters. In view of the fact that so few of the people who applied to be considered for membership of State boards were appointed by the Taoiseach's Ministers - for example, there were 49 applicants for Léargas, none of whom was appointed by the Minister for Education and Skills - and that many Fine Gael and Labour Party activists, supporters and members have been appointed to the board, is it not true that there is the same old patronage by the Government in making appointments to State boards, with a light coat of varnish of pretend consultation and democracy being the best way to put it? In the two years since he was elected Taoiseach, has he written or spoken to any Minister to look for particular individuals to be appointed to State boards? Who were they? What were their political affiliations? Were they appointed?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	207	The only body directly under the aegis of my Department is the NESC, National Economic and Social Council, of which the chairperson is the Secretary General of the Department. The deputy chairperson is also in the Department of the Taoiseach. I do not think the Deputy would object to the trade union members who have been appointed to that body. These individuals are nominated by the trade unions. I will cite some examples. They include Ms Sally Anne Kinahan of the ICTU; Mr. Shay Cody of IMPACT; Mr. David Begg of the ICTU; and Mr. Manus O'Riordan of the Services Industrial Professional and Technical Union. The agricultural and farming organisation members appointed include individuals from the Irish Co-operative Organisation Society, ICOS; the Irish Creamery Milk Suppliers Association; the IFA and Macra na Feirme. The community and voluntary sector members are from Social Justice Ireland, the INOU, the Society of St. Vincent de Paul and the National Youth Council of Ireland. The environment sector members are from Friends of the Earth, the environmental pillar of social partnership. There are representatives of the Departments of Finance, Jobs, Enterprise and Innovation, Education and Skills, the Environment, Community and Local Government. Independent members include Professor Edgar Morganroth, associate research professor, ESRI; Professor John McHale of NUIG; Professor Mary Daly, professor of sociology and social policy, senior research fellow of Green Templeton College, department of social policy and intervention, University of Oxford; Professor Anna Davis, Trinity College Dublin; Professor Seán Ó Riain, NUI Maynooth; Dr. Michael O'Sullivan, head of UK research and global asset allocation, Credit Suisse; Dr. Michelle Norris, School of Applied Social Science, Geary Institute, University College Dublin; and Mary Walsh, chartered accountant. These individuals have been nominated by organisations or following careful consideration by the Department. They are all eminently qualified to contribute to the council.
#JoeHiggins	unknown-#JoeHiggins-party	unknown-#JoeHiggins-dob	unknown-#JoeHiggins-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	208	Did the Taoiseach look for-----
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	209	I do not have the information sought on appointments made by Ministers to State boards under the aegis of their Departments. I do not write to Ministers about their business, except to ensure they fulfil their responsibilities in so far as the programme for Government is concerned. The change in procedure, whereby chairpersons of State boards are called before Oireachtas committees to make their case for appointment and set out their qualifications for appointment, is an important progression. I hope to keep this system running as effectively and competently as possible.
#MichaelHealyRae	unknown-#MichaelHealyRae-party	unknown-#MichaelHealyRae-dob	unknown-#MichaelHealyRae-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	210	They did a lot of caffling.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	211	The claim that there would be a democratic revolution in how government was conducted has not translated into reality. It appears as if the cronies of one tribe are replaced with those of the other. The hope was that there would be a genuine opening up of the process to allow people who were outside the cliques and the networks, outside the existing organisations, to have a real input into how the different agencies and sectors linked with the Government were overseen, managed and developed. I have deep concerns about the management of the harbour company in my area.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	212	The Deputy asked a question. I remind him that he asked about the appointments the Taoiseach had made to State boards and the process employed.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	213	Yes, the process employed.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	214	Can we, please, stick to that question?We have seven and a half minutes left and there are other questions to deal with. We can spend the seven and a half minutes on a discussion of this issue but it means we will have discussed eight questions in the space of an hour. Will the Deputy please stick to the appointments the Taoiseach is making? He does not appoint the chairman of the board of a harbour company.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	215	He has a role in the process through which-----
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	216	The Deputy did not ask that question.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	217	He sets an example. I was just giving it as an example of the process through which selections for State boards occur and saying that it is the case that it does not match up to the promises of a democratic revolution. I do not want to cast any aspersions on the people the Taoiseach himself appointed. I am sure all the people the Taoiseach mentioned are very capable. It is interesting, however, that almost all of them are full-time officials or academics. They are full-time officials of NGOs and unions, academics and business people.
#MichaelMartin	unknown-#MichaelMartin-party	unknown-#MichaelMartin-dob	unknown-#MichaelMartin-constituency	speech	unkown-language	2013-03-26 00:00:00	Ceisteanna - Questions	218	Another tribe.
