#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	0	Apologies have been received from Deputy Heydon. Today’s meeting is one of a series of pre-budget consultation meetings with selected national stakeholders. The committee is grateful for the submissions it has received to date as part of this process. This evidence will feed into our interim report in July and our final pre-budget report in September. Before we begin, I propose the committee goes into private session to deal with some matters. Is that agreed? Agreed.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	1	I remind members and witnesses to turn off their mobile phones as they interfere with the sound quality and transmission of the meeting. I welcome from Social Justice Ireland Dr. Seán Healy, Ms Michelle Murphy and Mr. Eamon Murphy; from the Nevin Economic Research Institute Dr. Tom McDonnell, senior economist, and Ciarán Nugent; and from the Irish Congress of Trade Unions Mr. Ger Gibbons, social policy and legislative officer. I thank them all for making themselves available to meet the committee today. As part of our pre-budget consultation process, we are holding two sessions today to meet selected national stakeholders. We will hold further sessions in September. We will ask each of the witnesses to make an opening statement and then members will ask questions. By virtue of section 17(2)(l) of the Defamation Act 2009, witnesses are protected by absolute privilege in respect of their evidence to the committee. If they are directed by the committee to cease giving evidence in relation to a particular matter and they continue to so do, they are entitled thereafter only to a qualified privilege in respect of their evidence. They are directed that only evidence connected with the subject matter of these proceedings is to be given and are asked to respect the parliamentary practice to the effect that, where possible, they should not criticise or make charges against any persons or entity by name or in such a way as to make him, her or it identifiable. Members are reminded of a long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the House, or any official by name in such a way as to make him or her identifiable. I invite Dr. Healy to make his opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	2	We welcome the opportunity to meet the committee, whose work is very important. As not everything can go into the opening statement, we would be happy to deal with any issues people want to pursue in the questions that follow. On the surface Ireland is performing very well on a range of issues: our economy is growing and unemployment is low. On closer analysis, there are some very serious issues. We have a housing crisis; we have persistent poverty and social exclusion problems; we have a long waiting list for healthcare; we have major issues relating to climate change and so much else that would actually bring into question how well Ireland is performing overall. It is important to recognise that budgets are about choices. In making these choices Government is shaping the society of the future. It is putting in place the various components of what it considers to be a good society, the infrastructure and services that shape the future. Budget 2020 should be designed so that it is both economically sound and socially fair. These twin objectives are both realistic and achievable. However, they need to be underpinned by a clear policy commitment and by budget decisions aimed at achieving both. I will address the overall fiscal position. The fiscal space is a critical issue. Government has the freedom in budget 2020, and in any future budget, to generate additional taxation revenue, from raising taxes in one area, and then spending or investing this money elsewhere. For us there is an issue about the transparency of the budget where the fiscal space is concerned.  We note with concern that the table setting out the available fiscal space for the next budget which was previously included in the stability programme update has been omitted from the Draft Stability Programme Update 2019 published in April. To facilitate informed comment and engagement with the budget process the details usually contained in this table should be made available in the public arena. On public expenditure and Exchequer receipts policy, Social Justice Ireland believes that in the coming years policy should focus on increasing Ireland's total tax take. A move in this direction is unavoidable if we are to deal with the existing gaps in infrastructure and social provision, and if we are going to deal effectively with the other issues that emerge and the bills that have to be met in the period immediately ahead. Using GDP, GNI and GNI* is problematic in setting targets. We propose setting a new total tax take target on a per capita basis. The target is that Ireland’s overall level of taxation - not just income tax - should reach a level equivalent to €15,000 per capita in 2017 terms. This target should increase each year in line with growth in GNI*. We calculate that the difference between the level of taxation by continuing as things are and what we propose would be €3.5 billion in 2019.  Increasing the overall tax take to this level would require a number of changes to the tax base and the current structure of the Irish taxation system. Increasing the overall taxation revenue to meet this new target would represent a small overall increase in taxation levels and would be unlikely to have any significant negative impact on the economy. It would still keep Ireland as a relatively low tax-take country. Demography will have a significant impact on Ireland’s budgetary position. Ireland’s growing and ageing population will require increased spending at certain stages in all levels of public expenditure, from early childhood education and care, through education, healthcare and pensions, and obviously care and social care for older people. These issues should be part of the framing of Ireland’s overall fiscal position. In the broader context we believe that windfall gains in taxation should be used to provide investment for non-recurring infrastructure projects such as the provision of social housing, primary healthcare centres, rural broadband etc. Once the houses are built, they do not need to be built again next year; it is one-off expenditure.Delivering a just taxation system requires three actions: an increase in the overall tax take, adoption of policies to broaden the tax base, and the tax system to be developed fairly. To achieve a budget that is economically sound and socially fair, other issues have to be dealt with besides taxation. Issues relating to social, economic and environmental development, in particular, have to be addressed simultaneously. We believe the budget should seek to develop five overall goals, including a vibrant economy, decent services and infrastructure, just taxation, good governance and sustainability. We spell out each of those goals in a series of proposals, which we can break down and so on. These proposals are set out on page 3 of our policy briefing, Budget Choices, which we circulated to the committee in advance of the meeting. I draw the committee's attention to the fully costed set of proposals in the briefing. We have also identified how those proposals can be paid for and the impact they have on the overall budget. We set out all of our taxation proposals and what the income would be from those proposals on page 16. We spell out all of our expenditure proposals and what they would cost on page 17. We then balance the books on page 18. We are being totally transparent in that every proposal we make is costed and we show how it can be financed. We recommend this document as a set of proposals for a fully integrated approach, socially, economically and environmentally, where the decisions are taken simultaneously and, therefore, one is not dealt with without the other. We can be as specific as the committee would like on any of these proposals.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	3	I thank Dr. Healy for his opening statement. I invite Dr. Tom McDonnell to make his opening statement.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	4	I thank the Chairman and the committee for the opportunity to appear. I am accompanied by Mr. Ciarán Nugent of NERI, and Mr. Ger Gibbons of the Irish Congress of Trade Unions. We are happy to answer questions later. As Dr. Healy pointed out, a six-minute statement can only cover so much ground, so the accompanying submissions should be considered as well.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	5	Dr. McDonnell need not worry; we will consider them as well.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	6	NERI's analysis of the available evidence is that the economy is not yet overheating. However, this is likely to change before the end of 2019 in the absence of a negative external shock such as a disorderly Brexit, which could quickly catapult us in the opposite direction. The various Brexit permutations mean that short-run forecasting is particularly uncertain. Nevertheless, the medium and long run sustainability question should continue to guide the fiscal stance taken by the Government. The overall fiscal position is reasonably solid, at least ostensibly, with a neutral headline general government balance, GGB, of 0.0% of GDP in 2018. In addition, our view is that the structural or cyclically adjusted balance was marginally in surplus in 2018. Effectively, the public finances are now in balance, notwithstanding our high debt level. Baseline average output growth of 4.5% is feasible over the 2020s. This sets a baseline for sustainable average annual nominal increases in public spending net of discretionary revenue measures. When we take into account demographic and inflationary pressures, the real per person increase will be close to just half this amount. Regardless of what form it takes, Brexit will marginally reduce potential output growth over the 2020s and this will, therefore, impinge on the annual fiscal space available to Government. However, the effect of Brexit on the amount of fiscal space available each year can be overstated. I am happy to talk about that further later. The other major source of uncertainty relating to the budgetary position is the sustainability of corporation tax receipts. The surge in receipts in recent years caught policymakers and analysts by surprise. Changes to the treatment of corporation tax at EU and international levels, which are likely over the next two years, may undermine the flow of revenue from this source, at least domestically. it is, therefore, contentious whether some of those corporation tax receipts should be considered part of our structural tax base at the moment. This suggests a more cautious fiscal stance until we have greater certainty regarding future revenue yields. NERI has produced a number of papers in recent years showing that Ireland's per capita public spending and per capita Government revenue are both below average compared to peer high income EU countries, which refers to all of the other countries in the EU with a GDP per capita of 30,000 or greater. I refer the committee to the accompanying submission and I am happy to discuss this in greater depth.  Given increasing demand pressures, Ireland's position in the economic cycle and the negative implications for inclusive growth and public services, a package of discretionary revenue measures that reduces net Government revenue would be an unwise course of action for budget 2020. Ireland faces a number of emerging challenges as we approach a new decade. These include Brexit, climate chaos, precarious work and inequality, housing and homelessness emergencies, a two-tier health system, the fiscal implications of a growing and ageing population, and the fragility of an industrial strategy based on tax-sensitive US multinationals. In particular, the risk of a no-deal Brexit has increased since the start of this year. Now is the time to invest in our people, public services and infrastructure. A substantial increase in productive investment, which will happen over the next few years, is the only way we can ensure our future prosperity in a sustainable and inclusive way. Brexit does not change this fundamental reality. Fundamentally, Brexit should not change budgetary policy in Ireland over the medium term. Good policies will remain good policies. ICTU advocates for a radical progressive vision for Ireland's economy and society. Its submission for budget 2020, which is currently being finalised and will be submitted over the summer, will outline a series of proposals that will start us on the journey to realising that vision. Congress has consistently argued for an inclusive equality-proofed budget that places the welfare and betterment of the majority at its very core and prioritises higher living standards, particularly for workers and their families, to be delivered through a transformative programme of investment in infrastructure, services and service delivery. In particular, the budget submission will articulate the need to invest more in a wide range of different areas, including social and affordable housing, healthcare, childcare and education, clean and renewable energy and public transport. Achieving these goals means abandoning attempts to cut taxes on a net basis. Such policies will help overheat the economy and will harm workers in the long run. Congress proposes new taxes on capital, particularly on wealth and property stocks, to raise money for productive social and economic investment. In principle, Congress supports an increase in the carbon tax but that is contingent on an accompanying and linked climate justice fund that would channel the revenue raised in the form of a dividend for every person living in Ireland. Our plan would reduce greenhouse gas emissions while the average household in the bottom half of the income distribution would see their purchasing power increase
after the introduction of the linked carbon tax and annual dividend, that is, they would receive more in the form of a dividend than they would expect to pay in carbon tax. Households who change behaviour and opt for less carbon intensive modes of consumption will see their gains increase. We are happy to take questions.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	58	There were four questions there and I refer to the last question on the broader point about changing industrial strategies and enterprise strategies and moving away from the current model if it is under threat, even if it is a desirable model. One of the consistent points we have made in recent years is how low the level of per capita public spending on research and development is in Ireland compared to peer countries. For example, in 2017, Sweden spent €461 per person and we spent €190. Denmark spent €544 and we are spending one third of that. We need to develop a proper innovation system, including the universities and Government, along with enterprises. High potential start-ups should be spinning out. We are not investing in research and development and in the innovation economy. We need to do that and that is fundamental to the type of strategy the Deputy is talking about, as well as areas such as education and building up human capital. I completely agree on that. I mention the equality budgeting as we sometimes call it, to reduce the gaps between the top and the bottom. There is always a focus on income but the greater inequality is in wealth and matters such as property taxes and wealth taxes. The most effective taxations we have for that are inheritance tax, gift tax and capital acquisitions tax, which are riddled with tax reliefs in Ireland. There are 90% reliefs for all sorts of assets in business, agriculture and so on. The ultimate yield ends up being between €400 million and €500 million. A vast amount of wealth essentially goes to the next generation without any taxation. If one is a nurse or a construction worker, one could be paying a marginal rate of almost 50% but if one is sitting home and inheriting money, one gets its for free. That is clearly inequitable and the studies show internationally that most assets are inherited. What is happening is that wealth is going through the generations and it is unearned. That is the real definition of passive earnings.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	59	I asked the witnesses to be very brief because I want everybody else to come in on this.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	60	I will stop then.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	61	The issue of inequality was raised. In the Organisation for Economic Co-operation and Development, OECD, jobs strategy that came out last December, it spent two years looking at labour market performance in terms of employment rates, inequality and productivity, and what policies produce the best labour market outcomes. One of the conclusions was around good collective bargaining. It found that the countries that are best in employment rates, of which Dr. McDonnell mentioned some such as Sweden, Denmark, Finland, Germany and Austria, they have collective bargaining systems that work very well. One of the principle recommendations is that all countries, including Ireland, should put in place legal frameworks that support social dialogue and collective bargaining. I am looking at the European Commission's innovation scoreboard that came out last Friday and the countries at the top of it are Sweden, Finland, Denmark and the Netherlands. The big difference they have compared to Ireland is that they have proper systems of social dialogue and collective bargaining. It is probably the best way to tackle the issue of income inequality.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	62	I want to briefly respond on the issue of carbon tax. The challenge is that the focus is on carbon tax whereas it should be on carbon policy. Carbon tax is one element of that policy. Homes cannot be retrofitted overnight so people will have to be supported through the tax credit and welfare system while the retrofitting is being ramped up and the houses that are in energy poverty need to be targeted first. On childcare and the new national childcare scheme, care must be taken with the potential impacts on same, particularly as all the supports are being rolled into one to create a universal system. We have to ensure those families that were reliant on additional targeted supports do not lose out. Care will have to be taken with that when this is introduced in the coming months.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	63	Reducing the gap between rich and poor should always be a focus or a priority in budgets.It is not always the case. For years we have been doing analysis of budgets. On page 4 of our budget choices document we have supplied to the committee today, we provide a worked out impact assessment of the last three budgets and the distribution of the gains. It is quite clear that the people who have gained least are single unemployed people and those on lowest earnings. There is obviously a serious problem. There are two things that need to be constantly kept in focus, the first of which is that the payments of the people depending on welfare should be index linked so that they do not lose out. We show how that can be done on page 4. If we were to bring it to 27.5% of average incomes, which is where it should be benchmarked, we would need an increase in the coming budget of €9 per week for a single person. The second focus is the working poor, the more than 100,000 people who are in jobs but still live in poverty. We must consider the most targeted way of getting to them and ensuring that gap is reduced to give income tax credits and to make the two main tax credits refundable. Both of those things could be done and we have shown how in our document.  There is one other point on foreign direct investment that Mr. Murphy will deal with. 
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	64	I ask Mr. Murphy to be brief and confine himself to one sentence. I will draw this session to a close ten minutes from now.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	65	Bearing in mind the short time available to me I will answer in one sentence. I refer members to page 10 of our paper on investment in rural Ireland, regional Ireland, and our proposals for how to support locally-driven investment in SMEs and build a platform such that everybody does not have to move to Dublin in order to have a job.
#TommyBroughan	unknown-#TommyBroughan-party	unknown-#TommyBroughan-dob	unknown-#TommyBroughan-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	66	In respect of carbon tax we have been giving a great deal of attention to the report of the Oireachtas Joint Committee on Climate Action and the Minister's carbon action plan. It could be seen as people asking us for a total game-changer, not just in terms of retrofitting but with all the changes to transport, food, housing and so on. The people I represent are very suspicious of the intent in this. Some regard the Green Party as a party of the right and have always so regarded it. They see this as a regressive policy. They are suspicious because NERI's and ICTU's analyses of past taxation show that it has been very unfair. There was a huge reliance on consumption tax. It could be said that our reliance on excise taxes which affect the family car etc. discriminated grossly against working class and lower income households. There is a huge suspicion that we are being led by my constituency colleague, Deputy Bruton, and others, into a new world, that we do not know where we are heading but it will be much more expensive for ordinary citizens. We mentioned fair mitigation in the report. Will it be serious or will it be the little people who carry the can? That is the problem. One proposal is the five-year carbon budgets. Would there be merit, for example, in having a five-year general budget so that we know where we are going overall or that the next Government after the election will know where we are going five years down the road and we can see all the analysis? That comes through very strongly. We pick it up in the media and on the doorsteps and so forth.  Dr. Healy first alerted the committee very strongly to the consistent underestimation of the health budget. We know that unfortunately in the coming days we will face this again. We are not prepared to put enough expenditure into that area. Is Social Justice Ireland able to show the Minister for Finance exactly what it wants him to do, as we in parties and as individuals do, for example, last year I advocated equalising diesel and petrol, and picking up €150 million here and there. Is Dr. Healy saying of those "lucky enough" to be earning over €100,000 a year that we should go for a 45% or 48% rate on those lucky 300,000 tax units? We have been watching with interest Jacinda Ardern and the government in New Zealand talk about a budget and economic evaluation based on well-being. When Deputy Bruton was Minister for Education and Skills he pushed the idea of well-being in our education system for teachers, pupils and parents. Has any of the witnesses done any work on this and what extra resources or expenditure it would involve if we really wanted for nobody to be homeless?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	67	I am not that convinced that the climate change plan is a plan. There are many individual items in it but there are no timeframes or costings and we are in danger of the outcome that Deputy Broughan is pointing to, that vulnerable people will carry the can, will be hit hardest, and that we will not have a genuine, focused, integrated plan that affects everybody's capacity to contribute. That is what we need. It is critically important to recognise that the pieces of this plan-to-be have to travel simultaneously. Ms Murphy made this point in the slightly different context that we must be prepared to ensure that vulnerable people, whether they are rural dwellers or people in fuel poverty or whatever, are protected from the consequences of what we talk about. All of the various elements of the mitigation have to be in place if we are to move forward with the climate change plan. Otherwise, there is a real danger of the vulnerable being the victims.  For several years we have shown what the situation was in the health budget overspend. It has always been a situation in which maintaining the level of existing service has not been fully provided for in the following year's budget and as a result it automatically goes over budget. There is a danger of that happening in other areas as well. It is critically important that we do not go that way and to prevent that happening we need to be transparent and the numbers need to be on the table. That was the point I made earlier about some of the numbers that have been removed or omitted from the spring statement this year that have been in spring statements for several years previously. We need a transparent process that recognises the numbers during the year but also that we have them all the time and can make those adjustments so that people who are trying to work out the future or what should be in the budget are not left in a situation of not being clear about the various components. 
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	68	On New Zealand's well-being budget, one needs a framework for each budget and there needs to be a set goal in regard to the type of society towards which one is moving. If New Zealand has a proposal for a well-being budget, that is great, but we recommend that each policy be tagged with the sustainable development goal to which it relates, as set out in our document. We have been making the point for a couple of years that the Government should do so for every line of the budget and each item of legislation that is brought in. We would also like it to be done at EU level. The question for us is, if the legislation, policy or budget measure being brought in is not related to a particular sustainable development goal, to what does it relate? All aspects of human well-being are covered by the 17 sustainable development goals we outline.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	69	Does Dr. McDonnell wish to add anything?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	70	There is not much more to say. I agree with Deputy Broughan that environmental, inequality and economic impacts should be considered holistically as part of a budgetary process that does not climax with a big reveal in October but, rather, is constructed through a consultative process with stakeholders throughout the year and with time given for academics, researchers and the Parliamentary Budget Office to carry out the required inequality, carbon and economic analyses and feed that to the Department of Finance, other Departments and other stakeholders.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	71	I miscalculated slightly - there were three Deputies waiting to contribute, not two. Deputy Bailey is up next and will be followed by Deputy Lahart, who will be the final contributor in this session.
#MariaBailey	unknown-#MariaBailey-party	unknown-#MariaBailey-dob	unknown-#MariaBailey-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	72	On childcare, approximately 18 months ago Deputy O'Connell and I brought forward a proposal in regard to tax credits for childcare. Such proposals are not always popular. Its purpose was to give choice and ownership back to families and to reflect the fact that in modern society many people no longer work nine to five. It is probable that most of those at this meeting do not work nine to five. Conventional commercial childcare operations do not work for the majority of people. Deputy O'Connell and I are still working on that proposal. What are the views of the delegates in that regard? For me, it is about giving ownership back to parents in terms of quality childcare which they deem suitable for their children in their home or another environment. On affordable housing, there was a very good meeting of the Joint Committee on Housing, Planning and Local Government yesterday, which was attended by representatives of the National Development Finance Agency, NDFA, and which dealt with affordable housing and its complexities, with which I am very familiar. Some of our cost rental models are being subsidised by in the region of €40,000 or €80,000 depending on where in Dublin they are and the cost of land, topography and complexities that go with that. The delegates referred several times to the situation in Scandinavian countries. The Vienna model is seen as the panacea in terms of affordable housing. Cost rental has been established there for a very long time, whereas we are only at its pilot stage. We are looking at ways of bringing down the cost of rent, particularly in the affordable sphere. Obviously, the delegates were not in attendance at yesterday's meeting and may not have seen it. One of our pilot schemes is likely to involve rents of approximately €1,200 as a result of hitting granite during the construction of underground car parking, as well as other complexities on the site. Do the witnesses have any suggestions around affordable housing, affordable purchase or cost rental of which we may not be aware or of which they may wish to remind us?  On the help-to-buy scheme, almost 12,000 people have availed of it and far more subscribed. The construction industry needs certainty and consistency. Obviously, there is a skills shortage in this area and much investment must be made in apprenticeships and so on, especially when we are looking at new technologies in building. The help-to-buy scheme is due to finish this year. If it were to be extended - I do not know whether it will be - would it be preferable for that to be announced prior to the budget such that the construction industry can plan ahead in that sphere? I welcome Mr. Murphy's comments on people not having to travel to Dublin for work. The statutory Project Ireland 2040 plan is all about investing in our cities, compact growth and encouraging the opportunity of growth around employment and education in areas such that people do not have to travel to Dublin. I agree with him about rebalancing the country. On costing a climate plan, there was a very good meeting of this committee yesterday at which it was highlighted that some costings were not in the plan because they will be borne by the individual who may be buying an electric car or retrofitting his or her home. Do the delegates have ideas regarding the retrofitting of people's homes? Could it be done in a manner similar to the help-to-buy scheme? Could one avail of a tax rebate over several years? Are there models such as that which could be replicated? On costing a climate plan, there was a very good meeting of this committee yesterday at which it was highlighted that some costings were not in the plan because they will be born by the individual who may be buying an electric car or retrofitting his or her home. Do the delegates have any ideas the retrofitting of people's homes? Could it be done in a manner similar to the help-to-buy scheme? Could one avail of a tax rebate over several years? Are there models such as that which could be replicated? In 2004, Dún Laoghaire-Rathdown County Council began a very deep maintenance programme on its council stock. Deputy Boyd Barrett and I were members of the council at the time. Money recovered from the sale of council properties was invested in the renovation of other council properties. Several deep retrofitting schemes involving wraparounds, etc., were carried out. The council has been very proactive in that sphere for many years and will continue to be so. Council houses with energy ratings of A1, A2 or A3 are now being delivered. I recently visited a development of more than 50 units in Fitzgerald Park in Monkstown. The standard of home being delivered there is exceptional. However, exceptional is expensive. How do we rebalance that?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	73	On retrofits, there are opportunities, particularly in the midlands. The Irish Congress of Trade Unions, ICTU, produced a document with the help of NERI some months ago on the possibility of rolling out a trainee scheme and an information campaign through Bord na Móna for homeowners and residents of the midlands first and foremost. The midlands could develop capacity in that depressed central region in the area of retrofits. There is evidence of a significant number of inactive ex-tradespersons who were affected by the financial crisis. It would not be too big a jump to reskill some Bord na Móna workers in addition to some of the glut of inactive former workers. That could be of benefit to the roll-out of a State-led and funded scheme to retrofit the entire public housing and social stock, as well as schools and so on. The properties could be fitted with solar panels and a scheme put in place to allow the energy generated to be sold back to the grid. These are things that have been talked about for a long time but on which there has been little movement. On the group of households a little further up the income ladder, in some countries low-interest loans are available from the state, although I do not have the detail with me. Grants have been made available here but they are not being taken up at a rate which will lead to us reaching any of our targets. The State could front-end the cost, which could then be recovered from electricity bills over the course of 20 years if we got sign-up in that regard from some of the semi-State bodies.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	74	On affordable housing and cost rental, the reality is that although cost rental can lead to lower rents, it will be at the margin and will not be transformatively different. All of these policies will eventually have a downward effect on rents across the board, particularly when housebuilding is scaled up. However, that will take time. One would not expect a reduction in rent levels as a result of a single pilot scheme or that it would happen overnight. Unfortunately, this can only be resolved by a satisfactory and sufficient level of housebuilding in the State, which will have to exceed long-term average demand for several years and reach a level of, at least, approximately 40,000 per year for a sustained period of time. The expectation is that much future job growth will be in the greater Dublin area, which will lead to further population pressures and greater demand for housing there.Again, the cycle of high rents will continue. There is no silver bullet there, unfortunately. If there is a special purpose vehicle with sufficient scale to borrow at very cheap rates, that can also have a marginal effect on rents down the line. I would like to speak about the help to buy issue. As I said earlier, tax expenditures are rarely the optimal option in public policy. In my view, they merely act to stimulate demand. At the very least, a high level of deadweight costs is associated with them. My view is that the scheme should be ended. I agree that the Department and the Minister should give an advanced signal if such a decision is to be made. This goes back to the point that the budgetary process should begin on 1 January, if not the previous year. Signals of decisions about much matters should be given in the first half of the year, rather than having a big reveal in October.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	75	Would Dr. Healy or Ms Murphy like to add anything to what Dr. McDonnell has said?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	76	I would like to make a brief comment on childcare. If we are to give choice back to families, the first thing we should focus on is expanding the availability and types of childcare that families can access. Investment should be first. Then we can look at how we support families. It is important that we make the tax credit refundable to ensure the credit reaches every family. I would also like to echo what Mr. Nugent has said about retrofitting. We have made a proposal that seeks to target social housing, in particular. It is based on a Dutch model that involves retrofitting at scale.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	77	I would like to speak about two other items that have been raised. We have done a lot of work on cost rental. We have been doing it for a number of years. We made a presentation on how this might actually work to the Dublin Economics Workshop in Wexford two or three years ago, when this was not on anybody's agenda. We have developed our proposals now. I would have been more optimistic about the scale of the impact of our proposals if a special purpose vehicle had been established to keep the actual amounts off the budgetary accounts. We have worked out how that could be done involving various agencies like the European Investment Bank, the Government and social housing organisations. We have done a lot of work in this area. We are quite happy to share it with the committee at any time. In our view, the help to buy scheme should not be extended under any circumstance. Basically, it is contributing to the escalation of cost increases. We are very much of the view that rather than subsidising the person who is trying to buy the house, there needs to be a focus on the provision of housing and on elements that will bring down the cost of housing. If the person is being subsidised to buy the house, it will always result in the price of the house going up by the same amount of money. We are negative about anything that involves pushing up the price. We are negative about the proposal anyway. We would be quite happy to see it end at the end of this year.
#MariaBailey	unknown-#MariaBailey-party	unknown-#MariaBailey-dob	unknown-#MariaBailey-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	78	Does Dr. Healy have evidence of his contention in respect of the help to buy scheme?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	79	Yes. We have done a fair bit of stuff.
#MariaBailey	unknown-#MariaBailey-party	unknown-#MariaBailey-dob	unknown-#MariaBailey-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	80	I have not found it. I would contradict Dr. Healy on that one. I would love to see the evidence he has.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	81	We will be quite happy to share the stuff we have with the Deputy.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	82	I am going to ask for a pause on this one because I want to let Deputy Lahart in to conclude this session. I remind members that another full session will follow this one.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	83	I am looking forward to the next session as well. I thank the witnesses for their important advocacy. I think we have been used to the conservative players who have been before us. It is nice to get that counter-balance. I mean that in a positive way in both regards. We have had witnesses in from the Irish Fiscal Advisory Council, the Economic and Social Research Institute, etc. It is nice to get a counter-balance and to hear everyone's views.
#ColmBrophy	unknown-#ColmBrophy-party	unknown-#ColmBrophy-dob	unknown-#ColmBrophy-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	84	The ESRI is going to enjoy that one.
#JohnLahart	unknown-#JohnLahart-party	unknown-#JohnLahart-dob	unknown-#JohnLahart-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	85	As a member of the Committee on Budgetary Oversight, I try to be objective. It is interesting. Deputy Boyd Barrett is a good colleague. The witnesses support the carbon tax and the idea of a tax on wealth, including property, but he does not. I regard most of the witnesses as-----
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2019-06-19 00:00:00	Business of Select Committee	86	We support a wealth tax. What is the Deputy talking about?
