#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	0	I welcome the Minister for Justice, Equality and Law Reform, Deputy McDowell, and his officials to the meeting, the purpose of which is to consider Committee Stage of the Civil Liability and Courts Bill 2004. It has been suggested that we should try to finish by no later than 5 p.m. Is that agreed?
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	1	What will happen if we do not finish by that time?
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	2	We need to finish the Bill today. At what time will we return if we do not finish by 5 p.m.?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	3	We should aim to finish by that time.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	4	We will aim to do so but should make provision in case we do not.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	5	I am prepared to join in that aim.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	6	If we do not finish by 5 p.m., we can re-examine the matter.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	7	The suggestion is to leave it open. We will endeavour to finish by 5 p.m.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	8	Since brevity is the soul of wit, we should be brief.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	9	If I try to push them along, members will know it is with the intention of finishing before 5 p.m. Is it agreed that we will review the matter as we approach 5 p.m.? Agreed.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	10	Due to administrative difficulties in my Department, our amendments to section 36 have only been——
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	11	On what page?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	12	They are not there. I have sent copies of the proposed amendments to the Clerk to the committee and Opposition spokesmen in order that they will understand what we intend to do with regard to the  in camera rule. Because of a glitch yesterday, we were unable to get them to the Bills Office in time for inclusion in the approved list of amendments.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	13	Does the Minister have a draft of what he is proposing?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	14	I do and would like everybody to have it.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	15	Is the Minister proposing that we discuss them on Committee Stage or flagging them for Report Stage?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	16	I will do whatever the committee is agreeable to. At the very least, I wish to flag them for Report Stage. If this meets with approval, we will discuss them on Committee Stage.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	17	Perhaps we will deal with them later because spokespersons have not yet received a copy.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	18	I will be introducing an amendment on Report Stage which will deal with the commencement date of the Bill's provisions. The aim is to commence as many provisions as possible without the need for a commencement order. The amendment will seek to narrow the delayed commencement to as few provisions as possible.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	19	Can the Minister explain the technicalities in this regard?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	20	Section 1(2) effectively gives me free reign to commence virtually any provision whenever I want. I hope to amend this section on Report Stage to make it clear that certain provisions will commence on the passing of the Bill and will not rely on me to make commencement orders.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	21	Can we underline the Minister's name when it is included in the legislation?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	22	With the reshuffle coming up, I would not want to do that.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	23	We have failed so often in the past.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	24	Is there a message in that? The press should take note.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	25	Amendments Nos. 2 and 3 are consequential on amendment No. 1 which is in the name of the Minister. Therefore, amendments Nos. 1 to 3, inclusive, may be discussed together by agreement. Is that agreed? Agreed.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	26	I move amendment No. 1:
In page 6, subsection (1), line 26 to delete ", for".These are technical amendments purely to rectify a drafting point which emerged.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	68	Whereas I see some force to the argument for a longer period, the purpose of this is to give the defendant a chance to realise that he or she is being sued and to go out and inspect the locus in quo, the scene of the event and the machine, to get the witnesses and begin to put together the argument for the defence. Two months is provided here, but if someone serves the notice after three months, the court will not deem that wholly inadequate and award costs accordingly or draw adverse inferences where any reasonable excuse is offered for the delay in notifying the other side of the claim. This does not have immediate self-executing effects. It does not mean the case is gone because the letter was not written. It just means that if someone comes into a solicitor and says he or she was injured on such a day, the lawyer does not let a few months go by before notifying the other side. The solicitor has a fairly tight timescale within which he or she is supposed to notify the other side of a claim. Failure to do so would have to be “without reasonable cause” before it has any consequence. The consequence then would be for inference to be drawn from such failure as appears proper. There might be no inference to be drawn, except that the solicitor went golfing instead of sending the letter. Alternatively, where the interests of justice so require, there should be a diminution or disallowance of costs. When the Judiciary starts to disallow costs on the basis that this is so required in the interests of justice, it will be a fairly serious case.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	69	I am not persuaded by the Minister's remarks.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	70	I move Amendment No. 19:
In page 8, subsection (1), line 20, to delete "2" and substitute "4".
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	71	Amendment No. 20 is in the name of Deputy Costello. Amendment No. 21 is an alternative. Amendments Nos. 20 and 21 may be discussed together.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	72	I move amendment No. 20:
In page 8, subsection (1)(b), lines 24 to 28, to delete all words from and including “required—” in line 24 down to and including “appropriate” in line 28 and substitute the following:"deduct from any costs payable to the plaintiff such amount, if any, of additional costs as in the opinion of the court has been incurred by the late service or non-service of a letter of claim".The Minister stated that he tabled his amendment in the interests of the defendant, whereas both my amendments are in the interests of the plaintiff. The Minister is apparently punishing the plaintiff unduly. In the first instance, the Minister is limiting the time in which he or she may put forward a claim, irrespective of the impediments and obstacles present, and the person has only two months to do that. Should the plaintiff fail to make the claim within the timescale or at all, he or she may lose the costs because of the deductions made from them. That is unrealistic. There should be a compromise where the plaintiff would be at risk of losing additional costs incurred as a result of the late service of the notice or claim. It seems far too harsh to "make no order as to the payment of costs to the plaintiff," as the plaintiff could lose out entirely if he or she does not meet the time schedule. I think the Minister takes some cognisance of that in amendment No. 21. As it stands, the penalty for the plaintiff who does not meet the time schedule as laid out in the section is very harsh, and I propose a compromise that mellows the provision in the Bill.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	73	I do not like being cast as a person who is very harsh, because what this is about is in the main casting on legal advisers a duty to make an early notification to the defendant that something is happening. The alternative is that we have a two-year Statute of Limitations period and 18 months after an accident takes place, the defendant hears about it for the first time. That is an indefensible way to proceed. I believe the best way is to deal with it on the question of costs. It is not a deduction from the damages but a deduction from costs. It is saying effectively to lawyers who are involved in personal injuries litigation to get in the notice quickly because a judge may disapprove of the failure to serve a notice in good time and may hit the lawyer personally in his pocket when it comes to recovering costs in a claim. I believe that as between the defendant and his or her solicitor, if the fault lies with the solicitor, he or she would not be in a position to recover those costs out of the plaintiff's damages. It is giving lawyers an incentive to notify the defendant that he or she is coming after him. I do not think it is unfair.Let me reiterate, the first line of section 8(1) states that there must be an absence of reasonable cause and only then the court may draw inferences from the failure as appears proper or where the interests of justice so require, which is a very high standard, penalise the plaintiff in relation to costs. It must be required in the interests of justice, in other words, if without any excuse whatsoever one allowed 18 months to elapse and if one replied, "It slipped my mind" when asked by the judge after the case finished why it took a period of 18 months before one notified the defendant of the case, one should know that one will not walk away from the litigation as if one had carried out one's functions properly.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	74	I can see what will happen to lawyers. The normal practice as of now is that in a straightforward case when one knows to whom the letter is to be sent, the letter is sent straight away. Two situations can arise, first, when it is not clear to whom the letter should be sent and there may be complications. I presume that will be taken into account by the court. The other situation that could arise is that the claimant might not arrive into the solicitor's office for four or five months after the accident for a variety of reasons, because of their injuries or the special relationship with an employer, for example and he or she did not initially want to raise a claim against the employer. It is clear enough from the Bill that the lawyer will have a responsibility once he is instructed to follow the procedure and I have no doubt that will happen in most cases, if the lawyer does not want to put himself in the firing line for misconduct or negligence. What is the situation when the claimant has not instructed his lawyer, as he will not know the law, yet everybody is supposed to know the law? Will he find himself in a position where he could be penalised, perhaps unfairly?.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	75	I think the way the section is drafted, he may be in a better position in that the lawyer can say that since he did not know about it within the relevant period, there is nothing he could have done. That is slightly undesirable.The purpose of the section is fairly clear. I will consider between now and Report Stage whether we can table an amendment stating "or as soon as practicable thereafter". The problem of that is whether I am watering it down.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	76	I would like the Minister to think overnight about the possibility of that as I believe that would cover all such situations that we envisage. It would ease my mind that an injustice would not arise. I am not talking about the lawyer but the plaintiff.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	77	What I am worried about is that somebody goes into a lawyer after three months and the lawyer says that is irrelevant or academic, he cannot send that letter and has no obligation to send it now but will allow the 18 months to go by. That would be an undesirable result. Perhaps the problem is that it should be amended in my direction.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	78	On the basis that the Minister has agreed to look at that again, how stands the amendment?
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	79	As the Minister will come back to this on Report Stage, I will withdraw my amendment.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	80	I should have pointed out a typographical error on the bottom of page 3, where it states "Section 8". That should be deleted.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	81	Is it still section 7?
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	82	It is still section 7. The words "Section 8" should not appear there.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	83	I move amendment No. 21:
In page 8, subsection (1)(b), lines 27 and 28, to delete subparagraph (ii) and substitute the following:"(ii) deduct such amount from the costs that would, but for this section, be payable to the plaintiff as it considers appropriate.".
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	84	On a point of information, are we still on section 7?
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	85	Yes. The words "Section 8" on the top of page 4 should also be deleted.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	86	I move amendment No. 22:
In page 8 between lines 34 and 35, to insert the following subsections:"(3) Where a plaintiff or proposed plaintiff serves a letter of claim on a defendant or proposed defendant, the defendant or proposed defendant shall, not later than two months after service of the letter of claim, serve a letter of response setting out whether the defendant or proposed defendant accepts that a wrong has been committed by him or her.(4) Where a defendant in a personal injuries action has, without reasonable cause, failed to comply with subsection (3), the court hearing the action may, where the interests of justice so require—(a) make no order as the payment of costs to the defendant, or(b) deduct such amount from any costs to be paid to the defendant as it considers appropriate.(5) Where a defendant in a personal injuries action has, without reasonable cause, failed to comply with subsection (3), the court hearing the action may draw such inferences from the failure as appear proper.”.This is tit for tat. If we are to put such a harsh deterrent on the plaintiff, likewise the same deterrent should be imposed on the defendant. If the plaintiff has two months to issue the initial letter of claim, the defendant should have two months to respond. I see nothing untoward about this. What is good for the goose is good for the gander. It would be appropriate if the legislation reflected that. If the purpose of the legislation is to expedite the business of the courts and if we are to put an onus on the plaintiffs to initiate their claim as quickly as possible, we should put a similar onus on the defendant to ensure that he or she responds in an equally quick period of time. I am happy to accept the two sections as long as my amendment is reflected in the responsibility of the defendants.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	87	I do not accept this. The purpose of the letter of claim procedure is to put the defendant on notice, as speedily as possible, that a problem has arisen that may in due course result in legal proceedings being taken against him or her. This is not a case of symmetry between the two partners. One party knows what the score is and has the onus of proof. The other party is the defendant and it is necessary to give that person some degree of notice of what is happening. It is necessary to provide for a prompt notification of the incident in question unless there is some reasonable cause that cannot happen. It does not follow that there must be a corresponding step on the part of the defendant. There is no point in such a step as no action has been launched against the defendant.The defendant has not got a claim, which could have been referred to the PIAB. Why should the defendant be expected to admit or deny liability at that point? There is a danger of creating a false symmetry at that stage. I accept that it would be desirable that where a defendant knew full well that he or she was liable, he or she should admit it. For instance, the employer has an insurance policy and when a letter of claim comes in it is not dealt with on the managing director's desk. It goes off to the defendant's solicitors. The defendant's solicitors notify the defendant's insurers. The defendant's insurers look at the facts in the letter and decide whether they are liable, if they know the facts, and whether they can make a concession at this stage. The usual point is that the defendant does not know as much about the claim as the plaintiff and is certainly not going to admit liability promptly, unless the insurer tells the defendant that it is an open and shut case that needs to be settled straightaway. I know of one company which employs retired gardaí to settle cases quickly with cheque books because it is more effective to spend money in this way than spending it on lawyers.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	88	It is more productive.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	89	There are dangers in that as well. When the plaintiff is confronted with an open cheque book, he or she may settle a claim for an inadequate amount. Nonetheless, that is the way the world works.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	90	The proposal by Deputy Costello is one that I do not favour completely. At the same time, he has raised an issue that should be recorded. When we talk about a compensation culture, we have a tendency to look at the development of fraudulent claims. We look at the laws, the delays and the accumulation of costs. We forget at times that a contribution to the costs in these matters can arise from the actions of the insurance companies. When I was engaged in active practice, I found that insurance companies seemed to contribute to the accumulation of costs and expenses. They often fought ridiculous claims for open and shut cases and I could not understand why. They often delayed constructively dealing with claims until the last minute at the door of the court, when all the costs were incurred. I understand that there has been a change of approach on their part to some degree, although not to the extent where they have been sending out a cheque book after each accident.The thinking behind Deputy Costello's amendment is to raise the issue that the problems with personal injury claims and associated costs can often be laid at the door of insurance companies. They have a case to answer as well. It might be going overboard to require them to serve a letter admitting liability or otherwise within two months, yet in the development of our thinking on civil liability, we should be thinking of what obligations, if any, should be put on insurance companies to have a more cost effective system.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	91	Deputy O'Keeffe has argued the case very well. I want to ensure that we get a balance in the legislation. The onus is always on the plaintiff. Right through this Bill, Seán Citizen is the poor devil who is being hammered as there is a presumption that the person instigating a claim is abusing the system and is at fault all along. I want to ensure in this legislation that there are other parties involved in the process. One of the parties involved is the insurance industry and another is the legal advisers. All these parties have a role to play and have responsibilities. We are imposing onerous responsibility down the line on the plaintiff, as though in some way he or she is responsible for all ills of the system. We are not imposing similar responsibilities on the defendant and the insurance industry to make sure that they respond in a meaningful fashion. That is the intent of what I am putting here. I want to ensure that the defendants come to grips with the issue at the earliest possible moment. It may not be encompassed and I heard what the Minister said about the difficulties. We need to ensure, however, that the response is forthcoming expeditiously and meaningfully. The legislation should reflect that.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	92	I am concerned about the time limits for Report Stage amendments. If the committee agrees I wish to move the following amendment:In page 8, line 20, after the words "cause of action" to insert the words "or as soon as practicable thereafter".It seems the words as proposed might run against the spirit of the Bill. If someone comes into a solicitor after ten weeks, he or she might be told that the solicitor is under no obligation to serve an early warning notice as the time limit has expired.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	93	For that reason, I favour this amendment. It is balanced and sensible.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	94	I would hate the situation to arise whereby solicitors would claim that the section does not apply as long as the client comes in after nine weeks.
#JimOKeeffe	unknown-#JimOKeeffe-party	unknown-#JimOKeeffe-dob	unknown-#JimOKeeffe-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	95	On the other hand, it covers the situation. If it arises after the ten weeks, the solicitor must act immediately. I would favour it.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	96	There is a residual obligation to do something.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	97	Let us get the wording correct first.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	98	It is to insert after the words "cause of action," on line 20, page 8, the words "or as soon as practicable thereafter".
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	99	Can we clarify that? I understand the phrase "or as soon as practicable" but what is the meaning of "thereafter" in this context?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	100	The phrase "or as soon as practicable" only applies where that period is already gone.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	101	What does "or thereafter" mean?
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	102	It is not "or thereafter". It is "or as soon as practicable thereafter".
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	103	That is not what the Minister said.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	104	If I did not move this amendment it would leave a loophole which would allow solicitors to ignore their duties completely.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	105	I warn the committee that there will be two Report Stage amendments, first, to provide that rules of the court can be made as long as they are not inconsistent with the terms of the Bill and, second, to give the master and county registrars power to grant extensions of time. They have this already but it should be preserved.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	106	The Minister will bring forward amendments on Report Stage.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	107	Yes.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	108	I move amendment No. 23:
In page 9, between lines 41 and 42 to insert the following subsection:"(3) Rules of court regarding proceedings in the High Court shall provide that a Statement of Claim shall not be required in a personal injuries action and that a defendant shall join issue on a personal injuries summons by delivering a defence thereto within twenty one days from the service of the personal injuries summons.".This amendment is on the same lines. There is no need for a separate statement of claim because the personal injuries summons will contain specific information regarding the claim of negligence. As it includes this information, a defence should be delivered "within twenty one days from the service of the personal injuries summons." We specify a time limit for the defendant to respond, which is to some extent to get the balance right. If we are to streamline the procedure of processing the claim with the personal injuries summons, which will be a new approach and specific new type of statement of claim, we should expect a response within a short time. This period should be specified in the Bill.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	109	I cannot accept the amendment. Although I am sympathetic to requiring defendants to plead rapidly, the defendant is frequently not in a position to do so having consulted his or her insurers and the like. It would be an exceptional case where a defendant could, within three weeks of receiving a legal document, put in a fully thought-out legal defence. The rules of court provide for this but also provide for extensions. I do not want to ramp up difficulties for defendants. The Bill is not concerned with producing total symmetry between plaintiffs and defendants.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	110	I am not trying to do that. However, the amendment would put some responsibility on the defendant. What is the purpose of having specific summonses unless there is some element of response?
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	111	The current procedure is that if a defence is not delivered within, as I understand it, 21 days, the plaintiff can issue a motion for judgment against the defendant.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	112	That is not in the Bill.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	113	We must not make the Bill unworkable. I am trying to create a climate in which litigation is dealt with effectively while it does not become more difficult to defend claims. Defendants should not be under pressure to put in a document which effectively involves using a legal shotgun to blast all sorts of propositions against the other side when there has not been time to think about the case.
#JoeCostelloLAB	unknown-#JoeCostelloLAB-party	unknown-#JoeCostelloLAB-dob	unknown-#JoeCostelloLAB-constituency	speech	unkown-language	2004-07-06 00:00:00	Prelude	114	The Minister is definitely defending the defendant.
