#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	0	The revelations made known by the Taoiseach to the House yesterday in respect of Mr. Justice Flood's resignation have added greater confusion to the issue, and give the impression that the Taoiseach has misled the House. The Attorney General knew of and attended a meeting on 26 May with two other judges in relation to the costs issue on the pending resignation of Mr. Justice Flood. Did the Attorney General inform the Taoiseach of this meeting and, if so, did that not mean that the Government was then in possession of the information that Mr. Justice Flood intended to resign? Why did the Taoiseach give the impression last week, in answer to a number of parties in the House, that he had only just become aware of this information, and that in his breathless rush to impart that information he did not have time to deal with the legal intricacies of what was contained therein? Does this not mean that the information in regard to Mr. Justice Flood saying he wished and intended to retire as chairman of the tribunal was made known to the Taoiseach and the Government through the Attorney General on 26 May, and by formal letter on 28 May, and that the Taoiseach had this information for a month, and that this House and its Members were not so informed by the Government? Does that not constitute a misleading of the House and the withholding of relevant information about the most historic tribunal of recent times?Can the Taoiseach account for the fact that the Attorney General does not appear to have brought this information to his attention, or, if he did so, that the Taoiseach did not make the House aware of it? Why did the Taoiseach give the impression last Tuesday that he had not become aware of this information until the Cabinet meeting earlier that morning? Does it not mean that the Taoiseach's handling of this issue has been confused, and that he has misled Dáil Éireann?
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	11	Why were these letters circulated to journalists and members of the media for their information while those of us who are here to represent the people are given no such information? We are now told by the Minister for the Environment, Heritage and Local Government that the legislation to deal with the future elements of the costings of this tribunal are the responsibility of the Minister for Justice, Equality and Law Reform, who is not here.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	12	Your minute has concluded.
#EndaKenny	unknown-#EndaKenny-party	unknown-#EndaKenny-dob	unknown-#EndaKenny-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	13	Is the Taoiseach perfectly happy that there is no impediment preventing the Minister for Justice, Equality and Law Reform bringing forward these proposals? If he has known about this for the past month, why was the legislation not prepared by now so that it could be dealt with before the House rises tomorrow? This is the last occasion on which the Taoiseach will be present in the House until the autumn session, as he has made arrangements not to be here on Thursdays. He should deal with those elements of his confused mishandling of this matter over the past month.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	14	I will not go back over the issue of confused mishandling. In the House last week I said: "I am not a legal expert but it has been pointed out to me by many of my legal colleagues that this opens up many issues, which it is probably not appropriate for me to go into now."  I also said: "I have not had an opportunity to study all the legalities in the few hours since I have been made aware of these issues."  At last Tuesday morning's Cabinet meeting for the first time I was made aware in a detailed way of all the legal issues.
#BernardAllen	unknown-#BernardAllen-party	unknown-#BernardAllen-dob	unknown-#BernardAllen-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	15	In detail.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	16	As the week went on that changed a few times.On the issue of a delay in circulating the letter and the legislation, the Attorney General has been discussing this matter with representatives of the Department of the Environment, Heritage and Local Government and the Department of Justice, Equality and Law Reform since the letter of 16 June, which was the official letter from Mr. Justice Flood. Last week that discussion was brought to the Cabinet in a preliminary way. By Friday we had a detailed legal opinion, which I mentioned at a press briefing outside the House and which I mentioned inside the House yesterday. That legal advice is to the effect that they are quite happy that the legislation can be dealt with.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	17	Your time has concluded.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	18	There are some other issues and questions on this, which clearly I cannot put on the record. I apologise to Deputy Kenny if the letters were not given to him. They should have been. If they were given to the media they should have been given to the Opposition Leaders.
#PaulConnaughton	unknown-#PaulConnaughton-party	unknown-#PaulConnaughton-dob	unknown-#PaulConnaughton-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	19	Of course they should. We are the last to get anything.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	20	As I said yesterday on the Order of Business, I had instructed that they should be circulated. Some other questions came up and if I do not get a chance to put them on the record, I will also circulate those replies.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	21	On this matter, the Taoiseach told the House on 24 June in a pre-prepared statement: "I have not had an opportunity to study all the legalities in the few hours since I have been made aware of these issues."  He has now told Deputy Kenny that there was a meeting on 26 May arising from which there was a letter written to the Attorney General on 28 May, which the Taoiseach has said he saw on 29 May. He said it was not put into the public domain because there was a letter on 30 May requesting that it not be put in the public domain because the writer was going on holidays.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	22	It might be helpful to clarify that I am not saying that. I am saying that the member of the legal team had a verbal discussion with the Attorney General stating that because of the legal error and the other reason I have stated he did not think it should be put into the public domain. The Attorney General then wrote to get confirmation of that, but it was done almost immediately by the legal team. That is what I am saying.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	23	However, there was no such impediment on 24 June when the Taoiseach answered questions here. Why did he not tell the House on 24 June about these meetings and the transfer of this correspondence? There was no debarment on doing so then. The letter of 16 June released the Taoiseach from that. That letter made clear that Mr. Justice Flood wanted the information brought to the attention of this House through the clerks, but the Taoiseach made no reference to meetings, contacts from legal personnel at the tribunal or the existence of letters. Deputy Kenny has asked if that is not misleading the House and the Taoiseach still has to deal with that issue.On 11 June, my colleague, Deputy Gilmore, tabled a question to the Minister for the Environment, Heritage and Local Government, Deputy Cullen, asking whether in the light of media speculation any changes were planned in the Flood tribunal. The Minister stated this was not the case. That was on 11 June, which was long after these discussions had been initiated and long after the letter of 28 May had been transferred to the Minister for the Environment, Heritage and Local Government, Deputy Cullen, at the same time as it was transferred to the Taoiseach.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	24	Your time is concluded.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	25	I was interrupted. There was injury time.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	26	The Chair has allowed almost a minute for that interruption.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	27	May I ask the Taoiseach about the press conference he almost gave in Cork? He was almost going to give this press conference just as he was almost going to give us information, but he almost did not quite get around to it.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	28	I did not say that.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	29	The Taoiseach then went on to say that at stage he thought Mr. Justice Flood would deal with the question of costs, just as the Minister for the Environment, Heritage and Local Government, Deputy Cullen, has asked him to do in the letter.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	30	I ask you to conclude and allow the Taoiseach to respond.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	31	Just let me finish the sentence.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	32	The Standing Orders exist for you, Deputy Rabbitte, just like everybody else.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	33	However, the Minister for the Environment, Heritage and Local Government, Deputy Cullen, did not ask him to do any such thing in the letter.
#MartinCullen	unknown-#MartinCullen-party	unknown-#MartinCullen-dob	unknown-#MartinCullen-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	34	I did.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	35	In his letter, the Minister made clear that the opposite was the case and the Government did not expect him to deal with the costs. What is the situation?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	36	On that issue, I have answered the first point. I did not want to refer to what was in effect a non-letter from the tribunal and therefore be blamed and accused of not co-operating with the tribunal. I abide strictly by the rule in dealing with the tribunal. In the past few weeks there have been issues within the tribunal and I followed this strictly. They said further letters would be required and asked that that letter not be circulated and the letter of 16 June became the effective letter. I stuck firmly to the rule in dealing with the tribunal. I am answering Deputy Rabbitte's question at the moment. I will answer other Deputies' questions during Question Time.On the second question as to why the Government sought to have Mr. Justice Flood remain as the chairperson and whether we wanted him to deal with the issue of fees, there is a simple explanation. If Mr. Justice Flood remained as chairperson and decided the costs issue, there would be no grounds for any challenge. That is why we wanted him to deal with the issue of costs, as I stated here after the Cabinet discussed the legal issues for the first time last Tuesday week.However, recognising Mr. Justice Flood's concern about the added burden and strain on him, we were willing to take additional legislative steps. They were the passing of legislation to allow the administrative burden of the tribunal to be delegated to another member, which was offered by the Attorney General. This was clearly a cause of concern to Mr. Justice Flood as is obvious from his correspondence. However, the proposal that this change would take place and Mr. Justice Flood would continue on as chairperson was overtaken by the event of his resignation last Friday. That is the situation in which we find ourselves. It is not of our making but we must react to it in a manner that we see fit to protect the public interest and to ensure the taxpayer does not have to carry the cost of the tribunal. I am satisfied that we will be able to address this issue through legislation. While we cannot eliminate the risk of people suing, we will do our best to ensure they will not be successful.On Deputy Rabbitte's last question about the press conference in Cork, I do not want to make much of this or get into any conflict with the legal team or anyone else. I was informed last Thursday evening that Mr. Justice Flood had called to the Attorney General. He said a number of things that would not be fair or right for me to say in the House. However, he made it clear that his position on Thursday evening was that he had thought about the matter and was prepared to continue chairing the tribunal. He was also prepared to continue to deal with the costs and go on for another two years. He left to return to the tribunal to write a letter stating that was his intention. Circumstances changed and he telephoned back to say he wanted to think about it overnight and subsequently changed his position.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	37	What happened?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	38	I can only keep up with events. I do not make them and I can only report to this House on the basis of what happened. I am absolutely blameless in all of this.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	39	Hear, hear.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	40	In keeping up with the events, the difference between the 28 May letter and the 16 June letter is a page and a half that concentrates on the legalities. Those are the very issues the Taoiseach says he learned of a few hours before he addressed the House on 24 June. That is the difference between 28 May and 16 June. Mr. Justice Flood gave it as his opinion that he could easily be replaced by another judge and decide the costs issues. There is a dissertation in the 28 May letter on that. The Taoiseach says he only heard about it a few hours earlier.Is there anything else the Taoiseach wants to tell the House about this entire affair that we do not have to extract from him on a drip-feed basis? The tribunal is a creature of the Oireachtas. The Taoiseach is asking us to do something – I am not clear what he is asking us to do – but he is only drip-feeding information to us as it is extracted from him.He has not explained why the letter of 28 May is date-stamped in the office of the Attorney General as having been received—
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	41	Deputy Rabbitte should conclude.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	42	—on 6 June, although it was replied to by the same Attorney General on 30 May. Yet, it is date-stamped in an office that caused the fall of a previous Government as having been received on 6 June.Is there anything else the Taoiseach wants to tell us? Is the Taoiseach trying to get the costs of tribunals under control? After this morning's tragedy in Crumlin Hospital, most Members of the House would agree with that objective. Why does the Taoiseach not tell us if that is the objective rather than telling us bit by bit what is passed on about this matter?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	43	I ask Deputy Rabbitte to give way to the Taoiseach.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	44	It would be helpful if one were allowed to complete the question without the consistent, hectoring interventions of the Ceann Comhairle.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	45	The Standing Order is quite specific. Other Members of the House seem to be able to live within the Standing Order and I ask Deputy Rabbitte to do the same.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	46	With his usual inconsistency, Deputy Rabbitte stated that I did not keep the House informed although he started this morning by saying that I came into the House to give unsolicited information last week. He can make up his mind on that. Yesterday, without having been requested to do so, I offered to make the letters available and I did.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	47	The Taoiseach did not make them available to me.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	48	Nobody was asking me to produce the letters.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	49	The Taoiseach made them available to the press.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	50	I said I was sorry I did not do that. I have already answered and apologised for that. I did make them available. I did not drip-feed information. I do not need Deputy Rabbitte, as he fell out of bed this morning, telling the nation that I misled the House and will not answer questions. I am in here to answer the questions every day and give comprehensive answers—
#OlwynEnrightFG	unknown-#OlwynEnrightFG-party	unknown-#OlwynEnrightFG-dob	unknown-#OlwynEnrightFG-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	51	Except Thursday.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	52	What about Thursdays and Fridays?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	53	I spend more hours in parliament than any other prime minister in Europe. I do not need that kind of lecturing from Deputy Rabbitte.On the issue of the letter of 28 May and why was it received in the Office of the Attorney General on that date, the letter was for the personal attention of the Attorney General. It was an important letter. The date stamp signifies the date the letter is received in a section of the Attorney General's office called the registry. The letter was given by the Attorney General to an official on 5 June. At that stage, the letter, which had been dealt with by the Attorney General's private office, was sent to the registry and was date-stamped on 6 June when it was received. I will give the remaining replies to the Opposition and the press.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	54	In raising the same matter, I wish Mr. Justice Mahon and his colleagues well in the task ahead of them. I thank Mr. Justice Flood for his work on the tribunal. I also wish to thank him for his work as chairman on the Commission on the Status of People with Disabilities which cleared the way for the disability Bill. Perhaps the Government will ensure that his legacy is put in place with the disability Bill soon as it is already long overdue.Was Mr. Justice Flood pushed or did he jump? Has the Taoiseach learned any lessons to date from the Flood tribunal? Has the report by Mr. Justice Flood been taken on board? The fact remains that if one is associated with Fianna Fáil it helps one to get ahead, even more so if one is corrupt.
#JoeWalsh	unknown-#JoeWalsh-party	unknown-#JoeWalsh-dob	unknown-#JoeWalsh-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	55	What about the shares in the Green Party's back pockets?
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	56	Have the Flood investigations had any impact on the way the Government does its business? I am not talking about former Government press secretary, Mr. Frank Dunlop, in that association. The Taoiseach should also apologise to me because he did not indicate to me that he had a meeting on 26 May.Are there three trays on the Taoiseach's desk – one in-tray, one out-tray and one tribunal correspondence tray? In June 2001, the Taoiseach received a letter from the tribunal requesting help. However, there was a delay in getting back to it on the matter. In January 2002, there was another similar letter. I can understand how Mr. Justice Flood could have been deeply frustrated, not just by the delay in getting correspondence, but also by the mounting costs as those delays continued to impact on the work of the tribunal. Does the Taoiseach accept any responsibility for having wasted taxpayers' money by prolonging the delay in his replies to the tribunal? The tribunal could have handled matters better if it had the resources earlier.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	57	To correct the Deputy, I had no meeting with the legal team or Mr. Justice Flood.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	58	He did not tell us.
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	59	I said that I knew about it. The Deputy's indication is that in some way we frustrated Mr. Justice Flood. I will again put on the record the letter from Mr. Justice Flood in which he refers to correspondence with the Attorney General and the Minister for the Environment, Heritage and Local Government, Deputy Cullen, on his resignation and the reasons underlying it:I note in the public press and now in the House the vexative statement that action-inaction by the Government in relation to requests from the tribunal for additional judges and other matters has caused frustration and the real issue for my resignation. I wish to state categorically that this is not so. My decision is in no way related to or consequent upon any action-inaction of the Government of any kind. My relation with the Government is through the Department of the Attorney General. I have at all times during my tenure in office had a relationship with the Attorney General's Office which has been exceptionally cordial and co-operative. The allegations that the work of the tribunal has been delayed or frustrated, in any way, by the Government is completely groundless and is nothing to do with my decision to resign. My reasons for resignation are solely set out in correspondence with the Attorney [General] and Minister Cullen. I trust this clarifies the matter. Signed: Feargus M. Flood.With regard to the lessons learned from the tribunal, I led the last Government that brought in the most legislation since the foundation of the State – rightly so – to deal with all of the issues surrounding corruption, planning and ethics.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	60	I listened carefully to what the Taoiseach said. I do not recall him saying that Mr. Justice Flood was not frustrated. He may have been giving various reasons as to why he resigned. It is what he is not saying that is also interesting. Does the Taoiseach accept that the Oireachtas has a particular interest in this matter, given that it is one of the few opportunities we have to bring about change rather than talk about something or ask the Government to do something about it? For that reason, the setting up of the tribunals by the Oireachtas is of particular interest.Does the Taoiseach further accept that the Government has a job to take action beyond that, and that the kind of action that is needed, aside from the various legislative measures that the Government has introduced, which I acknowledge, still misses the point that temptation, corruption and greed are still endemic in the planning process? Does the Taoiseach accept the fact that the Government continues to guarantee that windfall profits from land owners and land speculators accrue not to the community but to—
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	61	The Deputy has moved away from his original question.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	62	I am dealing specifically with the Flood tribunal and the lessons arising. If we do not learn from it then we are wasting taxpayers' money. On that basis, I asked the Taoiseach whether he would remove the corrupting influence of gross profiteering from land rezoning by, for example, taking on board the ideas – whatever about the legislation – proposed in the recent Green Party sponsored Planning and Development (Amendment) Bill 2003?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	63	The Deputy's time has concluded.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	64	That is the way to tackle corruption because it removes the temptation to profiteer with unwise rezoning. Will the Government act on this?
#Bertie	unknown-#Bertie-party	unknown-#Bertie-dob	unknown-#Bertie-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	65	On the general point, I am sure there will be ongoing recommendations coming from the reports on which the Government will act. I have always stated that. Whether it was in regard to the conclusions of Mr. Justice McCracken or issues in regard to the Moriarty or Flood tribunals, the Government has already introduced legislative measures. I accept that legislation can always be improved upon.The Deputy made a reference in his first question to what I did not say.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2003-07-02 00:00:00	Prelude	66	Not to what he did not say.
