#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	0	Before coming to the Order of Business, I propose to deal with a number of notices under Standing Order 31.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	18	I ask that Dáil Éireann be adjourned under Standing Order 31 to deal with a matter of utmost urgency, namely, to have the Government formulate a comprehensive and effective response to the record levels of gun crime and murder and to discuss what the Minister for Defence said, that Senator Brady was speaking for the Government when he suggested that troops should take to the streets, and whether this initiative has been discussed with the Tánaiste and Minister for Justice, Equality and Law Reform.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	19	Having considered the matters raised, they are not in order under Standing Order 31.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	20	It is proposed to take No. 22a, motion re sittings and Business of the Dáil; No. 23, motion re proposed approval by Dáil Éireann of the Official Languages Act 2003 (Section 9) Regulations 2006 — back from committee; No. 24, motion re proposed approval by Dáil Éireann of the Bovine Diseases (Levies) Regulations 2006 — back from committee; No. 25, motion re proposed approval by Dáil Éireann of the Criminal Justice (Drug Trafficking) Act 1996 order — back from committee; No. 26, motion re proposed approval by Dáil Éireann of the Criminal Justice Act 1984 (Treatment of Persons in Custody in Garda Síochána Stations) (Amendment) Regulations 2006 — back from committee; No. 27, motion re proposed approval by Dáil Éireann of the Fisheries (Miscellaneous Commercial Licences) (Alteration of Duties) Order 2006 — back from committee; No. 28, motion re proposed approval by Dáil Éireann of the Regional Fisheries Boards (Postponement of Elections) Order 2006 — back from committee; No. 29, motion re proposed approval by Dáil Éireann of the terms of an agreement between Ireland and the World Bank on participation in the Carbon Fund for Europe; No. 30, motion re proposed approval by Dáil Éireann of the terms of an agreement between Ireland and the World Bank on participation in the BioCarbon Fund; No. 30a, motion re Article 35.4 of the Constitution; No. 7a, Appropriation Bill 2006 — Order for Second Stage, Second and Remaining Stages; No. 2, Energy (Miscellaneous Provisions) Bill 2006 — amendments from the Seanad; No. 30b, Investment Funds, Companies and Miscellaneous Provisions Bill 2006 [Seanad] — modification of Standing Orders in relation to motion to instruct the committee; No. 30c, Investment Funds, Companies and Miscellaneous Provisions Bill 2006 [Seanad] — motion to instruct the committee; No. 34, Investment Funds, Companies and Miscellaneous Provisions Bill 2006 [Seanad] — Order for Report, Report and Final Stages; No. 35, Citizens Information Bill — Order for Report, Report and Final Stages; No. 5b, Irish Film Board (Amendment) Bill [Seanad] — Second and Remaining Stages; No. 8, Foyle and Carlingford Fisheries Bill 2006 — Order for Second Stage and Second Stage; No. 30d, Foyle and Carlingford Fisheries Bill — Financial Resolution; and No. 9, Carbon Fund Bill — Order for Second Stage and Second Stage, to adjourn at 5.45 p.m. today, and the Order shall not resume thereafter.It is proposed, notwithstanding anything in Standing Orders, that the Dáil shall sit later than 4.45 p.m. and on the conclusion of Question Time today, the Dáil shall adjourn forthwith; that Nos. 22(a), 23 to 30, inclusive, 30(a), 7(a) and 30(b) shall be decided without debate; in the case of 7(a), the Second and Subsequent Stages shall be decided by one question that will be put from the Chair and which shall, in relation to amendments, include only those set down or accepted by the Minister for Finance and, in the case of No. 22(a), that the motion and any amendments thereto shall be decided by one question which shall be put from the Chair; that the proceedings on No. 2 shall, if not previously concluded, be brought to a conclusion at 12.15 p.m. today and any amendments from the Seanad not disposed of shall be decided by one question to be put by the Chair which shall, in relation to the amendments to the Seanad amendments, include only those set down or accepted by the Minister for Communications, Marine and Natural Resources; that the proceedings on No. 30(c) shall, if not previously concluded, be brought to a conclusion after 16 minutes and the following arrangements shall apply: The speeches shall be confined to a Minister or Minister of State and the main spokesperson of the Fine Gael Party, the Labour Party, the Technical Group, who shall be called on in that order and who may share their time, which shall not exceed four minutes in each case; that the Report and Final Stages of No. 34 shall be taken today and the proceedings thereon shall, if not previously concluded, be brought to a conclusion at 1.45 p.m. today by one question which shall be put from the Chair and which shall, in relation to amendments, include only those set down or accepted by the Minister for Enterprise, Trade and Employment; that the Report and Final Stages of No. 35 shall be taken today and the proceedings thereon shall, if not previously concluded, be brought to a conclusion at 2.15 p.m. today by one question which shall be put from the Chair and which shall, in relation to amendments, include only those set down or accepted by the Minister for Social and Family Affairs; that the Second and Subsequent Stages of No. 5(b) shall be taken today and the following arrangements shall apply: The proceedings on the Second Stage shall, if not previously concluded, be brought to a conclusion after 65 minutes, speeches shall be confined to a Minister or Minister of State and the main spokespersons of the Fine Gael Party, the Labour Party and the Technical Group, who shall be called on in that order and who may share their time, which shall not exceed 15 minutes in each case, and the Minister or Minister of State shall be called upon to make a speech in reply which will not exceed five minutes; that the proceedings on Committee and Remaining Stages shall, if not previously concluded, be brought to a conclusion at 3.30 p.m. today by one question which shall be put from the Chair and which shall, in relation to amendments, include only those set down or accepted by the Minister for Arts, Sports and Tourism; that the Second Stage of No. 8 shall be taken today and proceedings thereon shall, if not previously concluded, be brought to a conclusion at 4.45 p.m. and the speeches of the Minister or Minister of State and the main spokespersons of the Fine Gael Party, the Labour Party and the Technical Group, who shall be called on in that order, shall not exceed 15 minutes in each case and the speech of each other Member called upon shall not exceed ten minutes, Members may share time and a Minister or Minister of State shall be called upon to make a speech in reply which will not exceed five minutes and No. 30(d) shall be taken immediately thereafter and will be decided without debate; that the Second Stage of No. 9 shall be taken today and the proceedings thereon shall, if not previously concluded, adjourn at 5.45 p.m. today, the speeches of the Minister or Minister of State and the main spokespersons of the Fine Gael Party, the Labour Party and the Technical Group, who shall be called on in that order, shall not exceed 15 minutes in each case and the speech of each other Member called upon shall not exceed ten minutes, Members may share time and a Minister or Minister of State shall be called upon to make a speech in reply which will not exceed five minutes; that Question Time today shall be taken at 5.45 p.m for 75 minutes and in the event of a Private Notice Question being allowed, it shall be taken after 45 minutes and the order shall not resume thereafter; that the Dáil on its rising today shall adjourn until 2.30 p.m. on Wednesday, 24 January 2007 and, subject to the agreement of No. 22(a), the business to be transacted shall be in accordance with the proposals contained therein.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	21	There are 11 proposals to put to the House.  Is the proposal for the late sitting agreed to?
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	22	I do not agree to the Order of Business or the Adjournment motion.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	23	We have 11 proposals and we will take them seriatim.  We are discussing whether the Deputy is in favour of sitting later this evening, nothing else.  The Deputy will have an opportunity to discuss the other proposals.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	24	We are entitled to comment on some of the very important issues that have arisen.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	25	Not at the moment, although there will be an opportunity to do that.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	26	When will that opportunity arise?
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	27	It will take a week to discuss these.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	28	Currently we are going through the 11 proposals seriatim.  We cannot have a general debate on each of them or we will not do any of the business we are supposed to do today.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	29	I am addressing No. 22(a).
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	30	Does the Tánaiste have a script?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	31	We are dealing with proposal No. 1, the proposal that the Dáil shall sit later than 4.45 p.m. this evening.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	32	I am not satisfied with that proposal or any of the other proposals and I want an opportunity to say why.  Can the Ceann Comhairle tell me when I will get the opportunity and I will wait until then?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	33	When the proposal comes to be discussed.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	34	This is a proposal.
#PadraicMcCormack	unknown-#PadraicMcCormack-party	unknown-#PadraicMcCormack-dob	unknown-#PadraicMcCormack-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	35	Does the Minister have a script?  Could he circulate it?
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	36	There is a proposal here.  The first proposal concerns No. 22(a).
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	37	That requires a proposal for the Dáil to adjourn until Wednesday, 24 January 2007.  I will call the Deputy at the appropriate time.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	38	That is No. 2 but I could make my comments as easily on No. 1 if the Ceann Comhairle will allow it.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	39	I will not permit it because everyone else will want to do the same and we will do no business today.  On the proposal for the late sitting, I call Deputy Rabbitte.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	40	It is amazing that we are sitting as late as is proposed given that the House collapsed on three occasions this term because there was no business.  When will the Ceann Comhairle be willing to take the amendment in the name of my colleague, the Labour Party Whip, Deputy Stagg?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	41	That comes under proposal No. 11, the last proposal.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	42	I will move it at that stage.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	43	After the Order of Business.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	44	Pardon?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	45	After the Order of Business at 22(a).
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	46	At No. 11?
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	47	After No. 11, yes.
#TrevorSargent	unknown-#TrevorSargent-party	unknown-#TrevorSargent-dob	unknown-#TrevorSargent-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	48	On the proposal for the late sitting, it took almost ten minutes for the Tánaiste to go through the headings of what we are dealing with today.  For the Dáil to sit for a shorter period than yesterday and the day before sounds as if the Government wants to push through legislation as opposed to debating it in the House.  The sitting should reflect the amount of business.  It is too short a sitting if we are to deal with this business, it should be at least as long as yesterday and the day before.
#JerryCowleyIND	unknown-#JerryCowleyIND-party	unknown-#JerryCowleyIND-dob	unknown-#JerryCowleyIND-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	49	I have a point of information.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	50	There is no provision for Deputies from parties of fewer than two members.
#JerryCowleyIND	unknown-#JerryCowleyIND-party	unknown-#JerryCowleyIND-dob	unknown-#JerryCowleyIND-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	51	I submitted a matter to be raised under Standing Order 31 at 9.25 a.m.  It was received at 10.10 a.m. and it was ruled that it was too late.  There is no Adjournment debate today and no opportunity to bring up the very important matter of one salmon per angler for the River Moy.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	52	If the Deputy wants to discuss the matter he can come to my office to discuss it.
#JerryCowleyIND	unknown-#JerryCowleyIND-party	unknown-#JerryCowleyIND-dob	unknown-#JerryCowleyIND-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	53	No parliamentary questions will be taken for over a month, this is absolutely ridiculous.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	54	I ask Deputy Cowley to resume his seat while the Chair is speaking.  Is the proposal for dealing with Nos. 22(a), 23, 24, 25, 26, 27, 28, 29, 30, 30(a), 7(a) and 30(b) without debate agreed?
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	55	Fine Gael will not accept the proposal to accept these motions without debate.  The Ceann Comhairle knows that we have witnessed in recent days an alarming escalation in criminal activity on our streets, with murder, drug offences, firearms offences, assault and false imprisonment exploding on the Government's watch.  The Tánaiste and the Government will be judged not by good intentions or activity or by an open chequebook——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	56	We cannot have a general debate on this.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	57	We can.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	58	Attempts to curtail business by taking all these items without debate, including a motion related to drug trafficking, are not acceptable to this party.  I am perfectly entitled to outline my reasons for not accepting this.  When the Government members hear the reasons, perhaps they will change their view and we will have an opportunity for debate.
#MichaelMcDowellPD	unknown-#MichaelMcDowellPD-party	unknown-#MichaelMcDowellPD-dob	unknown-#MichaelMcDowellPD-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	59	If the Deputy tables a Private Notice Question for this afternoon, I will answer it.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	60	We have one tabled.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	61	I welcome that.  I would like to outline why the Ceann Comhairle ought not only to accept that but also to allow us to reject many of the motions it is proposed to take without debate.  The reasons are straightforward.  The Tánaiste and his Government promised there would be zero tolerance on crime, yet murders are up 46%; homicide, 115%; assault, 131%; gun crime, 300%——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	62	The Deputy should make a brief comment.
#PaulKehoeFG	unknown-#PaulKehoeFG-party	unknown-#PaulKehoeFG-dob	unknown-#PaulKehoeFG-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	63	Sack Deputy Healy-Rae.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	64	That was a brief comment.  The Government must be judged on results, which in the context of crime, is the capacity to detect criminals and bring them to book.  Under various crime headings, detection rates have fallen.  Murder detection is down 36% and homicide detection is down 18% while the rates for assault, possession of firearms——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	65	The Deputy cannot go on like this.  He will have an opportunity later.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	66	He can because he is entitled to make his point.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	67	I would probably be finished if I had been given an opportunity.  When Donna Cleary, an innocent woman from my constituency, was killed, the Tánaiste said that represented a watershed and there would be huge changes.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	68	That does not arise on the Order of Business.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	69	Since then, three innocent victims have been gunned down in the crossfire of gangland activity.  The latest victim was Anthony Campbell, a young plumber.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	70	The Deputy cannot have a general debate at this stage.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	71	That is the problem.  The entire country is talking about this.
#MichaelRing	unknown-#MichaelRing-party	unknown-#MichaelRing-dob	unknown-#MichaelRing-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	72	The country is in crisis.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	73	The Chair will create an opportunity if Deputy Bruton wants it.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	74	The Government is proposing, for example, to reintroduce the Criminal Justice (Drug Trafficking) Act 1996 without debate and to renew orders without debate.
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	75	The Deputy has made his point.  He can call a division and let the House decide if it wants to have a debate.
#JohnnyBrady	unknown-#JohnnyBrady-party	unknown-#JohnnyBrady-dob	unknown-#JohnnyBrady-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	76	Call a vote.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	77	I have never been in the House when, on the adjournment of the House, the Leader of the Opposition did not have the opportunity, uninterrupted by the Ceann Comhairle or Government members, to outline his or her argument.  We are perfectly entitled to say why we want the Government——
#RoryOHanlon	unknown-#RoryOHanlon-party	unknown-#RoryOHanlon-dob	unknown-#RoryOHanlon-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	78	The Standing Order applies to everybody and it applies today the same as every other day.  I call Deputy Rabbitte.
#RichardBruton	Fine Gael	19632	unknown-#RichardBruton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	79	The House has a right to debate the effectiveness of policing, prisons and the criminal justice system in the wake of what has happened.  We should have that opportunity.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	80	Hear, hear.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	81	Let us deal with the issue.  There is no need for the Minister for Foreign Affairs to laugh.  He should climb another tree.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	82	The Deputy is only a bluffer.
#JohnnyBrady	unknown-#JohnnyBrady-party	unknown-#JohnnyBrady-dob	unknown-#JohnnyBrady-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	83	He should get a job in a circus.  He is a real clown.
#PaulConnaughton	unknown-#PaulConnaughton-party	unknown-#PaulConnaughton-dob	unknown-#PaulConnaughton-constituency	speech	unkown-language	2006-12-14 00:00:00	Prelude	84	The Tánaiste is not laughing though.
