#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	0	The question relates to the future of the Irish post office network. Is the Minister concerned about the movement to e-payments by the Department of Social Protection? What plans does the Minister have to guarantee the future of the Irish post office network?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	1	There is no Government plan to close post offices. The decline in post office numbers has, in fact, been arrested. Figures in the Grant Thornton report commissioned by the Irish Postmasters Union show that, although there were 197 closures between 2006 and 2010, from the end of 2010 to date there have been 17 closures. Reference was made to the business carried out by An Post for the Department of Social Protection. The new six year contract to handle social welfare payments, which was recently won by An Post, is good news for the post office network. Securing the future feasibility of the post office network in the longer term will not be achieved by restricting individual access to e-payment solutions. Rather, the post office network must continue to modernise, as it is doing, to provide the services that its customers require. An Post has undertaken a programme of capital investment especially in the computerisation of the post office network, including the automation of all post offices. As a result, the post office network stands well positioned to become the front-office provider of choice for Government and the financial services sector for both electronic transactions as well as the more traditional over-the-counter transactions. Naturally, any such developments would have to be subject to public procurement requirements, as appropriate. An Post has made considerable progress towards diversification with its enhanced arrangement with Aviva for the transfer of Aviva Ireland's branch office personal business insurance business book to One Direct.The opportunity to pay local property tax through the post office network has also been secured. It is also important to acknowledge the responsibilities of postmasters themselves to develop new ways of meeting customers’ needs at the post office counter. I look forward to hearing what the Irish Postmasters Union considers its members can achieve at a meeting I am due to hold with the union soon.
 Additional information not given on the floor of the House
 I welcomed the fact that the Government has agreed to my proposal for a whole-of-Government consideration, encompassing central and local government and the wider public service, of the nature and extent of services that can be provided to the public using the post office network as a front office of Government. This whole-of-Government analysis will be undertaken in the first instance by the Cabinet committee on social policy with a view to a report to Government by that committee. This will afford an opportunity for a holistic review of the range of services which could be provided by the post office network and could perhaps yield synergies among the different agencies. The Cabinet committee on social policy is the appropriate vehicle for dealing with the whole-of-Government approach required for the future of the post office network.
#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	2	The importance of the post office network cannot be overstated. The Irish Postmasters Union is very concerned about any threat to post offices, including issues concerning their closure. It is time we examined the post office network, which is a trusted high street brand. Like other public services, including the ESB, there is a public service obligation to maintain the network. We must challenge An Post because for far too long the line has been that the company is a commercial State entity which must conduct its business commercially. If we are serious about maintaining the post office network, both in urban and rural areas, there should be an obligation on An Post to maintain the network. That should be written into the memorandum to An Post, so that it would have to maintain the network like the ESB and other State companies. That would force An Post to find products for its market. Over the years, we have had debates on what services the post office network should provide.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	3	I will come back to the Deputy for the next reply, but I must now call the Minister.
#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	4	It is important to place an obligation on An Post to maintain the network.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	5	I agree with Deputy Moynihan's disposition towards the importance and value of An Post. However, the Irish postal service is a network of commercial enterprises that are subject to EU competition law, so there is no avoiding that. I do not disagree with the sentiments that Deputy Moynihan has expressed but in his question he asks about my plans to guarantee the future of the Irish post office network. Since coming to office, I have taken a number of measures to arrest the decline and rate of closure. I gave the figures earlier but I cannot give a guarantee because public procurement and EU competition law apply. That basic point must be understood because we are not going to have some deus ex machina entering from stage-left that can wave a magic wand and say that EU law applies, but not to the Irish post office network. The Cabinet sub-committee on social policy is examining what can be done on a whole-of-Government basis but that, too, must be responded to by the Irish postmasters themselves in terms of innovative ideas. These include creating new products and services that, consistent with EU law, will enable the post office network to be used as a front-of-office facility for the provision of Government services.
#MichaelMoynihan	unknown-#MichaelMoynihan-party	unknown-#MichaelMoynihan-dob	unknown-#MichaelMoynihan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	6	Can some obligation be put on An Post to maintain the network? The ESB is a case in point - it is a commercial semi-State company but is obliged to maintain networks in every community. Is it not time to be realistic? It is 23 or 24 years since the "Save our post offices" campaign began, yet the post office network has been steadily eroded. When a post office closes, the community closes also. Is there a possibility that under EU and domestic law we can push An Post to maintain the network which will then become the Government office in a community? It is high time we dramatically challenged what is there at the moment, otherwise I fear for the future of many post offices.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	7	The universal service obligation stands. It is Government policy and we have reflected that Government policy at EU level, which is that the universal service obligation should apply and continue to apply. It is no longer possible, as a member state of the European Union, that any Minister or anyone from any side of the House can prescribe that in future the post office in whatever town or village has the exclusive right to be the front office for government services, irrespective. It was necessary to go through a public tender process to hold on to the social welfare contract. Happily, this happened last year. However, these services have to comply with EU procurement law but this compliance allows for many things to be done. I do not know of any other organisation that has almost 1,150 retail outlets scattered throughout the length and breadth of the country. I will welcome any input I receive not only from Deputy Moynihan and his party but from any other colleagues in the House. I will bring any such proposals which are innovative and feasible to the Cabinet sub-committee dealing with this matter.
#MichaelColreavy	unknown-#MichaelColreavy-party	unknown-#MichaelColreavy-dob	unknown-#MichaelColreavy-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	8	I wish to take a couple of seconds to vent my frustration. Because of the rules, protocols and regulations in this place, I was not able to change my priority questions after 11 a.m. on Thursday. The Minister announced in the press a major change with regard to a renewable energy project which has been effectively mothballed. Neither Deputy Moynihan nor I could change our questions and it makes no sense. I hope we will have an opportunity during this week to hear the Minister make a statement and to ask questions on it. A postcode system entails converting map coordinates into machine-readable format and it is not a complicated process. Yet, it is reported that this cost €25.6 million for a contract over ten years and in addition there will be a tender for a contract for technical advice and support. This is extraordinary because I would have thought this cost would have been included in €25.6 million. It is reported that it will cost an additional €5 million to integrate the postcode system with other government software systems. There was also a €40 million turnover requirement for companies tendering for the contract which excluded most, if not all, Irish IT small and medium enterprises from applying. How is this reconciled with the Government's stated aim to support SMEs?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	9	My Department commenced the procurement process for a national postcode system in 2011. An open and competitive procurement process was conducted in accordance with Department of Finance and EU procurement frameworks. A pre- qualification questionnaire was issued on www.etenders.gov.ie
on 17 January 2011. This invited interested parties to tender for the contract as a postcode management licence-holder for a period of ten years, to design, provide, disseminate and maintain a national postcode system. This procurement process followed the negotiated procedure under the relevant EU regulations. I must inform the Deputy that the process is a great deal more complex than he has presented. Given the technical complexity of the project, the Department ran the procurement following a competitive dialogue procedure provided for in the public supply and works Directive. The procurement was managed by my Department assisted by its advisors, PA Consulting. The procurement comprised three specific stages. Stage 1 was a pre-qualification process involving the short-listing of candidates for the next stage on their technical capacity and financial and economic standing and this took place in early 2011. Stage 2 was an invitation to submit initial proposals together with a competitive dialogue and this took place in 2011. Stage 3 was the final tender and took place in June 2013. Three parties qualified following stage 1 of the procurement process.Landmark, a UK company, withdrew from the process at the final tender stage. The Department subsequently received two final bids from consortia led by Capita and An Post, respectively. The two bids were evaluated by an evaluation team comprising senior personnel from my Department and its advisers. That evaluation process was conducted in August 2013 and the bids were analysed and evaluated under a number of award criteria. The evaluation team concluded that Capita's proposal best met the criteria set out in the tender documentation and recommended it as the preferred bidder. I brought that recommendation to Government for approval in October 2013 and signed the contract with Capita on 20 December last year.
#GerryAdams	unknown-#GerryAdams-party	unknown-#GerryAdams-dob	unknown-#GerryAdams-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	94	The Tánaiste will know that the concern is that the Unionist parties, in particular, the Democratic Unionist Party, have put back the issues and the proposals from Dr. Richard Haass and Dr. Megan O'Sullivan until after the local government elections, which means until June, which is the marching season. There needs to be a very particular focus. It is not even that the British Government has been disengaged - I would be the last person to complain about British Government disengagement from Ireland - rather its engagement has been negative instead of being therapeutic or positive. As I have already enunciated and the Tánaiste has acknowledged, it has been in breach of agreements made in international treaties and in other agreements between this Government and the London Government and between people across the island. The Tánaiste referred to the Downey judgment. The issue of on-the-runs, OTRs, is one of several legacy issues common to all conflict resolution processes. It is not solely an Irish issue because it arises wherever efforts are made to move from conflict into peace. The two Governments agreed in the Weston Park Agreement some long time ago that the issue would be resolved. However, it is a very graphic example of an issue that has not been resolved despite entreaties and representations by Sinn Féin over the years. It still arises and is used to negative effect on the process with a resultant stall. Will the Tánaiste agree that there has to be a very basic principle in peace-keeping that when agreements are made and commitments given, they have to be kept and that this must be a primary ongoing tenacious forensic focus of this Government with its counterparts in London, that they have to keep the agreements they made?
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	95	I agree that when agreements are made they have to be kept. I also think it is important that the two Governments continue to work hand in hand and jointly with regard to the Northern Ireland peace process. I have a good working relationship with the Secretary of State. We talk regularly in the institutional format that I have described. There is a very good working relationship at official level. I believe it is very important that the two Governments, who are the joint guarantors of the agreements, should work together and I hope this will continue to be the case. Deputy Adams referred to the issue of the OTRs which has been the subject of public discussion arising from the Downey case. There was an understanding at Weston Park that this would be a follow-on issue from the arrangements made as part of the Good Friday Agreement. To be fair, there was an attempt to legislate for it. The Deputy will be aware of the legislation that former Secretary of State, Peter Hain, brought forward in 2005 to 2006. Agreement was not reached with regard to that legislation, arising from which administrative arrangements were put in place to deal with the issue. I am encouraged by what the Prime Minister, David Cameron, said when he was questioned about this. He said he does not wish to unpick difficult decisions made by the previous British Government as part of the peace process. It is important that there should be no unpicking of difficult decisions made and arrangements put in place. We need to build and to move on. The issue we need to address, in the post-St. Patrick's Day period, is the continuation of the Haass-O'Sullivan talks. It is not satisfactory to the Irish Government that this is an issue that is parked until after the elections in May because, as Deputy Adams observed, if we do so we will be in the marching season. One of the critical issues which is part of that discussion is how to deal with the contentious issue of parades. There is also the issue of the hurt from the legacy of the past for families and survivors which continues to emerge on a very regular basis and which must be addressed. I discussed the situation with the Secretary of State as recently as yesterday. The approach of the Irish Government will be to try to get things back on track as quickly as possible after the St. Patrick's Day period.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	96	I have a number of issues I would like to raise with the Tánaiste but I will concentrate on media reports last week about returns by Apple Sales International which is the Irish subsidiary of Apple based in Cork. While Apple Sales International is an unlimited company in Ireland and is not obliged to make annual returns to the Companies Office, it is obliged to make returns in Australia. According to those returns, in the years 2004 to 2009, Apple was able to cut its tax bill by referring to an income tax at lower rates. In these years, Apple calculated its tax with reference to the Irish rate of 12.5% corporate profit tax. It should have paid $890 million but instead only paid $36 million to the Irish Exchequer. The sum of €36 million is close to the 2% rate which Apple claimed at the US Senate hearings last year was an arrangement with Ireland. In the accounts for the period from 2004 to 2009, Apple does not claim to be using its stateless tax designation; it claims to have availed of income tax at lower rates. Even a very powerful multinational company such as Apple cannot set up its own tax rates. A number of questions arise from last week's revelation in Australia.Was Apple able to avail of a rate lower than 12.5% between 2004 and 2009 and, if so, what rate was applied and who decided on this lower rate? We are all very aware that the loophole which allowed not just Apple but a range of large multinationals effectively to avoid tax will close from January next year. My question relates specifically to the returns made by Apple in Australia for the years 2004 to 2009 and its claim that it availed of a lower rate of tax in Ireland, a claim the Government has repeatedly refuted in the past year.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	97	The issue of effective tax rates has been the subject of a number of public discussions in the past 12 months. It has been acknowledged by the OECD, the European Union and the G20 that international tax planning is an international issue, and the Government is working with these organisations to reach a solution. The recent coverage of multinational profits by Apple was based on historical accounts from 2004 to 2009 which used a stateless company structure. We addressed the issue of stateless companies in budget 2014 and the Government is fully committed to the OECD base erosion and profit shifting, BEPS, project. The OECD is progressing that project, with the support of the G20, to deal with this international issue. There has been an allegation that Apple had some type of special deal with Ireland. We have consistently rejected that allegation. Indeed, Mr. Tim Cook, CEO of Apple, corrected the record in that regard in May last year when he stated at the All Things Digital D10 conference, "We have no special deal with the Irish Government". With regard to the allegation that Apple paid only $36 million of tax on profits of $7.11 billion, it is important to clarify that there are two separate scenarios that are often confused in discussions on the effective rate of corporation tax. The first is the global rate of tax that is paid by multinational companies which operate across a number jurisdictions. This is a blended rate which takes into account the amount of tax charged across all countries in which a company trades, not just in Ireland. The extremely low effective rate figures that were recently quoted in Apple's case and attributed to Ireland are based on a flawed premise. They are estimated by dividing the amount of Irish tax paid by a total profit figure that includes substantial profits made by companies that are not tax resident in Ireland. The figures are running together the profits earned by group companies in Ireland and in other jurisdictions and incorrectly suggesting that Irish tax does or should apply to both. Ireland cannot tax profits that are properly attributable to other jurisdictions. The ability of some multinationals to lower their worldwide rate of tax using international structures reflects the global context in which Ireland and all other countries operate. The best way to address this issue effectively is for countries to work together at international level. The appropriate action is being considered in this regard by the OECD as part of its project on base erosion and profit shifting. Ireland is participating fully in that process. The second issue is the effective rate of tax applying in individual countries. The domestic rate of tax paid in Ireland is within the control of the Irish tax system, and Ireland is responsible for the amount of Irish corporation tax that is charged here. All companies operating in Ireland, both domestic businesses and multinationals, are chargeable to corporation tax at the 12.5% rate on the profits that are generated from their trading activities here. A higher 25% rate applies in respect of investment, rental and other non-trading profits as well as certain petroleum, mining and land-dealing activities. Chargeable capital gains are taxable at the capital gains tax rate of 33%. Some other countries have a higher headline rate of corporation tax, which is supplemented by a high number of tax reliefs that reduce the overall rate of tax paid. By contrast, the approach in Ireland is transparent. We have a competitive headline rate of corporation tax, which is applied to a broad base.
#MichaelHealyRae	unknown-#MichaelHealyRae-party	unknown-#MichaelHealyRae-dob	unknown-#MichaelHealyRae-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	98	Gobbledegook. Fair dues to whoever wrote that response.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	99	Will Deputy Healy-Rae stop interrupting other speakers in the middle of Leaders' Questions?
#MichaelHealyRae	unknown-#MichaelHealyRae-party	unknown-#MichaelHealyRae-dob	unknown-#MichaelHealyRae-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	100	It is the truth.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	101	I do not care whether or not it is the truth. Deputies are not to interrupt.
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	102	I would like to hear Deputy Healy-Rae say that to the Kerry Group.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	103	I have called Deputy Joan Collins. Other Members were given silence when they were speaking; they should afford the same to Deputy Collins.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	104	Whoever wrote the Tánaiste's reply seems to have lost the plot halfway through. The fact of the matter is that Apple Sales International's returns in Australia show that it was able to cut its tax bill by availing of lower rates of tax on income, which was a reference to the 12.5% tax on corporate profits in Ireland. Something does not add up here. The Tánaiste cannot on the one hand say there is no such thing as reduced rates and, on the other hand, that there is, in fact, some way in which companies can get around it. It is quite evident what is happening here - €36 million was paid by Apple to the Irish Exchequer. That money has to have come from somewhere and it did not come from the 12.5% corporation tax. The company is not domiciled in Ireland for tax purposes, so why was that sum paid? The Tánaiste's answer is not good enough and it does not add up. Someone is telling porkies here. The Tánaiste and Apple management should get together and present a proper response to this question.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	105	Apple management should be brought into the finance committee.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	106	Yes, Apple representatives should come before the finance committee.
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	107	People over there should look to their own tax affairs.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	108	A Cheann Comhairle, I have been accused of not having my tax affairs in order.
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	109	I was referring to the tax affairs of the Technical Group.
#JoanCollins	unknown-#JoanCollins-party	unknown-#JoanCollins-dob	unknown-#JoanCollins-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	110	There is nothing wrong with our tax affairs. I refute that remark and the Deputy should not be able to say it across the floor of the Dáil.
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	111	Is all the VAT paid?
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	112	That is an outrageous remark and Deputy O'Donovan should be made to withdraw it.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	113	I ask Deputy O'Donovan to resume his seat.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	114	Will Deputy O'Donovan mind his own business and stop causing problems in the Chamber?
#PatrickODonovan	unknown-#PatrickODonovan-party	unknown-#PatrickODonovan-dob	unknown-#PatrickODonovan-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	115	I am sorry, a Cheann Comhairle.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	116	There are a lot of pretend comedians in the House today.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	117	Will the Ceann Comhairle ask Deputy O'Donovan to withdraw his remark?
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	118	I ask Deputy McGrath to resume his seat.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	119	It is outrageous.
#SeanBarrett	unknown-#SeanBarrett-party	unknown-#SeanBarrett-dob	unknown-#SeanBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	120	Deputy McGrath is constantly interrupting. I have dealt with the issue.
#EamonGilmore	unknown-#EamonGilmore-party	unknown-#EamonGilmore-dob	unknown-#EamonGilmore-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	121	The position on corporation tax is very clear. We have a 12.5% rate of corporation tax. It is statute-based and applies to profits that are earned in Ireland. It is applied consistently. We did have a problem with the issue of the stateless company. The Government recognised that loophole in our tax system and, last October, when we brought in the budget for 2014, we addressed and resolved it by ending the concept of stateless companies. There is an international issue around corporation tax whereby multinational companies which operate across a number of jurisdictions are able to plan their tax affairs in a way that minimises their tax contribution globally. This is an issue that has to be tackled on an international basis. The OECD, of which we are a member, is working on it by way of the base erosion and profit shifting project it undertook some time ago. Ireland is participating in that project, which has the support of the G20 and the European Union. This is a problem that has to be addressed at an international level. I was at the OECD only a few weeks ago, along with the Taoiseach and other Ministers, where we discussed the progress that is being made on this issue. We want to see this issue addressed at a global level, and the appropriate body through which it can be addressed is the OECD. That organisation is making progress and we are working with it to that end.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2014-03-11 00:00:00	Ceisteanna - Questions	122	In other words, the Government will continue protecting the multinationals.
