#BarryCowen	unknown-#BarryCowen-party	unknown-#BarryCowen-dob	unknown-#BarryCowen-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	0	Following the disclosure of the debacle that was the excessive costs associated with the establishment of Irish Water, particularly the €85 million spent on consultants, the Government, including Ministers of both party persuasions, committed last January to openness and transparency. It was indicated that there would be a commitment to engagement with the public in the Commission for Energy Regulation's consultation process on the pricing for the provision of water services for homes. Unfortunately, while the process has begun, the submissions of Irish Water and the Government have yet to be lodged, let alone published. Did the Minister bring to the Cabinet some weeks ago a wide range of proposals dealing with the content of my question, including proposals on the amount of public subvention, the first-fix policy, the low-income subsidy, the level of free allowance and the manner in which Irish Water will bill those who have yet to be furnished with a meter?
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	1	The Government is considering the proposals I have brought to the Cabinet on the funding model for Irish Water, including on the level of Government subvention. Proposals include measures on the affordability of water charges, in particular the provision of a free allowance in accordance with the commitment in the programme for Government. Full details will be announced following the completion of consideration by the Government. The Water Services (No. 2) Act 2013 provides that Irish Water is required to submit its water charges plan to the Commission for Energy Regulation for approval. The free allowance and the level of funding to be provided by the Government for Irish Water will have a strong bearing on the net charges to be met by households. Consequently, decisions on these matters will provide greater visibility on the expected level of charges in advance of the final determination of all aspects of the water charges plan by the Commission for Energy Regulation. The commission will announce its decision on the approved water charges plan in August. As part of the metering programme, my Department is working in conjunction with Irish Water on a proposal regarding customer-side leakage, the implementation arrangements for which will have to be worked out with Irish Water.
#BarryCowen	unknown-#BarryCowen-party	unknown-#BarryCowen-dob	unknown-#BarryCowen-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	2	Considering the delay which has ensued, in spite of commitments given by several members of the Cabinet, an example of which was the comments made by the Tánaiste last week to the effect that this should have happened months ago, will the Commission for Energy Regulation be allowed extra time during which the public might be permitted to make submissions as part of the consultation process? Given the issues of the poor quality of water in many areas, the level of leakage and the fact that the Government and Irish Water on its instruction have yet to publish a complete audit of the system and a road map for reinstatement and rectification works and the status of progress in Dublin, the submissions of the Government and Irish Water are required to be published before people would be in a position to make a submission. They may believe the Government's proposals fail to address the deficiencies in certain parts of the country, the issue of hard water and its effect on white goods and the effect on households and their ability to pay the standing charge and the level of the free allowance. They might not meet with their approval.Considering the Government's delay and procrastination in this area, will the Minister make a commitment to the public, and to this House, that the chief executive officer will be allowed extra time as it did not adhere to the initial commitments on the timetable put in place?
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	3	I agree with Deputy Cowen that a huge level of investment is required throughout the country. Approximately 80 water and wastewater plants are in need of urgent remediation because they are subject to potential European Commission infringement proceedings. Approximately 1 million householders are at risk because water quality is not up to scratch, and there are people on boil water notices. We are establishing a commercial semi-State body to allow us borrow money on the markets to double the amount of investment required and spend €10 billion over the next 12 years making sure that we put matters right. We are trying to make up for the under-investment in the good times. The regulator will have adequate time for public consultation. He has already started the public consultation process regarding the tariff design and structure and when the Government makes the decision shortly on its submission on the free allowance affordability measures, and all the other issues we are required to do under the legislation, that will be put out to public consultation.
#BarryCowen	unknown-#BarryCowen-party	unknown-#BarryCowen-dob	unknown-#BarryCowen-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	4	In the absence of the Minister's own submission, it is very difficult for the public to make a qualified submission, let alone ourselves and many others who have an interest in this issue. Has Irish Water made a submission and, if so, would the Minister instruct it to make that public to afford people an opportunity to ascertain the intentions of Irish Water with regard to these areas? In that way the public would have a better sense of engagement in this process in so far as their objections, concerns or willingness to engage in the process might be recognised more openly and honestly by the Government.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	5	Irish Water is engaged with the Commission for Energy Regulation regarding its submission. Regarding its costs structure, establishment costs and investment requirements in the future, that is part of the process the regulator will have to scrutinise carefully on behalf of the customer. That is going on at the moment. The final piece of the jigsaw to allow the open and transparent system in regard to the charges will happen very shortly. Under the Act the Government will be making the necessary submission to the regulator to give the full picture but the Irish Water dimension of it is in place with the Commission for Energy Regulation, and it is fully engaged in the establishment process.
#BarryCowen	unknown-#BarryCowen-party	unknown-#BarryCowen-dob	unknown-#BarryCowen-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	6	Can its submission be published?
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	7	It has made its submission. It is a matter for the regulator to publish all these matters in due course.
#BarryCowen	unknown-#BarryCowen-party	unknown-#BarryCowen-dob	unknown-#BarryCowen-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	8	Would the Minister agree it should be published?
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	9	It is a commercial semi-State body. The board makes those decisions.
#BrianStanley	unknown-#BrianStanley-party	unknown-#BrianStanley-dob	unknown-#BrianStanley-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	10	I raise this question about wind farms because it is fair to say the Government put the cart before the horse in this matter. We did not have the cost-benefit analysis on the export projects, the new guidelines on planning and the Government's Green Paper on energy policy. I put down this question because of the widespread opposition to large, industrial-scale wind farms in the midlands in counties like Laois, Offaly, Westmeath in particular, and Kildare. I hope the Minister can give me some reassurance that the Government's decision not to oppose the Bill I brought forward in the Dáil some weeks ago, which would not stop the development of wind farms but would regulate them properly, was not simply a cynical ploy to get us by until after the local elections on 23 May.
#JanOSullivan	unknown-#JanOSullivan-party	unknown-#JanOSullivan-dob	unknown-#JanOSullivan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	11	As I indicated during the discussions on the Private Members' Wind Turbine Regulation Bill 2014, the Government did not oppose the Bill on Second Stage on the basis that some of the issues raised in the Bill are already under consideration. However, the Government will need to consider the outcome of the consultation processes on the revision to the 2006 wind energy development guidelines and the renewable energy policy and development framework as this Bill progresses, and it is important that the outcome of these processes is not pre-empted.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	23	The Litter Pollution Acts 1997 to 2009 provide the statutory framework to combat littering and include provisions relating to dog fouling.  Under the Acts, the primary management and enforcement response to littering, including the provision of dog waste bags in public places, is a matter for local authorities. It is a matter for each local authority, including the Deputy's councillor friend, to determine the most appropriate course of action to tackle litter pollution locally, within the legislative framework, including the most appropriate public awareness, enforcement and clean-up actions relating to litter and dog fouling, taking account of its local circumstances and priorities. To support them in delivering this important statutory function, my Department provides a substantial amount of money each year under the anti-litter-anti-graffiti awareness grant scheme to each local authority to support suitable projects, schemes and initiatives tailored to create awareness, educate and combat the issue of litter within their functional areas. Projects eligible for funding under the scheme include the provision of "pooper scooper" materials to assist in the disposal of faeces, when a dog litters while in a public place. Awareness campaigns educating people about the dangers associated with dog fouling and the proper disposal of same are also supported. Sufficient resources are given by the Department to the local authorities to do what the Deputy has asked.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	24	I thank the Minister for his response but the message I am getting in the area is that there are insufficient resources, an issue that is often brushed under the carpet. There are probably very well behaved dogs in Kilkenny and Tullaroan-----
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	25	And cats.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	26	-----and perhaps some of them are very posh dogs, but does the Minister accept that this is a major health issue, particularly for families with young children? I accept that it is up to the dog owners to be responsible. I have seen three types of dog owners. There are the responsible ones, the irresponsible ones and the ones who pretend to be responsible. The responsible owners pick up the litter, the irresponsible owners do not care about their neighbours or young children and the ones who pretend to be responsible pretend that they care and then let their dogs out at night, when everybody is gone to bed, to run around the green and destroy the greens in housing estates. When the young children come out in the morning, the place is littered with dog dirt. It is a very important environmental issue, and I realise the Minister and the Department take it seriously. There is also a serious related health issue. It is important that we examine this issue and act on it by implementing the rules. The Minister must also ensure that resources are provided to Dublin City Council to let people such as the excellent independent Councillor Damian O'Farrell to get on with his job and do his best for his city.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	27	I hope the excellent councillor the Deputy mentions will do his job and prioritise the resources that are already in place in Dublin City Council to do the job the Deputy referred to in his question regarding dog fouling. It is a very important issue and it is a nuisance for people. There is a responsibility on certain individuals. There are already many enforcement measures in the Litter Pollution Acts. Penalties for littering offences, including dog fouling, range from on-the-spot fines of €150 to a maximum fine of €3,000 on summary conviction. Such measures are already in place, but the issue is enforcement and prioritisation. Obviously the councillor in the Deputy's area has not prioritised this matter to the extent he should-----
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	28	He is working very hard.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	29	The money is available to do this. It is given to the local authorities each year. It is a question of ensuring that the councillor's voice is a little louder with his colleagues on Dublin City Council to ensure that this issue is dealt with.
#MichaelKitt	unknown-#MichaelKitt-party	unknown-#MichaelKitt-dob	unknown-#MichaelKitt-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	30	Is Deputy Finian McGrath happy with that?
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	31	It is a dog's life.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	32	There has been great concern about the tender process that will apply for the new social inclusion programme. The concern is that it would allow non-locally based both private and not-for-profit companies to apply for the programme. Perhaps the Minister would reassure us on the process that will be followed.
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	33	My Department’s local and community development programme, LCDP, is the largest social inclusion intervention of its kind in the State. The current programme officially ended at the end of 2013, having operated for four years with funding of €281 million over that period. It is being implemented by the local development companies on a transitional basis for 2014 with a budget of €47 million pending the roll-out of a new social inclusion activation programme in January 2015. All 50 local development companies are contracted by my Department to deliver the LCDP to the end of 2014. As an integral part of the alignment of community development and local government, the management and oversight of the LCDP will transfer to the local community development committees, LCDCs, within each local authority from 1 July this year. The new programme is one of my key priorities and its budget for next year will be decided in the 2015 Estimates process. In accordance with the public spending code, best practice internationally, legal advice and to ensure the optimum delivery of the services to clients, the LCDP successor programme will be subject to a public procurement process. The new LCDCs will procure the programme locally. All proposals received will be assessed in accordance with the assessment criteria notified with the tender documentation, and the contract or contracts will be awarded on the basis of that assessment. Pobal is assisting my Department and the LCDCs in the preparation of the tender documentation and the assessment criteria. I expect that the local development companies with their experience and expertise will be well placed to tender for the delivery of the new programme in their areas.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	34	Will it be a condition that the successful tenderer will be required to have its headquarters in the area in which it will provide the service? There is a major concern that big, professional companies from outside, with headquarters far removed from the communities, would win the tenders. Therefore, will it be one of the assessment criteria that the headquarters of the companies delivering the service must be within the area in which the service will be provided? Second, as part of the assessment criteria, will requirements be set down relating to the structure of the board of the delivery company to ensure that local community and voluntary bodies are represented on the board that will deliver the programme within each area?
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	35	As the Deputy knows, the alignment process between local authorities, my Department and the local community development groups has been ongoing for 18 months. It is not making as much progress as it should, because of the procrastination of certain people who do not want change. The local development companies decided two weeks ago to withdraw from the process. They changed their minds yesterday and now wish to engage again with regard to the type of role the community structures will play in the delivery of these programmes. There will be a partnership between the local authority and the community structures under the LCDC, the committee that will have an oversight and monitoring role in the delivery of these programmes. I expect that community structures within the community area will be delivering and implementing the programmes.
#EamonOCuiv	unknown-#EamonOCuiv-party	unknown-#EamonOCuiv-dob	unknown-#EamonOCuiv-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	36	Expectations can go wrong, as the Minister knows. Will he take steps to ensure, first, that the delivery companies, not the LCDCs, will be required to have their headquarters within the area in which the programme is to be provided? Second, will the boards of the delivery companies be required to be reflective of the community and voluntary organisations within the area in question? Third, does the transfer of undertakings regulation apply in respect of the positions currently held by staff in the local development companies? In other words, if somebody new wins the tender will the staff be covered under the transfer of undertakings regulation?
#PhilipHogan	unknown-#PhilipHogan-party	unknown-#PhilipHogan-dob	unknown-#PhilipHogan-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	37	The whole purpose of delivering these programmes is to reduce the level of administration as well as delivering the programmes. In 2013, the average administrative cost of delivering programmes through the LCDP has been 29%. Of €47 million allocated, some €14 million went in administration which is far too high. The structures of delivery will be assessed by the LCDC arising from the tender. It will depend on who wins the tender but I would expect that the experience of the local development companies already there will be favourites in order to win those particular programmes because of that experience. Experience will be an important criterion laid down by Pobal in the necessary criteria associated with the tender arrangements. The transfer of undertakings does not arise. Recent legal advice given to me indicates there is no question of a transfer of undertakings obligation on behalf of the companies.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2014-05-01 00:00:00	Ceisteanna - Questions	38	How much extra revenue has been spent collecting litter from those who avoid bin charges by dumping their litter at locations around Dublin city? There is an horrific amount of litter in some areas and it is a major issue. Irresponsible people are destroying our environment and communities, as well as damaging small businesses. Does the Minister accept that the privatisation of this bin collection service has been a disaster, leading to increased illegal dumping and littering throughout the city?
