#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	0	The meeting is being held to consider the Immigration, Residence and Protection Bill 2008.  At 1 p.m. we will adjourn the meeting to reconvene on Tuesday, 20 May 2008.  Before commencing, ba mhaith liom comhghairdeas a dhéanamh ar mo shon féin agus ar shon baill an roghchoiste leis an Aire nuaceaptha Dlí agus Cirt, Comhionannais agus Athchóirithe Dlí.  We wish him well in his new appointment and look forward to working with him.  Cuirim fáilte roimhe.  I welcome the Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern, and his officials to this meeting.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	1	Have we already agreed to reconvene on Tuesday, 20 May?
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	2	Yes.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	3	At what time?
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	4	We are adjourning today at 1 p.m. and reconvening at 4 p.m. on Tuesday, 20 May.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	5	From a logistical viewpoint it might be better to postpone it beyond 4 p.m. in that we will be running into the Order of Business.  We could have just begun only to have to leave for the Dáil Chamber.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	6	Coincidentally, 4 p.m. on that date causes me grief for a different reason because I am down at the Four Courts at that time, although I do not think they will detain me.  I am quite prepared to sit the other side of 4 p.m. for as long as the Minister is willing.  I have no problem with that, but 4 p.m. is problematical for me.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	7	Is the Minister available at another time?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	8	I am okay around 4 p.m., but later on in the evening I have a problem.  It depends on how long it will go for.  I am okay until 7 p.m.  What about 5 p.m. to 7 p.m?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	9	I would aim to be back here by 5 p.m. but if I do not make it Deputy O'Shea might stand in for me.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	10	At 4 p.m.?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	11	At 5 p.m.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	12	From 5 p.m.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	13	Yes.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	14	Yes, that is fine.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	15	From 5 p.m. to 7 p.m. then.  Is that agreed?  Agreed.  Maith go leor.
#DinnyMcGinley	unknown-#DinnyMcGinley-party	unknown-#DinnyMcGinley-dob	unknown-#DinnyMcGinley-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	16	We resume our consideration of the Bill on amendment No. 32 in the name of Deputy Rabbitte.  Amendments Nos. 689 and 690 are related, so all three amendments may be discussed together by agreement.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	17	I move amendment No. 32:
In page 14, between lines 12 and 13, to insert the following subsection:"(12) In making any decision under this Act in relation to family reunification, the Minister shall establish transparent procedures and shall deal with any application in a humane and expeditious manner and having due regard to Article 8 of the European Convention on Human Rights.".I start by offering my good wishes to the new Minister for Justice, Equality and Law Reform, Deputy Dermot Ahern.  I have not had the opportunity to congratulate him and wish him well in his portfolio.  After all the arduous travel of his previous one, he will find this something of a cake-walk.  It involves a slight legislative schedule and such matters which no doubt he will enjoy.This amendment concerns the family reunification issue.  On the last occasion the last amendment we dealt with related to the best interests of the child.The Minister will have been briefed that virtually all of the organisations that took time to make submissions to us raised this issue of family reunification and it is a major issue on the minds of most of the organisations for obvious reasons.  There is no statutory provision for family reunification, except for refugees.  It is my advice that is out of line with best practice elsewhere in the member states of the European Union.The issue has been raised from the point of view of, for example, the convention that relates to this issue which, in turn, is based on international experience of the perfectly normal requirement of people who are migrants here to be joined by their families.  We received a number of interesting submissions on it.  One of them which is from the organisation called Comhlámh, the association of former development workers, points to the difficulties raised for them, as Irish citizens, coming back here married to a non-Irish person.  It seems extraordinary that we would put barriers in the way of such people.For example, the Vincentian Refugee Centre draws attention to the same point, the lack of clarity and the fact that it takes on average approximately two years to get a decision, which is difficult to defend.  Its representatives argued in their submission to us that the definition of family in the Bill is entirely too eurocentric in its traditional acceptance of the nuclear family definition, which they argue is unsuited to modern global cultural variations.The Government has not spelt out in the legislation anything to do with migrant rights to family life and my amendment is a modest step in that direction.  I could well have constructed an amendment which for various reasons the Minister might find difficult to accept because the request from the overwhelming number of the organisations has been to give expression to this in the primary legislation.  However, I ask the Minister to agree to a modest step, which is, that he ought to agree to establish transparent procedures to deal with any application in this regard and that he should have due regard in doing so to Article 8 of the European Convention on Human Rights, that is, the article to do with rights to family life.It is an important issue because of the hardship and distress being caused to people other than those who have been given asylum protection in this society.  When touring some countries of the world, we have invited these people here to work in our health services and elsewhere, and then disbarred them from the right to enjoyment of family life.  I hope the Minister will be able to start off on a high note and to recognise the inherent sagacity in what I have just said.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	65	We do not want to be overly prescriptive.  There are clearly defined circumstances relating to Irish citizens returning here with non-Irish spouses.  While we could specify these circumstances in regulations, we need to consider other circumstances on a case by case basis and that is best done under administrative schemes.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	66	On amendment No. 690, will we sign up to the Council Directive 2003/86/EC of 22 September 2003?  To do so would render unnecessary regulations to implement European Union standards on family reunification.  What is the problem with the standards set out by the EU?  The Minister did not explain the reason the EU is out of step with Ireland.  We should set the standard in this area.I revert to the Minister's comment on section 50, which deals with dependent family members.  While the section cites a number of dependants who may be entitled to residency permission in the circumstances outlined in the section, these dependants are not mentioned in regard to two further subsections.  Will the Minister consider incorporating the definition of "dependent member of the family" used in section 50(4)(2) into sections 36 and 37.  Such a change would extend the number of dependants who would be entitled to reunification upon a grant of long-term residency.  The current provision limits dependants who may be entitled to reunification as a spouse, children under 18 years and, in the event that the person making the application is aged under 18 years, his or her parents.  Section 50(4)(2), however, defines a dependent member of the family as "any grandparent, parent, brother, sister, child, grandchild, ward or guardian of the applicant who is dependent on the applicant or is suffering from a mental or physicalincapacity to such extent that it is not reasonable to expect him or her to maintain himself or herself fully."Some of those who will qualify for residency permission will have been working here to earn money to care for an elderly relative or incapacitated sibling living elsewhere.  After a number of years, such persons may wish to be closer to their relatives in order that they can avail of better care services towards which they have paid taxes.  Alternatively, the standard of care available here may be better than in the home country.  Circumstances other than those laid down in the section will arise.  The legislation should address these types of issues and should be as open as possible, while also being as strict as necessary.No one has a problem with the introduction of stringent procedures and laws which punish those who will abuse the immigration system.  At the same time, the process should be as family friendly as possible for those who have come here as a result of us going out of our way to invite them to assist the economy and society.  When they arrive here and discover the nature of some of the restrictions in place it is like a kick in the teeth for them.  The committee has heard witnesses outline the reasons they would leave for other, more open jurisdictions, including other European Union member states which have adopted the directive on family reunification.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	67	The Minister's reply will conclude the debate on this amendment.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	68	I ask the Minister to clarify a point.  Having indicated he would introduce a scheme for the spouses of Irish citizens, he later stated he would introduce a regulation.  Has he conceded at least on that point?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	69	I have given an undertaking to introduce regulations in respect of the non-national spouses of Irish citizens.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	70	The Minister will introduce a regulation for that specific category of persons.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	71	Yes.  Obviously, we would have to deal with cases in the interim.  The experience in the Department has been that if we consider cases to be legitimate we would allow matters to proceed.I listened to the comments about development workers.  I have not yet come across such a case but I tried to find out if large numbers of persons were affected.  I believe a reasonable position is taken in the majority of cases.  If the Deputies have any particular cases in mind involving development workers returning to Ireland with a non-national spouse, the Department will consider them.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	72	Before we move off the point, how long will the scheme be in place before the regulations are introduced?  What timescale is envisaged for the processing of applications of this nature, which currently take two years to deal with?
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	73	I do not propose to give a commitment on timescales.  Clearly everyone would like decisions on such cases to be taken as quickly as possible in order that people are not left in limbo for long.  While Deputy Rabbitte's amendment appears reasonable, the Department does not wish to tie its hands and wants to maintain some flexibility regarding these cases.  Whether dealing with bogus marriages or other issues, there are people who are trying to use some lacuna in our current immigration laws to circumvent immigration policy. On Deputy Ó Snodaigh's comments on the directive, we must be very conscious of the common travel area with the United Kingdom, whether in the area of immigration, criminal law or other areas.  We must keep a close eye on the British Government's position on the directive.  I undertake to re-examine the directive once the legislation has been passed.  However, I add the rider that we must take into account the position the British adopt on the directive.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	74	How stands the amendment?
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	75	Many points remain to be made about this issue but I accept it is taking up the committee's time.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	76	It has taken up an hour and a half.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	77	It is a lifetime for some of the people affected by it and it is a major section of the Bill.  I will press the amendment.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	78	I move amendment No. 33:
In page 14, between lines 12 and 13, to insert the following subsection:"(12) The Minister shall have due regard to the need to afford every separated child, as a child temporarily or permanently deprived of his or her family environment, such special protection and assistance as is appropriate.".
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	79	Amendments Nos. 34, 305, 626 and 695 are related and are to be discussed together.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	80	I move amendment No. 34:
In page 14, between lines 12 and 13, to insert the following subsection:"(12) Nothing in this section or elsewhere in this Act shall prejudice the application of section 53.”.This amendment concerns refoulement.  I ask that the protection be included in the provisions in the legislation.  The amendment is self-explanatory and I hope the Minister will accept it.
#FinianMcGrath	unknown-#FinianMcGrath-party	unknown-#FinianMcGrath-dob	unknown-#FinianMcGrath-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	81	The amendment is very important because it clarifies that nothing in section 4 shall prejudice the application of section 53, which establishes the rule that a foreign national shall not be sent to a territory if doing so would put him in certain kinds of dangers.  This is important because we must respect the human rights of those concerned.  I ask the Minister to consider the amendment.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	82	As other Deputies said, the amendment is to ensure that the prohibition against refoulement — the returning of a foreign national to a territory where he or she would be at risk of serious harm — would apply in the treatment of foreign nationals deemed to be in this State illegally.  This is absolutely required under international human rights law and the Government must abide by the rule.  It is essential that it be spelled out clearly in the Bill.  There is no doubt about it in people’s minds.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	83	I support the amendment along the lines we discussed previously.  I put to the Minister the same confusion in my head that I put to his predecessor regarding the concept of refoulement, which I have never really understood.  If there is a prohibition of refoulement, surely the person involved would have been entitled to protection in the first place.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	84	I am aware that several bodies, including the Irish Human Rights Commission, have expressed the view that the rule of refoulement should be referenced at a number of points in the Bill.  This desire seems to be based on a concern that unless it is done at every place where the question of removal is mentioned in the Bill, there might then be implied at those places an exception to the rule.Section 53(1) states, "A foreign national being removed from the State under this Act shall not be sent to a territory if doing so would be a  refoulement.”  As a matter of plain English, this statement applies to every provision in the Bill where the question of removal arises.  It says so once for the entire statute and does so with good language.  I have no argument against the motivation of those who wish to ensure, using the provisions of this Bill, that a person cannot be sent to a place of persecution or serious harm.  That is the motivation of the Government in putting forward this Bill in the first place.  We are currently in accord with those who hold that view.  As a matter of language, if what needs to be said in the Bill is said in one place using words that clearly apply to every potential action under the Bill, it does not need to be said anywhere else in the Bill.  If the statement were to be made in one additional place in the Bill dealing with removal, but through some oversight was not so said in another, there could be scope for lawyers to argue the difference in language has an intended difference in meaning.I am confident that, in accordance with the canons of statutory interpretation, in addition to the requirements of plain English, section 53, by stating once what needs to be said in language that applies throughout the Bill, leaves no ambiguity regarding my aim as promoter of the Bill and that of those who commented on the way in which it had been achieved.  Section 53 speaks for itself and its provisions do not need to be repeated elsewhere.Amendment No. 305 would delete subsection 53(2).  That subsection is a necessary saver for the operation of the extradition Acts and European Arrest Warrant 2003.  The operation of these Acts is subject to international agreements and court oversight.  I am satisfied there are sufficient safeguards within these processes to ensure a person will not be extradited or subject to removal on foot of a European arrest warrant where doing so would amount to a refoulement.  I cannot accept Deputy Rabbitte’s amendment in that respect.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	85	Amendment No. 34 provides belts and braces.  I like the wording and am pressing the amendment.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	86	Will the Acting Chairman explain the situation regarding this division?  I have not previously been at a committee where the Acting Chairman performs the role of convenor as well.  I note the Acting Chairman also caused Deputy Finian McGrath, whose amendment this is, to be dismissed from the room.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	87	I did not cause Deputy Finian McGrath to be dismissed.  He left himself.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	88	Let the record show Deputy Finian McGrath left the room himself.  Over the past five days, he has demonstrated extraordinary energy and parliamentary skill in drafting amendments.  However, when he is required to support them, he either absents himself or votes against it.  It is unusual practice.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	89	These issues can be discussed after the division.  We should have the division first and then discuss the matter after it.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	90	On the order of the division, I am reluctant to become involved in this because I was not present for the earlier part of the debate.  However, I am shocked by what I have seen occur.  I have seen Deputy Thomas Byrne, as Acting Chairman, enter into secret words with members of the Government side, presumably to hatch the figures and ensure everyone is on notice.  Deputy Finian McGrath who is a member of the committee, and on whose amendment we are now voting, is not present.  Will the Acting Chairman explain this?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	91	The division is going to happen now.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	92	The position of the Acting Chairman has been compromised.  The Deputy cannot act as convenor and Chair at the same time.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	93	The division will take place now and I call on the clerk to the committee to conduct it.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	94	On a point of order, before we proceed.  This is our fifth day on Committee Stage and there have been no divisions until today.  The duplicity that has occurred requires a high level of tolerance on the part of members.  The Acting Chairman may not be familiar with parliamentary practice in committee——
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	95	I will not take instructions from the Deputy on this.  I have appointed Deputy O'Brien as convenor for this meeting.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	96	I am not giving the Acting Chairman instructions and he might listen to what I have to say before he comments.  The committee's way of doing business is designated by Standing Orders.  However, we have an unusual situation where a Minister of State has been permitted to vote by proxy.  It might be the case Standing Orders do not provide for that.  We cannot have an Acting Chairman acting as Whip for the Government side.  I would appreciate now, rather than having a tetchy response, if the Acting Chairman would apologise to the committee and undertake he will not do it in future.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	97	If it appeared like that, I apologise.  However, I have asked Deputy O'Brien to act as Whip for the remainder of the meeting.  I hope that addresses the matter to Deputy Rabbitte's satisfaction.
#DenisNaughten	unknown-#DenisNaughten-party	unknown-#DenisNaughten-dob	unknown-#DenisNaughten-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	98	It was not the appearance, it was the factual situation.  I believe the Acting Chairman needs to apologise unreservedly to the committee.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	99	I have said what I have said.  This issue was not raised at the last division and we shall move on.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	100	I do not want to open up the situation but the reality is that the Acting Chairman stepped in at short notice for Deputy Dinny McGinley who had a particular issue to deal with and asked the permission of the committee in this regard.  It is somewhat unfair to Deputy Byrne.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	101	It is decidedly unhelpful for a Minister to——-
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	102	I am filling in for Deputy McGinley.
#CharlesFlanagan	unknown-#CharlesFlanagan-party	unknown-#CharlesFlanagan-dob	unknown-#CharlesFlanagan-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	103	——to interject at a parliamentary committee.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	104	Is the Deputy trying to deny me the right to speak at a committee?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	105	That matter is concluded and we shall proceed.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	106	Amendment No. 35 is out of order as it involves a potential charge on the Revenue, and amendment No. 36 has the same status.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	107	Will the Acting Chairman just explain that for the record, as regards amendment No. 35 in the name of Deputy Finian McGrath?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	108	I am advised by the clerk to the committee that there is a potential charge on the Revenue from this amendment, and therefore it is ruled out of order.  I can offer the Deputy no further assistance on that.  As regards amendment No. 36——
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	109	Why is deleting ", the Health Service Executive" a charge on the Revenue?  Is it not a saving?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	110	Deputy Finian McGrath is not present, anyway, so if there was a letter——
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	111	He has asked me and I have the codicil in my pocket to move these amendments for him, which I have been doing for the past four days.
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	112	The explanation as regards amendment No. 35 is to the effect that it would allow foreign nationals referred to in the amendment, access to HSE benefits.  The amendment has therefore been disallowed as involving a potential charge on the Revenue.  Amendment No. 36 has a similar effect to amendment No. 35, except as it relates to other bodies funded by central government.  This amendment has been disallowed as involving a potential charge on the Revenue.  Deputy Finian McGrath was informed of this by letter on 29 April.  That is the decision of the Chair and it is final.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	113	Acting Chairman——
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	114	That decision is final and we are moving on to amendment No. 37 in the name of the Minister.
#PatRabbitte	unknown-#PatRabbitte-party	unknown-#PatRabbitte-dob	unknown-#PatRabbitte-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	115	If the Acting Chairman is not careful he will be at committee by himself.  I want to raise a question on this. Deputy Finian McGrath's amendment seeks to delete ",the Health Service Executive", not to confer benefits of the health service on migrants.  He is deleting it, and all I ask is how that is a cost on the Exchequer — because under Deputy Finian McGrath's amendment they will not be entitled to these services?
#ThomasByrne	unknown-#ThomasByrne-party	unknown-#ThomasByrne-dob	unknown-#ThomasByrne-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	116	I have given the explanation that has been given to me as Acting Chairman and I am not going to repeat that.  I ask the Deputy to accept that.  We note, as well, that Deputy Finian McGrath is not present to move these amendments.
#DermotAhern	unknown-#DermotAhern-party	unknown-#DermotAhern-dob	unknown-#DermotAhern-constituency	speech	unkown-language	2008-05-15 00:00:00	Prelude	117	I move amendment No. 37:
In page 15, subsection (2), to delete lines 5 to 13 and substitute the following:"(2) Subsection (1)(a) does not apply in relation to the provision of--(a) essential medical treatment where the foreign national does not have sufficient resources to pay for that treatment,(b) medical or other services necessary for the protection of public health,(c) access to primary or secondary education to a foreign national who is under the age of 18 years,”.Section 6 provides that a foreign national, unlawfully present in the State, will not be entitled to enter into employment, engage in any other economic activity or, as a general rule, avail of any State-funded benefits or services.  The section as it stands spells out a number of exceptions to this general rule as regards certain essential services, including medical services and other emergency provisions that may be prescribed by the Minister.  The provision also safeguards access to legal aid for criminal proceedings and also in any proceedings relating to removal from the State.A central starting point of this provision is that foreign nationals present in the State illegally should receive no encouragement from the State to remain here unlawfully.  The remedy for hardships caused by illegal presence will be for the person to remove himself or herself from the jurisdiction, as the Bill obliges such foreign nationals so to do.  To better understand this provision, it is important to remember that a foreign national will usually unlawfully be present in the State by his or her own conscious act — either by entering in such a way as to avoid the immigration process and thus never putting himself or herself in the way of obtaining an entry or residence permission, or having been given a permission, remaining in the State after it expires or is revoked, following a fair procedure.  The obligation to leave will be the responsibility for each person who is unlawfully present in the State.  In default of the person taking that responsibility and observing the obligation, the State is prepared to intervene to ensure that the requirement to leave is observed, even if not willingly.  It is important, then, in that context, to ensure that the State does not take unnecessary acts that encourage any course of action on the part of the person concerned, other than departure.  That is what the provision seeks to achieve.Clearly, having an absolute ban on State services, with no exceptions, would have the dubious advantage of absoluteness, thus relieving the suppliers of public services of the need to make decisions as to their delivery to unlawfully present foreign nationals.  However, such a provision would be too simplistic and unfair.  It would operate, at worst to do an injustice, at best with unworkable consequences.  It could not be the case, to choose an extreme instance, that the provision should work to make unlawfully present foreign nationals ineligible to avail themselves of public street lighting, for instance.I acknowledge that the provision as it stands, is not yet fully correct.  I will examine the provision in light of the comments made since the Bill's publication.  I hope to bring forward proposals to amend the section on Report Stage.  I am happy to take Deputies' proposed amendments into consideration when developing my proposals.
