#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	0	I have notice from Senator Dooley that, on the motion for the Adjournment of the House today, he proposes to raise the following matter:The need for the Minister for the Environment, Heritage and Local Government to examine the feasibility study for the construction of a river crossing at Killaloe, County Clare, and the associated bypass of Killaloe.I have also received notice from Senator Browne of the following matter:The need for the Minister for the Environment, Heritage and Local Government to indicate the number of one-bed dwellings built by local authorities over the past ten years; and whether the Minister will indicate current Government policy on same.I have also received notice from Senator Feighan of the following matter:The need for the Minister for Education and Science to clarify when it is envisaged that the site for the proposed new community college in Ballinamore, County Leitrim, will be purchased; and the progress made on the project to date.I regard the matters raised by the Senators as suitable for discussion on the Adjournment, and they will be taken at the conclusion of business.
#LabhrasOMurchu	unknown-#LabhrasOMurchu-party	unknown-#LabhrasOMurchu-dob	unknown-#LabhrasOMurchu-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	12	I read a very disturbing report today, which should be a source of great concern to all reasonable people. I refer to the case of the young pregnant woman in Limerick who was arrested and put in prison because she owed a few hundred euro as a result of a road tax court case. I am told that within the prison she was highly traumatised, was acting uncontrollably and was within days of giving birth. She was taken to hospital where she gave birth and then disappeared from the hospital. In this case common sense and compassion should have been used. I could not imagine this happening in the most repressive regimes in the world.We need to ascertain how a young woman could be placed in prison for not having paid €200 in road tax. People who are in debt to the State for millions of euro are walking the streets and constantly thumb their noses at the courts, yet this woman with no one to defend her was placed in that position. It is unacceptable because, as legislators, in some way this eventually impacts on us as well. It is not a matter of suggesting that people should not be held accountable. However, for heaven's sake, surely common sense and compassion should have been employed in this case.
#PaulCoghlan	unknown-#PaulCoghlan-party	unknown-#PaulCoghlan-dob	unknown-#PaulCoghlan-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	13	I fully support what Senator Finucane said about coastal and estuary communities. They are under severe pressure with a complete change of lifestyle forced upon them. I support what he said in echoing the thoughts of the Minister of State, Deputy Gallagher. It appears the compensation package is not nearly sufficient. I appeal to the Government to reconsider the matter.Members may be aware of a very costly deer fencing programme. I am talking about the premier national park of course.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	14	Of course.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	15	Is it around the cottage?
#PaulCoghlan	unknown-#PaulCoghlan-party	unknown-#PaulCoghlan-dob	unknown-#PaulCoghlan-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	16	It is close to there as well. It is for the laudable purpose of regenerating the ancient oak and yew woodlands. The Acting Leader may be aware of questions being raised about the EU habitats directive and our UNESCO biosphere reserve designation. I would hope, as would everybody, that there would be no conflict inherent therein. Perhaps a Minister or Minister of State could come to the House for a debate on the matter.I will briefly touch on what Senator Norris said about the Competition Authority and other matters in the past, so to speak. A television entertainer has commented thereon. It would seem that we have not achieved everything that was held out and promised in the interests of the consumer. It might be a useful matter for debate. That television entertainer seems to be getting mixed up between competition and competitors. Perhaps a case could be argued that he should stick to the knitting.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	17	In a few weeks we will debate the budget. I am sure it will come as a great comfort to everyone to know that on the basis of a benchmarking of the 12 eurozone Finance Ministers in yesterday's Financial Times, the Minister for Finance, Deputy Cowen, was adjudged the most effective. He has been able to generate additional resources for worthwhile social purposes, which include those mentioned by Senator Finucane.Many of us will have observed with interest the visit of the Northern parties to the British Chancellor of the Exchequer, Gordon Brown, yesterday, which emphasises the best economic future will lie with having a devolved Government and institutions restored. We will not be surprised, however, that a corporation tax rate like ours is only likely to be possible if it is lowered in the United Kingdom as a whole. It raises more fundamental questions as to whether, in terms of first-class economic opportunity, all the people of Northern Ireland would not be better served by a closer relationship with this part of the country.
#MaryMWhite	unknown-#MaryMWhite-party	unknown-#MaryMWhite-dob	unknown-#MaryMWhite-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	18	Hear, hear.
#FergalQuinn	unknown-#FergalQuinn-party	unknown-#FergalQuinn-dob	unknown-#FergalQuinn-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	19	May I comment on Senator Mansergh's reference to corporation tax?  I agree it is a real reminder of the benefits we have enjoyed in this part of the country and of the disadvantage the Northern part of the country has experienced by being connected to the United Kingdom. Whether devolved government would give them some ability to break that link in the future is interesting from that point of view.I ask that we consider having a debate on privacy. I am not talking about media intrusion because legislation will be forthcoming on that issue, but a conference is taking place in Britain today which has just published some papers the contents of which are frightening. They state that Britain is the most snooped upon nation in the world. I do not know whether that is true but they believe it is true. They talk about the number of closed circuit television cameras that intrude on people's lives, the DNA database of almost 3.6 million citizens in Britain that is available, understandably, to police and others in an anti-terror campaign, and the fact that we can detect where each of us have been because of the phones we carry on our person, even if we never made a phone call. When I inquired recently about somebody in the United States, I was interested to discover that one can find out what every citizen in the United States who pays tax earned last year. I am referring to these trends because there is another piece of information available to us, namely, patients' medical records which are available under certain circumstances to certain individuals.We are in danger of a Big Brother attitude taking over in western civilisation. There may be great benefits to be derived from having information about the way we run our lives available to others, but it is something we should consider debating. The Data Protection Commissioner publishes a report every year. This House has not debated it. That would be a worthy debate to determine whether this is the direction in which we want to go.
#CamillusGlynn	unknown-#CamillusGlynn-party	unknown-#CamillusGlynn-dob	unknown-#CamillusGlynn-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	20	I want to raise two matters. Will the Acting Leader arrange for the Tánaiste and Minister for Justice, Equality and Law Reform to come to the House for a debate on vandalism?  The recent feast of Hallowe'en is a time when a considerable amount of wanton vandalism takes place but an act that is perpetrated throughout the year is the vandalising of telephone kiosks. As a result, Eircom removes the kiosks but the victors are the vandals in that case, with the public being the losers. I ask that a special fund be made available to provide surveillance to ensure the perpetrators of these acts are caught and punished.Will the Acting Leader convey my concerns and those of this House to the Minister for Health and Children arising from changes in the medical examination for the appointment of certain consultants?  I understand there are certain difficulties in that regard arising from the Devlin report that was issued last year. Those difficulties are causing delays and other problems and I ask the Acting Leader to convey our concerns to the Minister because these difficulties are causing unjust and undue delays.
#SheilaTerry	unknown-#SheilaTerry-party	unknown-#SheilaTerry-dob	unknown-#SheilaTerry-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	21	On a number of occasions in this term I called for a debate on domestic violence. I do so again now, especially in light of the launch yesterday of the statistics by Women's Aid, and to support what the Deputy Leader of the Opposition, Senator Finucane, said in highlighting the lack of funding available to Women's Aid in particular and to other organisations which deal with women in great difficulties. I recognise that a number of men suffer from domestic violence also, about which we are being constantly told.Such a debate is timely and in light of the forthcoming budget, I ask the Minister for Finance to look sympathetically on the organisations which deal with women and men experiencing domestic violence and that these organisations be funded sufficiently to deal with the problems. It is not good enough that an organisation like Women's Aid cannot deal with all the calls it receives in its office. We should take this issue seriously knowing, as we do, that many people are in difficult situations and need their problems addressed. I hope we would have such a debate shortly.
#DonLydon	unknown-#DonLydon-party	unknown-#DonLydon-dob	unknown-#DonLydon-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	22	I support Senator Glynn's call for the Minister for Justice, Equality and Law Reform to come into the House to discuss the question of vandalism. I also want to put to the Minister the question of the sale of fireworks, which I believe cannot be sold legally here, yet travelling from Monaghan yesterday morning I saw huge containers full of fireworks. They are also being sold in shops and from vans on the side of the road. Are these fireworks illegal or are they not?  Why do the police not arrest the people selling them?  We might ask the Minister about that if he comes into the House for a debate.
#FeargalBrowne	unknown-#FeargalBrowne-party	unknown-#FeargalBrowne-dob	unknown-#FeargalBrowne-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	23	Will the Acting Leader find out whether more amendments will follow today's Committee Stage debate on the Child Care (Amendment) Bill arising from the Ferns Report?  The Minister's speech last week was somewhat ambiguous. I hope we will take all the amendments today and that amendments will not be introduced in the Dáil which this House will rubber-stamp subsequently. Will the Acting Leader inquire whether further amendments will follow from the Ferns Report and, if that is the case, explain the reason they will not be dealt with today?
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	24	The debate later today is the time to inquire about that.
#FeargalBrowne	unknown-#FeargalBrowne-party	unknown-#FeargalBrowne-dob	unknown-#FeargalBrowne-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	25	It is important to know in advance of the debate.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	26	The Senator would have to get information in advance of a debate but I am just making the point.
#FeargalBrowne	unknown-#FeargalBrowne-party	unknown-#FeargalBrowne-dob	unknown-#FeargalBrowne-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	27	The Minister did not refer to it last week in his speech on the Ferns Report. I understand there are no Government amendments and I am asking if amendments will be made in the Dáil, provided the Bill is passed by the Seanad, which this House will have torubber-stamp.
#PaulCoghlan	unknown-#PaulCoghlan-party	unknown-#PaulCoghlan-dob	unknown-#PaulCoghlan-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	28	Forewarned is forearmed.
#FeargalBrowne	unknown-#FeargalBrowne-party	unknown-#FeargalBrowne-dob	unknown-#FeargalBrowne-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	29	That is not the way to do business. This is the way it should be done from day one.I understand TDs and Senators are due to get a pay increase today. I certainly do not——
#GeraldineFeeney	unknown-#GeraldineFeeney-party	unknown-#GeraldineFeeney-dob	unknown-#GeraldineFeeney-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	30	The Senator does not want it.
#FeargalBrowne	unknown-#FeargalBrowne-party	unknown-#FeargalBrowne-dob	unknown-#FeargalBrowne-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	31	—— oppose it but it is worrying to read in today's newspaper that the Taoiseach said yesterday there is a problem with a shortage of staff in the Bills Office, which is causing a delay in legislation coming forward. I ask the Acting Leader to investigate that matter. I have no difficulty explaining our expenses and our salaries but we should push as much legislation as possible through both Houses. It would be regrettable that because of a shortage of suitably trained staff legislation is not coming forward as quickly as should be the case.I asked the Leader yesterday about compensation for beet growers but she did not reply to my point. It is disgraceful that beet growers who, through no fault of their own, saw their industry wiped out overnight, like the drift net fishermen, still have not received any compensation and may be liable to tax on any compensation they receive. I understand that in the case of drift net fishermen, their payments could be made over a three-year period to lessen the tax burden. It is important therefore that we ask the Minister for Finance to come into the House to explain the steps, if any, he can take to assist beet growers who are now without work in the beet growing area, have not been compensated and are caught in the middle of a court battle between Greencore and the State. That is not fair.I have a motion about MRSA on today's Order Paper. Yesterday, the Minister admitted there were 285 known cases so far in the first six months of this year, which is disgraceful. While she correctly points out that the overuse of antibiotics is a cause, that is not the only reason. Unfortunately, many of the State's health facilities are failing in their duty of care in ensuring that when patients arrive with an injury, they are not discharged with an injury unrelated to the one for which they were admitted. That is not acceptable in 2006.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	32	I want to raise an issue that was raised previously by Senator Hayes and other Senators and on which it is important we have a debate. The draft register of electors has been prepared by the various local authorities. In the South Dublin County Council area and elsewhere across the country, the system for preparing it has changed. A form was dropped in the letter-boxes of people who were not at home when the officials checking the register called around. If the recipients did not return this form to their respective county councils, they were deleted from the register. I anticipate that thousands of people will have been deleted from the register by the time of next year's general election, despite their having been on the register in previous years, during which they did not have to return a form to the county council.This will become a major problem and we must address it. It is not satisfactory. The county councils will have information days to try to get people to check the register for their names and to have their names added if they have been deleted. This will not be enough. The officials will have to call to houses again and put people back on the register so they can exercise their democratic right to vote. We should have a debate on this urgently and have the Minister for the Environment, Heritage and Local Government in the House to tell us how he will deal with the problem. It will be a much greater problem than that outlined in the survey carried out by the Young Fianna Fáil group last year. We must act quickly.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	33	We need an urgent debate on the follow-up to yesterday's announcement on drift net fishing for salmon. The process has been handled in a simplistic way, pitting drift net men against anglers. This has done an unbelievable amount of damage to the whole fishing industry. I refer to an entire coastal community that has been completely alienated as a result of the decision. It was in no way consulted on it.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	34	It has been going on for years.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	35	The decision was made before most of the fishermen from Donegal and Cork were able to set foot in Dublin yesterday to protest. It was made by Cabinet and not before the Joint Committee on Communications, Marine and Natural Resources. This is not indicative of consultation.If an adequate compensation package had been put on the table, a voluntary buy-out would have worked. I discovered this on speaking to the fishermen, including drift net fishermen.We have alienated an entire coastal community that is otherwise alienated as a result of a decline in the industry, pelagic boats being tied up in Killybegs, crabmen in Downings having to go to Holland to fish——
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	36	As a result of overfishing.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	37	It was as a result of overfishing in the past but not everybody should be tarred with the same brush. We are talking about livelihoods, tradition——
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	38	They cannot exist if there are no fish left.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	39	We are talking about a way of life.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	40	Order, please.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	41	I respect the views of Senators Norris and Dardis but the debate should be ongoing. The angler knows well that——
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	42	We will not debate it now.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	43	——it is a case of pollution in the rivers arising from raw sewage. There is an unsupervised cull of seals.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	44	Senator, please.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	45	The angler knows that this debate must continue and that we cannot just starve an entire coastal community for the sake of a popular decision.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	46	The Senator should resume his seat. He has made his point adequately.
#NoelCoonan	unknown-#NoelCoonan-party	unknown-#NoelCoonan-dob	unknown-#NoelCoonan-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	47	It is appropriate that the Deputy Leader is present because I read in The Irish Times yesterday a comment by the Minister for Health and Children, Deputy Harney, to the effect that it would be a betrayal of patients to give them inferior service for the sake of keeping local hospitals open. This is an alarming statement for any Minister responsible for health to make. Is she saying she will close local hospitals or that the service offered by them is inferior?  Will the Deputy Leader arrange for the Minister to debate the health services in the House, particularly in respect of local county hospitals such as the one in Nenagh?  This hospital provides an excellent service to the rural community.Could we also have a debate on the number of people waiting to receive health services?  We read that in Cork alone, more than 10,000 people who are sick and in pain are waiting for appointments with consultants, yet we are told waiting lists have decreased or have practically been eliminated. Of course they have because we are not talking about the queue to queue.The Deputy Leader should be concerned about the spin put on the health services by the Health Service Executive, which comes from none other than his Fianna Fáil colleague, who was employed by the Government. It is clear there is collusion with the HSE to massage the figures, such that we are not receiving the full truth. I call for a debate on this serious issue and it is up to the Minister to clarify the position. She cannot have it both ways.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	48	Senators Finucane, Norris and Terry raised the issue of women's aid and the related issue of domestic violence. I am not au fait with the figures that have been circulated but I have no reason to believe they are incorrect. I accept the proposition made that emotional violence is a very significant factor and that it affects both men and women.It is important that all the agencies concerned be funded adequately. The Government definitely attempts to do so. The agencies are obliged to ensure the moneys they receive are spent properly and wisely. I will undertake to take up the matter with the HSE and the Minister for Health and Children. This was the specific request made by Senator Finucane.Senators Finucane, Norris, Coghlan and McHugh referred to the decision made by the Government with regard to the cessation of drift netting at sea for mixed stocks of salmon. I have advocated this and I welcome the decision. I concur with the remarks made about the Minister for Communications, Marine and Natural Resources because he showed great resolve in making progress in the way he did. The so-called three wise men, Professor Collins, Mr. White and Mr. Malone, did a very good job which the State should acknowledge. They have done the State a significant service.Of course there is pain. There had to be because we were approaching circumstances in which there would be no salmon for anybody in five years, be they drift net fishermen, anglers or others.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	49	Hear, hear.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	50	One could not contemplate losing a species that has been so central to Irish life, culture and mythology. I recommend that Members read the report of the group because it is balanced and fair. It is important to state there is pain across the board. There is significant pain for drift net fishermen and also for anglers and others. This has been pointed out in the report. It states there should be single stock management in rivers, which will involve the closure of several rivers to everybody who harvests the fish. It is therefore not just a matter for coastal communities.Of course we are fully conscious of the impact on coastal communities and of the nature of such communities. However, we must also think about guides on rivers, who will be out of jobs and who will receive no compensation. Most of them are self-employed and not by the landowners or fishery owners. Let us be fair and acknowledge that the ban has an impact on entire rural communities.Some years ago I heard game fishing was worth €10 million to the economy of Connemara. What did we do only destroy the sea trout?  We are now in the process of destroying the salmon. There is a wider issue to be considered in terms of tourism and the environment and the Government's responsibility to the latter.The expert group said the compensation scheme was "fair and proportionate". It involves a six-year multiplier on an average catch over five years. I do not have much sympathy for those who caught fish illegally and now expect to be compensated as a result. There should be a verifiable catch on the basis of tags.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	51	What about the poachers?
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	52	There is no difficulty about the poachers. Of course there are other factors involved. The issues of global warming, silting and forestry are also factors. There are many factors, but this is the dominant factor. If Senators heard Dr. Ken Whelan, who is one of the world's most eminent experts in this area, on the radio this morning, they would have heard him clearly explaining to anybody who is in any doubt why mixed stock fishing must end. Such fishing takes place at sea and nowhere else.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	53	We need to compensate the fishermen who are being made redundant.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	54	We have a compensation——
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	55	We need to compensate the fishermen. That is all we are asking for.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2006-11-02 00:00:00	Prelude	56	I am quite prepared to debate the issue with Senator McHugh outside the Chamber after the Order of Business.
