#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	0	I welcome the witnesses from Forfás, Mr. Martin Shanahan, chief executive, Mr. Declan Hughes, Ms Marie Bourke, Dr. Jonathan Healy and Ms Laura Watts, who will discuss social enterprise in Ireland. From the Equality Budgeting Campaign I welcome Ms Louise Bayliss, Mr. Richard Keane, Ms Emer Delaney, and Ms Louise Riordan. One person from each group will make a presentation initially. When it comes to answering questions other witnesses may respond as appropriate. Before starting the discussion I wish to advise witnesses of privilege. Witnesses are protected by absolute privilege in respect of their evidence to the committee. However, if a witness is directed by the committee to cease giving evidence in regard to a particular matter and continues to do so, the witness is entitled thereafter only to a qualified privilege in respect of his or her evidence. Witnesses are directed that only evidence connected with the subject matter of these proceedings is to be given and are asked to respect the parliamentary practice that, where possible, they should not criticise or make charges against any person, persons or entity by name or in such a way as to make him, her or it identifiable. The presentations that witnesses have submitted to the committee will be published on the committee website after this meeting. Members are reminded of the long-standing ruling of the Chair to the effect that they should not comment on, criticise or make charges against a person outside the House or an official either by name or in such a way as to make him or her identifiable.  I now invite Mr. Shanahan to make his presentation.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	1	I thank the Chairman and members of the committee for inviting Forfás here today to discuss our report, Social Enterprise in Ireland, Sectoral Opportunities and Policy Issues. A detailed briefing note of my presentation has been circulated to members. With the Chairman's permission I will take that as read and will draw out some of the key points from the presentation. Before beginning I will introduce my colleagues, Declan Hughes, divisional manager with responsibility for enterprise and trade policy and Marie Burke with responsibility for education and skills policy. We are also joined by Dr. Jonathan Healy and Laura Watts who are policy advisers and were involved in drafting the report under discussion. Forfás is the national policy advisory board on enterprise, trade, science, technology and innovation. We work closely with our sister agencies, IDA Ireland, Science Foundation Ireland, and Enterprise Ireland in the development of enterprise policy. We provide advice on a diverse range of policy areas which impact on enterprise, whether that is enterprise development, research and innovation, competitiveness, research and development, economic infrastructure and so on. We also have a role in the development of the Action Plan for Jobs and identifying sectoral opportunities and opportunities to create jobs. The report we are discussing fits into that area of our work. Social enterprise in its broadest form is not a new concept in Ireland. In every community there are examples that were established because individuals grouped together to meet a need that was not being met by the State or by commercial businesses. In all aspects of Irish life community and voluntary organisations such as the Gaelic Athletic Association, GAA, Muintir na Tíre, the Irish Countrywomen's Association, ICA, agricultural cooperatives and credit unions have been the backbone of the social fabric. All of these organisations share a self-help ethos and philosophy and place themselves at the centre of their communities. For our report a social enterprise is defined as an enterprise that trades for a social purpose; in which at least part of its income is earned from its trading activity; is separate from government; and in which the surplus is primarily re-invested in a social objective. Income from trading is an important distinction, as organisations such as pure charities may derive their income solely from philanthropy, grants or donations. In commercial enterprises, profit is divided among owners and shareholders, but in a social enterprise the profit, or the surplus, is generally re-invested in the social objective. The Forfás report identified four main types of social enterprise in Ireland, those with commercial opportunities that are established to create a social return, for example, a restaurant whose profits or surpluses are used to fund a disability organisation; those creating employment opportunities for marginalised groups, such as employment centres for ex-offenders; economic and community development organisations, for example, community-run enterprise centres; and those that deliver services, such as community crèches or rural transport groups. These goals often overlap or the social enterprises have multiple objectives.  There is limited data available on the size and operation of social enterprises in Ireland. We have used statistics from 2009 to demonstrate the scale. Approximately 1,420 social enterprises employing over 25,000, with a total income of approximately €1.4 billion existed in 2009. This is equivalent to just under 1% of enterprises in the economy and over 1% of total employment. Social enterprises are labour intensive, with payroll estimated to account for 64% of total expenditure. This group of 25,000 that we have identified is a subset of a wider not-for-profit sector which employs over 100,000 people. Our report concentrates on the social enterprises at the commercial end of the not-for-profit spectrum.Our report concluded that the sector has the capacity to double employment with the creation of an additional 25,000 jobs. We arrived at this conclusion having examined the levels of social enterprise in other jurisdictions and the averages across the European Union.  The Forfás report makes a number of recommendations to contribute to developing a vibrant social enterprise sector to support jobs in communities across Ireland. While a number of these recommendations are specific to social enterprises, many are recommendations that impact on all small and medium-sized enterprises from across all sectors of the economy. The recommendations centre on six themes. There is a need to develop a policy for the social enterprise sector. There is also a need for an over-arching policy for social enterprise development to include adopting the definition of social enterprise as outlined, developing a co-ordinated approach to the sector across government and increasing our understanding of the sector, including the collection of appropriate data and metrics. A number of Departments are currently engaged with the sector, the Department of the Environment, Community and Local Government, the Department of Social Protection, the Department of Health, the Department of Agriculture, Food and the Marine and the Department of Jobs, Enterprise and Innovation. The second set of recommendations relates to capacity-building and business skills development, including the promotion and replication of existing business support models and working towards ensuring that social enterprise is mainstreamed in all business courses to help in further developing the sector. The third set of recommendations deals with procurement, including supporting social enterprises in the same way as conventional SMEs can be supported by Government. This is to enable access to tendering processes. Social enterprises face many of the same challenges in this regard as commercial small and medium-sized enterprises. There is also an opportunity to influence social outcomes through procurement. Funding and finance are dealt with, including assisting social enterprises in building capacity for business plan development to make access to finance easier so that they can take out loans on a commercial basis. There are multiple potential streams of income including philanthropy, grant-aid and commercial income. Many social enterprises derive their income from a mix of these sources. The sector wishes to achieve a greater level of income from commercial trading. The remaining themes include developing leaders and harnessing community support and expertise and the theme of governance. A broad range of potential governance models exist and it is important that social enterprises choose a model which best supports their business activity. The recommendations were developed by examining existing international policies and evidence, literature review and a wide range of engagement with stakeholders in Ireland. 
Since the publication of the report an interdepartmental group has been established and chaired by the Minister of State, Deputy Seán Sherlock with a secretariat provided by the Department of the Environment, Community and Local Government. The group is currently examining the recommendations of the Forfás report and is establishing a timetable for implementation.  Social enterprise is a growing enterprise sector that can bring further job gains and deliver economic potential as part of Ireland’s economic recovery and growth for the future. Like other SMEs, social enterprises have the benefit of being geographically spread throughout Ireland. They are set at the heart of rural and urban communities. Very often they employ those who are most marginalised and who find it most difficult to access employment opportunities. They tend to provide local services and so jobs are created in local communities. As well as multiplier effects from the direct jobs in the sector, further indirect jobs are created either by enabling the development of other enterprises, for example, by social enterprises that assist economic and community development, or by providing services that attract people to a community such as local festivals or community-run hostels. The Forfás report sets out a list of recommendations to help ensure a supportive and enabling environment for a vibrant and growing sector of Irish enterprise. I welcome any questions from members.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	12	To return to Deputy Joan Collins's point, we could do that posthumously in respect of the past three to four budgets in order to assess the impact and to assess whether it would have a positive impact going forward.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	13	The research carried out by the group in Scotland has been very influential in the context of examining what can be learned from hindsight and from what has already been done.
#MarieMoloney	unknown-#MarieMoloney-party	unknown-#MarieMoloney-dob	unknown-#MarieMoloney-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	14	I thank our guests for attending. I wish to make a comment rather than ask a question. What Mr. Keane is talking about is reform and that is what we are fighting for every day of the week. The entire system needs to be reformed. We are continually arguing about the need for reform, particularly in the Seanad. We are not allowed to accept some very good legislation or amendments to Bills brought forward by the Opposition because we are governed by the Whip. The entire system requires an overhaul. Mr. Keane is correct in the context of the need for joined-up thinking. Last November, the Revenue Commissioners contacted people in order to discover the means by which they intended to pay the local property tax for this year. I know a number of individuals who indicated that they intended to pay it out of their widow's pension. That was grand, and when they went online, their request to pay in this way was accepted.All was well until last week when some of these widows got letters indicating that the Revenue could not take the money out of the widow's pension because the Department of Social Protection did not allow it. This has occurred after they had all indicated that they intended to pay the tax in this way. It is crazy that this was not done beforehand. The reason the Department has given is ludicrous. It stated that if a widow pays X amount a week towards the local property tax - €4 a week or whatever - it would take her income below the threshold for the tax. It is saying that one needs to pay one's local property tax but not on its watch - one must pay it somewhere else. If the Department is determining that the widow cannot pay it because it would bring her payment below the threshold, how does it expect her to pay it? We need joined-up thinking across Departments. Ms Louise Bayliss spoke at length about child benefit and I agree with what she said. She should not think for one minute that this issue has not been thrashed out. We have had spent days thrashing out the different ways we should approach this issue. We have groups lobby us to means-test child benefit; others have lobbied us to tax it and others still have lobbied us to have vouchers for the children going to school. There are varied opinions on how to tackle this issue. If we were to means-test it, we would probably lose more than we would gain. How would we means-test all the recipients throughout Ireland at this stage? Perhaps it could be done with new applicants when they fill in the form. How can we go about means-testing what is being paid out in child benefit? I thought there was merit in the idea of giving vouchers to the parents which would be used in the schools to cover the cost of school books and school lunches and in that the funding would be used for the child. People say it is a universal payment for children and it should not be taken away. With child benefit, it is a case of "damned if you do and damned if you don't".  The child dependant allowance has been a bugbear of mine because it is paid alongside all benefit payments. A recipient of a short-term payment will not get the allowance if the child is over the age of 18 and going to school or college. If one gets sick, it is as if one's children do not matter in that one will not receive payment in respect of the child over the age of 18 but will only get payment in respect of those children who are under age, so to speak. If one is dependent on social welfare and has a child going to college, one will get a top-up payment for that child, the special rate of third level grant, which is great, but if that child came from Kerry and moved to Dublin, that payment would not even cover their accommodation costs. One has to then supplement one's child in college out of one's social welfare payments. It is crazy. Not everyone passes their exams the first time around and they may have to repeat a year, but if a child has to do that, he or she will not get the grant. It is very hard on parents who are totally dependent on social welfare to put their children through college. Are we going to return to the days when it was only the rich who would go to college? This is where equality comes into play. I agree that we should have equality budgeting. We have tried to get budgets, particularly the social welfare budget, in advance in order that we could scrutinise them, but unfortunately that does not happen. It does not come to us beforehand. The Minister will come and tell us how much she has to take out of the budget, but we do not get the specifics until the day it is announced. When one is working with the people on the ground, one knows the specifics of the budget that will hurt people and what will not and what is acceptable, but unfortunately we do not get the specifics of the budget until the day it is introduced and then we debate it afterwards. It would be good if we could have the budgets in advance but we have not come around to that idea yet in this country.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	15	I welcome the witnesses from both panels. My first question is to those from the social enterprise section of Forfás. There is huge potential for growth in the social enterprise sector, but it is not well understood in Ireland. The witnesses are probably aware that Leader has been quite good at funding projects in this area but it is now in abeyance until the next tranche of funding, which is likely to be in 2015. I have read a number of very exciting reports with good projects that could be operationalised as social enterprise projects. By and large, they are not for profit and many are recommended to be got up as charities or trusts. I am conscious of the recent controversy around charities. What is the witnesses' advice in this regard? This will be a low-profit sector. The profit made from a social enterprise projects is generally used to pay wages, and thereby employ people, and basically to cover costs. The yield from it will not go towards a profit. There is no fat there. Getting buildings and capital projects completed involves a huge cost. We have a lovely project ready to roll in Galway called the Galway Young Creators' Centre, which is to run in tandem with the second level system, providing after-school opportunities to explore young people's creativity, but the funding needed to get it off the ground is substantial. Once it was off the ground it would cover itself. Who is out there to help this type of project get off the ground? Does Forfás help social enterprise initiatives? I think it is mainly focused on policy, from what I can glean. I want to say well done to the delegates from the Equality Budgeting Campaign. There has been a good amount of evidence for a long time that the more equal a society we have the better it is for everyone. Mr. Keane referenced the book The Spirit Level: Why More Equal Societies Almost Always Do Better, which is very interesting. It is an area that is not well understood. I am struck by the fact that he said that such analysis should be done. Have the witnesses met with the Department of Finance?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	16	We have tried to seek a-----
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	17	They have not met with it.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	18	We have not.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	19	We made a submission and we did a seminar with the EBAG from the Scottish Parliament. It is welcome news that the committee is going on a study visit to Scotland.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	20	Hopefully.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	21	That will be great for the next steps.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	22	Where are witnesses feeding in their information? What exactly is the organisation?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	23	We have made a submission to the Minister, Deputy Noonan, with the help of Deputy Stephen Donnelly. We have just received a response from the Minister which, as Deputy Collins said, is quite negative. We are trying to meet with him personally in order that we could answer direct questions but we have submitted a proposal to the Department of Finance.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	24	This is crucial. If we want equality budget proofing it needs to happen in every Government Department.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	25	Absolutely.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	26	It needs to be fed in in advance of the budget. It also needs to be fed in strategically and not simply by way of a chat at this committee. I am conscious that the witnesses' campaign is made up of all these organisations, but do they have a dedicated staff to do this work?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	27	No; we are a voluntary organisation.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	28	How are the witnesses collating their data and what expertise do they have on their team? They might tell me a little more about that. With regard to the disadvantaged groups, did Ms Bayliss say "working lone parents" as opposed to lone parents?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	29	In respect of the last budget it was working lone parents, but in the case of the budget I mentioned first, the 2012 budget, it was all lone parents.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	30	We need to hear a little more about working lone parents. If we take the case of a lone parent who manages a family and works but who is disadvantaged as a result of that, such treatment is a clear breach of the principle of equality. How are disabled people and the self-employed who have lost their businesses faring? I thank the witnesses for attending. It would be good to get this on a very firm footing.
#StephenDonnelly	unknown-#StephenDonnelly-party	unknown-#StephenDonnelly-dob	unknown-#StephenDonnelly-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	31	I thank the Chairman for letting me crash her committee. Both of these issues are very dear to my heart and I very much appreciate being able to attend.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	32	I might crash the Deputy's committee sometime.
#StephenDonnelly	unknown-#StephenDonnelly-party	unknown-#StephenDonnelly-dob	unknown-#StephenDonnelly-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	33	The Chairman would be very welcome. I can assure her it is not as interesting as this. My first question is to Mr. Shanahan from Forfás. The 2012 report is an excellent one. I ask him to take the following comment in the spirit in which it is meant. The report's recommendations are a bit fluffy. That is not the fault of Forfás. They are fluffy because Forfás is trying to advise and it is up to the Minister or the Government to put real meat on the bone. Whenever I hear the phrase "interdepartmental committee", I cringe. What is happening on the ground? It is fantastic that the Minister of State, Deputy Sherlock, has been appointed to this group. Has anything started to happen, specifically in terms of money, resources and legislation? I would like to know the answer to that.  My second question is on the microenterprise fund. I have spoken to some of the people co-ordinating social enterprise in Ireland. One of the points they made is that the social entrepreneurs cannot or will not access the microfinance fund, even though there is a good deal of money there.My understanding is that it has not been drawn down. I cannot remember the specific technicality, but it had something to do with having to be a director of the social enterprise and opening up someone to personal liability. It was a constraint around the microenterprise fund. Does Ms Bayliss know anything about this or if that is changing? I have a third question. According to Ms Bayliss's data, we are at less than half of the European average in terms of social enterprise, which to me was a surprising finding because, as she rightly said, this country has an extraordinary tradition of volunteering and huge social cohesion. It is astonishing that Ireland is at less than half the European average, given our heritage, tradition of volunteering and social cohesion. Will Ms Bayliss give one or two reasons she believes we are way behind in that regard? Equality budgeting is something I strongly support. I co-authored the submission to the Minister for Finance, Deputy Michael Noonan, and the Minister for Public Expenditure and Reform, Deputy Brendan Howlin. The most striking aspect for me was that Oireachtas Deputies and Senators received the ESRI report on income distribution in the budget four days after the Finance Bill had been signed into law. One of the main requests of the Equality Budgeting Campaign is for Members of the Oireachtas to have that type of analysis on budget day. I have had a direct response from the Minister, Deputy Michael Noonan, which states he was not doing it. I have not heard yet from the Minister, Deputy Brendan Howlin, but if he also says "No", I am willing to bet that they are the only two Members of the Oireachtas who do not believe Members of the Oireachtas should have the right information. Fianna Fáil and Sinn Féin support equality budgeting. I would say the vast majority of Independents support it and will hazard a guess that most Labour Party Members support it. Regardless of one's perspective on whether there should be greater equality, I am guessing that the two Ministers are the only two of the 226 Members who are publicly stating we should not be given the information on what the budget we are voting into law will do. I find this extraordinary and it is fantastic that this committee is taking up the issue. It could be the conduit in applying some pressure from the Dáil. The response the Minister, Deputy Michael Noonan, has given is that they are not willing to do it because Members already receive the information. I have a view on the quality of that information, but as a member of the Equality Budgeting Campaign, does Ms Bayliss believe the information provided for Oireachtas Members on budget day in the budget "deck", to which the Minister, Deputy Michael Noonan, is referring, is sufficient and does it qualify as useful and substantive quality analysis?
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	34	As I am the last questioner, I will ask my questions before Ms Bayliss replies. I am very much in favour of equality budgeting, but I do not necessarily agree with all of the views of Ms Bayliss's group. For example, I am not sure that basing it on the nine grounds mentioned would be the right approach because the bottom line for me is income equality. We can divide people into sectors and omit many others. The latest Central Statistics Office income and living survey has found that throughout the country there are couples with children, people who are single, lone parents and so on who are insolvent and struggling to pay mortgages. That kind of model would not take this into account. The bottom line should be income equality. To give an alternative view on some of the issues the delegates have raised, the SILC survey carried out by the ESRI offers a flawed model because it does not include capital taxes. Many wealth taxes were brought in. Capital gains tax, DIRT and so on have been increased, but that is not taken into account. Other taxes were increased also. There is a story in The Irish Times today based on a parliamentary question I asked. In 2011 the Government implemented a proposal of the previous Government, whereby an effective tax rate of 90% was imposed on bonuses above €20,000 for bankers. Some €1.3 million was collected in 2011 and there were no bonuses above that amount in 2012. In the same year the threshold for the universal social charge was increased and last year it was increased for wealthier people over 65 years. So far, the CSO income living survey has not shown a widening of the gaps in income. The latest survey was carried out in 2011 and the next one could show such a widening; I do not know. I would not prejudge it, but I am simply saying there is other information available. The OECD states it has the most progressive income tax system in Europe and we have the third most progressive income tax system in the world. That is because of recent changes, largely implemented by the previous Government towards the end of its term. The delegates are putting one side of the argument, but others can be made. The picture is not as bleak as that presented by them.  I would be glad to hear comments on the points I have made. I call Ms Bayliss to respond to all of the questions asked.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	35	On the point about the CSO's survey of income and living conditions, the Chairman is right that it does not take into account capital taxes or take into account cuts in public services.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	36	The Chairman brought up the SILC report.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	37	Yes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	38	While the SILC report does not take into account-----
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	39	I was thinking of the ESRI report.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	40	The Chairman has said it does not take capital taxes into account, but it also does not take into account cuts in public services, which have been proved to have an impact on those on low incomes.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	41	I am sorry, Ms Bayliss, it is my mistake. The SILC report does not take everything into account; it only takes income into account. I am mixing up the SWITCH analysis with the SILC report. The SWITCH analysis offers a flawed model, the one Mr. Keane mentioned.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	42	The point remains that while many of these reports do not take account of some capital taxes - the Chairman is right in that regard - which are affecting higher incomes, they also do not take into account the impact of cuts in public services. If we take the two into account, it probably makes it more even.
#StephenDonnelly	unknown-#StephenDonnelly-party	unknown-#StephenDonnelly-dob	unknown-#StephenDonnelly-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	43	On a technicality, it does now. In the latest ESRI analysis for this year, they have brought it all in. The analysts are currently rerunning the figures for 2011, 2012 and 2013 taking into account all of the issues mentioned by the Chairman.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	44	That is good to know.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	45	The bottom quantile have suffered more than any other in the most recent budgets. That is factual. On some of the other points raised, I take on board what the Chairman said about income equality. That is one of our biggest concerns, but there are other issues, including access to public services. However, I agree with the Chairman that income inequality is affecting people in every sector in their day to day living. As the Chairman rightly pointed out, a two-parent family with a mortgage could be equally as poor as a lone parent and dividing it like that can sometimes be blunt. What we are trying to achieve is income equality.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	46	We are open to critiques, but we should start the reform process. We should pay a study visit to, say, Scotland. We should have some know-how from the School of Social Justice or the ESRI. There are many people who have the skills and know-how required. To address the question from Senator Fidelma Healy Eames, we have been fortunate that Dr. Clara Fischer has been working with us. She is a research fellow at the London School of Economics. We began this journey two years ago. Members, as parliamentarians, will know from addressing the needs of their constituents that there are people who do not have power or a voice in the decision-making process. If they are to make better decisions, de-segregated data, more information, a more open and transparent process, a longer lead-in time to the budget would be a win-win for everybody.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	47	To come back to Deputy Stephen Donnelly's point, all we want is for decisions to be made based on accurate information. Decisions are not being made with the benefit of information. It is easy to criticise people for voting a certain way, but they might not have had the information to hand. We believe members, as parliamentarians, are representing a sector and they should have the required information when they are making decisions. If the information was to hand, the position might improve. We are not expecting everybody to take on board our views on equality, but we expect members, as parliamentarians, to have the information to hand when they make decisions on policies.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	48	May I come in with a small point in this regard?
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	49	Can we return to it?
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	50	It is linked.
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	51	Yes, but the Senator can come in afterwards. I invite Mr. Shanahan to respond to the points that were raised.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	52	I have a few comments. First, on the points made by Senator Healy Eames, as for it being a little understood sector, clearly the purpose of the report was to try to shed greater light on the sector. Obviously, it was not about producing a report at the end but was about bringing together the sector to discuss these matters. The process probably is as important as the final output in that regard, because the stakeholders had a lot of opportunities to engage with one another and with Forfás through this process. As for the question on governance models, a number of governance models are used in the sector. However, based on other work, we estimate that more than 80% of social enterprises are established as limited companies. In many cases, they have charitable status in addition to being limited companies. The co-operative model obviously is another that exists. Our advice is that social enterprises should look at what model best suits its business activity, in that one size does not fit all in this regard. As the Senator will be aware of the recent announcements regarding the charities regulator and what will happen within that sector, I do not propose to go into that. Perhaps I will couple the Senator's other comments together with questions Deputy Donnelly has asked regarding what is happening in the sector. As I noted in my presentation, more than 1,400 social enterprises are currently being supported. They draw funding from various sources, some of them trade commercially and there is activity happening on the ground. This is not new and there is activity. At present, they are supported by a range of different initiatives, primarily through the Department of the Environment, Community and Local Government and the Leader programme to which the Senator referred under the local community and development programme. The Senator obviously is also correct in stating that the aforementioned programme ran until 2013 and that proposals are now being developed for a further iteration of it. Other supports are available under the Department of Social Protection and again, it depends on the type of proposal that is being put forward as to which of these fits best with the model that has been proposed. Finally, on the implementation, as I already have noted, the Minister and the interdepartmental committee are currently setting out an implementation plan. As the Deputy will understand, I cannot pre-empt what that is but there is a commitment to take this forward. On the microenterprise loan fund, I am not in a position to answer the Deputy but will be happy to revert to him separately and establish what is happening in that regard. On the Deputy's further question as to the reason Ireland is so far below the European average, as measured by percentage of GDP, we are currently at 2.5% relative to the 6% average. I do not believe there is any easy answer to give to the Deputy. He referred to the ethos and the nature of volunteering that exists in Ireland. Some of it may relate to capacity building within the sector and there are a lot of examples of small social enterprises that may have the ability to scale but have not done so due to their internal capacity. This was an area to which Forfás referred in the report, namely, the need to build this business capability, largely within those enterprises, to enable them to bring forward business plans and to manage things on a more commercial basis. However, I do not have an easy answer to that question.
#FidelmaHealyEames	unknown-#FidelmaHealyEames-party	unknown-#FidelmaHealyEames-dob	unknown-#FidelmaHealyEames-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	53	This is just a thought on equality budgeting. One problem is having too many agencies that are interested in the sector. For example, in addition to the Equality Budgeting Campaign, there are organisations such as Social Justice Ireland, the Conference of Religious of Ireland, CORI, and so on. It would be really useful were all these organisations to get together and to have a single dedicated function because the Government always will play one off against the other. It will state it already has that information, just as it is telling the Equality Budgeting Campaign. Do the witnesses follow me?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2014-01-29 00:00:00	Social Enterprise in Ireland: Discussion	54	I do.
