#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	0	Apologies have been received from an Cathaoirleach, Deputy McGuinness. I welcome members and any viewers who may be watching the proceedings on Oireachtas TV of the Select Committee on Finance, Public Expenditure and Reform, and Taoiseach.I welcome the Minister and his officials, as well as the members to the sitting. Turning to the notice on privilege, members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses or an official either by name or in such a way as to make him or her identifiable. Parliamentary privilege is considered to apply to the utterances of members participating online in a committee meeting when their participation is from the parliamentary precincts. For this purpose, the parliamentary precincts are considered to be the accommodation assigned to the member in the Leinster House complex or its vicinity, another location in Leinster House or Leinster House 2000. Please note that members may participate remotely in proceedings held in public only from the locations listed above, as privilege for their utterances only applies when participating from those locations. It is also important to note that members must be physically present to participate in the committee. In other words, they cannot vote from their online location.  I welcome the Minister for Finance, Deputy Donohoe, and his officials. The format of the meeting and its timetable is as follows. To provide for the smooth running of the meeting, any members acting in substitution for a member of the committee should formally notify the clerk now, if they have not already done so. Divisions will be taken as they arise. Members attending this meeting in accordance with Standing Order 106(3) should be aware that pursuant to that standing order, he or she may move his or her amendment and request a division but cannot participate in the voting on the amendment. This applied to members attending this committee in accordance with the standing order, that is, Deputies who are not members of this committee. It is proposed that we end the meeting at 4 p.m.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	1	Amendments Nos. 1 and 2 are related and will be discussed together.
#RichardBoydBarrett	unknown-#RichardBoydBarrett-party	unknown-#RichardBoydBarrett-dob	unknown-#RichardBoydBarrett-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	2	I move amendment No. 1:In page 9, between lines 18 and 19, to insert the following:
“Reports
2. Within 3 months of the passing of this Act, the Minister shall lay a report before the Dáil, on the cost to the exchequer of abolishing the USC and replacing it with a High Income Social Charge of 10 per cent on all earnings over €90,000.”.Once upon a time, Fine Gael was for the abolition of the universal social charge, USC, because the party recognised that it was an austerity tax introduced following the economic collapse in 2008. It was a hefty burden and imposition placed on ordinary workers to pay for an economic and financial crisis that was not their fault. The Government has since abandoned, or at least Fine Gael has, the commitment to get rid of the USC. It is something that, justifiably, still provokes much anger among ordinary workers, because they are still paying what is, in effect, an austerity tax. It is our view, therefore, that the USC should go for those earning less than €100,000 annually. We have long held this position.  We do believe that we must pay for these things. We are very financially prudent on the socialist left and we believe that if something is going to cost the State revenue by reducing the tax burden on ordinary workers, then it must be paid for in some other way. We believe it should be paid for by introducing a higher-income social charge on those earning more than €100,000, as well as other measures that we proposed in our alternative budget. These included the introduction of new taxation bands for those earning more than €100,000. This is how the deficiency in lost revenue could be fairly paid for. Earning more than €100,000 is a major privilege. Our view is that people earning this kind of money, and more, should pay a higher tax contribution to alleviate the burden on ordinary workers, who are still suffering as a result of the introduction of the USC. It is even more the case now, obviously, with the cost-of-living crisis people are facing. I will conclude by remarking on one point that is not directly relevant to this legislation but that is relevant in the round because any tax measure must be related to tax equity and fairness in the tax system. It is interesting to note that income tax receipts amount to €30 billion in revenue, I think. I think it is the biggest tax receipt the Government has. I do not know what total income earnings are because I did not have time to fish out that figure. It is considerably less than, for example, total corporate earnings in any given year, but the tax contribution of the corporations is much less than €30 billion. Income earners pay €30 billion in tax, but the Government is projecting there will be €20 billion in tax revenue from corporations, even though the corporate sector earns much more in gross earnings.  In other words, and to cut a long story short, workers earn less and pay more in tax, whereas corporations earn much more and pay less in tax, overall in the round. This is wrong as well. Often, the beneficiaries of big corporate profits are precisely these high earners who get additional income from what they may derive from having shares in companies and so on and so forth. We are trying to redress the imbalance in this regard by alleviating the tax burden on ordinary workers and replace it with higher taxes on the highest earners, as well as through the introduction of a whole range of other measures that we propose to try to redistribute wealth through the tax system and to close the gap between ordinary workers and the very rich in our society. This is the logic of our proposed amendment and we think this should be examined in a report by the Government.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	13	I am arguing for it.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	14	I do not hear you talk about it any more.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	15	Germany has just introduced one.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	16	One speaker-----
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	17	I do not hear the Deputy talk about it any more. We can go through the debate we had earlier in the Dáil about his party's alternative budget, which has magically appeared on its website since we last spoke.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	18	It was always there.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	19	One speaker, please.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	20	The reality-----
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	21	The Minister had it in his hand earlier on.
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	22	One speaker at a time.
#PaschalDonohoe	unknown-#PaschalDonohoe-party	unknown-#PaschalDonohoe-dob	unknown-#PaschalDonohoe-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	23	The reality is that it was not there. I am not going to demean the dignity of this committee by having to pick up my phone and show pictures of what the website was like before I made my point and what it was like after, but the Deputy knows there is a difference and I know what his party has done. He should not talk to me about the difference between what I said in 2016 or 2017 when I cannot even find out what he said a few weeks ago. Do not make that point to me.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	24	I will make whatever point I wish, with respect, because this is the finance committee-----
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	25	One at a time.
#PearseDoherty	unknown-#PearseDoherty-party	unknown-#PearseDoherty-dob	unknown-#PearseDoherty-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	26	I want to know if the promises-----
#BernardJDurkan	unknown-#BernardJDurkan-party	unknown-#BernardJDurkan-dob	unknown-#BernardJDurkan-constituency	speech	unkown-language	2022-11-10 00:00:00	Finance Bill 2022: Committee Stage	27	I am going to cut the Deputy off in a minute. I need to call on everybody.
