#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	43	I support the amendment. I am in favour of a similar deletion from subsection (2) which concerns the right of the expectant father to attend the last two antenatal classes in a set of such classes. People should have the right to attend such classes. If the Bill, as it stands, is passed, hospitals will organise classes of longer duration and attempt to ensure all of the required information is included in three classes in order that workers, particularly low paid female workers, can attend. It would also mean that the women concerned would attend the classes instead of not doing so because they would lose out financially due to not being present at work. These classes will otherwise be held at night or be of longer duration. Anyone who has attended such classes will be aware that there is a great deal of information to be gleaned from them. It would be a pity if all of that information was compressed into full day sessions. Essentially, what would happen is that there would be three full day sessions during the period of a pregnancy.Expectant fathers should be entitled to attend with their partners for the duration in order that they can understand what is happening. It is only one set of classes in the case of an expectant father, whereas expectant mothers have the right to attend one or more sets. Most mothers I know would not avail of the full set of classes. Once mothers have undergone one set, they will I hope have learned about their needs and those of their children. However, people sometimes forget or want to obtain the most up-to-date information and will, therefore, probably attend more than one set of classes.I hope Deputy Costello's amendment will be accepted. I am also hoping the restriction relating to expectant fathers will be removed.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	44	The position of expectant fathers is another day's work, a matter with which the Deputy may deal on Report Stage. I am sympathetic to the amendment. I represent the same constituency as Deputy Ó Snodaigh and I am aware of women who work right through their pregnancies. The Minister of State represents a similar constituency.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	45	I understand the points being made. However, I do not agree with Deputy Ó Snodaigh's interpretation. I am advised that a typical set of classes consists of six to eight classes of two to three hours duration each. If I understand the Deputy correctly, he stated women would not take the full set.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	46	Low paid workers will not take the full set because they would lose out financially. In the case of a second pregnancy, some women may wish to take classes to remind themselves of the specifics involved.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	47	I understand from where the Deputy is coming. People might be aware that the Adoptive Leave Bill which contains mirror provisions for those who adopt children is being introduced in the Seanad on Thursday. We have provided in that Bill that pre-adoption parenting classes will be paid for by employers. The position at present is that employers are not obliged to pay for anything. A meeting took place between all of the representatives involved in this area and, following much hard bargaining, employers agreed to pay for a full set of classes, minus the final three. I am not in a position to unilaterally change this because it was the result of a compromise agreement. However, in view of what appears to be a consensus of opinion here, we will certainly consult the relevant persons to see if it is possible to change the agreement. I will indicate on Report Stage the results of those consultations.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	48	I am not 100% clear on what is involved in subsection (3). From my reading of it, members of the Defence Forces will be debarred from the rights being bestowed on expectant mothers and fathers in respect of antenatal classes. There are a number of questions which arise in regard to these exclusions. For example, is it the right of a female member of the Garda Síochána who is serving overseas, presumably in a peacekeeping capacity, or a member of the Defence Forces who is engaged in operations in aid of a civil power to attend antenatal classes?
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	49	The exclusions to which the Deputy refers provided for in paragraphs (a) and (b) were included in the Bill on Committee Stage in the Seanad at the request of the Defence Forces to ensure their operations abroad or in Ireland would not be compromised as a result of the new rights provided for under this section. They have stated it could be difficult to facilitate members of staff on such missions who wish to exercise their right to attend antenatal classes. The exclusions should not have the effect of preventing pregnant members of the Defence Forces from exercising their rights as it is unlikely they would be engaged in duties of this nature.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	50	I move amendment No. 20:
In page 11, lines 5 to 7, to delete all words from and including "where" in line 5 down to and including "employer" in line 7.Section 9 deals with the issue of time off for and facilities relating to breastfeeding. There is no provision in the legislation regarding facilities for women to breastfeed in the workplace. Such matters are left entirely at the discretion of employers. This makes it too easy for them to side-step obligations they might have under the section.The amendment proposes the deletion of the phrase "where facilities for breastfeeding are provided in the workplace by her employer". As the Minister of State will introduce regulations, there is no need to include that phrase in the legislation. This matter should be considered in the context of making the regulations. Perhaps the Minister of State should call on employers to make more effort to provide facilities for women who are breastfeeding.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	51	It is not true to say there is no obligation on employers and that matters are left entirely at their discretion. Section 9 inserts a new section 15B in the principal Act and states an employee who is breastfeeding shall be entitled, without loss of pay, at the option of her employer, to avail of the provisions of either paragraph (a) or (b) which are linked. If the employer does not provide breastfeeding facilities in the workplace, he or she is obliged to offer the employee reduced hours for the purpose of breastfeeding her child. This construction ensures that if the employer opts to allow breastfeeding breaks in the workplace, he or she must provide appropriate facilities.The Deputy's amendment, while well intentioned, could weaken the breastfeeding provisions in the Bill because it would give the employer discretion to offer breastfeeding breaks which, in the absence of facilities, would be of no benefit to a breastfeeding employee. In many employments, for example, a high street café or a small business with limited space, this could result in the employee not being able to exercise her right to breastfeed in the workplace, forcing her to abandon her entitlement to breastfeed entirely.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	52	That is one possible interpretation. However, if the Minister of State intends to make regulations on the matter, this would give him the opportunity to set out conditions under which breastfeeding facilities should be provided. Perhaps it should be related to the number of employees in the company. The legislation, as it stands, makes it easy for employers to avoid having to provide a facility. That is our concern.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	53	It is very difficult for a small shop or business to provide facilities.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	54	I agree.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	55	Amendment No. 21 is in the name of Deputy Costello. Amendment No. 22 in the name of Deputy McGrath is an alternative. In order that we can discuss the alternative, I ask Deputy McGrath to move amendment No. 21. Amendments Nos. 21 and 22 will be discussed together by agreement. Is that agreed? Agreed.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	56	I move amendment No. 21:
In page 11, to delete lines 13 to 17.My amendment also deals with the provision of facilities. Section 15B(2) states: "An employer shall not be required to provide facilities for breastfeeding in the workplace if the provision of such facilities would give rise to a cost, other than a nominal cost, to the employer". We suggest that this should be tidied to read "if the provision of such facilities would give rise to an unduly burdensome cost". What is a nominal cost? In most senses, nominal means €50 or €100. However, the phrase "an unduly burdensome cost" means an employer should find out what the cost would be and what facilities are needed before deciding whether it——
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	57	Whether it is reasonable or whether he or she can afford it.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	58	Yes. The section, as it stands, provides too easy an opt-out.
#AengusOSnodaighSF	unknown-#AengusOSnodaighSF-party	unknown-#AengusOSnodaighSF-dob	unknown-#AengusOSnodaighSF-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	59	On the same point, the notion of nominal cost leaves the matter unclear. If we are not to delete the provision, as suggested in Deputy Costello's amendment which I would probably support, at least we should have some cost framework. Deputy McGrath's wording might suffice. As it stands, the provision allows an employer an escape clause. For example, can the cost involved in providing a partition be described as nominal? As the Chairman said, providing a partition or separating an area of a café would involve more than a nominal cost because of the ongoing effect. Any screened off area or quiet room in a business involves more than a nominal cost, especially in today's terms where a builder must be brought in to make alterations.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	60	The difficulty is that the term "nominal cost" was not dreamed up by us. It has been included in the Employment Equality Act for the past six years and interpreted on a number of occasions. It depends on the context. It has been interpreted by equality officers whose interpretation has been generous.The difficulty is that in a case relating to the Employment Equality Bill the Supreme Court has ruled on constitutional grounds that one can only place social obligations in the public interest on private property owners where no more than a nominal cost will be incurred. This judgment has been reflected in the wording used in section 15B(2). In framing this provision legal advice was sought on whether we could go beyond the Supreme Court ruling. The advice was that we may not. Where an employer does not provide facilities for breastfeeding in the workplace, in order to avoid costs in excess of what may be considered a nominal cost, in the Bill he or she is compelled to agree to a reduction in working hours for the employee. The employer must either provide facilities, whether under or above a nominal cost, or give time off.The only place where the concept of nominal cost, found throughout equality legislation, is changed is the Employment Equality Act in so far as it relates to employers making provision for disabled workers. We can go beyond the concept of nominal cost in that legislation as a result of a European directive as our advice is that the directive supersedes the Supreme Court judgment on that particular aspect. However, on every other aspect, including what we are discussing, the Supreme Court judgment which I think relates to Article 43 of the Constitution in regard to private property prevails. The advice we have received from the Attorney General's office is that the terms of the Supreme Court ruling on a matter of constitutional law mean this is the phraseology we must use. However, if an employer is not in a position to provide breastfeeding facilities, he or she is obliged to allow the employee to take time off.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	61	How far has the Equality Authority pushed out the definition of "nominal cost"? What quantitative value has it put on it? Does the Minister of State have any example of what it has done?
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	62	I do not have an example off the top of my head. My advice is that every case depends on the facts and context but the general view is that the Equality Authority has been generous in its interpretation of the phrase included in the 1996 Act. I can provide specific examples for committee members if they require them.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	63	That would be useful.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	64	I move amendment No. 22:
In page 11, lines 16 and 17, to delete all words from and including "a" where it firstly occurs in line 16 down to and including "employer" in line 17 and substitute "an unduly burdensome cost".
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	65	I move amendment No. 23:
In page 12, lines 10 to 19, to delete all words from and including "ending" in line 10 down to and including "confinement" in line 19 and substitute the following:"of 8 weeks or until the end of the sixteenth week following the date of confinement, whichever is longer, but subject to sections 16A and 16B".
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	66	This is an amendment to which I would be sympathetic. However, it is a question of the delicate balance agreed to by the working party which, as I said, consisted of representatives from the various interest groups. The amendment proposed would, effectively, grant the father a minimum of eight weeks paid maternity leave. The maternity review group considered the period of maternity leave available and made recommendations to increase both maternity leave and additional maternity leave by four weeks each. These increases were immediately implemented in March 2001 and are available to bereaved fathers in certain circumstances, depending on the date the mother of the child dies. However, the group made no recommendation to increase the father's leave in this manner.I am not in a position to accept an amendment which would provide a right, in some circumstances, to a significantly greater period of leave. I remind members that there is further leave available, 14 weeks unpaid parental leave, up to the time the child reaches the age of five years. The provision in the Bill was agreed to by the working group. Looking at it now, it strikes me that the additional cost would be small because such circumstances do not often arise. Perhaps we can consult further with the relevant parties to see if we can accede to the amendment. If they are willing to agree, we will make the appropriate adjustment.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	67	Perhaps when he is examining the matter, the Minister of State will also look at the four week extension. In the social welfare context, payments generally cover six week terms, for example, when a person dies, his or her spouse is entitled to his or her pension for six weeks. Perhaps a six week rule should be established across all Departments, rather than having different entitlements in each. Will the Minister of State examine the matter in that light to see whether the provision could be adjusted?
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	68	I will speak to the appropriate individuals.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	69	Do not ask the Minister for Social and Family Affairs to reduce her figure of six weeks to four.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	70	This is a caring Government.
#PaulMcGrath	unknown-#PaulMcGrath-party	unknown-#PaulMcGrath-dob	unknown-#PaulMcGrath-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	71	What about all of the cutbacks she is making?
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	72	I move amendment No. 24:
In page 13, line 36, to delete "section 16B(8)(b)” and substitute “section 16B(7)”.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	73	I move amendment No. 25:
In page 16, line 9, to delete "subsection (10) and substitute "subsection (9)".
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	74	I move amendment No. 26:
In page 16, lines 11 and 12, to delete "in accordance with subsection (8)" and substitute the following:"as soon as reasonably practicable but not later than the day on which the leave begins".
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	75	I move amendment No. 27:
In page 16, to delete lines 14 to 44.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	76	I move amendment No. 28:
In page 16, line 45, to delete "subsection (8)" and substitute "subsection (7)".
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	77	I move amendment No. 29:
In page 16, lines 53 and 54, to delete "subsections (7) and (8)" and substitute "subsection (7)".
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	78	I move amendment No. 30:
In page 20, paragraph (a)(i), lines 29 and 30, to delete “sections 14B(12) and 16B(11)” and substitute “sections 14B(11) and 16B(l0)”.
#WillieODea	unknown-#WillieODea-party	unknown-#WillieODea-dob	unknown-#WillieODea-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	79	I move amendment No. 31:
In page 21, to delete lines 1 to 6 and substitute the following:"(a) if the period of resumed leave concerned is 4 weeks or less——(i) at the same time as the relevant notification is given by the employee under section 14B(8) or 16B(7), as the case may be, or(ii) if the employer waives the right to receive such notification, not later than the day on which the employee expects to return to work,or(b) if the period of resumed leave concerned is more than 4 weeks, not later than 4 weeks before the date on which the employee expects to return to work.”.This is a technical amendment which is required to correct an omission in section 20 with respect to notification of intention to return to work from a period of resumed leave in a case where the employer had waived the right to receive notification from the employee of intention to take resumed leave. In other words, there is no provision for a situation where the employer was simply prepared not to insist on any sort of notification. Notification was more or less made compulsory, whether the employer wanted it. The purpose of the amendment is to remove this anomaly.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	80	I thank the Minister of State and his officials for attending.
#SeanArdagh	unknown-#SeanArdagh-party	unknown-#SeanArdagh-dob	unknown-#SeanArdagh-constituency	speech	unkown-language	2004-05-18 00:00:00	Prelude	81	In accordance with Standing Order 85, the following message will be sent to the Dáil:The Select Committee on Justice, Equality, Defence and Women's Rights has completed its consideration of the Maternity Protection (Amendment) Bill 2003 and has made amendments thereto.In accordance with Standing Order 67, the following message will be sent to the Seanad:The Select Committee on Justice, Equality, Defence and Women's Rights has completed its consideration of the Maternity Protection (Amendment) Bill 2003 and has made amendments thereto.The select committee adjourned at 3.35 p.m. sine die.
