#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	0	I have received notice from Senator Mooney that, on the motion for the Adjournment of the House today, he proposes to raise the following matter:The need for the Minister for Foreign Affairs to make a statement on reasons behind a decision of the European Union to place the Kurdish organisation KONGRA-GEL on its list of terrorist groups.I have also received notice from Senator Henry of the following matter:The need for the Minister for Education and Science to explain the reason grants to the technological section research programme have been curtailed or eliminated in some cases by his Department.I have also received notice from Senator McHugh of the following matter:The need for the Minister for Communications, Marine and Natural Resources to review the role of ALAB.I have also received notice from Senator Bannon of the following matter:The need for the Minister for Justice, Equality and Law Reform to outline the current status of nine outstanding grant applications under the equal opportunities child care programme made by community child care groups in County Longford.I regard the matters raised by the Senators Mooney, Henry and McHugh as suitable for discussion on the Adjournment and they will be taken at the conclusion of business. Senator Bannon may give notice on another day of the matter he wishes to raise.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	11	It is even off the Cassidy scale.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	12	Of course, the Opposition never tables condemnatory motions.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	13	We will debate the motion later.
#JoeOToole	unknown-#JoeOToole-party	unknown-#JoeOToole-dob	unknown-#JoeOToole-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	14	Senator Mansergh looks grossly unhappy.
#DrMartinMansergh	unknown-#DrMartinMansergh-party	unknown-#DrMartinMansergh-dob	unknown-#DrMartinMansergh-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	15	I thank the Senator.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	16	The Senator should ask questions relating to the Order of Business.
#JoeOToole	unknown-#JoeOToole-party	unknown-#JoeOToole-dob	unknown-#JoeOToole-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	17	I asked previously for an update on the progress being made by the Minister for Justice, Equality and Law Reform regarding the new credit card driving licence. New legislation has been enacted and it is a legal imperative that one should carry one's licence at all times while driving. The fact that the licences are made from very soft paper makes it very difficult for people to retain them for ten years. The Government claimed it intended to introduce a credit card size driving licence that would serve the same purpose. The Cathaoirleach will recall that I asked that such a card refer to the licence holder's position on donating organs, but that is not the issue I am raising today. What is the position on the introduction of credit card size driving licences?
#JoannaTuffy	unknown-#JoannaTuffy-party	unknown-#JoannaTuffy-dob	unknown-#JoannaTuffy-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	18	I wish to refer to the pictures emerging from Iraq of abuses of Iraqi prisoners by American soldiers and the allegations in the Red Cross report of abuses of Iraqi civilians by British soldiers. The latest image, to be seen in the newspapers today, is of a US civilian being beheaded by representatives of al-Qaeda in Iraq. Apparently, he was detained at one stage by US-backed Iraqi police and his parents feel this played a role in his eventual death. This war has turned out to be a bad mess and a mistake on the part of the United States and the United Kingdom. I hope people remember that the Government did not take a sufficiently strong stand against these countries regarding this war.I noticed yesterday that the UN Under-Secretary General was in Ireland to lay a wreath at the Royal Hospital, Kilmainham, to commemorate the Irish men and women who died on UN service. He said Ireland comes top of the league in terms of peacekeeping roles and he also mentioned there may be a UN role in peacekeeping in Iraq. I hope Ireland assumes this kind of role and passes on its expertise in policing. Will the Leader invite the Minister for Foreign Affairs to the House to discuss our role in this regard and what we can do to get Iraq out of this mess and bring about a peaceful society in that country from which everybody in the world can benefit?
#AnnOrmonde	unknown-#AnnOrmonde-party	unknown-#AnnOrmonde-dob	unknown-#AnnOrmonde-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	19	I too would like to raise the issue of the horrific picture of the beheading of Mr. Berg, which was broadcast on international channels. Can our Minister for Foreign Affairs, Deputy Cowen, or the Minister for Communications, Marine and Natural Resources, Deputy Dermot Ahern, raise this matter at EU level and draw attention to the sensitivity of the pictures and their impact on the public in this country and elsewhere? I had a long discussion on this issue last night and I feel it is the last straw. Will it ever stop? If it is not Americans abusing Iraqis, it is Iraqis abusing Americans. It must stop and we cannot let it continue. This should be conveyed to the highest powers to whom it can be conveyed. Will the Leader do something about it because it is just too much?
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	20	Senator Ormonde touched on an issue I wanted to raise. The Iraqi war has sunk to the lowest level of depravity based on the images we are seeing. The person who was beheaded was not even a soldier; he was in Iraq erecting antennae acting on behalf of a contractor. It is sickening.The Americans, having entered the fray in Iraq on the first day, appear to have gone down a cul-de-sac. It appears they did not have a proper exit strategy. The images of what is happening to prisoners demonstrate that a tit for tat strategy is emerging, which is rather sickening. I also felt nauseous when I heard President Bush defending Mr. Rumsfeld, the Defence Secretary, in recent times.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	21	Hear, hear.
#MichaelFinucane	unknown-#MichaelFinucane-party	unknown-#MichaelFinucane-dob	unknown-#MichaelFinucane-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	22	If the conflict was in another part of the world, Mr. Rumsfeld would walk at this stage. This House had a debate on the Iraqi war when it was in its earlier stages. We had different views but at least there was a very reasonable, sensible discussion. However, we should discuss this issue again in the near future.
#JohnMinihan	unknown-#JohnMinihan-party	unknown-#JohnMinihan-dob	unknown-#JohnMinihan-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	23	I endorse the comments of the previous speakers. I spoke on this issue in the House last week and I ask the Leader again to convey to the Minister for Foreign Affairs that the time has come for us to be seen to take action. We should voice our concerns. The Minister should talk to the US ambassador and we should have a commitment from the Government, particularly the Taoiseach, that this matter will be raised with President Bush during his forthcoming visit to Ireland. We need to send out this message clearly because if the United States cannot listen to friends who say the abuses in Iraq are not acceptable, it will listen to no one. We can and should convey our message in a responsible manner. The Irish people demand it. The images are unacceptable.On the specifics of the issue, there are serious questions to be asked as to the level on which the abuses happened. There is a difference between the behaviour of professional soldiers and that of reservists and those operating under the control of CIA operatives. This point needs to be made and to suggest otherwise is not fair to professionals of good reputation who would not operate in the manner depicted in the images.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	24	I join my colleagues in condemning the abuses evident in the pictures emerging from Iraq. As the House knows, I have been raising these issues for a long time and a considerable majority from all sides of the House feels the same as I do. The matter goes right to the top. If one has a commander in chief who openly states his intention to flout morality and international law and suspend the Geneva Conventions, what can one expect of ordinary soldiers? Many have complained about the images, which are very shocking, but the reality is what really must shock us. The images are only a photographic reflection of what is actually being done on the ground.I extend my sympathy to the grieving family of the young man who was beheaded. I am sure everybody feels the same about this matter. The man's death was horrifying. He was a contractor. "Contractor" is a word that is attracting sinister connotations because the American Government has been found to contract out torture. It is a disgrace and as bad as anything that happened in the Second World War.What interested me was what was said by the family of the beheaded man. It accused the American authorities of precisely the same practice to which I referred yesterday and regarding which I handed over documentation to the Leader of the House, namely, the illegal seizure of people and their detention in incorrect circumstances. A report in today's The Irish Times states the man’s father “criticised the US military and Bush administration, saying his son might still be alive had he not been detained by US officials in Iraq without being charged and without access to a lawyer”. I am very sorry to say this is what one gets when criminality reaches the top branch of the Executive. I hope the Taoiseach, urged on by this House, will raise these matters as an issue of priority.I return to the question of the banks and the rights of their customers, which the House has been considering. I am concerned about the related issue of the frequent advertisements for shared home investment plans, SHIPs. People over 70 are being urged to surrender a significant part of the equity of their homes in return for a cash grant. There should be a health warning with these plans. I am concerned that elderly people could be persuaded by the soft selling of the banks to give away part of their homes, which could result in them finding themselves in difficulty later on.I am sorry I did not speak before my colleague, Senator O'Toole, because I am sure he would have a view on the matter I am about to raise. Could we have a discussion in the House on the compensation culture, which is growing? We have had deaf soldiers and, apparently, we are now about to have dumb teachers because they over-use their voices. Their voices become exhausted from talking to and reprimanding students.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	25	I thought Senator Norris was a teacher.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	26	I was and my voice often went hoarse from screeching, but it was part of the job. This matter is a complete and utter nonsense and we should squash it before it gets off the ground. If teachers sue the State for compensation for hoarseness, where will it end? Senator Dardis is correct that I was a teacher. I regularly got hoarse and if they get money, I shall sue as well. I will also sue the Government benches for making me shout.
#PaschalMooney	unknown-#PaschalMooney-party	unknown-#PaschalMooney-dob	unknown-#PaschalMooney-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	27	Follow that, as they say in the show business world. I endorse all that has been said. However, I am concerned that a trend might develop. I do not doubt Senator Tuffy's contribution on Irish involvement at UN level. The main problem in Iraq at present, however, apart from the horrific images we have seen, is that there is no stability or security. In fact, the United Nations and its personnel are also the targets of insurgents in Iraq. We cannot forget Sergio de Mello and his staff, who were blown up when they were attempting to bring peace, stability and security to Iraq.The question is what this small country can do to reflect the anger, outrage and frustration expressed in the Chamber this morning. We believe strongly in the multilateral nature of the United Nations. It is incumbent on the Irish Foreign Minister, who, along with the Taoiseach, is constantly conveying the views of the Irish nation under the EU Presidency, to call for an urgent debate in the United Nations. The major powers, particularly America and Britain who are involved in Iraq, are attempting to devise an agreed resolution for the hand-over of sovereignty at the end of June. That hand-over seems to be further away than even they thought it would be. I cannot envisage a hand-over of sovereignty. To whom can it be given?The best way forward for a small country such as Ireland, which has a strong international profile, is urgently to seek a debate at the United Nations to ensure the voice of the world will not only be directed towards the Americans for the torture that occurred but also towards the appalling imagery we have seen over the past few days. There are two sides to this and one feeds off the other.I have a brief question about legislation. Can the Leader of the House find out when it is proposed to make a decision on the findings of the independent electoral commission? The proposals of the commission, which have had a strong impact on my county, is to split County Leitrim in two for electoral purposes. There is a strong ground swell of opposition to that proposition on the part of major sporting, cultural and other organisations, including the IFA and the GAA. When will the Government make a decision on the findings of the independent electoral commission?
#UlickBurke	unknown-#UlickBurke-party	unknown-#UlickBurke-dob	unknown-#UlickBurke-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	28	Will the Leader speak to the relevant Minister about fading public confidence in the NCT? A total of 150,000 vehicles have been incorrectly failed. Recently, a person whose car failed the NCT challenged the result and returned to the centre 90 minutes afterwards with verification of the inaccuracy of the machinery being used at the test centre. The decision was overturned. It is most important that the people operating the test centres have proper machinery so confidence in the test can be restored. Vehicle testing is an important aspect of road safety, in view of the slaughter on our roads. It is important that the Minister moves quickly to restore confidence in this area.In the past few days the Department of Agriculture and Food presented a new REP scheme to the EU. The Minister is the current President of the EU Council of Agriculture Ministers and it is unfortunate that the scheme has been rejected by the Council. If this was a hurriedly revised scheme, that might be acceptable but the introduction of the third REPS has been postponed on numerous occasions. The officials in the Department and the Minister must take the blame for the rejection of the scheme by the EU. The Minister for Agriculture and Food and his officials should immediately produce a suitable scheme and present it again to the Council so the people who are looking forward either to entering the scheme or to continuing the scheme on their farms can be allowed to proceed on that course for the environmental improvement of rural areas.
#LabhrasOMurchu	unknown-#LabhrasOMurchu-party	unknown-#LabhrasOMurchu-dob	unknown-#LabhrasOMurchu-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	29	I took a robust stand against the war in Iraq. At the time I said I regarded that war as illegal, immoral and unjustified. That is still the case. I believed the fall out would eventually cast a shadow over us and if there was even a perceived acquiescence on our part with what was happening in Iraq, this nation would suffer internationally. That is what will happen. It will not be sufficient to express our abhorrence every day on the Order of Business at the latest atrocity. We have to be proactive. We must get out from under the umbrella of the United States and Britain and take a stand as a sovereign nation.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	30	Hear, hear.
#LabhrasOMurchu	unknown-#LabhrasOMurchu-party	unknown-#LabhrasOMurchu-dob	unknown-#LabhrasOMurchu-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	31	There is sovereignty and human rights in question. Senator Norris is correct that deep down we all believe the same thing. However, that is not enough. If we do not stand up to be counted on these issues not only will America suffer, but Ireland and the rest of the world will suffer as well. The first step that must be taken is an admission by the United States that it was wrong. We will have to rebuild bridges with an entire community not only in Iraq, but throughout the world. I hope this House will give leadership, as it has done in the past, irrespective of what might not be politically correct.
#UlickBurke	unknown-#UlickBurke-party	unknown-#UlickBurke-dob	unknown-#UlickBurke-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	32	Give leadership on Shannon too.
#LabhrasOMurchu	unknown-#LabhrasOMurchu-party	unknown-#LabhrasOMurchu-dob	unknown-#LabhrasOMurchu-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	33	We must give leadership now or history will not judge us kindly.
#JamesBannon	unknown-#JamesBannon-party	unknown-#JamesBannon-dob	unknown-#JamesBannon-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	34	Why was there such a mad rush yesterday to push the Electoral (Amendment) Bill through the House?
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	35	That was yesterday's business and cannot be raised now.
#JohnDardis	unknown-#JohnDardis-party	unknown-#JohnDardis-dob	unknown-#JohnDardis-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	36	The Senator spoke for too long.
#JamesBannon	unknown-#JamesBannon-party	unknown-#JamesBannon-dob	unknown-#JamesBannon-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	37	This type of action damages our democracy——
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	38	That was decided yesterday.
#JamesBannon	unknown-#JamesBannon-party	unknown-#JamesBannon-dob	unknown-#JamesBannon-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	39	It undermines people's confidence in our legislative decisions. That is a fact.I seek a debate on crime. Every day an average of 2,840 crimes are committed in this country. Gun related crime has increased by 50% and theft has increased by 80% since the Government was re-elected. We were promised 2,000 extra gardaí but they have not been appointed. Resources are needed to detect and eliminate crime, but they are not being provided by the Government. The people canvassing in the local and European elections are reminded of this every day. Debates on law and order that last up to half an hour are taking place on the doorsteps. We have plenty of law but little order at present.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	40	There is little order here as well. A number of Senators are offering. There is a time motion regarding the Order of Business so brevity is required.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	41	The Joe Duffy "Liveline" programme yesterday and Senator Norris this morning referred to the shared ownership schemes provided by the Bank of Ireland and other companies. Will the Leader ask the Minister for Social and Family Affairs, Deputy Coughlan, to inform all non-contributory pension holders that they will lose their full pension if they participate in the scheme? It is a short-term gain but a couple could lose up to €18,000 per year.
#JamesBannon	unknown-#JamesBannon-party	unknown-#JamesBannon-dob	unknown-#JamesBannon-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	42	That is Government policy.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	43	It is not Government policy.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	44	Senator Bannon, some Member will lose a chance to contribute on the Order of Business if you do not stop interrupting.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	45	It is commercial policy. It is important that the Department of Social and Family Affairs informs such pensioners that they can lose their pension. Again, we owe a debt of gratitude to public service broadcasting. Joe Duffy is more effective than the Opposition in this House.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	46	Members should not mention any names.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	47	He will be delighted to hear his name mentioned.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	48	The Senator mentioned names previously and discovered the consequences.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	49	Name and shame.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	50	I did; I have personal experience of it. With regard to the banks, I again request that part of the €25 million——
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	51	That is not a matter for this House. It is a matter for the banks.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	52	It is a matter for legislation.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	53	The Senator should table a motion.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	54	I request that some of the funds be given to the People in Need telethon.
#ShaneRoss	unknown-#ShaneRoss-party	unknown-#ShaneRoss-dob	unknown-#ShaneRoss-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	55	Hear, hear.
#DavidNorris	unknown-#DavidNorris-party	unknown-#DavidNorris-dob	unknown-#DavidNorris-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	56	Shame.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	57	That is a matter for the company. If the Senator wants to introduce legislation, he should table a motion.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	58	Charlie Bird exposed——
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	59	As I said earlier no names should be mentioned.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	60	I will be very brief, a Chathaoirligh, as I know you are under pressure. In response to what Senator Ó Murchú said, I acknowledge that he was brave during the debate on the Iraqi war more than a year ago. He was brave in conscientiously speaking out on behalf of his constituents against the war in Iraq be it morally or otherwise. We, as a party, believe the UN represented the way forward and I am glad that Senator Mooney has backtracked and agreed with this.
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	61	The Senator said he would be brief. We cannot discuss Iraq on the Order of Business.
#JoeMcHugh	unknown-#JoeMcHugh-party	unknown-#JoeMcHugh-dob	unknown-#JoeMcHugh-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	62	I would like to expand further on Senator Ó Murchú's point in stating the Americans must acknowledge their responsibility. The British must also acknowledge their responsibility. As one brought up close to the Border, I know that some British soldiers in Northern Ireland were involved in internment, interrogation and arresting and abusing innocent people. Any true democrat in this country who backed the British involvement in the war in Iraq has blood on their hands.
#MaryMWhite	unknown-#MaryMWhite-party	unknown-#MaryMWhite-dob	unknown-#MaryMWhite-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	63	Hear, hear.
#JimWalsh	unknown-#JimWalsh-party	unknown-#JimWalsh-dob	unknown-#JimWalsh-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	64	I support those who have raised the banking issues. I wish to take a slightly different angle. We should have a debate on a number of regulatory authorities, including the Irish Financial Services Regulatory Authority. The discovery of the scandal at AIB came about as a result of a whistleblower rather than anything the regulatory authority did. The Government seems to have a propensity to establish these authorities. Last week I called for a debate on the National Roads Authority, which has a number of issues that should be addressed. Exorbitant legal fees have never been tackled by the Competition Authority. We should have a debate perhaps on individual authorities and perhaps on the broader issue of the propensity of the Executive to establish authorities to distance functions from itself.I support the call for a debate on Iraq, which is overdue. I would like to see a stronger condemnatory approach taken by the Government, particularly towards——
#RoryKiely	unknown-#RoryKiely-party	unknown-#RoryKiely-dob	unknown-#RoryKiely-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	65	Five or six Senators are offering and I will not be able to let them all contribute.
#JimWalsh	unknown-#JimWalsh-party	unknown-#JimWalsh-dob	unknown-#JimWalsh-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	66	——the appalling incidents we have recently seen on television. I agree with the call by Senator Mooney and others for a greater involvement by the UN, which we should debate in the House.
#MaryHenry	unknown-#MaryHenry-party	unknown-#MaryHenry-dob	unknown-#MaryHenry-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	67	I support all that Senator Ó Murchú said. Having been in Washington recently, I do not believe even the powers of persuasion of the Taoiseach could get President Bush to agree he had been wrong. While there I saw a retired army general say on television that President Bush should declare a victory and come home at once. Perhaps we should encourage this. They could claim that they have put Saddam Hussein out of power and the job is done. They could come home before there are any further atrocities.
#TerryLeyden	unknown-#TerryLeyden-party	unknown-#TerryLeyden-dob	unknown-#TerryLeyden-constituency	speech	unkown-language	2004-05-12 00:00:00	Prelude	68	What about the oil?
