#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	0	The purpose of today's meeting is to discuss issues impacting the taxi industry. Before we begin I want to welcome our new clerk to the committee, Iqra Zainul Abedin. Today I am pleased to welcome, on behalf of the committee, Mr. Alan Cooley, Mr. James Maguire, Mr. Philip Egan and Mr. Des Dempsey from the Irish Taxi Drivers Federation; Mr. Alan Brennan and Mr. David McGuinness from Tiománai Tacsaí na hÉireann; Mr. Kevin Barrett from the Taxi Alliance of Ireland, who is attending remotely; and Mr. Jim Waldron from the National Private Hire and Taxi Association.  Witnesses are reminded of the long-standing parliamentary practice that they should not criticise nor make charges against any person, persons or entity by name or in such a way as to make him, her or it identifiable or otherwise engage in speech that might be regarded as damaging to the good name of the person or entity. If their statements are potentially defamatory in relation to any person or entity, they will be directed to discontinue their remarks and it is imperative that they comply with any such direction.  Members are reminded of the long-standing parliamentary practice to the effect that they should not comment on, criticise or make charges against a person outside the Houses or an official either by name or in such a way as to make him or her identifiable. I also remind members of the constitutional requirement that they be physically present within the confines of the Leinster House complex to participate in public meetings. I will not permit a member to participate where he or she is not able to meet this constitutional requirement. Therefore, any member who attempts to participate from outside the precincts will be asked to leave the meeting. In this regard, I ask any member participating using Microsoft Teams to confirm that he or she is on the grounds of the Leinster House campus prior to making his or her contribution. If attending in the committee room, members are asked to exercise personal responsibility to protect themselves and others from the risk of contracting Covid-19. I now invite Mr. Cooley to make an opening statement on behalf of the Irish Taxi Drivers Federation.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	1	I thank the Chairman and committee members for the invitation to speak here today. My name is Alan Cooley and I am the president of the Irish Taxi Drivers Federation. I am joined by Mr. Philip Egan, our secretary, Mr. Des Dempsey, our assistant secretary, and Mr. James Maguire, our airport representative. We are grateful for the opportunity to appear before the committee to share our views on the taxi industry. The main points we wish to discuss today are the extension of the nine-year rule, the transfer of taxi licences, credit cards, the lack of suitability centres across the country, and the Uber situation in Ireland.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	2	Thank you, Mr. Cooley. I now invite Mr. McGuinness to make an opening statement on behalf of Tiománai Tacsaí na hÉireann.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	3	I also thank the Chairman and members for the opportunity to address the committee today on issues affecting the taxi sector.At the outset of the pandemic, we requested a five-year extension of the vehicle age for all vehicles to include new vehicles with loans attached and older vehicles due to exit the sector. Currently we have an electric vehicle, EV, grant. However, stock has become a real issue. Drivers with older vehicles cannot source an electric vehicle. If the operator changes vehicle in the short term due to end of vehicle life, the vehicle purchased may not meet the criteria for the EV grant. We have requested a common-sense approach, leaving operators in existing vehicles until EVs become available. We have written to the Minister for Transport with this request and so far received no reply. It is our view the sector needs to be incorporated into the public transport system. Taxis are the only 365-days-per-year, 24-hour, door-to-door transport service. This would lead to inclusion at large-scale events, resulting in temporary taxi stands and set-down and drop-off facilities. Currently large venues throughout Dublin have no taxi stands or set-down or drop-off areas resulting in operators not offering their services at the venues. Difficulties with parking and the threat of being fined are some of the reasons operators quoted. Dublin City Council's lack of engagement with the taxi sector at major public events needs to be addressed. Tiománaí Tacsaí na hÉireann resigned its seat on the taxi advisory committee, TAC, during the early months of the pandemic. It is our view the sector should be in a negotiation position as opposed to an advisory position with the Department of Transport. We requested changes to the committee subsequent to our resignation but all were refused. Many of the proposals we submitted to the Department and the TAC were not adopted. The TAC needs to be disbanded for a national transport forum that allows all bodies that provide public transport to input positively to the transport system of Ireland. Currently licences are non-transferable except on the death of the licence holder. Up until this decision, a taxi operator saw his or her licence as a business with the opportunity to build a small business to be shared or passed on to a suitable family member and, therefore, bringing younger generations into the sector. As this is no longer possible until after death, many drivers see the licence as a way of earning a weekly wage and do not see it as a small-business opportunity.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	4	I thank the Chairman and the committee for inviting me. I am a representative of the Taxi Alliance of Ireland, operating in County Tipperary and I have worked in the industry for nearly 30 years. I will bring some of the issues forward to the Chairman. There are a large number of illegal operators throughout the country. In the past 12 months, we have had success in catching some of these individuals with the help of the Garda and National Transport Authority, NTA, enforcement officers. However, many of these illegal operators continue to work as the Garda and the NTA do not have the resources to catch all of them. One way to resolve this issue is the establishment of a transport police with the powers to deal with this issue and the resources to deal with this problem on a permanent basis. In order for more people to join the taxi industry, especially in rural Ireland, these illegal operators need to be dealt with immediately before we lose more drivers. For example, a person was caught six months ago, taken to court and prosecuted, got a €200 fine and was operating the night after. That has to be stopped. Another issue I will bring to the attention of the committee is the buy-back of taxi plates. We need to make this process easier to engage in to recruit more taxi drivers to the industry, . At present, if a driver retires or leaves the industry, the driver cannot transfer his or her small public service vehicle, SPSV, plate to another individual. If a transfer of plate and other business areas such as phone and cars were easier, it would entice people to join the industry. To provide more SPSV operators available for closing time of pubs and nightclubs, we need to get the committee to consider asking the Licensed Vintners Association to come forward with a proposal to stagger the closing times of these establishments. This would reduce the number of people looking for taxis all at once at peak times on the weekends. It would also reduce stress on taxi drivers trying to provide a service as they can become overwhelmed with people trying to get taxis at those peak times. The Taxi Alliance of Ireland is a voluntary organisation to help the SPSV industry for urban and rural Ireland. We want to our industry to be as professional as any other industry in our country. The committee should feel free to ask me any issues about the above issues.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	5	I ask that the committee forgive me if some of this is repetitive because we all have the same problems. The National Private Hire and Taxi Association, NPHTA, has met many Members of Parliament in recent times and we have made presentations, including in the audiovisual room, to try to get the extension of vehicle age limits. We are here today to highlight these ongoing issues within our industry, which are impacting on the high professional standards set over previous years. A total of 5,000 drivers are facing hardship and stress and the possibility of being forced out of our industry because of vehicle age limits. This would mean longer wait times for the public if even a small percentage of these people leave the industry. While work volumes have surged over previous months, especially at nighttime, many drivers are not in a position to borrow large sums to invest in a new electric vehicle - that is if they can find one. There are many challenges with the grant scheme and we would like a discussion on how to make it more accessible to drivers. We have had no input to the present process. Used car costs have increased 60% according to car magazines. Fuel costs have reached an all time high. Service costs have risen and use of cashless payments mean less take-home pay for drivers, despite the recent fare increase. Taxi drivers are facing the same cost-of-living challenges that all other sectors face. These conditions are screaming out for a further extension of age limits to allow drivers time to recoup losses and build a financial footing to move forward with a newer vehicle, preferably an electric one. Extension of age limits would not, and should not, lower standards. A driver with terminal illness or maybe a stroke is not allowed transfer his or her licence and must keep it active, meaning he or she must be fully licensed and insured, which obviously incurs costs at a time of no income. The driver is possibly dying and it may happen over a period of days, weeks, months or even years. Why can this licence holder not transfer the licence before death? If a licence goes into inactive status it cannot be inherited. An inherited licence must be availed of within nine months. This is a time of mourning and should be extended to at least 12 months. All taxis have to do a national car test, NCT, once or sometimes twice per year. They then must wait 48 hours before returning to the same test centre to have the taxi-suitability test carried out by the same person in the same place. This should be done at the same time and, therefore, cut down time and expense for drivers. It could all be done in one visit. Security of drivers is a continuous concern. The NPHTA, for years, has requested a garda liaison officer to work with representative bodies. Our requests continue to go unheard. The NTA should also be considering providing drivers with security systems and advice. Assaults on drivers are common in our workplace. When has the NTA ever taken a case on behalf of a taxi driver? Generally drivers just have to suck it up. Passenger security should remain a priority of law makers. Strict vetting of entrants, while this could be quicker, should not be overlooked and possibly even be strengthened. Some legislative changes are being considered at present, but it would help if there were marshalled, better-located and properly-lit taxi ranks with CCTV monitoring. This could be considered.An example is College Green, which is right beside the Temple Bar area. Rideshare, Uber-style, by unlicensed drivers should not be entertained. The safety record for this type of service shows thousands of sexual assaults by unvetted drivers who provided this service. Passenger demands must be discussed in the context of what passenger expectations are, how overall transport policy needs to be adapted and that pub opening and closing times also need to be adapted. Free access to the Dublin Port tunnel should be considered as a benefit to passengers and the environment. We recently heard about arrangements for the Garth Brooks concert. We contacted the NTA to ask what provision had been made for taxis and the response was that the coach parking and pick-up points were outside the Garda cordon and located approximately 25 minutes' walk from the stadium. We were told taxis would not be allowed inside the Garda cordon and that we could operate as normal. This highlights the lack of consideration planners have given to our sector. Taxis continue to be overlooked. No major events should be allowed to take place unless SPSVs are considered as part of the transport planning. In recent years, thousands of drivers have protested against the Taxi Advisory Committee, TAC, which continues to fail drivers. Throughout Covid it was never proactive only reactive. It took our appearance before the Covid committee to get some supports. Despite the fact that minutes are now being published, the committee is far from transparent. Lots of the matters I outlined - those that truly affect taxi drivers - should have been discussed and presented to the Minister for future support. It is as if nothing happened in the past two years. Our association believes representatives of taxi drivers should regularly meet the Minister and the NTA to promote better public transport services. Transport providers should have a forum in which to present to policymakers. I read in The
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	136	Mr. Dempsey, please go into a little more depth on that. Explain it again.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	137	One of the garages has 17 EVs sitting there-----
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	138	Purchased by taxi drivers?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	139	Yes, purchased by drivers. They have paid for them and are probably due to pay their first instalment to the bank. The people who own them are trying to get their cars on the road but at the moment, they cannot get a suitability appointment with the NTA.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	140	If they get an appointment with the NTA for a suitability check, where is that carried out? Is a test done?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	141	They bring the car up and the NTA checks that the car is suitable to be a taxi, then it grants a licence.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	142	Is that done by a private subcontractor on behalf of the NTA or is it done by the NTA directly?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	143	It is done by a private contractor.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	144	Is the delay with the private contractor or with the NTA processing the application?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	145	The NTA has to re-license the vehicle because the driver has changed from an old car, has scrapped-----
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	146	Where is the delay?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	147	The delay is with the NTA. Nobody can get through to them on the phone.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	148	I ask Mr. Dempsey to clarify whether he is talking about secondhand or new cars.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	149	These are brand new cars.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	150	If they are brand new EVs, why does the NTA have to check them?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	151	The NTA has to license them.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	152	I will let Mr. Waldron in.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	153	When a car is ready to be licensed, it can take up to three weeks for it to be licensed by the NTA. Apart from the problems with trying for hours to get through to them on the phone, the car has to go through the technical department, the registration has to be submitted and then they approve the car for the grant. The taxi driver has to have scrapped his or her car to qualify for the grant, which means he or she could be out of work for three weeks while waiting for the car to be licensed.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	154	Drivers cannot submit a car to the NTA to be considered unless they have scrapped their old car.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	155	Exactly.
#DarrenORourke	unknown-#DarrenORourke-party	unknown-#DarrenORourke-dob	unknown-#DarrenORourke-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	156	While all of these points are important, there is a cliff edge coming next year whereby on top of those who have left the industry post Covid, another 4,000 vehicles, according to the NTA's own figures, are going to be off the road based on the ten-year rule.Can the witnesses tell me in clear terms that there will not be an additional supply coming in through the NTA's recruitment campaign or from anywhere else to make up that difference?
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	157	There is not a hope in hell.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	158	How can this job be attractive to anybody who wants to make a career out of it at the moment when there are so many hurdles to go through to get themselves, first of all, on the road and, second, financed, and with some type of co-operation from the NTA. It is just not feasible.
#DarrenORourke	unknown-#DarrenORourke-party	unknown-#DarrenORourke-dob	unknown-#DarrenORourke-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	159	In the best-case scenario, a person could be thousands-----
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	160	I just want to make a comment, please. With regard to the NTA, I bought an MG car. There were about ten MGs on the road at the time.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	161	That is an electric vehicle.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	162	Yes.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	163	I believe you may have given me some lifts.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	164	I probably did. In any event it is called escalation. Escalation means that there is a technical department within the NTA which will have a look and see if that car is suitable. Why is it not suitable if ten more of them have been licensed already? This is all bureaucracy, red tape, where there is the existence of a technical man in the NTA doing this job. It is just impossible to go through all of these things. If the driver is off the road, he or she could be in that position for three weeks or more. We need somebody to appear before the committee to ask the NTA questions, whether it is by taxi drivers or otherwise, because it is a joke.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	165	We will ask the NTA questions next week. I call Mr. McGuinness to speak now, please.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	166	Just getting back to Deputy O’Rourke’s point and the statement of the NTA asking us not to worry. This is a very significant worry, first and foremost because of the 3,985 who face being excluded from their job, basically. These are the NTA figures. In a year, it is almost 4,000 drivers and being told not to worry is not the answer to this.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	167	That is 4,000 plus approximately another 4,000 drivers who could be affected by the start of January.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	168	They could be pushed out of the industry. “Don’t Worry” is not the solution. That is what we saw from the NTA during the pandemic, which said it would be okay. It is always last-minute decisions. Apart from other factors as to why people will not come into the industry, they know that when they come into it, they will be facing the bureaucracy of the NTA in every department of the taxi sector. Getting back to the point raised by Mr. Maguire about the delays to the giving of suitability clearances for those cars, the drivers have been given a €25,000 grant by the NTA to get these cars on the road. Drivers are still waiting for the suitability clearance, even though they have gone through all of the processes. They should be licensed straight away and they should not have to go for an SGS test as they have already been given a substantial grant. The driver should be able to turn up, be given the door sticker, where his or her meter is fine, and away they go.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	169	I call Mr. Waldron to speak briefly, please.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	170	Addressing Deputy O’Rourke’s point, the bigger fear for me is that of people being driven out of the industry. There is also the fear of those who hang on in the industry for as long as they can. They will be putting themselves into very significant debt and will be working enormously long hours that will be putting their own lives - I keep emphasising this - and those of their passengers at risk. We have to take this on board. People do not have the opportunity to walk out of a taxi driver’s job into another job. During the Covid-19 period many people did that and found that it was quite good for them and they stayed in these jobs. That is why we are down 2,000 drivers. Those opportunities are beginning to fall away and perhaps people want to be taxi drivers but they are being forced not to be one. I keep emphasising that it is the health and welfare of ourselves and our passengers that we are concerned about.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	171	I call Mr. Egan to contribute now, briefly, please.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	172	We have the solution to the problem. My father is 89 years of age and he is retired from taxi work. He was a taxi driver for 55 years. He has to die in order for that licence to be transferred. It is totally illogical. That is a licence that is there and Mr. Cooley’s father is in the same position. There are many solutions and we have approached the NTA over the past number of years. Because it pushed the dust under the carpet, it is now up against a wall and the situation is insanity. If Deputy Lowry or the Chairman were in the back my taxi and if I told them what was going on, they would think that I was smoking some kind of crack.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	173	We would hope not.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	174	Sometimes, I wish I could with the traffic. There are many solutions, however. We are here and we want to help the public and do not have any animosities towards anybody. We want to be an integral part of the system.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	175	Mr. Egan is basically saying that nobody becomes a millionaire driving a taxi.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	176	No, you will not.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	177	Mr. Egan is just saying that he is doing what he wants to do.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	178	We have many solutions to the problems. To have cars in garages and not having them out on the road is insane.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	179	Point taken.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	180	We are hoping that the committee might bring this point forward.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	181	I call Deputy O’Rourke again, please.
#DarrenORourke	unknown-#DarrenORourke-party	unknown-#DarrenORourke-dob	unknown-#DarrenORourke-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	182	I want to pick up on those points on the extension of the ten-year rule, the issue of transferability, and the bureaucracy involved in the suitability tests, which we are hearing loud and clear. There is also the big piece around the voice of taxi drivers for the future of their own industry. These are the issues we are hearing loud and clear today and we will have to pick up on these points with the NTA and come back with something for the drivers and I thank them for their time.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	183	Absolutely; we are doing a structure. I call Mr. Dempsey to speak briefly, please.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	184	We have to have a point of contact with the NTA. We have not got one.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	185	I wanted to develop that point in my own question as to a structure.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	186	I thank the Chairman.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	187	On another point that it is not necessarily for the NTA, perhaps the Department of Justice may be the people to talk to. It is the question of why there is not somebody allocated, such as a Garda liaison officer, to deal directly with the representative groups. The Garda are very quick to contact us when it is asking us if there has been anybody around with CCTV footage and such matters. We would like to be able to benefit from contact with them also.
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	188	I call Deputy Lowry now, please.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	189	I apologise for being late but I was following the submissions that have been made. I welcome the delegation for appearing before us and I thank them for giving us a very good outline and the information we require. Deputy O’Rourke has summed up the main points that have been raised. From my own experience, I use taxis a great deal and I always find that the members of the profession are obliging, courteous and very helpful. From speaking with taxi drivers when you get into the car, and have a chat with them, you understand that the system within which they operate is very bureaucratic and full of anomalies and inconsistencies. It is obviously making life difficult for those in the industry. It is difficult to make a living, has very inconvenient hours and is uncertain in terms of the level of income you can rely on. Many of the issues that have been raised need to be dealt with and we will have to take them up with the NTA and ensure that we get-----
#KieranODonnell	unknown-#KieranODonnell-party	unknown-#KieranODonnell-dob	unknown-#KieranODonnell-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	190	The NTA is appearing before us next Wednesday.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	191	When it appears before us, we will take those points up with the authority. Can our guest speakers clarify one issue for me? I raised this question in the Dáil a month before the recess. I was at Dublin Airport and the Dublin Airport Authority, DAA, is also answerable to this committee. I seek clarification about a time I came in on a late-night flight at Dublin Airport and there were no taxis in the rank. Taxis kept passing me by but I could not get anybody to stop. Eventually, I made inquiries the day after and a taxi driver himself told me that once he dropped a fare at Dublin Airport, he had to leave the airport and could not come back to collect somebody. To clarify, what is the situation in that regard? If people arriving at the airport, particularly foreigners coming to our country, need a taxi late at night but see this thing happening whereby the taxi rank is empty because everybody has gone out and all these taxis are spinning through the airport, dropping people off but not being allowed to come around and collect people again, it is ludicrous.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	192	Was the Deputy at a taxi rank?
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	193	Yes.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	194	Was the Deputy at terminal 1 or terminal 2, as a matter of curiosity?
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	195	Terminal 2.
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	196	We are in a holding area.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	197	The taxi driver told me the day after, when I made an inquiry, that when taxi drivers come in, they can only make-----
#	unknown-#-party	unknown-#-dob	unknown-#-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	198	Can I just say that over the past two and half years or so, the DAA has refused to speak to the representative bodies on various issues throughout the airport. Our meeting with the authority last week was our first time to meet it in two and a half years. We are hoping to have a further meeting in the next two weeks.Regarding drivers passing the Deputy by, there is a permit system. There are 1,500 drivers permitted to work at Dublin Airport and they usually park up in a holding area. For the last year or year and a half, the calling system has been faulty. We have highlighted this over and over. There may well have been taxis in a holding area not being provided to the taxi rank while the Deputy was standing there. I do not know for certain but that could be the case.
#MichaelLowry	unknown-#MichaelLowry-party	unknown-#MichaelLowry-dob	unknown-#MichaelLowry-constituency	speech	unkown-language	2022-09-14 00:00:00	Issues Impacting the Taxi Industry: Discussion	199	If a taxi driver comes out of the city and does a drop, is that taxi not allowed to collect a passenger?
